municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2007-06-01,1,6,1,6,7
TOCO,consulta externa,repetidas en menores de 5 anos,2007-06-01,33,21,33,21,54
TOLATA,consulta externa,repetidas en menores de 5 anos,2007-06-01,46,56,46,56,102
TOLEDO,consulta externa,repetidas en menores de 5 anos,2007-06-01,11,11,11,11,22
TOMAVE,consulta externa,repetidas en menores de 5 anos,2007-06-01,12,10,12,10,22
TOMINA,consulta externa,repetidas en menores de 5 anos,2007-06-01,6,4,6,4,10
TORO TORO,consulta externa,repetidas en menores de 5 anos,2007-06-01,8,0,8,0,8
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2007-06-01,112,104,112,104,216
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2007-06-01,1,6,1,6,7
TRIGAL,consulta externa,repetidas en menores de 5 anos,2007-06-01,0,5,0,5,5
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2007-06-01,368,351,368,351,719
TUPIZA,consulta externa,repetidas en menores de 5 anos,2007-06-01,126,140,126,140,266
TURCO,consulta externa,repetidas en menores de 5 anos,2007-06-01,7,4,7,4,11
UMALA,consulta externa,repetidas en menores de 5 anos,2007-06-01,2,1,2,1,3
UNCIA,consulta externa,repetidas en menores de 5 anos,2007-06-01,24,12,24,12,36
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2007-06-01,10,9,10,9,19
URUBICHA,consulta externa,repetidas en menores de 5 anos,2007-06-01,7,6,7,6,13
UYUNI,consulta externa,repetidas en menores de 5 anos,2007-06-01,15,14,15,14,29
VACAS,consulta externa,repetidas en menores de 5 anos,2007-06-01,29,19,29,19,48
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2007-06-01,33,20,33,20,53
VIACHA,consulta externa,repetidas en menores de 5 anos,2007-06-01,92,68,92,68,160
VILA VILA,consulta externa,repetidas en menores de 5 anos,2007-06-01,3,2,3,2,5
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2007-06-01,25,15,25,15,40
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2007-06-01,8,6,8,6,14
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2007-06-01,16,18,16,18,34
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2007-06-01,1,3,1,3,4
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2007-06-01,100,105,100,105,205
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2007-06-01,16,10,16,10,26
VILLAZON,consulta externa,repetidas en menores de 5 anos,2007-06-01,50,48,50,48,98
VINTO,consulta externa,repetidas en menores de 5 anos,2007-06-01,121,107,121,107,228
VITICHI,consulta externa,repetidas en menores de 5 anos,2007-06-01,9,3,9,3,12
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2007-06-01,2,3,2,3,5
WARNES,consulta externa,repetidas en menores de 5 anos,2007-06-01,142,135,142,135,277
YACO,consulta externa,repetidas en menores de 5 anos,2007-06-01,5,1,5,1,6
YACUIBA,consulta externa,repetidas en menores de 5 anos,2007-06-01,121,95,121,95,216
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2007-06-01,27,17,27,17,44
YANACACHI,consulta externa,repetidas en menores de 5 anos,2007-06-01,1,1,1,1,2
YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-06-01,41,39,41,39,80
YOCALLA,consulta externa,repetidas en menores de 5 anos,2007-06-01,1,1,1,1,2
YOTALA,consulta externa,repetidas en menores de 5 anos,2007-06-01,31,28,31,28,59
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2007-06-01,18,28,18,28,46
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2007-06-01,10,7,10,7,17
ACACIO,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,4,5,4,9
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2007-07-01,17,7,17,7,24
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
AIQUILE,consulta externa,repetidas en menores de 5 anos,2007-07-01,21,12,21,12,33
ALCALA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,0,2,0,2
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2007-07-01,8,3,8,3,11
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,0,3,0,3
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2007-07-01,34,29,34,29,63
ANZALDO,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,13,12,13,25
APOLO,consulta externa,repetidas en menores de 5 anos,2007-07-01,15,16,15,16,31
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,2,1,2,3
ARANI,consulta externa,repetidas en menores de 5 anos,2007-07-01,20,11,20,11,31
ARBIETO,consulta externa,repetidas en menores de 5 anos,2007-07-01,14,22,14,22,36
ARQUE,consulta externa,repetidas en menores de 5 anos,2007-07-01,19,11,19,11,30
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2007-07-01,67,58,67,58,125
ATOCHA,consulta externa,repetidas en menores de 5 anos,2007-07-01,28,25,28,25,53
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,19,13,19,13,32
AYATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,16,12,16,28
AYO AYO,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2007-07-01,35,4,35,4,39
AZURDUY,consulta externa,repetidas en menores de 5 anos,2007-07-01,61,62,61,62,123
BATALLAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,1,0,1,1
BAURES,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,15,12,15,27
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,3,2,3,5
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,2,1,2,3
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,0,3,0,3
BERMEJO,consulta externa,repetidas en menores de 5 anos,2007-07-01,50,45,50,45,95
BETANZOS,consulta externa,repetidas en menores de 5 anos,2007-07-01,17,11,17,11,28
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,7,7,7,14
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2007-07-01,8,1,8,1,9
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2007-07-01,9,5,9,5,14
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-07-01,28,28,28,28,56
CABEZAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,11,10,11,10,21
CAIROMA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,1,3,1,4
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2007-07-01,6,2,6,2,8
CAJUATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,5,5,5,10
CALACOTO,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,8,3,8,11
CAMARGO,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,9,3,9,12
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2007-07-01,14,8,14,8,22
CAMIRI,consulta externa,repetidas en menores de 5 anos,2007-07-01,96,96,96,96,192
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2007-07-01,36,48,36,48,84
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,10,1,10,11
CARANAVI,consulta externa,repetidas en menores de 5 anos,2007-07-01,36,25,36,25,61
CARAPARI,consulta externa,repetidas en menores de 5 anos,2007-07-01,8,4,8,4,12
CARIPUYO,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,7,6,7,13
CATACORA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,17,31,17,31,48
CHAQUI,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,2,1,2,3
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2007-07-01,64,75,64,75,139
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,2,5,2,7
CHIMORE,consulta externa,repetidas en menores de 5 anos,2007-07-01,62,50,62,50,112
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2007-07-01,29,32,29,32,61
CHUMA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,2,2,2,4
CLIZA,consulta externa,repetidas en menores de 5 anos,2007-07-01,46,30,46,30,76
COBIJA,consulta externa,repetidas en menores de 5 anos,2007-07-01,135,150,135,150,285
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3665,3470,3665,3470,7135
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2007-07-01,164,167,164,167,331
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2007-07-01,5,6,5,6,11
COLLANA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,2,1,2,3
COLOMI,consulta externa,repetidas en menores de 5 anos,2007-07-01,20,18,20,18,38
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2007-07-01,51,31,51,31,82
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,4,1,4,5
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2007-07-01,39,39,39,39,78
COMARAPA,consulta externa,repetidas en menores de 5 anos,2007-07-01,31,23,31,23,54
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2007-07-01,15,18,15,18,33
COPACABANA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,2,3,2,5
CORIPATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,4,4,4,8
CORO CORO,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
COROICO,consulta externa,repetidas en menores de 5 anos,2007-07-01,23,23,23,23,46
CORQUE,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,2,3,2,5
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2007-07-01,23,22,23,22,45
COTOCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,38,42,38,42,80
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,48,39,48,39,87
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2007-07-01,3,3,3,3,6
CUEVO,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,4,4,4,8
CULPINA,consulta externa,repetidas en menores de 5 anos,2007-07-01,10,10,10,10,20
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,0,2,0,2
CURVA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
EL ALTO,consulta externa,repetidas en menores de 5 anos,2007-07-01,1706,1845,1706,1845,3551
EL CHORO,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,0,4,0,4
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2007-07-01,6,5,6,5,11
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2007-07-01,11,5,11,5,16
EL TORNO,consulta externa,repetidas en menores de 5 anos,2007-07-01,60,45,60,45,105
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,4,1,4,5
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-07-01,20,18,20,18,38
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-07-01,15,7,15,7,22
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2007-07-01,14,13,14,13,27
EXALTACION,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,5,4,5,9
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2007-07-01,25,19,25,19,44
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2007-07-01,22,28,22,28,50
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2007-07-01,10,10,10,10,20
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2007-07-01,3,2,3,2,5
GUANAY,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,3,7,3,10
GUAQUI,consulta externa,repetidas en menores de 5 anos,2007-07-01,8,4,8,4,12
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2007-07-01,126,124,126,124,250
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,17,6,17,23
HUACARETA,consulta externa,repetidas en menores de 5 anos,2007-07-01,17,9,17,9,26
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
HUANUNI,consulta externa,repetidas en menores de 5 anos,2007-07-01,132,201,132,201,333
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,7,5,7,12
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
ICHOCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
ICLA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,5,1,5,6
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2007-07-01,14,24,14,24,38
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,4,7,4,11
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2007-07-01,6,7,6,7,13
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,1,12,1,13
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-07-01,9,2,9,2,11
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2007-07-01,30,19,30,19,49
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2007-07-01,135,98,135,98,233
LA PAZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,3417,3581,3417,3581,6998
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,7,7,7,14
LAJA,consulta externa,repetidas en menores de 5 anos,2007-07-01,13,10,13,10,23
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,4,1,4,5
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,1,0,1,1
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2007-07-01,15,19,15,19,34
LLICA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
LORETO,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,5,5,5,10
LURIBAY,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,5,4,5,9
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,2,1,2,3
MACHARETI,consulta externa,repetidas en menores de 5 anos,2007-07-01,9,10,9,10,19
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,9,12,9,21
MAIRANA,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,3,6,3,9
MALLA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
MAPIRI,consulta externa,repetidas en menores de 5 anos,2007-07-01,16,15,16,15,31
MECAPACA,consulta externa,repetidas en menores de 5 anos,2007-07-01,13,19,13,19,32
MINEROS,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,7,3,7,10
MIZQUE,consulta externa,repetidas en menores de 5 anos,2007-07-01,22,14,22,14,36
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,1,4,1,5
MOJINETE,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,1,5,1,6
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,8,7,8,15
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2007-07-01,44,65,44,65,109
MONTERO,consulta externa,repetidas en menores de 5 anos,2007-07-01,458,386,458,386,844
MORO MORO,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,1,3,1,4
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,63,51,63,51,114
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en menores de 5 anos,2007-07-01,4,1,4,1,5
OCURI,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,2,1,2,3
OKINAWA,consulta externa,repetidas en menores de 5 anos,2007-07-01,11,10,11,10,21
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,2,3,2,5
ORURO,consulta externa,repetidas en menores de 5 anos,2007-07-01,674,593,674,593,1267
PADCAYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,14,21,14,21,35
PADILLA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,5,1,5,6
PAILON,consulta externa,repetidas en menores de 5 anos,2007-07-01,22,16,22,16,38
PALCA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,4,3,4,7
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2007-07-01,28,17,28,17,45
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,3,1,3,4
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
PASORAPA,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,2,0,2,2
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,6,5,6,11
PAZÑA,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,4,5,4,9
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
POCOATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,25,13,25,13,38
POCONA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,8,3,8,11
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2007-07-01,7,11,7,11,18
POOPO,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,2,3,2,5
PORCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,1,5,1,6
POROMA,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,5,5,5,10
PORONGO,consulta externa,repetidas en menores de 5 anos,2007-07-01,24,15,24,15,39
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2007-07-01,43,55,43,55,98
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,0,4,0,4
POTOSI,consulta externa,repetidas en menores de 5 anos,2007-07-01,577,597,577,597,1174
PRESTO,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
PUCARA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,0,2,0,2
PUCARANI,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,8,6,8,14
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,2,5,2,7
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,6,4,6,10
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2007-07-01,13,9,13,9,22
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2007-07-01,24,20,24,20,44
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,1,0,1,1
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,50,42,50,42,92
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2007-07-01,158,123,158,123,281
PUNA,consulta externa,repetidas en menores de 5 anos,2007-07-01,11,9,11,9,20
PUNATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,163,178,163,178,341
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,5,1,5,6
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2007-07-01,446,416,446,416,862
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,2,2,2,4
RAVELO,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,3,2,3,5
REYES,consulta externa,repetidas en menores de 5 anos,2007-07-01,33,35,33,35,68
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2007-07-01,188,194,188,194,382
ROBORE,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,5,7,5,12
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2007-07-01,57,52,57,52,109
SABAYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,0,2,0,2
SACABA,consulta externa,repetidas en menores de 5 anos,2007-07-01,276,262,276,262,538
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2007-07-01,16,8,16,8,24
SACACA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
SAIPINA,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,1,3,1,4
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,2,6,2,8
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2007-07-01,11,7,11,7,18
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,1,4,1,5
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2007-07-01,13,4,13,4,17
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2007-07-01,54,59,54,59,113
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2007-07-01,27,33,27,33,60
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2007-07-01,38,45,38,45,83
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2007-07-01,29,23,29,23,52
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,103,83,103,83,186
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2007-07-01,5,1,5,1,6
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2007-07-01,7,1,7,1,8
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2007-07-01,32,41,32,41,73
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,11,7,11,18
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-07-01,42,44,42,44,86
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2007-07-01,52,127,52,127,179
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2007-07-01,3,5,3,5,8
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2007-07-01,37,38,37,38,75
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,40,25,40,25,65
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,18,21,18,21,39
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,1,4,1,5
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,8,4,8,4,12
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2007-07-01,48,48,48,48,96
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,3,2,3,5
SAN PEDRO DE QUEMES,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,4,1,4,5
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2007-07-01,14,17,14,17,31
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,8,5,8,13
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,5,0,5,5
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2007-07-01,16,18,16,18,34
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2007-07-01,3177,3180,3177,3180,6357
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,6,6,6,12
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,1,6,1,7
SANTIAGO DE CALLAPA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2007-07-01,8,5,8,5,13
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,2,0,2,2
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,8,6,8,14
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2007-07-01,8,10,8,10,18
SENA,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,11,12,11,23
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2007-07-01,3,1,3,1,4
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2007-07-01,139,122,139,122,261
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2007-07-01,20,23,20,23,43
SORACACHI,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
SORATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
SUCRE,consulta externa,repetidas en menores de 5 anos,2007-07-01,1057,924,1057,924,1981
TACACHI,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,4,0,4,4
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
TAHUA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en menores de 5 anos,2007-07-01,21,21,21,21,42
TARABUCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,183,218,183,218,401
TARATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,6,7,6,13
TARIJA,consulta externa,repetidas en menores de 5 anos,2007-07-01,555,592,555,592,1147
TARVITA,consulta externa,repetidas en menores de 5 anos,2007-07-01,33,30,33,30,63
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2007-07-01,31,30,31,30,61
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,4,2,4,6
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,5,4,5,9
TIPUANI,consulta externa,repetidas en menores de 5 anos,2007-07-01,23,25,23,25,48
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-07-01,102,113,102,113,215
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2007-07-01,172,140,172,140,312
