municipality,group,variable,month,Nuevas en personas de 15 a 59 años -Hombre,Nuevas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
COTAGAITA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,857,1257,857,1257,2114
COTOCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,195,542,195,542,737
CUATRO CAÑADAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,479,715,479,715,1194
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,4,10,4,10,14
CUEVO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,57,111,57,111,168
CULPINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,278,561,278,561,839
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,58,114,58,114,172
CURVA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,28,51,28,51,79
DESAGUADERO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,32,61,32,61,93
EL ALTO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,7334,13493,7334,13493,20827
EL CHORO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,75,102,75,102,177
EL PUENTE(STC),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,100,250,100,250,350
EL PUENTE(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,193,378,193,378,571
EL TORNO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,979,1582,979,1582,2561
EL VILLAR,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,161,230,161,230,391
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,552,769,552,769,1321
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,206,267,206,267,473
ESCARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,3,5,3,5,8
ESMERALDA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,3,12,3,12,15
EUCALIPTUS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,45,87,45,87,132
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,8,5,8,5,13
EXALTACION,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,29,57,29,57,86
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,147,377,147,377,524
FILADELFIA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,252,307,252,307,559
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,198,373,198,373,571
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,109,258,109,258,367
GUANAY,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,115,239,115,239,354
GUAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,38,102,38,102,140
GUAYARAMERIN,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,736,1659,736,1659,2395
GUTIERREZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,175,275,175,275,450
HUACARETA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,267,428,267,428,695
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,33,107,33,107,140
HUACHACALLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,30,27,30,27,57
HUANUNI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,534,746,534,746,1280
HUARACAJE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,46,84,46,84,130
HUAYLLAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,17,38,17,38,55
ICHOCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,38,82,38,82,120
ICLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,104,178,104,178,282
INCAHUASI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,281,820,281,820,1101
INGAVI (HUMAITA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,2,12,2,12,14
INQUISIVI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,86,153,86,153,239
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,217,433,217,433,650
IXIAMAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,142,158,142,158,300
JESUS DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,118,261,118,261,379
LA ASUNTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,346,445,346,445,791
LA GUARDIA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,248,722,248,722,970
LA PAZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,22526,39877,22526,39877,62403
LA RIVERA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,7,10,7,10,17
LAGUNILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,127,247,127,247,374
LAJA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,76,163,76,163,239
LAS CARRERAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,62,160,62,160,222
LICOMA PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,35,51,35,51,86
LLALLAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,640,1235,640,1235,1875
LLICA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,114,105,114,105,219
LORETO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,41,67,41,67,108
LURIBAY,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,149,271,149,271,420
MACHACAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,43,81,43,81,124
MACHARETI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,202,468,202,468,670
MAGDALENA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,101,197,101,197,298
MAIRANA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,91,220,91,220,311
MALLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,44,59,44,59,103
MAPIRI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,142,213,142,213,355
MECAPACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,139,182,139,182,321
MINEROS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,126,322,126,322,448
MIZQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,125,209,125,209,334
MOCOMOCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,203,259,203,259,462
MOJINETE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,19,34,19,34,53
MOJOCOYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,121,326,121,326,447
MONTEAGUDO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,1117,1726,1117,1726,2843
MONTERO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,1547,3324,1547,3324,4871
MORO MORO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,55,106,55,106,161
MOROCHATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,130,292,130,292,422
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,205,165,205,165,370
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,8,8,8,8,16
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,49,43,49,43,92
OCURI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,242,501,242,501,743
OKINAWA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,274,606,274,606,880
OMEREQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,90,140,90,140,230
ORURO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,8304,11118,8304,11118,19422
PADCAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,378,665,378,665,1043
PADILLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,441,921,441,921,1362
PAILON,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,115,158,115,158,273
PALCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,116,192,116,192,308
PALOS BLANCOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,418,393,418,393,811
PAMPA AULLAGAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,19,31,19,31,50
PAMPA GRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,55,131,55,131,186
PAPEL PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,54,69,54,69,123
PASORAPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,41,70,41,70,111
PATACAMAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,175,254,175,254,429
PAZÑA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,142,207,142,207,349
PELECHUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,111,98,111,98,209
POCOATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,205,353,205,353,558
POCONA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,129,224,129,224,353
POJO (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,51,90,51,90,141
POOPO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,68,105,68,105,173
PORCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,95,160,95,160,255
POROMA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,261,685,261,685,946
PORONGO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,59,104,59,104,163
PORTACHUELO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,203,601,203,601,804
PORVENIR,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,84,105,84,105,189
POSTRER VALLE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,37,83,37,83,120
POTOSI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,3953,7817,3953,7817,11770
PRESTO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,119,223,119,223,342
PUCARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,55,99,55,99,154
PUCARANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,151,227,151,227,378
PUERTO ACOSTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,281,405,281,405,686
PUERTO CARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,136,179,136,179,315
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,93,136,93,136,229
PUERTO PEREZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,69,65,69,65,134
PUERTO QUIJARRO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,403,449,403,449,852
PUERTO RICO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,141,222,141,222,363
PUERTO SILES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,8,10,8,10,18
PUERTO SUAREZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,409,393,409,393,802
PUERTO VILLARROEL,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,534,844,534,844,1378
PUNA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,501,930,501,930,1431
PUNATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,376,673,376,673,1049
QUIABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,20,51,20,51,71
QUILLACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,660,1821,660,1821,2481
QUIME,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,275,138,275,138,413
QUIRUSILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,31,48,31,48,79
RAVELO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,217,329,217,329,546
REYES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,76,143,76,143,219
RIBERALTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,884,1632,884,1632,2516
ROBORE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,202,636,202,636,838
RURRENABAQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,176,391,176,391,567
SABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,69,96,69,96,165
SACABA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,742,1725,742,1725,2467
SACABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,45,29,45,29,74
SACACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,188,449,188,449,637
SAIPINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,95,122,95,122,217
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,147,236,147,236,383
SAMAIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,81,131,81,131,212
SAN AGUSTIN,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,29,71,29,71,100
SAN ANDRES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,65,213,65,213,278
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,58,132,58,132,190
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,25,56,25,56,81
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,36,81,36,81,117
SAN BENITO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,52,123,52,123,175
SAN BORJA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,338,694,338,694,1032
SAN BUENA VENTURA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,116,240,116,240,356
SAN CARLOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,190,646,190,646,836
SAN IGNACIO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,208,497,208,497,705
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,578,1197,578,1197,1775
SAN JAVIER(BNI),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,34,45,34,45,79
SAN JAVIER(STC),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,188,377,188,377,565
SAN JOAQUIN,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,375,478,375,478,853
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,254,413,254,413,667
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,288,512,288,512,800
SAN JULIAN,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,751,1189,751,1189,1940
SAN LORENZO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,217,157,217,157,374
SAN LORENZO(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,354,655,354,655,1009
SAN LUCAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,859,1735,859,1735,2594
SAN MATIAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,409,446,409,446,855
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,116,215,116,215,331
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,74,153,74,153,227
SAN PEDRO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,330,475,330,475,805
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,222,469,222,469,691
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,63,79,63,79,142
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,6,11,6,11,17
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,32,49,32,49,81
SAN PEDRO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,98,141,98,141,239
SAN RAFAEL,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,88,121,88,121,209
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,10,58,10,58,68
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,624,816,624,816,1440
SANTA ANA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,232,776,232,776,1008
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,20639,44511,20639,44511,65150
SANTA ROSA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,96,204,96,204,300
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,199,383,199,383,582
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,36,54,36,54,90
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,97,81,97,81,178
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,20,28,20,28,48
SANTIVAÑES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,33,69,33,69,102
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,26,35,26,35,61
SAPAHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,99,113,99,113,212
SENA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,24,18,24,18,42
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,81,197,81,197,278
SICAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,8,18,8,18,26
SIPE SIPE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,103,417,103,417,520
SOPACHUY,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,129,310,129,310,439
SORACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,72,120,72,120,192
SORATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,185,295,185,295,480
SUCRE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,9493,18698,9493,18698,28191
TACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,10,39,10,39,49
TACACOMA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,68,113,68,113,181
TACOBAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,92,141,92,141,233
TACOPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,63,148,63,148,211
TAHUA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,13,24,13,24,37
TAPACARI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,151,418,151,418,569
TARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,238,355,238,355,593
TARACO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,44,50,44,50,94
TARATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,40,90,40,90,130
TARIJA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,5520,8266,5520,8266,13786
TARVITA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,338,946,338,946,1284
TEOPONTE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,56,110,56,110,166
TIAWANACU,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,59,124,59,124,183
TINGUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,130,453,130,453,583
TIPUANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,109,169,109,169,278
TIQUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,174,755,174,755,929
TIRAQUE (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,291,638,291,638,929
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,23,51,23,51,74
TOCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,32,68,32,68,100
TODOS SANTOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,4,6,4,6,10
TOLATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,15,60,15,60,75
TOLEDO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,159,160,159,160,319
TOMAVE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,148,279,148,279,427
TOMINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,177,338,177,338,515
TORO TORO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,142,313,142,313,455
TOTORA(CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,106,140,106,140,246
TOTORA(ORR),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,35,109,35,109,144
TRIGAL,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,40,54,40,54,94
TRINIDAD,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,1393,2751,1393,2751,4144
TUPIZA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,1588,2608,1588,2608,4196
TURCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,134,159,134,159,293
UMALA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,30,35,30,35,65
UNCIA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,351,749,351,749,1100
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,220,549,220,549,769
URUBICHA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,35,142,35,142,177
UYUNI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,446,866,446,866,1312
VACAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,103,253,103,253,356
VALLEGRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,493,1031,493,1031,1524
VIACHA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,596,955,596,955,1551
VILA VILA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,48,79,48,79,127
VILLA MONTES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,711,937,711,937,1648
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,87,59,87,59,146
VILLA RIVERO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,37,73,37,73,110
VILLA SERRANO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,252,602,252,602,854
VILLA TUNARI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,769,1287,769,1287,2056
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,258,447,258,447,705
VILLAZON,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,612,1410,612,1410,2022
VINTO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,200,412,200,412,612
VITICHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,137,268,137,268,405
WALDO BALLIVIAN,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,11,22,11,22,33
WARNES,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,464,699,464,699,1163
YACO,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,43,128,43,128,171
YACUIBA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,1490,3571,1490,3571,5061
YAMPARAEZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,109,209,109,209,318
YANACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,127,137,127,137,264
YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,766,1218,766,1218,1984
YOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,124,158,124,158,282
YOTALA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,76,95,76,95,171
YUNCHARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,132,357,132,357,489
ZUDAÑEZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-07-01,166,397,166,397,563
ACACIO,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,106,169,106,169,275
ACHACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,357,704,357,704,1061
ACHOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,54,81,54,81,135
AIQUILE,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,301,721,301,721,1022
ALALAY,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,20,46,20,46,66
ALCALA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,69,305,69,305,374
ANCORAIMES,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,102,203,102,203,305
ANDAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,79,139,79,139,218
ANTEQUERA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,14,22,14,22,36
ANZALDO,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,43,72,43,72,115
APOLO,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,131,304,131,304,435
ARAMPAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,95,150,95,150,245
ARANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,47,74,47,74,121
ARBIETO,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,42,182,42,182,224
ARQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,82,181,82,181,263
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,128,284,128,284,412
ATOCHA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,844,1009,844,1009,1853
AUCAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,117,138,117,138,255
AYATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,136,175,136,175,311
AYO AYO,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,61,98,61,98,159
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,226,512,226,512,738
AZURDUY,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,283,773,283,773,1056
BATALLAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,74,165,74,165,239
BAURES,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,60,124,60,124,184
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,64,97,64,97,161
BELEN DE URMIRI,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,75,86,75,86,161
BELLA FLOR,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,182,92,182,92,274
BERMEJO,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,1669,2857,1669,2857,4526
BETANZOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,522,1183,522,1183,1705
BOLIVAR,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,46,130,46,130,176
BOLPEBRA,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,91,95,91,95,186
BOYUIBE,consulta externa,nuevas en personas de 15 a 59 anos,2007-08-01,75,147,75,147,222
