,group,variable,month,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,TOTALES
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2011-08-01,3,6,9
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2011-08-01,3,2,5
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2011-08-01,5,4,9
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2011-08-01,0,7,7
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,9,26,35
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,2020,2419,4439
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,0,9,9
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2011-08-01,3,4,7
SUCRE,cirugias y anestesias,anestesias generales y regionales,2011-08-01,504,765,1269
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2011-08-01,0,6,6
TARIJA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,238,412,650
TARVITA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,0,4,4
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,3,21,24
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2011-08-01,0,6,6
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2011-08-01,134,214,348
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,47,32,79
UYUNI,cirugias y anestesias,anestesias generales y regionales,2011-08-01,0,7,7
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2011-08-01,8,34,42
VIACHA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,6,18,24
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2011-08-01,29,54,83
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2011-08-01,10,56,66
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2011-08-01,1,1,2
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2011-08-01,10,64,74
VINTO,cirugias y anestesias,anestesias generales y regionales,2011-08-01,18,27,45
WARNES,cirugias y anestesias,anestesias generales y regionales,2011-08-01,0,25,25
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2011-08-01,44,122,166
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-08-01,13,20,33
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,6,6
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2011-09-01,2,8,10
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2011-09-01,14,43,57
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,3,5,8
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,2,3
BAURES,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,4,5
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,11,50,61
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,9,14,23
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,11,71,82
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,5,6,11
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,5,28,33
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,12,12
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,18,19
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,9,10
COBIJA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,45,113,158
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1165,2138,3303
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,24,46,70
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,16,16
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2011-09-01,4,13,17
COROICO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,10,13,23
COTOCA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,6,13,19
CULPINA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,6,7
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,313,600,913
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,12,34,46
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,2,2
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,1,2
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2011-09-01,11,47,58
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,5,8,13
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1438,2003,3441
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,10,50,60
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,5,5
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,10,50,60
MONTERO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,23,94,117
OCURI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,2,2
ORURO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,234,402,636
PADILLA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,12,20,32
PAILON,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,1,1
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,3,17,20
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,8,29,37
POTOSI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,314,489,803
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2011-09-01,25,37,62
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2011-09-01,66,54,120
PUNATA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,16,50,66
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,37,91,128
REYES,cirugias y anestesias,anestesias generales y regionales,2011-09-01,3,6,9
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,85,238,323
ROBORE,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,8,8
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,9,10
SACABA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,21,93,114
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,3,9,12
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,4,37,41
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,13,13
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2011-09-01,2,19,21
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,4,8,12
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,21,61,82
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,11,12
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2011-09-01,11,8,19
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2011-09-01,3,21,24
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,42,0,42
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2011-09-01,3,12,15
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2011-09-01,5,4,9
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2011-09-01,6,4,10
SAN PEDRO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,2,3
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,2,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,14,14
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1760,2567,4327
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,3,3
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,2,2
SUCRE,cirugias y anestesias,anestesias generales y regionales,2011-09-01,429,535,964
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,2,2
TARIJA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,233,459,692
TARVITA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,2,2
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,42,42
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,1,1
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2011-09-01,99,198,297
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,34,50,84
UYUNI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,11,11
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2011-09-01,12,26,38
VIACHA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,8,16,24
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2011-09-01,29,40,69
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,23,47,70
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,1,1
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2011-09-01,21,73,94
VINTO,cirugias y anestesias,anestesias generales y regionales,2011-09-01,19,26,45
VITICHI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,20,20
WARNES,cirugias y anestesias,anestesias generales y regionales,2011-09-01,0,31,31
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2011-09-01,52,102,154
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-09-01,9,24,33
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2011-09-01,1,1,2
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,11,12
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,12,13
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2011-10-01,10,8,18
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,8,4,12
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,1,1
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,5,6
BAURES,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,3,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,12,28,40
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,12,13
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,18,88,106
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,3,6,9
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,2,21,23
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,2,16,18
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,11,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2011-10-01,10,2,12
COBIJA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,31,78,109
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1325,2220,3545
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,29,43,72
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,15,15
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2011-10-01,4,16,20
COROICO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,7,10,17
COTOCA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,4,1,5
CULPINA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,8,15,23
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,250,472,722
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,16,38,54
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,2,2
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2011-10-01,16,50,66
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,10,11
INCAHUASI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,6,6
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1276,1840,3116
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,13,41,54
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,14,8,22
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,12,12
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,8,43,51
MONTERO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,21,136,157
OCURI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,3,3
ORURO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,268,404,672
PADILLA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,6,15,21
PAILON,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,2,2
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,2,14,16
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,8,35,43
POTOSI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,308,435,743
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2011-10-01,30,51,81
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2011-10-01,16,26,42
PUNATA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,13,36,49
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,32,107,139
REYES,cirugias y anestesias,anestesias generales y regionales,2011-10-01,2,9,11
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,49,52,101
ROBORE,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,8,9
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2011-10-01,2,15,17
SACABA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,28,89,117
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,9,9
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,10,38,48
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,20,20
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2011-10-01,2,10,12
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,13,22,35
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,15,65,80
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2011-10-01,7,4,11
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2011-10-01,3,23,26
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2011-10-01,3,7,10
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2011-10-01,7,5,12
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,3,3
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,3,13,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1858,2430,4288
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,13,19,32
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,4,4
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,7,8
SUCRE,cirugias y anestesias,anestesias generales y regionales,2011-10-01,446,733,1179
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,3,5,8
TARIJA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,249,408,657
TARVITA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,5,5
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,1,27,28
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,3,3
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2011-10-01,162,244,406
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,27,26,53
UYUNI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,11,26,37
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2011-10-01,14,18,32
VIACHA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,6,3,9
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2011-10-01,30,35,65
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,19,59,78
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2011-10-01,45,65,110
VINTO,cirugias y anestesias,anestesias generales y regionales,2011-10-01,10,17,27
WARNES,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,31,31
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,38,84,122
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-10-01,9,22,31
YOTALA,cirugias y anestesias,anestesias generales y regionales,2011-10-01,0,1,1
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,5,5
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,6,6
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2011-11-01,17,27,44
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,9,1,10
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,1,1
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2011-11-01,3,3,6
BAURES,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,4,4
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,12,62,74
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,3,3
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,13,26,39
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,19,80,99
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,4,26,30
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,2,9,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,8,8
COBIJA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,46,101,147
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1104,1954,3058
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,20,38,58
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,17,17
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2011-11-01,5,13,18
COROICO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,7,13,20
COTOCA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,1,2
CULPINA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,3,16,19
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,300,599,899
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,13,32,45
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,5,5
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2011-11-01,3,56,59
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,12,17,29
HUARACAJE,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,1,1
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1120,1863,2983
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,15,43,58
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,9,9
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,10,11
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,25,22,47
MONTERO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,42,122,164
OCURI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,1,1
ORURO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,307,398,705
PADILLA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,3,18,21
PAILON,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,4,4
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,9,9,18
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,23,37,60
POTOSI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,239,361,600
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2011-11-01,24,48,72
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2011-11-01,13,17,30
PUNATA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,19,38,57
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,2,57,59
REYES,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,5,6
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,39,191,230
ROBORE,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,12,13
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,16,16
SACABA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,31,109,140
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,2,8,10
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,26,62,88
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,8,9
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2011-11-01,3,14,17
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,23,38,61
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,12,57,69
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2011-11-01,2,35,37
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,14,14
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2011-11-01,10,40,50
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,23,0,23
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,5,6
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2011-11-01,4,9,13
SAN PEDRO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,2,3,5
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,1,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,18,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1781,2229,4010
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,1,2
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,4,4
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,2,3
SUCRE,cirugias y anestesias,anestesias generales y regionales,2011-11-01,426,708,1134
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,9,9
TARIJA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,231,470,701
TARVITA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,3,3
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,27,27
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,9,9
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2011-11-01,63,45,108
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,46,46,92
UYUNI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,10,26,36
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2011-11-01,18,31,49
VIACHA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,3,9,12
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2011-11-01,41,34,75
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,12,60,72
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2011-11-01,18,100,118
VINTO,cirugias y anestesias,anestesias generales y regionales,2011-11-01,10,19,29
WARNES,cirugias y anestesias,anestesias generales y regionales,2011-11-01,3,24,27
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,35,108,143
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-11-01,5,11,16
YOTALA,cirugias y anestesias,anestesias generales y regionales,2011-11-01,0,1,1
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2011-11-01,1,1,2
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,3,3
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2011-12-01,10,24,34
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,5,6
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,3,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,17,43,60
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,0,1
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,13,21,34
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,22,74,96
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,3,6,9
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,4,18,22
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,2,7,9
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,10,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,6,6
CLIZA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,1,1
COBIJA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,44,81,125
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1152,2027,3179
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,28,44,72
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,11,11
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2011-12-01,4,8,12
COROICO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,28,29
COTOCA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,2,0,2
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,253,574,827
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,18,19,37
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,6,6
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2011-12-01,32,114,146
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,3,24,27
HUARACAJE,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,1,1
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1263,1740,3003
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,16,37,53
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,7,8
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,14,14
