,group,variable,month,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,TOTALES
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,5,16,21
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,3,6,9
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,4,3,7
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,7,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,9,26,35
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1828,2321,4149
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,9,9
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,3,4,7
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,356,517,873
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,6,6
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,238,408,646
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,4,4
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,3,21,24
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,6,6
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,119,202,321
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,47,32,79
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,7,7
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,8,34,42
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,6,18,24
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,29,54,83
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,10,56,66
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,0,1
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,9,20,29
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,18,27,45
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,25,25
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,44,119,163
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,13,20,33
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,6,6
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,2,8,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,8,23,31
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,3,5,8
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,2,3
BAURES,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,2,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,11,48,59
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,9,14,23
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,9,51,60
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,5,6,11
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,5,28,33
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,12,12
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,18,19
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,9,10
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,45,113,158
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1083,2016,3099
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,24,46,70
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,16,16
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,4,13,17
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,3,11,14
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,6,13,19
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,6,7
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,313,600,913
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,12,34,46
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,2,2
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,1,2
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,11,46,57
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,5,8,13
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1272,1849,3121
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,10,50,60
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,5,5
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,9,44,53
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,23,94,117
OCURI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,2,2
ORURO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,234,402,636
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,12,20,32
PAILON,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,1,1
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,3,17,20
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,8,29,37
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,111,252,363
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,20,28,48
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,24,31,55
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,16,50,66
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,37,91,128
REYES,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,3,6,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,85,238,323
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,9,10
SACABA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,17,82,99
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,3,9,12
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,4,37,41
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,3,3
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,2,19,21
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,4,8,12
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,21,61,82
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,11,12
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,11,8,19
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,3,13,16
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,42,0,42
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,3,12,15
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,5,4,9
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,6,4,10
SAN PEDRO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1,2,3
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,14,14
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,1552,2453,4005
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,3,3
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,320,426,746
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,2,2
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,230,459,689
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,2,2
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,42,42
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,99,198,297
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,31,40,71
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,11,11
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,12,26,38
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,8,16,24
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,29,40,69
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,23,47,70
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,7,14,21
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,19,26,45
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,20,20
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,0,31,31
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,52,97,149
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-09-01,4,24,28
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,11,12
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,12,13
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,5,5,10
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,8,4,12
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,1,1
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,5,6
BAURES,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,12,28,40
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,12,13
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,13,58,71
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,3,6,9
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,2,20,22
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,2,16,18
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,11,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-10-01,10,2,12
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,31,78,109
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1261,2104,3365
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,29,43,72
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,15,15
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,4,16,20
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,7,7,14
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,4,1,5
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,8,15,23
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,250,472,722
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,16,38,54
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,2,2
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,16,50,66
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,10,11
INCAHUASI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,6,6
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1157,1716,2873
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,13,41,54
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,14,8,22
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,12,12
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,7,28,35
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,21,136,157
OCURI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,268,404,672
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,6,15,21
PAILON,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,2,2
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,2,14,16
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,8,35,43
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,130,232,362
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,30,47,77
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,16,26,42
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,13,36,49
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,32,107,139
REYES,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,2,9,11
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,49,52,101
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,8,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,2,15,17
SACABA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,24,56,80
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,9,9
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,10,38,48
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,8,8
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,2,3,5
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,13,22,35
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,15,65,80
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2011-10-01,7,4,11
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,3,13,16
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,3,7,10
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,1,2
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,3,13,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1626,2214,3840
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,13,19,32
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,4,4
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,7,8
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,339,484,823
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,3,5,8
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,243,394,637
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,5,5
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,1,27,28
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,3,3
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,162,244,406
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,27,26,53
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,11,26,37
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,14,18,32
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,6,3,9
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,30,35,65
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,19,59,78
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,11,14,25
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,10,17,27
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,31,31
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,38,84,122
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,9,22,31
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2011-10-01,0,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,5,5
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,6,6
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,8,11,19
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,9,1,10
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,1,1
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,3,3,6
BAURES,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,4,4
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,7,38,45
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,13,26,39
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,15,65,80
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,4,26,30
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,2,9,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,8,8
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,46,101,147
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1012,1869,2881
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,20,38,58
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,12,12
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,5,13,18
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,5,8,13
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,1,2
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,3,4
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,300,538,838
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,13,32,45
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,5,5
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,3,56,59
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,12,17,29
HUARACAJE,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1038,1755,2793
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,15,43,58
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,9,9
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,10,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,19,21,40
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,42,122,164
OCURI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,307,398,705
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,3,18,21
PAILON,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,4,4
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,9,9,18
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,23,37,60
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,121,204,325
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,24,46,70
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,13,7,20
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,19,38,57
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,2,57,59
REYES,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,5,6
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,39,191,230
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,12,13
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,16,16
SACABA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,30,79,109
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,2,8,10
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,26,62,88
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,4,5
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,3,14,17
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,23,38,61
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,12,57,69
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2011-11-01,2,35,37
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,14,14
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,10,36,46
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,23,0,23
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,5,6
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,4,9,13
SAN PEDRO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,2,3,5
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,1,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,18,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1594,2110,3704
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,1,2
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,4,4
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,1,2,3
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,319,507,826
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,9,9
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,224,457,681
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,3,3
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,27,27
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2011-11-01,0,9,9
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,63,45,108
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,46,43,89
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,10,26,36
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,18,31,49
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,3,9,12
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,41,34,75
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,12,60,72
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,5,20,25
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,10,19,29
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,3,24,27
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,34,108,142
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-11-01,5,11,16
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,5,15,20
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,1,5,6
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,9,18,27
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,1,0,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,13,21,34
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,22,59,81
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,3,6,9
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,3,16,19
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,2,7,9
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,1,10,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,6,6
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,44,81,125
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,1108,1932,3040
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,28,44,72
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,4,8,12
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,1,22,23
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,2,0,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,253,524,777
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,18,19,37
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,6,6
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,32,114,146
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,3,24,27
HUARACAJE,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,0,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-12-01,1129,1578,2707
