municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
FILADELFIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,11,11
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,390,390
LAJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
LORETO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,13,13
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,5,5
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,261,261
MORO MORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,106,106
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,58,58
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,7,7
QUIME,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,12,12
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,15,15
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,6,6
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,19,19
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,37,37
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,241,241
TACOPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,6,6
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,97,97
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,17,17
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,14,14
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,63,63
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,27,27
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,6,6
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
VILLA RIVERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,36,36
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,7,7
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,42,42
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
YOTALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
BAURES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,5,5
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
BOYUIBE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
CAMIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,75,75
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,14,14
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,25,25
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,10,10
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,23,23
DESAGUADERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
EL PUENTE(TJA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,7,7
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,5,5
INGAVI (HUMAITA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,366,366
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,210,210
MORO MORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
OMEREQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,116,116
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,5,5
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
PALOS BLANCOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
PATACAMAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,98,98
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,5,5
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,10,10
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
QUIME,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,7,7
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,14,14
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
SAMAIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SAN BENITO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,35,35
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,52,52
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,264,264
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,4,4
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,69,69
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,5,5
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,11,11
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,64,64
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,71,71
VACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VILA VILA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VILLA NUEVA (LOMA ALTA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,36,36
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,3,3
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,6,6
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-08-01,2,2
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,4,4
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
ARBIETO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,4,4
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,5,5
BAURES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,8,8
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,6,6
BOLIVAR,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
CARIPUYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,72,72
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,20,20
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,35,35
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,6,6
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,6,6
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,5,5
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,17,17
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,4,4
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,9,9
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,11,11
HUMANATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,4,4
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,343,343
LAJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,10,10
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,14,14
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,195,195
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,112,112
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,6,6
PALOS BLANCOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
POSTRER VALLE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,93,93
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
PUCARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,9,9
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,7,7
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
RAVELO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,44,44
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,20,20
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
SAN BENITO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,26,26
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,5,5
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,6,6
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,27,27
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
SANTIVAÑES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
SHINAOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,217,217
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,5,5
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,69,69
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,14,14
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
TOLATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,6,6
TORO TORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,8,8
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,36,36
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,4,4
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,39,39
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,79,79
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,2,2
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,3,3
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-09-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,11,11
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
BELLA FLOR,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,11,11
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,6,6
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
CARANGAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
CARIPUYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,54,54
COCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,16,16
COLCAPIRHUA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,28,28
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,5,5
