,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
VILLA MONTES,atencion odontologica,cirugia bucal menor,2018-06-01,4,4,39,47,9,40,43,134,41,9,0,0,0,0,370
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2018-06-01,0,0,2,4,0,1,1,7,0,0,0,0,0,0,15
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2018-06-01,0,5,4,4,0,3,2,6,2,2,0,0,0,0,28
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2018-06-01,2,9,6,3,3,3,15,33,1,0,0,0,0,0,75
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2018-06-01,25,27,20,21,1,15,15,48,37,19,0,0,0,0,228
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2018-06-01,2,2,3,4,3,7,10,27,5,16,0,0,0,0,79
VILLAZON,atencion odontologica,cirugia bucal menor,2018-06-01,11,11,10,22,6,25,11,59,17,40,0,0,0,0,212
VINTO,atencion odontologica,cirugia bucal menor,2018-06-01,43,24,1,3,2,3,3,32,13,2,0,0,0,0,126
VITICHI,atencion odontologica,cirugia bucal menor,2018-06-01,0,0,28,32,3,6,8,22,7,15,0,0,0,0,121
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2018-06-01,2,1,2,2,4,8,7,15,2,0,0,0,0,0,43
WARNES,atencion odontologica,cirugia bucal menor,2018-06-01,7,4,15,12,1,1,7,38,27,20,0,0,0,0,132
YACO,atencion odontologica,cirugia bucal menor,2018-06-01,0,1,2,2,3,3,4,9,8,10,0,0,0,0,42
YACUIBA,atencion odontologica,cirugia bucal menor,2018-06-01,14,6,17,17,11,14,36,77,33,20,0,0,0,0,245
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2018-06-01,1,4,1,0,1,3,4,12,10,3,0,0,0,0,39
YANACACHI,atencion odontologica,cirugia bucal menor,2018-06-01,0,1,1,8,0,1,2,4,1,0,0,0,0,0,18
YAPACANI,atencion odontologica,cirugia bucal menor,2018-06-01,1,2,2,6,4,7,10,12,8,4,0,0,0,0,56
YOCALLA,atencion odontologica,cirugia bucal menor,2018-06-01,6,2,16,6,5,4,6,25,28,21,0,0,0,0,119
YOTALA,atencion odontologica,cirugia bucal menor,2018-06-01,0,1,5,5,0,0,3,9,3,0,0,0,0,0,26
YUNCHARA,atencion odontologica,cirugia bucal menor,2018-06-01,0,0,15,16,4,3,7,32,11,12,0,0,0,0,100
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2018-06-01,1,0,7,7,1,3,12,23,9,1,0,0,0,0,64
ACACIO,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,5,4,1,0,1,4,0,1,0,0,0,0,16
ACHACACHI,atencion odontologica,cirugia bucal menor,2018-07-01,5,2,21,24,6,7,11,47,35,17,0,0,0,0,175
ACHOCALLA,atencion odontologica,cirugia bucal menor,2018-07-01,6,6,9,16,2,10,1,17,2,4,0,0,0,0,73
AIQUILE,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,1,0,2,0,1,2,1,0,0,0,0,8
ALALAY,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,1,4,0,1,1,2,3,0,0,0,0,12
ALCALA,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,4,8,0,6,5,26,1,1,0,0,0,0,52
ALTO BENI,atencion odontologica,cirugia bucal menor,2018-07-01,5,3,4,4,3,0,6,8,4,2,0,0,0,0,39
ANCORAIMES,atencion odontologica,cirugia bucal menor,2018-07-01,1,4,5,4,3,8,5,16,22,33,0,0,0,0,101
ANDAMARCA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,6,9,0,6,2,2,4,0,0,0,0,0,29
ANTEQUERA,atencion odontologica,cirugia bucal menor,2018-07-01,2,0,4,7,2,1,1,7,1,4,0,0,0,0,29
ANZALDO,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,2,0,1,0,1,4,3,0,0,0,0,0,11
APOLO,atencion odontologica,cirugia bucal menor,2018-07-01,2,1,16,10,3,17,2,19,14,25,0,0,0,0,109
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2018-07-01,2,3,1,3,0,1,3,4,10,24,0,0,0,0,51
ARANI,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,5,2,4,2,5,1,3,0,0,0,0,22
ARBIETO,atencion odontologica,cirugia bucal menor,2018-07-01,4,3,36,22,3,5,3,16,4,5,0,0,0,0,101
ARQUE,atencion odontologica,cirugia bucal menor,2018-07-01,1,5,6,9,6,8,6,28,11,19,0,0,0,0,99
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2018-07-01,3,4,2,5,16,12,0,36,41,14,0,0,0,0,133
ATOCHA,atencion odontologica,cirugia bucal menor,2018-07-01,8,10,20,26,9,7,31,52,10,8,0,0,0,0,181
AUCAPATA,atencion odontologica,cirugia bucal menor,2018-07-01,2,1,0,0,2,2,0,2,4,1,0,0,0,0,14
AYATA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,3,2,2,21,20,6,3,0,0,0,0,57
AYO AYO,atencion odontologica,cirugia bucal menor,2018-07-01,4,1,2,0,1,1,0,7,2,0,0,0,0,0,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2018-07-01,2,0,13,9,1,11,17,30,5,14,0,0,0,0,102
AZURDUY,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,7,3,1,4,9,28,16,5,0,0,0,0,76
BATALLAS,atencion odontologica,cirugia bucal menor,2018-07-01,2,3,1,11,4,15,10,12,14,10,0,0,0,0,82
BAURES,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,8,7,1,2,8,10,2,3,0,0,0,0,42
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2018-07-01,2,0,0,1,0,1,0,1,1,3,0,0,0,0,9
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,2,4,0,0,1,2,2,1,0,0,0,0,12
BELLA FLOR,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,0,0,0,3,2,0,1,0,0,0,0,7
BERMEJO,atencion odontologica,cirugia bucal menor,2018-07-01,0,3,28,36,6,17,34,53,15,11,0,0,0,0,203
BETANZOS,atencion odontologica,cirugia bucal menor,2018-07-01,5,2,24,21,11,24,27,64,27,44,0,0,0,0,249
BOLIVAR,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,6,0,1,0,3,3,9,2,0,0,0,0,24
BOLPEBRA,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,0,0,2,2,0,0,0,0,0,0,0,0,5
BOYUIBE,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,5,5,0,0,7,12,1,0,0,0,0,0,30
BUENA VISTA,atencion odontologica,cirugia bucal menor,2018-07-01,1,3,8,9,2,5,5,7,8,2,0,0,0,0,50
CABEZAS,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,4,3,4,1,5,23,8,2,0,0,0,0,51
CAIROMA,atencion odontologica,cirugia bucal menor,2018-07-01,3,5,9,17,4,12,15,21,3,0,0,0,0,0,89
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2018-07-01,3,0,16,12,5,14,11,34,9,14,0,0,0,0,118
CAJUATA,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,13,12,1,6,10,22,10,5,0,0,0,0,81
CALACOTO,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,1,0,2,0,5,11,7,0,0,0,0,26
CALAMARCA,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,13,9,6,10,17,21,3,6,0,0,0,0,87
CAMARGO,atencion odontologica,cirugia bucal menor,2018-07-01,4,6,5,12,0,6,3,16,8,11,0,0,0,0,71
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2018-07-01,0,3,5,3,0,1,8,17,5,1,0,0,0,0,43
CAMIRI,atencion odontologica,cirugia bucal menor,2018-07-01,9,4,8,19,12,11,23,53,24,18,0,0,0,0,181
CAPINOTA,atencion odontologica,cirugia bucal menor,2018-07-01,3,7,6,9,0,0,1,5,6,8,0,0,0,0,45
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2018-07-01,5,1,11,13,7,11,9,30,28,40,0,0,0,0,155
CARACOLLO,atencion odontologica,cirugia bucal menor,2018-07-01,4,2,13,28,4,9,8,29,5,12,0,0,0,0,114
CARANAVI,atencion odontologica,cirugia bucal menor,2018-07-01,15,9,15,20,3,13,25,54,15,15,0,0,0,0,184
CARAPARI,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,47,26,7,20,20,49,2,1,0,0,0,0,173
CARIPUYO,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,4,1,1,1,4,2,0,0,0,0,0,14
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,1,2,0,0,10,18,3,4,0,0,0,0,40
CATACORA,atencion odontologica,cirugia bucal menor,2018-07-01,1,3,1,4,0,1,7,0,0,0,0,0,0,0,17
CHACARILLA,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,0,0,0,0,0,3,2,0,0,0,0,0,6
CHALLAPATA,atencion odontologica,cirugia bucal menor,2018-07-01,14,12,54,71,10,12,14,36,28,20,0,0,0,0,271
CHAQUI,atencion odontologica,cirugia bucal menor,2018-07-01,2,2,15,8,3,7,6,15,8,26,0,0,0,0,92
CHARAGUA,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,12,24,11,10,22,40,16,14,0,0,0,0,150
CHARAÑA,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,3,1,0,0,4,2,2,0,0,0,0,0,15
CHAYANTA,atencion odontologica,cirugia bucal menor,2018-07-01,3,4,14,10,2,10,17,31,17,11,0,0,0,0,119
CHIMORE,atencion odontologica,cirugia bucal menor,2018-07-01,4,3,4,7,0,4,1,7,6,2,0,0,0,0,38
CHIPAYA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,2,2,1,0,1,0,3,1,0,0,0,0,10
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,0,0,0,4,0,1,1,1,0,0,0,0,8
CHUA COCANI,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,5,6,1,3,1,8,7,2,0,0,0,0,34
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2018-07-01,10,5,12,9,0,5,9,16,3,2,0,0,0,0,71
CHUMA,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,7,7,1,11,21,33,26,24,0,0,0,0,132
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,5,0,1,1,2,11,9,0,0,0,0,30
CKOCHAS,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,3,3,0,0,2,5,6,7,0,0,0,0,26
CLIZA,atencion odontologica,cirugia bucal menor,2018-07-01,5,7,21,15,5,3,1,25,26,9,0,0,0,0,117
COBIJA,atencion odontologica,cirugia bucal menor,2018-07-01,7,6,19,25,12,22,41,51,11,14,0,0,0,0,208
COCAPATA,atencion odontologica,cirugia bucal menor,2018-07-01,4,8,6,5,7,6,11,43,22,32,0,0,0,0,144
COCHABAMBA,atencion odontologica,cirugia bucal menor,2018-07-01,88,102,313,407,81,131,180,293,159,126,0,0,0,0,1880
COIPASA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,5,1,1,0,0,6,0,0,0,0,0,0,13
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2018-07-01,11,19,6,16,1,2,2,31,6,14,0,0,0,0,108
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2018-07-01,3,4,6,8,6,2,6,18,8,6,0,0,0,0,67
COLLANA,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,0,2,1,1,2,9,1,0,0,0,0,0,18
COLOMI,atencion odontologica,cirugia bucal menor,2018-07-01,4,8,6,5,2,5,0,7,27,13,0,0,0,0,77
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,1,0,0,1,7,0,0,0,0,0,0,9
COLQUECHACA,atencion odontologica,cirugia bucal menor,2018-07-01,4,7,5,13,8,13,15,44,56,31,0,0,0,0,196
COLQUENCHA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,20,9,17,7,19,44,2,5,0,0,0,0,123
COLQUIRI,atencion odontologica,cirugia bucal menor,2018-07-01,14,7,12,12,7,5,9,23,16,11,0,0,0,0,116
COMANCHE,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,8,13,1,0,0,25,4,4,0,0,0,0,58
COMARAPA,atencion odontologica,cirugia bucal menor,2018-07-01,6,2,7,3,1,11,6,16,11,2,0,0,0,0,65
COMBAYA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,1,0,0,3,3,0,2,0,0,0,0,9
CONCEPCION,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,7,3,4,10,5,29,9,7,0,0,0,0,77
COPACABANA,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,4,5,4,1,9,14,5,6,0,0,0,0,49
CORIPATA,atencion odontologica,cirugia bucal menor,2018-07-01,6,1,5,7,4,4,7,5,1,0,0,0,0,0,40
CORO CORO,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,6,8,2,8,9,24,6,1,0,0,0,0,65
COROICO,atencion odontologica,cirugia bucal menor,2018-07-01,2,0,6,8,6,13,13,32,8,6,0,0,0,0,94
CORQUE,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,1,6,2,0,4,12,4,6,0,0,0,0,37
COTAGAITA,atencion odontologica,cirugia bucal menor,2018-07-01,3,1,17,19,4,8,22,65,21,29,0,0,0,0,189
COTOCA,atencion odontologica,cirugia bucal menor,2018-07-01,5,5,4,7,2,6,1,20,23,11,0,0,0,0,84
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2018-07-01,5,2,3,10,0,4,3,19,3,4,0,0,0,0,53
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2018-07-01,0,0,2,3,2,1,3,2,0,5,0,0,0,0,18
CUEVO,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,9,0,0,0,17,0,0,0,0,0,0,26
CULPINA,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,7,9,3,5,8,24,13,7,0,0,0,0,77
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,3,0,0,4,3,6,3,5,0,0,0,0,24
CURVA,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,2,2,0,3,2,1,3,3,0,0,0,0,19
DESAGUADERO,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,4,1,0,3,5,4,2,0,0,0,0,20
EL ALTO,atencion odontologica,cirugia bucal menor,2018-07-01,161,117,884,881,129,259,147,359,151,89,0,0,0,0,3177
EL CHORO,atencion odontologica,cirugia bucal menor,2018-07-01,2,0,3,0,0,0,0,2,1,0,0,0,0,0,8
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2018-07-01,1,2,6,5,1,5,6,15,0,5,0,0,0,0,46
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2018-07-01,0,2,12,19,4,10,15,49,8,8,0,0,0,0,127
EL TORNO,atencion odontologica,cirugia bucal menor,2018-07-01,3,5,11,24,13,9,14,45,20,16,0,0,0,0,160
EL VILLAR,atencion odontologica,cirugia bucal menor,2018-07-01,1,7,19,5,3,5,14,37,4,6,0,0,0,0,101
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,19,18,14,13,17,58,15,6,0,0,0,0,161
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2018-07-01,8,9,6,3,0,0,0,4,5,0,0,0,0,0,35
ESCARA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
ESCOMA,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,3,3,2,2,5,3,9,4,0,0,0,0,33
ESMERALDA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2018-07-01,0,3,9,6,1,4,8,8,7,7,0,0,0,0,53
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,11,11,3,1,3,5,2,4,0,0,0,0,41
FILADELFIA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,9,3,7,2,1,6,2,0,0,0,0,0,30
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2018-07-01,2,1,6,9,0,0,3,10,3,4,0,0,0,0,38
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2018-07-01,4,2,3,6,1,7,14,35,16,13,0,0,0,0,101
GUANAY,atencion odontologica,cirugia bucal menor,2018-07-01,4,1,0,2,0,3,1,7,24,12,0,0,0,0,54
GUAQUI,atencion odontologica,cirugia bucal menor,2018-07-01,5,2,8,7,4,7,10,31,22,20,0,0,0,0,116
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2018-07-01,8,1,52,56,10,9,16,36,3,0,0,0,0,0,191
GUTIERREZ,atencion odontologica,cirugia bucal menor,2018-07-01,7,4,11,14,11,25,27,35,8,8,0,0,0,0,150
HUACARETA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,7,5,3,2,8,37,5,10,0,0,0,0,77
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2018-07-01,1,0,5,4,1,1,3,13,5,0,0,0,0,0,33
HUACHACALLA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,0,0,1,0,5,0,0,0,0,0,0,7
HUANUNI,atencion odontologica,cirugia bucal menor,2018-07-01,11,11,25,31,12,44,71,42,7,2,0,0,0,0,256
HUARACAJE,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,4,1,0,2,5,6,7,0,0,0,0,26
HUARINA,atencion odontologica,cirugia bucal menor,2018-07-01,2,0,6,1,5,4,7,3,9,1,0,0,0,0,38
HUATAJATA,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,6,4,3,2,6,7,5,3,0,0,0,0,38
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,4,1,0,1,3,2,6,11,0,0,0,0,29
HUMANATA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ICHOCA,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,5,1,1,5,2,8,13,18,0,0,0,0,54
ICLA,atencion odontologica,cirugia bucal menor,2018-07-01,2,1,6,15,7,7,11,38,2,9,0,0,0,0,98
INCAHUASI,atencion odontologica,cirugia bucal menor,2018-07-01,2,4,6,6,0,5,5,20,20,11,0,0,0,0,79
INQUISIVI,atencion odontologica,cirugia bucal menor,2018-07-01,1,7,10,13,2,7,15,31,12,17,0,0,0,0,115
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2018-07-01,15,8,11,14,2,6,13,29,34,16,0,0,0,0,148
IXIAMAS,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,11,10,0,8,18,16,5,2,0,0,0,0,72
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2018-07-01,2,2,7,10,12,14,20,36,22,20,0,0,0,0,145
LA ASUNTA,atencion odontologica,cirugia bucal menor,2018-07-01,3,2,28,33,4,23,27,45,2,5,0,0,0,0,172
LA GUARDIA,atencion odontologica,cirugia bucal menor,2018-07-01,20,17,11,14,2,2,5,33,24,14,0,0,0,0,142
LA PAZ,atencion odontologica,cirugia bucal menor,2018-07-01,202,195,471,535,125,214,355,742,290,163,0,0,0,0,3292
LA RIVERA,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,3,1,2,0,0,0,0,2,0,0,0,0,9
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,5,4,3,4,1,13,1,1,0,0,0,0,32
LAJA,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,13,10,3,10,2,19,13,17,0,0,0,0,90
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,2,3,2,0,2,6,7,9,0,0,0,0,32
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,4,4,1,4,6,5,11,6,0,0,0,0,44
LLALLAGUA,atencion odontologica,cirugia bucal menor,2018-07-01,17,16,25,26,8,28,17,49,22,15,0,0,0,0,223
LLICA,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,4,3,1,3,4,17,13,5,0,0,0,0,53
LORETO,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,20,15,3,6,19,13,1,0,0,0,0,0,78
LURIBAY,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,0,0,2,4,10,1,0,0,0,0,0,17
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2018-07-01,2,1,8,10,0,1,7,8,21,14,0,0,0,0,72
MACHARETI,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,17,11,1,11,8,15,3,3,0,0,0,0,69
MAGDALENA,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,13,14,4,3,7,10,4,1,0,0,0,0,58
MAIRANA,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,5,3,0,1,3,6,2,5,0,0,0,0,27
MALLA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,2,2,1,4,0,2,6,0,0,0,0,18
MAPIRI,atencion odontologica,cirugia bucal menor,2018-07-01,2,3,2,5,3,4,9,23,3,1,0,0,0,0,55
MECAPACA,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,8,9,3,3,11,14,1,1,0,0,0,0,52
MINEROS,atencion odontologica,cirugia bucal menor,2018-07-01,1,3,0,0,0,8,0,12,13,6,0,0,0,0,43
MIZQUE,atencion odontologica,cirugia bucal menor,2018-07-01,9,11,18,21,2,11,14,30,38,31,0,0,0,0,185
MOCOMOCO,atencion odontologica,cirugia bucal menor,2018-07-01,2,0,12,9,9,13,31,39,15,8,0,0,0,0,138
MOJINETE,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,1,0,0,1,3,1,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,12,12,1,2,6,21,1,5,0,0,0,0,62
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2018-07-01,7,4,22,14,2,4,8,39,9,3,0,0,0,0,112
MONTERO,atencion odontologica,cirugia bucal menor,2018-07-01,8,14,70,58,23,16,23,92,24,18,0,0,0,0,346
MORO MORO,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,1,0,0,4,8,2,0,0,0,0,0,16
MOROCHATA,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,0,5,3,6,6,17,24,12,0,0,0,0,75
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,cirugia bucal menor,2018-07-01,0,0,1,1,1,2,2,1,0,0,0,0,0,0,8
OCURI,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,3,3,1,3,6,4,5,4,0,0,0,0,30
OKINAWA,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,0,9,0,2,2,11,6,5,0,0,0,0,36
OMEREQUE,atencion odontologica,cirugia bucal menor,2018-07-01,1,1,0,5,1,2,7,14,11,3,0,0,0,0,45
ORURO,atencion odontologica,cirugia bucal menor,2018-07-01,65,75,210,266,63,127,204,371,161,90,0,0,0,0,1632
PADCAYA,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,24,10,6,11,34,60,6,1,0,0,0,0,153
PADILLA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,11,13,1,4,8,19,8,6,0,0,0,0,70
PAILON,atencion odontologica,cirugia bucal menor,2018-07-01,2,0,7,6,4,5,5,14,16,5,0,0,0,0,64
PALCA,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,8,9,6,8,12,22,21,3,0,0,0,0,91
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2018-07-01,4,4,7,6,3,6,11,24,9,4,0,0,0,0,78
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,6,7,0,1,3,4,3,2,0,0,0,0,27
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,0,0,0,0,1,5,1,2,0,0,0,0,11
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2018-07-01,0,2,1,3,1,1,5,3,11,9,0,0,0,0,36
PASORAPA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,2,3,0,0,2,1,1,2,0,0,0,0,11
PATACAMAYA,atencion odontologica,cirugia bucal menor,2018-07-01,9,2,12,8,2,2,0,8,4,5,0,0,0,0,52
PAZÑA,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,9,17,0,2,5,7,3,3,0,0,0,0,47
PELECHUCO,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,5,2,4,6,13,7,7,4,0,0,0,0,51
POCOATA,atencion odontologica,cirugia bucal menor,2018-07-01,2,3,3,4,1,4,6,19,14,18,0,0,0,0,74
POCONA,atencion odontologica,cirugia bucal menor,2018-07-01,2,4,12,7,4,6,4,7,2,5,0,0,0,0,53
POJO (CBBA),atencion odontologica,cirugia bucal menor,2018-07-01,4,4,9,11,0,3,8,18,10,6,0,0,0,0,73
POOPO,atencion odontologica,cirugia bucal menor,2018-07-01,3,1,14,11,1,2,8,8,4,3,0,0,0,0,55
PORCO,atencion odontologica,cirugia bucal menor,2018-07-01,0,1,2,5,1,4,2,12,2,0,0,0,0,0,29
POROMA,atencion odontologica,cirugia bucal menor,2018-07-01,1,0,19,18,5,2,14,66,16,7,0,0,0,0,148
PORONGO,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,2,0,0,2,2,5,0,0,0,0,0,0,14
PORTACHUELO,atencion odontologica,cirugia bucal menor,2018-07-01,1,2,9,11,1,0,2,9,3,1,0,0,0,0,39
PORVENIR,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,4,4,2,4,10,8,6,1,0,0,0,0,39
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,0,1,0,3,2,0,2,0,0,0,0,8
POTOSI,atencion odontologica,cirugia bucal menor,2018-07-01,63,65,110,118,58,76,78,182,77,84,0,0,0,0,911
PRESTO,atencion odontologica,cirugia bucal menor,2018-07-01,0,5,7,3,0,5,8,18,1,2,0,0,0,0,49
PUCARA,atencion odontologica,cirugia bucal menor,2018-07-01,0,0,0,1,2,0,0,3,0,0,0,0,0,0,6
PUCARANI,atencion odontologica,cirugia bucal menor,2018-07-01,7,13,31,16,14,33,32,48,20,12,0,0,0,0,226
