,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
SAMAIPATA,atencion odontologica,aplicacion de fluor,2018-07-01,7,10,0,0,0,1,0,0,0,2,0,0,0,0,20
SAN AGUSTIN,atencion odontologica,aplicacion de fluor,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN ANDRES,atencion odontologica,aplicacion de fluor,2018-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2018-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2018-07-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,11
SAN BENITO,atencion odontologica,aplicacion de fluor,2018-07-01,2,3,2,0,0,2,1,1,0,1,0,0,0,0,12
SAN BORJA,atencion odontologica,aplicacion de fluor,2018-07-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2018-07-01,7,15,19,14,0,0,0,0,0,0,0,0,0,0,55
SAN CARLOS,atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2018-07-01,1,1,5,8,2,2,3,5,0,2,0,0,0,0,29
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2018-07-01,10,11,1,6,1,2,0,0,1,0,0,0,0,0,32
SAN JAVIER(BNI),atencion odontologica,aplicacion de fluor,2018-07-01,1,4,0,0,0,0,0,1,0,0,0,0,0,0,6
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2018-07-01,5,5,117,131,0,4,4,2,0,2,0,0,0,0,270
SAN JOSE DE CHIQUITOS,atencion odontologica,aplicacion de fluor,2018-07-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2018-07-01,5,4,0,0,0,0,0,1,0,0,0,0,0,0,10
SAN JULIAN,atencion odontologica,aplicacion de fluor,2018-07-01,24,42,10,11,2,4,10,17,1,1,0,0,0,0,122
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2018-07-01,11,0,1,0,0,0,0,0,0,0,0,0,0,0,12
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,3,0,0,1,11,0,0,0,0,0,0,16
SAN LUCAS,atencion odontologica,aplicacion de fluor,2018-07-01,19,21,1,1,1,0,1,2,0,0,0,0,0,0,46
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2018-07-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2018-07-01,14,20,0,0,0,1,0,7,2,2,0,0,0,0,46
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2018-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN PEDRO DE QUEMES,atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2018-07-01,5,1,0,0,0,0,0,1,0,1,0,0,0,0,8
SAN PEDRO(PND),atencion odontologica,aplicacion de fluor,2018-07-01,7,11,2,3,0,0,0,0,0,0,0,0,0,0,23
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2018-07-01,9,16,0,1,0,2,0,8,0,0,0,0,0,0,36
SAN RAMON BENI,atencion odontologica,aplicacion de fluor,2018-07-01,0,0,191,134,0,0,0,0,0,0,0,0,0,0,325
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2018-07-01,20,24,68,56,0,0,0,0,0,0,0,0,0,0,168
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2018-07-01,920,990,440,326,172,204,518,1259,97,109,0,0,0,0,5035
SANTA ROSA,atencion odontologica,aplicacion de fluor,2018-07-01,4,6,61,81,14,10,2,0,0,0,0,0,0,0,178
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2018-07-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2018-07-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2018-07-01,0,4,13,16,2,1,1,3,2,3,0,0,0,0,45
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2018-07-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2018-07-01,7,8,0,0,0,0,0,1,0,0,0,0,0,0,16
SENA,atencion odontologica,aplicacion de fluor,2018-07-01,12,13,1,0,0,0,0,0,0,0,0,0,0,0,26
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2018-07-01,14,19,0,0,1,0,0,4,0,0,0,0,0,0,38
SICAYA,atencion odontologica,aplicacion de fluor,2018-07-01,3,5,5,12,0,0,0,0,0,0,0,0,0,0,25
SIPE SIPE,atencion odontologica,aplicacion de fluor,2018-07-01,19,18,0,1,0,0,0,0,0,0,0,0,0,0,38
SOPACHUY,atencion odontologica,aplicacion de fluor,2018-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
SORACACHI,atencion odontologica,aplicacion de fluor,2018-07-01,1,1,7,7,0,0,2,3,0,0,0,0,0,0,21
SORATA,atencion odontologica,aplicacion de fluor,2018-07-01,7,4,12,12,0,0,0,3,0,0,0,0,0,0,38
SUCRE,atencion odontologica,aplicacion de fluor,2018-07-01,91,95,53,51,15,39,33,129,3,5,0,0,0,0,514
TACACOMA,atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TAHUA,atencion odontologica,aplicacion de fluor,2018-07-01,6,14,0,0,0,0,0,1,0,1,0,0,0,0,22
TAPACARI,atencion odontologica,aplicacion de fluor,2018-07-01,6,15,2,0,0,0,0,11,0,14,0,0,0,0,48
TARABUCO,atencion odontologica,aplicacion de fluor,2018-07-01,27,26,4,1,0,3,0,9,0,0,0,0,0,0,70
TARACO,atencion odontologica,aplicacion de fluor,2018-07-01,2,6,0,1,0,1,0,1,0,1,0,0,0,0,12
TARATA,atencion odontologica,aplicacion de fluor,2018-07-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
TARIJA,atencion odontologica,aplicacion de fluor,2018-07-01,12,19,30,29,13,12,3,14,0,0,0,0,0,0,132
TARVITA,atencion odontologica,aplicacion de fluor,2018-07-01,16,12,0,1,0,0,0,0,0,0,0,0,0,0,29
TEOPONTE,atencion odontologica,aplicacion de fluor,2018-07-01,4,1,1,0,0,1,0,0,0,0,0,0,0,0,7
TIAWANACU,atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2018-07-01,3,15,0,0,1,0,2,14,0,0,0,0,0,0,35
TIPUANI,atencion odontologica,aplicacion de fluor,2018-07-01,6,11,4,0,0,0,0,0,0,0,0,0,0,0,21
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2018-07-01,38,53,7,6,0,3,2,13,2,1,0,0,0,0,125
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2018-07-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,9
TOCO,atencion odontologica,aplicacion de fluor,2018-07-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
TOLATA,atencion odontologica,aplicacion de fluor,2018-07-01,1,0,2,0,0,0,0,4,2,2,0,0,0,0,11
TOLEDO,atencion odontologica,aplicacion de fluor,2018-07-01,3,3,12,9,7,5,0,1,1,1,0,0,0,0,42
TOMAVE,atencion odontologica,aplicacion de fluor,2018-07-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7
TOMINA,atencion odontologica,aplicacion de fluor,2018-07-01,0,2,0,3,1,0,0,6,0,0,0,0,0,0,12
TORO TORO,atencion odontologica,aplicacion de fluor,2018-07-01,2,1,0,1,0,1,0,7,0,1,0,0,0,0,13
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2018-07-01,0,0,7,4,0,2,0,0,0,0,0,0,0,0,13
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,0,0,0,0,2,0,1,0,0,0,0,4
TRIGAL,atencion odontologica,aplicacion de fluor,2018-07-01,7,17,6,6,0,0,0,0,0,0,0,0,0,0,36
TRINIDAD,atencion odontologica,aplicacion de fluor,2018-07-01,36,37,39,42,11,14,5,24,8,0,0,0,0,0,216
TUPIZA,atencion odontologica,aplicacion de fluor,2018-07-01,15,20,17,31,9,37,12,36,17,9,0,0,0,0,203
UMALA,atencion odontologica,aplicacion de fluor,2018-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
UNCIA,atencion odontologica,aplicacion de fluor,2018-07-01,1,1,14,2,1,1,0,1,0,0,0,0,0,0,21
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2018-07-01,1,0,1,0,1,1,0,1,0,0,0,0,0,0,5
URUBICHA,atencion odontologica,aplicacion de fluor,2018-07-01,0,1,0,0,0,1,0,4,0,0,0,0,0,0,6
UYUNI,atencion odontologica,aplicacion de fluor,2018-07-01,5,8,10,7,1,7,1,11,2,2,0,0,0,0,54
VACAS,atencion odontologica,aplicacion de fluor,2018-07-01,1,3,1,0,0,0,0,0,2,0,0,0,0,0,7
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2018-07-01,55,62,4,11,2,3,3,2,3,1,0,0,0,0,146
VIACHA,atencion odontologica,aplicacion de fluor,2018-07-01,20,15,9,1,0,0,5,7,0,0,0,0,0,0,57
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2018-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,aplicacion de fluor,2018-07-01,3,9,24,17,1,4,0,0,0,0,0,0,0,0,58
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2018-07-01,2,3,2,0,0,0,0,0,0,0,0,0,0,0,7
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2018-07-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2018-07-01,3,4,1,0,0,0,0,0,0,0,0,0,0,0,8
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2018-07-01,3,1,6,5,0,0,2,5,0,0,0,0,0,0,22
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2018-07-01,4,3,0,0,0,1,0,3,0,0,0,0,0,0,11
VILLAZON,atencion odontologica,aplicacion de fluor,2018-07-01,8,6,8,7,3,11,3,3,1,0,0,0,0,0,50
VINTO,atencion odontologica,aplicacion de fluor,2018-07-01,10,14,1,1,0,0,0,1,0,0,0,0,0,0,27
VITICHI,atencion odontologica,aplicacion de fluor,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
WALDO BALLIVIAN,atencion odontologica,aplicacion de fluor,2018-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,aplicacion de fluor,2018-07-01,87,77,5,4,0,3,3,11,7,0,0,0,0,0,197
YACO,atencion odontologica,aplicacion de fluor,2018-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,aplicacion de fluor,2018-07-01,16,15,7,17,4,4,3,8,1,2,0,0,0,0,77
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2018-07-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14
YANACACHI,atencion odontologica,aplicacion de fluor,2018-07-01,5,0,1,1,0,0,0,0,0,0,0,0,0,0,7
YAPACANI,atencion odontologica,aplicacion de fluor,2018-07-01,18,34,1,0,3,3,0,4,1,3,0,0,0,0,67
YOCALLA,atencion odontologica,aplicacion de fluor,2018-07-01,1,1,0,0,0,0,3,0,0,0,0,0,0,0,5
YOTALA,atencion odontologica,aplicacion de fluor,2018-07-01,12,12,2,3,2,1,0,3,0,0,0,0,0,0,35
YUNGUYO DE LITORAL,atencion odontologica,aplicacion de fluor,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACACIO,atencion odontologica,aplicacion de fluor,2018-08-01,7,0,0,0,0,1,0,2,0,0,0,0,0,0,10
ACHACACHI,atencion odontologica,aplicacion de fluor,2018-08-01,14,18,3,1,1,0,1,4,0,0,0,0,0,0,42
ACHOCALLA,atencion odontologica,aplicacion de fluor,2018-08-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
AIQUILE,atencion odontologica,aplicacion de fluor,2018-08-01,2,0,4,3,0,1,0,4,2,0,0,0,0,0,16
ALALAY,atencion odontologica,aplicacion de fluor,2018-08-01,2,9,0,0,0,0,0,0,0,0,0,0,0,0,11
ALCALA,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
ALTO BENI,atencion odontologica,aplicacion de fluor,2018-08-01,13,12,1,5,0,0,0,1,1,0,0,0,0,0,33
ANCORAIMES,atencion odontologica,aplicacion de fluor,2018-08-01,14,7,0,1,0,0,0,0,0,0,0,0,0,0,22
ANDAMARCA,atencion odontologica,aplicacion de fluor,2018-08-01,1,1,14,13,13,11,0,3,0,0,0,0,0,0,56
ANTEQUERA,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
APOLO,atencion odontologica,aplicacion de fluor,2018-08-01,10,3,12,6,1,0,0,0,0,0,0,0,0,0,32
ARANI,atencion odontologica,aplicacion de fluor,2018-08-01,1,1,0,0,0,1,1,1,1,0,0,0,0,0,6
ARBIETO,atencion odontologica,aplicacion de fluor,2018-08-01,4,10,2,3,0,1,0,3,0,0,0,0,0,0,23
ARQUE,atencion odontologica,aplicacion de fluor,2018-08-01,0,2,7,4,1,1,1,3,0,0,0,0,0,0,19
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2018-08-01,65,47,0,0,0,0,0,1,0,0,0,0,0,0,113
ATOCHA,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AYATA,atencion odontologica,aplicacion de fluor,2018-08-01,6,6,1,0,0,0,0,0,0,0,0,0,0,0,13
AYO AYO,atencion odontologica,aplicacion de fluor,2018-08-01,2,3,10,12,0,0,0,1,0,0,0,0,0,0,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2018-08-01,3,2,0,1,0,2,0,3,0,0,0,0,0,0,11
AZURDUY,atencion odontologica,aplicacion de fluor,2018-08-01,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5
BATALLAS,atencion odontologica,aplicacion de fluor,2018-08-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10
BAURES,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BELLA FLOR,atencion odontologica,aplicacion de fluor,2018-08-01,18,20,2,0,0,4,0,2,0,0,0,0,0,0,46
BERMEJO,atencion odontologica,aplicacion de fluor,2018-08-01,1,2,4,1,0,0,0,0,0,0,0,0,0,0,8
BETANZOS,atencion odontologica,aplicacion de fluor,2018-08-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
BOLIVAR,atencion odontologica,aplicacion de fluor,2018-08-01,1,1,3,6,1,1,0,3,0,0,0,0,0,0,16
BOLPEBRA,atencion odontologica,aplicacion de fluor,2018-08-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
BUENA VISTA,atencion odontologica,aplicacion de fluor,2018-08-01,12,9,0,0,0,0,0,0,0,0,0,0,0,0,21
CABEZAS,atencion odontologica,aplicacion de fluor,2018-08-01,70,76,3,1,0,0,0,8,0,0,0,0,0,0,158
CAIROMA,atencion odontologica,aplicacion de fluor,2018-08-01,7,6,23,23,0,0,0,1,0,0,0,0,0,0,60
CAJUATA,atencion odontologica,aplicacion de fluor,2018-08-01,3,2,23,25,1,0,0,2,0,0,0,0,0,0,56
CALACOTO,atencion odontologica,aplicacion de fluor,2018-08-01,2,6,2,3,0,0,0,0,0,0,0,0,0,0,13
CALAMARCA,atencion odontologica,aplicacion de fluor,2018-08-01,1,3,4,8,0,0,0,1,0,0,0,0,0,0,17
CAMARGO,atencion odontologica,aplicacion de fluor,2018-08-01,6,7,2,1,0,0,0,0,0,0,0,0,0,0,16
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2018-08-01,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5
CAMIRI,atencion odontologica,aplicacion de fluor,2018-08-01,29,24,12,28,8,10,12,32,17,4,0,0,0,0,176
CAPINOTA,atencion odontologica,aplicacion de fluor,2018-08-01,5,1,0,0,0,0,0,1,1,0,0,0,0,0,8
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2018-08-01,3,3,1,5,0,0,0,0,0,0,0,0,0,0,12
CARACOLLO,atencion odontologica,aplicacion de fluor,2018-08-01,5,4,7,8,4,4,1,5,1,1,0,0,0,0,40
CARANAVI,atencion odontologica,aplicacion de fluor,2018-08-01,31,29,4,2,4,1,0,6,0,0,0,0,0,0,77
CARAPARI,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
CARIPUYO,atencion odontologica,aplicacion de fluor,2018-08-01,7,6,0,0,0,0,0,0,0,0,0,0,0,0,13
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2018-08-01,14,18,0,0,0,0,0,0,0,0,0,0,0,0,32
CATACORA,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,aplicacion de fluor,2018-08-01,9,7,2,10,3,1,0,8,1,0,0,0,0,0,41
CHAQUI,atencion odontologica,aplicacion de fluor,2018-08-01,2,4,0,0,0,0,0,1,0,0,0,0,0,0,7
CHARAGUA,atencion odontologica,aplicacion de fluor,2018-08-01,45,39,1,1,0,0,0,0,0,0,0,0,0,0,86
CHARAÑA,atencion odontologica,aplicacion de fluor,2018-08-01,1,2,8,6,0,0,0,0,0,0,0,0,0,0,17
CHAYANTA,atencion odontologica,aplicacion de fluor,2018-08-01,8,15,0,0,0,2,0,2,0,0,0,0,0,0,27
CHIMORE,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2018-08-01,11,20,0,1,0,0,0,1,0,0,0,0,0,0,33
CHUMA,atencion odontologica,aplicacion de fluor,2018-08-01,6,7,0,0,0,1,0,5,0,0,0,0,0,0,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,aplicacion de fluor,2018-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CLIZA,atencion odontologica,aplicacion de fluor,2018-08-01,3,4,1,2,0,0,0,8,2,1,0,0,0,0,21
COBIJA,atencion odontologica,aplicacion de fluor,2018-08-01,173,168,18,5,7,5,21,18,2,1,0,0,0,0,418
COCAPATA,atencion odontologica,aplicacion de fluor,2018-08-01,5,3,2,6,0,0,0,6,0,1,0,0,0,0,23
COCHABAMBA,atencion odontologica,aplicacion de fluor,2018-08-01,265,278,260,247,67,69,51,164,34,30,0,0,0,0,1465
COIPASA,atencion odontologica,aplicacion de fluor,2018-08-01,7,5,17,22,0,0,0,0,0,0,0,0,0,0,51
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2018-08-01,14,16,2,0,0,0,0,9,4,1,0,0,0,0,46
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2018-08-01,9,9,0,0,0,0,0,0,0,0,0,0,0,0,18
COLLANA,atencion odontologica,aplicacion de fluor,2018-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,aplicacion de fluor,2018-08-01,19,21,0,0,0,0,0,1,1,1,0,0,0,0,43
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2018-08-01,9,9,90,120,55,68,15,27,0,0,0,0,0,0,393
COLQUECHACA,atencion odontologica,aplicacion de fluor,2018-08-01,4,4,0,0,0,0,0,1,0,0,0,0,0,0,9
COLQUENCHA,atencion odontologica,aplicacion de fluor,2018-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
COLQUIRI,atencion odontologica,aplicacion de fluor,2018-08-01,4,5,3,1,4,0,0,4,0,0,0,0,0,0,21
COMANCHE,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
COMARAPA,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,aplicacion de fluor,2018-08-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,12
COPACABANA,atencion odontologica,aplicacion de fluor,2018-08-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7
CORIPATA,atencion odontologica,aplicacion de fluor,2018-08-01,9,9,8,6,0,0,0,0,0,0,0,0,0,0,32
CORO CORO,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,3,4,0,2,1,2,0,0,0,0,0,0,13
COROICO,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORQUE,atencion odontologica,aplicacion de fluor,2018-08-01,1,1,3,5,0,0,0,0,0,0,0,0,0,0,10
COTAGAITA,atencion odontologica,aplicacion de fluor,2018-08-01,1,1,13,0,0,0,0,3,0,0,0,0,0,0,18
COTOCA,atencion odontologica,aplicacion de fluor,2018-08-01,39,53,0,0,0,3,0,12,1,10,0,0,0,0,118
CRUZ DE MACHACAMARCA,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2018-08-01,26,29,0,0,0,2,0,4,1,0,0,0,0,0,62
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2018-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CUEVO,atencion odontologica,aplicacion de fluor,2018-08-01,7,13,0,2,0,1,0,6,0,0,0,0,0,0,29
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2018-08-01,3,2,0,0,0,1,0,0,3,1,0,0,0,0,10
CURVA,atencion odontologica,aplicacion de fluor,2018-08-01,6,7,33,21,0,0,0,0,0,0,0,0,0,0,67
DESAGUADERO,atencion odontologica,aplicacion de fluor,2018-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,aplicacion de fluor,2018-08-01,429,460,508,523,45,75,73,109,102,19,0,0,0,0,2343
EL CHORO,atencion odontologica,aplicacion de fluor,2018-08-01,2,2,0,0,0,0,0,2,3,1,0,0,0,0,10
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2018-08-01,10,9,0,0,0,0,0,4,0,0,0,0,0,0,23
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2018-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
EL TORNO,atencion odontologica,aplicacion de fluor,2018-08-01,199,234,402,408,4,21,1,24,28,23,0,0,0,0,1344
EL VILLAR,atencion odontologica,aplicacion de fluor,2018-08-01,2,0,0,0,1,1,0,2,0,0,0,0,0,0,6
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2018-08-01,4,2,5,8,0,1,1,2,0,0,0,0,0,0,23
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2018-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ESCOMA,atencion odontologica,aplicacion de fluor,2018-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,aplicacion de fluor,2018-08-01,23,27,0,3,0,1,4,3,1,3,0,0,0,0,65
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2018-08-01,6,4,11,13,0,1,1,0,0,0,0,0,0,0,36
GUANAY,atencion odontologica,aplicacion de fluor,2018-08-01,20,18,0,0,0,0,1,0,0,0,0,0,0,0,39
GUAQUI,atencion odontologica,aplicacion de fluor,2018-08-01,4,7,0,0,0,0,0,0,0,0,0,0,0,0,11
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2018-08-01,1,0,3,4,1,4,1,7,0,0,0,0,0,0,21
GUTIERREZ,atencion odontologica,aplicacion de fluor,2018-08-01,14,17,10,10,6,8,4,8,0,0,0,0,0,0,77
HUACARETA,atencion odontologica,aplicacion de fluor,2018-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2018-08-01,1,2,5,9,0,0,0,0,0,0,0,0,0,0,17
HUACHACALLA,atencion odontologica,aplicacion de fluor,2018-08-01,0,0,9,12,0,0,0,0,0,0,0,0,0,0,21
HUANUNI,atencion odontologica,aplicacion de fluor,2018-08-01,5,1,1,2,1,10,3,17,0,0,0,0,0,0,40
HUARACAJE,atencion odontologica,aplicacion de fluor,2018-08-01,0,1,0,1,1,1,1,1,0,0,0,0,0,0,6
HUARINA,atencion odontologica,aplicacion de fluor,2018-08-01,2,5,0,0,0,0,0,1,0,0,0,0,0,0,8
HUATAJATA,atencion odontologica,aplicacion de fluor,2018-08-01,3,2,5,4,0,0,0,0,0,0,0,0,0,0,14
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2018-08-01,0,1,2,2,4,7,0,0,0,3,0,0,0,0,19
HUMANATA,atencion odontologica,aplicacion de fluor,2018-08-01,6,10,0,0,0,0,0,0,0,0,0,0,0,0,16
ICHOCA,atencion odontologica,aplicacion de fluor,2018-08-01,4,2,64,51,0,0,0,3,0,0,0,0,0,0,124
ICLA,atencion odontologica,aplicacion de fluor,2018-08-01,4,2,0,1,0,0,0,2,0,0,0,0,0,0,9
