,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2018-07-01,4,3,7,3,3,6,6,20,6,14,0,0,0,0,72
SAMAIPATA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
SAN ANDRES,atencion odontologica,consulta repetida,2018-07-01,2,1,1,1,1,0,0,1,0,0,0,1,0,0,8
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,1,0,2,0,9,6,5,0,0,0,1,24
SAN BENITO,atencion odontologica,consulta repetida,2018-07-01,36,12,25,37,0,40,18,48,18,19,0,13,0,24,290
SAN BORJA,atencion odontologica,consulta repetida,2018-07-01,3,10,12,10,4,14,22,39,6,0,0,2,0,3,125
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2018-07-01,3,4,0,1,0,0,2,2,0,0,0,0,0,0,12
SAN CARLOS,atencion odontologica,consulta repetida,2018-07-01,0,1,0,1,0,2,0,0,1,0,0,0,0,0,5
SAN IGNACIO,atencion odontologica,consulta repetida,2018-07-01,3,2,6,7,1,6,23,50,0,10,0,2,0,1,111
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2018-07-01,2,6,47,37,26,35,7,47,0,2,0,0,0,3,212
SAN JAVIER(STC),atencion odontologica,consulta repetida,2018-07-01,2,1,0,6,0,3,1,0,0,0,0,2,0,1,16
SAN JOAQUIN,atencion odontologica,consulta repetida,2018-07-01,33,38,4,37,0,15,5,35,9,2,0,2,0,15,195
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2018-07-01,2,1,3,1,0,0,3,3,8,0,0,0,0,0,21
SAN JULIAN,atencion odontologica,consulta repetida,2018-07-01,2,24,2,3,4,7,0,9,5,0,0,0,0,3,59
SAN LORENZO(PND),atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2018-07-01,6,6,14,36,7,29,38,120,2,1,0,1,0,0,260
SAN LUCAS,atencion odontologica,consulta repetida,2018-07-01,7,0,10,7,7,5,7,25,0,0,0,0,0,0,68
SAN MATIAS,atencion odontologica,consulta repetida,2018-07-01,1,1,0,0,2,0,0,0,0,0,0,2,0,0,6
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2018-07-01,0,0,3,5,3,2,2,27,0,0,0,1,0,1,44
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2018-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
SAN PEDRO,atencion odontologica,consulta repetida,2018-07-01,0,0,3,3,2,19,11,33,7,5,0,1,0,7,91
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2018-07-01,0,1,1,0,1,11,7,19,9,6,0,9,0,2,66
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2018-07-01,11,10,1,1,3,3,6,13,20,22,0,1,0,0,91
SAN RAFAEL,atencion odontologica,consulta repetida,2018-07-01,0,0,1,0,0,10,7,8,0,0,0,2,0,2,30
SAN RAMON BENI,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,9,0,2,0,0,0,0,0,2,13
SAN RAMON SCZ,atencion odontologica,consulta repetida,2018-07-01,5,5,6,7,1,2,4,3,0,0,0,0,0,0,33
SANTA ANA,atencion odontologica,consulta repetida,2018-07-01,1,1,3,0,0,1,14,13,8,4,0,0,0,0,45
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2018-07-01,343,285,628,659,370,537,1432,2239,372,299,0,47,0,26,7237
SANTA ROSA,atencion odontologica,consulta repetida,2018-07-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2018-07-01,7,3,3,1,2,0,1,3,3,0,0,3,0,2,28
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2018-07-01,1,11,23,29,1,16,10,19,18,4,0,4,0,0,136
SANTIVAÑES,atencion odontologica,consulta repetida,2018-07-01,3,4,6,14,0,1,0,12,1,5,0,0,0,0,46
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2018-07-01,0,2,7,3,0,0,1,6,0,3,0,0,0,0,22
SAPAHAQUI,atencion odontologica,consulta repetida,2018-07-01,0,0,0,2,4,0,4,0,0,0,0,0,0,0,10
SENA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,consulta repetida,2018-07-01,3,3,0,1,0,1,0,0,0,0,0,1,0,0,9
SICAYA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,5,2,5,0,0,0,0,0,0,12
SIPE SIPE,atencion odontologica,consulta repetida,2018-07-01,208,172,25,33,0,48,2,145,40,101,0,86,0,61,921
SOPACHUY,atencion odontologica,consulta repetida,2018-07-01,1,8,1,0,1,6,6,12,0,0,0,0,0,0,35
SORACACHI,atencion odontologica,consulta repetida,2018-07-01,1,1,3,4,1,5,5,8,4,2,0,2,0,1,37
SORATA,atencion odontologica,consulta repetida,2018-07-01,4,7,3,1,0,5,0,20,0,0,0,4,0,6,50
SUCRE,atencion odontologica,consulta repetida,2018-07-01,323,283,398,501,245,455,783,1295,80,59,0,86,0,25,4533
TACOPAYA,atencion odontologica,consulta repetida,2018-07-01,8,5,0,0,0,1,0,9,11,15,0,6,0,2,57
TAHUA,atencion odontologica,consulta repetida,2018-07-01,0,0,1,0,0,0,1,0,0,2,0,0,0,0,4
TAPACARI,atencion odontologica,consulta repetida,2018-07-01,0,0,1,1,2,1,1,10,4,2,0,1,0,0,23
TARABUCO,atencion odontologica,consulta repetida,2018-07-01,1,0,0,4,1,6,1,12,0,0,0,4,0,0,29
TARACO,atencion odontologica,consulta repetida,2018-07-01,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4
TARATA,atencion odontologica,consulta repetida,2018-07-01,5,3,4,11,1,3,3,35,1,3,0,0,0,1,70
TARIJA,atencion odontologica,consulta repetida,2018-07-01,127,63,283,358,188,317,470,974,120,63,0,14,0,7,2984
TARVITA,atencion odontologica,consulta repetida,2018-07-01,0,2,2,3,8,1,6,26,1,0,0,2,0,3,54
TEOPONTE,atencion odontologica,consulta repetida,2018-07-01,0,1,1,0,0,0,0,4,1,0,0,0,0,0,7
TIAWANACU,atencion odontologica,consulta repetida,2018-07-01,2,4,4,6,8,8,2,26,3,3,0,0,0,1,67
TINGUIPAYA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,3,5,1,0,0,0,0,0,9
TIPUANI,atencion odontologica,consulta repetida,2018-07-01,1,0,0,0,1,0,3,2,2,1,0,0,0,0,10
TIQUIPAYA,atencion odontologica,consulta repetida,2018-07-01,89,76,6,3,1,4,2,37,4,7,0,9,0,26,264
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2018-07-01,2,8,1,4,1,1,3,10,2,3,0,0,0,5,40
TOCO,atencion odontologica,consulta repetida,2018-07-01,8,12,11,5,0,6,8,7,0,6,0,2,0,1,66
TODOS SANTOS,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
TOLATA,atencion odontologica,consulta repetida,2018-07-01,2,21,1,12,0,7,2,3,3,5,0,0,0,1,57
TOLEDO,atencion odontologica,consulta repetida,2018-07-01,1,0,0,0,0,0,1,6,8,1,0,0,0,0,17
TOMAVE,atencion odontologica,consulta repetida,2018-07-01,0,0,0,6,0,3,3,32,1,0,0,0,0,3,48
TOMINA,atencion odontologica,consulta repetida,2018-07-01,8,10,6,34,18,15,13,28,4,1,0,2,0,0,139
TORO TORO,atencion odontologica,consulta repetida,2018-07-01,2,0,3,2,1,2,0,9,0,4,0,0,0,0,23
TOTORA(CBBA),atencion odontologica,consulta repetida,2018-07-01,1,2,11,5,0,5,10,11,1,0,0,0,0,5,51
TOTORA(ORR),atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
TRIGAL,atencion odontologica,consulta repetida,2018-07-01,3,2,0,1,0,1,0,1,2,0,0,0,0,0,10
TRINIDAD,atencion odontologica,consulta repetida,2018-07-01,59,52,129,126,93,89,180,217,72,53,0,0,0,6,1076
TUPIZA,atencion odontologica,consulta repetida,2018-07-01,23,32,91,115,37,70,92,205,58,59,0,6,0,0,788
TURCO,atencion odontologica,consulta repetida,2018-07-01,1,2,0,3,0,10,2,5,1,0,0,0,0,0,24
UNCIA,atencion odontologica,consulta repetida,2018-07-01,34,22,37,49,19,40,41,109,3,16,0,10,0,12,392
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2018-07-01,4,6,30,29,22,51,30,124,7,4,0,3,0,0,310
URUBICHA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4
UYUNI,atencion odontologica,consulta repetida,2018-07-01,5,2,3,1,3,7,10,14,6,5,0,0,0,0,56
VACAS,atencion odontologica,consulta repetida,2018-07-01,5,6,1,1,1,3,1,3,7,4,0,0,0,0,32
VALLEGRANDE,atencion odontologica,consulta repetida,2018-07-01,3,4,10,14,12,10,15,8,5,4,0,2,0,3,90
VIACHA,atencion odontologica,consulta repetida,2018-07-01,71,131,16,20,11,44,26,62,8,6,0,6,0,18,419
VILA VILA,atencion odontologica,consulta repetida,2018-07-01,0,1,0,2,0,0,2,2,0,2,0,1,0,0,10
VILLA CHARCAS,atencion odontologica,consulta repetida,2018-07-01,1,0,1,0,0,0,0,3,0,0,0,0,0,0,5
VILLA MONTES,atencion odontologica,consulta repetida,2018-07-01,0,2,18,12,12,29,22,51,1,2,0,0,0,0,149
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta repetida,2018-07-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
VILLA RIVERO,atencion odontologica,consulta repetida,2018-07-01,12,7,1,2,0,16,3,9,1,0,0,9,0,6,66
VILLA SERRANO,atencion odontologica,consulta repetida,2018-07-01,9,10,6,2,0,0,1,16,0,0,0,3,0,2,49
VILLA TUNARI,atencion odontologica,consulta repetida,2018-07-01,11,1,5,11,0,8,19,36,5,0,0,11,0,15,122
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2018-07-01,11,3,2,7,0,1,1,5,0,0,0,0,0,0,30
VILLAZON,atencion odontologica,consulta repetida,2018-07-01,37,30,39,76,25,75,32,52,8,14,0,4,0,1,393
VINTO,atencion odontologica,consulta repetida,2018-07-01,16,12,5,0,0,0,0,16,0,1,0,0,0,3,53
VITICHI,atencion odontologica,consulta repetida,2018-07-01,0,0,2,7,2,0,1,38,2,1,0,0,0,0,53
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2018-07-01,0,0,0,3,0,2,0,4,0,0,0,1,0,0,10
WARNES,atencion odontologica,consulta repetida,2018-07-01,25,23,2,2,1,9,3,23,4,2,0,12,0,3,109
YACUIBA,atencion odontologica,consulta repetida,2018-07-01,7,10,24,9,7,34,49,96,19,9,0,3,0,3,270
YAMPARAEZ,atencion odontologica,consulta repetida,2018-07-01,20,39,0,5,3,21,3,29,0,0,0,1,0,2,123
YANACACHI,atencion odontologica,consulta repetida,2018-07-01,0,0,1,1,0,0,2,1,3,0,0,0,0,0,8
YAPACANI,atencion odontologica,consulta repetida,2018-07-01,25,13,3,6,0,15,14,39,3,5,0,2,0,12,137
YOCALLA,atencion odontologica,consulta repetida,2018-07-01,2,3,5,13,13,7,10,25,2,1,0,4,0,13,98
YOTALA,atencion odontologica,consulta repetida,2018-07-01,3,16,8,6,2,6,3,33,0,1,0,0,0,0,78
YUNCHARA,atencion odontologica,consulta repetida,2018-07-01,0,0,0,4,2,0,1,8,3,0,0,0,0,0,18
ZUDAÑEZ,atencion odontologica,consulta repetida,2018-07-01,2,0,0,2,1,1,1,5,0,0,0,0,0,0,12
ACACIO,atencion odontologica,consulta repetida,2018-08-01,0,0,1,4,0,4,16,10,0,0,0,0,0,2,37
ACHACACHI,atencion odontologica,consulta repetida,2018-08-01,55,28,3,9,2,18,11,70,33,11,0,6,0,25,271
ACHOCALLA,atencion odontologica,consulta repetida,2018-08-01,1,6,0,0,1,0,0,3,0,0,0,0,0,0,11
AIQUILE,atencion odontologica,consulta repetida,2018-08-01,5,11,9,14,3,8,4,37,7,5,0,0,0,2,105
ALALAY,atencion odontologica,consulta repetida,2018-08-01,3,10,0,1,0,0,0,2,0,0,0,0,0,0,16
ALCALA,atencion odontologica,consulta repetida,2018-08-01,0,1,3,3,5,15,6,25,0,0,0,4,0,0,62
ALTO BENI,atencion odontologica,consulta repetida,2018-08-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3
ANCORAIMES,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
ANDAMARCA,atencion odontologica,consulta repetida,2018-08-01,1,1,1,4,0,3,4,5,5,3,0,2,0,1,30
ANTEQUERA,atencion odontologica,consulta repetida,2018-08-01,0,3,23,22,8,5,7,31,0,0,0,1,0,0,100
APOLO,atencion odontologica,consulta repetida,2018-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
ARAMPAMPA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,1,6,3,0,0,0,0,0,0,10
ARANI,atencion odontologica,consulta repetida,2018-08-01,20,8,6,6,1,6,3,17,0,1,0,4,0,4,76
ARBIETO,atencion odontologica,consulta repetida,2018-08-01,3,10,1,2,0,1,0,8,2,0,0,0,0,3,30
ARQUE,atencion odontologica,consulta repetida,2018-08-01,2,3,1,0,0,5,1,9,1,3,0,9,0,0,34
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2018-08-01,20,20,0,0,0,5,0,33,4,2,0,15,0,11,110
ATOCHA,atencion odontologica,consulta repetida,2018-08-01,15,13,18,47,39,37,151,162,26,14,0,5,0,0,527
AYO AYO,atencion odontologica,consulta repetida,2018-08-01,0,0,1,0,0,0,0,3,0,0,0,1,0,2,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2018-08-01,5,6,13,15,3,7,31,33,1,1,0,1,0,10,126
AZURDUY,atencion odontologica,consulta repetida,2018-08-01,13,2,4,3,8,2,12,62,1,3,0,41,0,5,156
BATALLAS,atencion odontologica,consulta repetida,2018-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BAURES,atencion odontologica,consulta repetida,2018-08-01,0,0,1,0,0,1,0,2,1,0,0,0,0,0,5
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2018-08-01,2,0,0,0,0,0,0,2,0,1,0,1,0,1,7
BELEN DE URMIRI,atencion odontologica,consulta repetida,2018-08-01,3,3,0,0,0,0,2,0,0,0,0,0,0,0,8
BERMEJO,atencion odontologica,consulta repetida,2018-08-01,5,2,32,15,15,41,59,92,7,9,0,0,0,0,277
BETANZOS,atencion odontologica,consulta repetida,2018-08-01,4,3,3,3,3,8,17,28,2,2,0,6,0,8,87
BOLIVAR,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4
BOLPEBRA,atencion odontologica,consulta repetida,2018-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,1,0,0,3,1,0,0,0,0,0,5
BUENA VISTA,atencion odontologica,consulta repetida,2018-08-01,27,10,3,5,3,5,3,16,14,3,0,0,0,9,98
CABEZAS,atencion odontologica,consulta repetida,2018-08-01,4,2,2,0,0,0,4,4,4,1,0,0,0,0,21
CAIROMA,atencion odontologica,consulta repetida,2018-08-01,1,3,3,0,1,2,4,4,0,0,0,0,0,0,18
"CAIZA ""D""",atencion odontologica,consulta repetida,2018-08-01,16,0,2,3,2,0,5,19,2,4,0,1,0,4,58
CAJUATA,atencion odontologica,consulta repetida,2018-08-01,2,2,1,1,1,11,3,3,0,0,0,0,0,0,24
CALAMARCA,atencion odontologica,consulta repetida,2018-08-01,0,0,2,6,1,6,9,19,1,3,0,1,0,1,49
CAMARGO,atencion odontologica,consulta repetida,2018-08-01,10,13,14,2,1,4,1,43,0,2,0,0,0,9,99
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2018-08-01,4,4,7,9,3,14,4,25,2,0,0,4,0,6,82
CAMIRI,atencion odontologica,consulta repetida,2018-08-01,4,3,4,25,15,11,19,62,19,3,0,0,0,11,176
CAPINOTA,atencion odontologica,consulta repetida,2018-08-01,10,11,7,11,0,0,9,22,5,4,0,2,0,6,87
CAQUIAVIRI,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,1,2,1,0,0,0,0,0,1,5
CARACOLLO,atencion odontologica,consulta repetida,2018-08-01,19,5,6,13,10,7,10,52,4,12,0,1,0,2,141
CARANAVI,atencion odontologica,consulta repetida,2018-08-01,17,16,13,12,8,10,9,18,7,6,0,1,0,1,118
CARANGAS,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4
CARAPARI,atencion odontologica,consulta repetida,2018-08-01,1,6,8,20,8,21,19,62,0,0,0,1,0,2,148
CARIPUYO,atencion odontologica,consulta repetida,2018-08-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,consulta repetida,2018-08-01,33,34,17,26,1,7,13,55,11,9,0,7,0,11,224
CHAQUI,atencion odontologica,consulta repetida,2018-08-01,0,1,6,2,1,6,5,22,3,3,0,9,0,5,63
CHARAGUA,atencion odontologica,consulta repetida,2018-08-01,10,4,3,0,0,3,4,4,8,3,0,2,0,2,43
CHARAÑA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,consulta repetida,2018-08-01,16,11,9,8,10,16,1,6,0,0,0,3,0,1,81
CHIMORE,atencion odontologica,consulta repetida,2018-08-01,7,14,9,7,4,12,13,23,21,3,0,0,0,20,133
CHOQUE COTA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
CHUA COCANI,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2018-08-01,15,11,5,4,8,8,9,26,0,0,0,6,0,13,105
CHUMA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,1,0,4,5,5,2,0,0,0,0,2,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2018-08-01,3,0,4,6,0,20,14,20,1,0,0,8,0,4,80
CLIZA,atencion odontologica,consulta repetida,2018-08-01,35,49,21,42,2,10,12,89,33,36,0,13,0,34,376
COBIJA,atencion odontologica,consulta repetida,2018-08-01,25,35,51,41,37,42,112,163,32,15,0,12,0,16,581
COCAPATA,atencion odontologica,consulta repetida,2018-08-01,4,0,1,4,0,1,3,0,3,2,0,0,0,1,19
COCHABAMBA,atencion odontologica,consulta repetida,2018-08-01,534,518,725,694,248,366,1146,1809,374,334,0,36,0,72,6856
COLCAPIRHUA,atencion odontologica,consulta repetida,2018-08-01,23,34,4,8,4,2,11,30,19,4,0,2,0,1,142
"COLCHA ""K""",atencion odontologica,consulta repetida,2018-08-01,0,0,0,3,0,0,2,0,0,0,0,0,0,0,5
COLOMI,atencion odontologica,consulta repetida,2018-08-01,5,4,0,0,1,0,0,2,0,2,0,0,0,1,15
COLQUECHACA,atencion odontologica,consulta repetida,2018-08-01,5,0,2,4,6,18,11,49,27,20,0,11,0,26,179
COLQUENCHA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,2,2,0,2,6,0,0,0,0,0,0,12
COLQUIRI,atencion odontologica,consulta repetida,2018-08-01,4,8,21,4,9,19,21,44,3,0,0,1,0,0,134
COMARAPA,atencion odontologica,consulta repetida,2018-08-01,2,9,0,3,3,3,4,23,3,5,0,1,0,0,56
CONCEPCION,atencion odontologica,consulta repetida,2018-08-01,0,1,2,1,2,1,1,5,0,0,0,0,0,0,13
COPACABANA,atencion odontologica,consulta repetida,2018-08-01,3,2,0,3,0,0,1,1,0,0,0,0,0,0,10
CORIPATA,atencion odontologica,consulta repetida,2018-08-01,2,0,4,3,4,0,8,4,0,0,0,1,0,0,26
CORO CORO,atencion odontologica,consulta repetida,2018-08-01,3,1,7,2,0,4,28,19,2,0,0,0,0,2,68
COROICO,atencion odontologica,consulta repetida,2018-08-01,19,9,2,3,0,8,3,9,1,4,0,2,0,1,61
CORQUE,atencion odontologica,consulta repetida,2018-08-01,0,1,0,2,0,0,2,13,1,1,0,1,0,1,22
COTAGAITA,atencion odontologica,consulta repetida,2018-08-01,9,18,38,33,26,32,81,121,17,0,0,1,0,0,376
COTOCA,atencion odontologica,consulta repetida,2018-08-01,33,25,0,0,0,1,5,5,0,1,0,0,0,0,70
CRUZ DE MACHACAMARCA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2018-08-01,17,20,1,10,0,7,4,28,10,4,0,1,0,13,115
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,2,12,1,6,0,0,0,9,30
CUEVO,atencion odontologica,consulta repetida,2018-08-01,3,0,0,2,2,7,7,12,5,0,0,0,0,0,38
CULPINA,atencion odontologica,consulta repetida,2018-08-01,1,6,2,13,4,12,9,35,16,3,0,13,0,8,122
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2018-08-01,7,2,1,3,0,3,0,1,1,0,0,0,0,2,20
CURVA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
DESAGUADERO,atencion odontologica,consulta repetida,2018-08-01,0,0,69,76,2,1,0,5,0,1,0,2,0,0,156
EL ALTO,atencion odontologica,consulta repetida,2018-08-01,257,255,404,440,212,253,371,693,88,58,0,41,0,38,3110
EL CHORO,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,0,0,1,13,0,0,0,0,14
EL PUENTE(STC),atencion odontologica,consulta repetida,2018-08-01,3,2,0,0,1,2,4,5,0,0,0,0,0,0,17
EL PUENTE(TJA),atencion odontologica,consulta repetida,2018-08-01,0,0,6,2,1,0,5,17,0,2,0,0,0,0,33
EL TORNO,atencion odontologica,consulta repetida,2018-08-01,7,30,2,2,3,2,3,12,4,2,0,1,0,2,70
EL VILLAR,atencion odontologica,consulta repetida,2018-08-01,1,0,12,12,7,6,27,65,0,3,0,1,0,0,134
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2018-08-01,2,0,4,13,2,4,6,36,2,0,0,0,0,0,69
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2018-08-01,11,16,0,0,1,1,4,16,4,0,0,0,0,7,60
ESCARA,atencion odontologica,consulta repetida,2018-08-01,0,5,0,0,0,0,0,6,0,2,0,0,0,6,19
ESCOMA,atencion odontologica,consulta repetida,2018-08-01,0,2,1,0,5,2,5,0,0,0,0,0,0,0,15
ESMERALDA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,consulta repetida,2018-08-01,8,8,5,11,7,6,1,12,9,2,0,2,0,1,72
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2018-08-01,0,1,3,5,3,3,2,3,1,1,0,1,0,0,23
FILADELFIA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,1,0,2,0,8,3,1,0,0,0,3,18
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2018-08-01,4,2,16,38,0,0,4,0,0,0,0,0,0,0,64
GUANAY,atencion odontologica,consulta repetida,2018-08-01,3,2,1,0,1,0,3,10,9,2,0,1,0,1,33
GUAYARAMERIN,atencion odontologica,consulta repetida,2018-08-01,10,9,63,81,37,57,69,108,17,10,0,0,0,0,461
GUTIERREZ,atencion odontologica,consulta repetida,2018-08-01,6,4,3,6,5,5,13,20,0,0,0,5,0,0,67
HUACARETA,atencion odontologica,consulta repetida,2018-08-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2018-08-01,4,0,0,0,0,0,1,1,0,0,0,0,0,1,7
HUANUNI,atencion odontologica,consulta repetida,2018-08-01,56,23,27,24,14,34,69,91,18,11,0,7,0,4,378
HUARACAJE,atencion odontologica,consulta repetida,2018-08-01,2,0,2,0,0,0,1,2,0,0,0,1,0,0,8
HUATAJATA,atencion odontologica,consulta repetida,2018-08-01,2,1,1,2,0,0,2,2,3,2,0,0,0,0,15
HUAYLLAMARCA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,5,8,2,1,0,0,0,0,16
HUMANATA,atencion odontologica,consulta repetida,2018-08-01,5,9,1,1,0,0,1,2,13,17,0,0,0,2,51
ICHOCA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5
ICLA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,2,0,0,3,2,0,0,0,0,0,0,7
INCAHUASI,atencion odontologica,consulta repetida,2018-08-01,0,4,0,0,0,0,3,4,1,0,0,0,0,0,12
INQUISIVI,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2018-08-01,1,2,2,1,1,0,2,3,1,0,0,0,0,1,14
IXIAMAS,atencion odontologica,consulta repetida,2018-08-01,0,3,23,17,0,0,0,0,0,0,0,0,0,0,43
LA ASUNTA,atencion odontologica,consulta repetida,2018-08-01,0,6,1,2,0,5,4,8,0,1,0,3,0,4,34
LA GUARDIA,atencion odontologica,consulta repetida,2018-08-01,34,50,0,4,0,0,0,14,8,4,0,11,0,11,136
LA PAZ,atencion odontologica,consulta repetida,2018-08-01,843,513,834,886,440,591,1661,2645,597,447,0,110,0,77,9644
LA RIVERA,atencion odontologica,consulta repetida,2018-08-01,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11
LAJA,atencion odontologica,consulta repetida,2018-08-01,2,4,4,0,2,2,2,6,0,1,0,0,0,0,23
LAS CARRERAS,atencion odontologica,consulta repetida,2018-08-01,4,1,0,2,2,2,16,29,9,1,0,0,0,1,67
LLALLAGUA,atencion odontologica,consulta repetida,2018-08-01,3,4,5,4,2,11,10,76,6,4,0,25,0,23,173
LLICA,atencion odontologica,consulta repetida,2018-08-01,0,2,0,0,0,3,3,16,3,6,0,0,0,0,33
