,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
LA GUARDIA,atencion odontologica,exodoncia,2018-06-01,2,1,3,3,3,0,9,17,41,18,0,0,0,0,97
LA PAZ,atencion odontologica,exodoncia,2018-06-01,21,20,219,233,61,79,209,411,210,140,0,0,0,0,1603
LA RIVERA,atencion odontologica,exodoncia,2018-06-01,0,0,4,0,1,0,0,0,2,2,0,0,0,0,9
LAGUNILLAS,atencion odontologica,exodoncia,2018-06-01,0,0,2,0,0,0,1,0,1,1,0,0,0,0,5
LAJA,atencion odontologica,exodoncia,2018-06-01,1,0,4,4,1,8,0,21,11,15,0,0,0,0,65
LAS CARRERAS,atencion odontologica,exodoncia,2018-06-01,0,0,3,4,0,0,2,7,0,2,0,0,0,0,18
LICOMA PAMPA,atencion odontologica,exodoncia,2018-06-01,1,1,0,0,1,2,4,5,4,0,0,0,0,0,18
LLALLAGUA,atencion odontologica,exodoncia,2018-06-01,1,1,9,17,5,4,8,19,12,14,0,0,0,0,90
LLICA,atencion odontologica,exodoncia,2018-06-01,0,0,2,8,0,3,8,12,3,10,0,0,0,0,46
LORETO,atencion odontologica,exodoncia,2018-06-01,1,0,19,11,2,5,13,11,1,0,0,0,0,0,63
LURIBAY,atencion odontologica,exodoncia,2018-06-01,1,0,2,1,1,2,3,3,3,0,0,0,0,0,16
MACHACAMARCA,atencion odontologica,exodoncia,2018-06-01,0,0,2,2,0,1,0,3,2,1,0,0,0,0,11
MACHARETI,atencion odontologica,exodoncia,2018-06-01,0,1,5,6,3,6,8,34,1,0,0,0,0,0,64
MAGDALENA,atencion odontologica,exodoncia,2018-06-01,1,0,17,17,4,7,6,20,7,2,0,0,0,0,81
MAIRANA,atencion odontologica,exodoncia,2018-06-01,0,2,1,4,0,6,1,9,2,2,0,0,0,0,27
MALLA,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4
MAPIRI,atencion odontologica,exodoncia,2018-06-01,0,1,5,6,0,4,7,15,6,1,0,0,0,0,45
MECAPACA,atencion odontologica,exodoncia,2018-06-01,0,0,6,9,2,6,15,21,9,4,0,0,0,0,72
MINEROS,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,0,0,1,8,23,7,0,0,0,0,40
MIZQUE,atencion odontologica,exodoncia,2018-06-01,3,3,17,11,0,4,3,24,26,9,0,0,0,0,100
MOCOMOCO,atencion odontologica,exodoncia,2018-06-01,0,0,4,6,3,11,9,32,11,6,0,0,0,0,82
MOJINETE,atencion odontologica,exodoncia,2018-06-01,0,0,2,4,1,0,3,5,0,1,0,0,0,0,16
MOJOCOYA,atencion odontologica,exodoncia,2018-06-01,1,1,3,5,1,2,6,18,8,15,0,0,0,0,60
MONTEAGUDO,atencion odontologica,exodoncia,2018-06-01,0,0,10,5,1,4,8,33,13,11,0,0,0,0,85
MONTERO,atencion odontologica,exodoncia,2018-06-01,4,0,25,17,5,9,19,63,15,18,0,0,0,0,175
MORO MORO,atencion odontologica,exodoncia,2018-06-01,0,1,2,5,1,3,6,11,3,0,0,0,0,0,32
MOROCHATA,atencion odontologica,exodoncia,2018-06-01,0,0,2,1,2,1,1,6,8,2,0,0,0,0,23
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2018-06-01,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2018-06-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,exodoncia,2018-06-01,0,0,8,3,0,6,8,23,14,9,0,0,0,0,71
OKINAWA,atencion odontologica,exodoncia,2018-06-01,0,0,1,2,0,1,1,3,0,3,0,0,0,0,11
OMEREQUE,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,2,2,12,5,6,0,0,0,0,27
ORURO,atencion odontologica,exodoncia,2018-06-01,2,11,80,135,32,48,136,220,97,81,0,0,0,0,842
PADCAYA,atencion odontologica,exodoncia,2018-06-01,0,0,25,18,4,6,17,30,5,1,0,0,0,0,106
PADILLA,atencion odontologica,exodoncia,2018-06-01,0,0,4,16,2,3,15,42,2,2,0,0,0,0,86
PAILON,atencion odontologica,exodoncia,2018-06-01,4,3,12,2,0,3,6,22,23,8,0,0,0,0,83
PALCA,atencion odontologica,exodoncia,2018-06-01,2,1,9,7,2,10,16,18,13,10,0,0,0,0,88
PALOS BLANCOS,atencion odontologica,exodoncia,2018-06-01,0,0,7,10,1,5,13,22,5,9,0,0,0,0,72
PAMPA AULLAGAS,atencion odontologica,exodoncia,2018-06-01,0,0,3,1,1,1,0,0,1,0,0,0,0,0,7
PAMPA GRANDE,atencion odontologica,exodoncia,2018-06-01,0,0,1,1,0,1,0,5,2,4,0,0,0,0,14
PAPEL PAMPA,atencion odontologica,exodoncia,2018-06-01,0,0,2,2,1,5,5,3,3,8,0,0,0,0,29
PASORAPA,atencion odontologica,exodoncia,2018-06-01,0,0,1,1,0,1,0,3,0,0,0,0,0,0,6
PATACAMAYA,atencion odontologica,exodoncia,2018-06-01,0,0,5,2,0,4,1,6,3,4,0,0,0,0,25
PAZÑA,atencion odontologica,exodoncia,2018-06-01,0,0,5,6,0,1,0,5,0,1,0,0,0,0,18
PELECHUCO,atencion odontologica,exodoncia,2018-06-01,1,0,5,4,3,3,9,21,3,4,0,0,0,0,53
POCOATA,atencion odontologica,exodoncia,2018-06-01,0,0,1,3,2,1,5,14,9,17,0,0,0,0,52
POCONA,atencion odontologica,exodoncia,2018-06-01,0,0,35,36,0,2,5,14,4,14,0,0,0,0,110
POJO (CBBA),atencion odontologica,exodoncia,2018-06-01,1,0,0,1,3,1,4,13,2,0,0,0,0,0,25
POOPO,atencion odontologica,exodoncia,2018-06-01,1,1,12,11,0,5,3,8,1,4,0,0,0,0,46
PORCO,atencion odontologica,exodoncia,2018-06-01,0,0,2,0,0,0,2,7,2,1,0,0,0,0,14
POROMA,atencion odontologica,exodoncia,2018-06-01,0,0,21,26,8,7,26,83,6,23,0,0,0,0,200
PORONGO,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4
PORTACHUELO,atencion odontologica,exodoncia,2018-06-01,0,1,9,7,0,2,4,7,6,4,0,0,0,0,40
PORVENIR,atencion odontologica,exodoncia,2018-06-01,2,1,8,6,0,3,2,19,2,1,0,0,0,0,44
POSTRER VALLE,atencion odontologica,exodoncia,2018-06-01,0,0,2,0,0,0,0,0,0,3,0,0,0,0,5
POTOSI,atencion odontologica,exodoncia,2018-06-01,0,1,32,31,31,43,37,108,37,59,0,0,0,0,379
PRESTO,atencion odontologica,exodoncia,2018-06-01,0,0,6,6,0,4,3,15,0,1,0,0,0,0,35
PUCARA,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
PUCARANI,atencion odontologica,exodoncia,2018-06-01,1,1,23,20,9,15,16,51,22,7,0,0,0,0,165
PUERTO ACOSTA,atencion odontologica,exodoncia,2018-06-01,0,0,7,1,3,1,7,10,6,10,0,0,0,0,45
PUERTO CARABUCO,atencion odontologica,exodoncia,2018-06-01,0,0,1,1,2,0,5,11,6,9,0,0,0,0,35
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2018-06-01,0,4,4,6,7,1,11,13,3,1,0,0,0,0,50
PUERTO PEREZ,atencion odontologica,exodoncia,2018-06-01,0,0,1,3,0,1,3,1,1,0,0,0,0,0,10
PUERTO QUIJARRO,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,2,0,0,1,2,4,0,0,0,0,10
PUERTO RICO,atencion odontologica,exodoncia,2018-06-01,0,0,18,6,9,7,20,31,2,1,0,0,0,0,94
PUERTO SUAREZ,atencion odontologica,exodoncia,2018-06-01,0,2,2,0,0,1,2,13,2,11,0,0,0,0,33
PUERTO VILLARROEL,atencion odontologica,exodoncia,2018-06-01,3,0,11,18,0,3,11,29,14,11,0,0,0,0,100
PUNA,atencion odontologica,exodoncia,2018-06-01,0,0,3,6,3,6,0,28,4,9,0,0,0,0,59
PUNATA,atencion odontologica,exodoncia,2018-06-01,2,1,10,15,0,0,1,15,8,10,0,0,0,0,62
QUIABAYA,atencion odontologica,exodoncia,2018-06-01,0,0,2,1,1,1,3,11,1,2,0,0,0,0,22
QUILLACOLLO,atencion odontologica,exodoncia,2018-06-01,10,7,21,31,3,3,10,27,20,31,0,0,0,0,163
QUIME,atencion odontologica,exodoncia,2018-06-01,1,2,10,6,5,3,9,18,18,5,0,0,0,0,77
QUIRUSILLAS,atencion odontologica,exodoncia,2018-06-01,0,0,0,2,0,0,0,1,0,1,0,0,0,0,4
RAVELO,atencion odontologica,exodoncia,2018-06-01,0,0,4,2,3,4,9,29,24,20,0,0,0,0,95
REYES,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,exodoncia,2018-06-01,2,2,40,42,9,14,27,53,24,17,0,0,0,0,230
ROBORE,atencion odontologica,exodoncia,2018-06-01,0,0,6,10,32,26,6,16,6,0,0,0,0,0,102
RURRENABAQUE,atencion odontologica,exodoncia,2018-06-01,3,2,9,14,4,5,11,24,8,2,0,0,0,0,82
SABAYA,atencion odontologica,exodoncia,2018-06-01,0,0,0,7,0,4,8,4,5,5,0,0,0,0,33
SACABA,atencion odontologica,exodoncia,2018-06-01,3,7,116,156,15,11,5,24,42,25,0,0,0,0,404
SACABAMBA,atencion odontologica,exodoncia,2018-06-01,0,0,5,2,0,0,3,1,1,2,0,0,0,0,14
SACACA,atencion odontologica,exodoncia,2018-06-01,0,0,6,13,5,11,10,24,10,13,0,0,0,0,92
SAIPINA,atencion odontologica,exodoncia,2018-06-01,0,1,0,2,1,0,1,3,1,3,0,0,0,0,12
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2018-06-01,0,1,17,7,0,8,9,9,7,11,0,0,0,0,69
SAMAIPATA,atencion odontologica,exodoncia,2018-06-01,0,0,2,3,0,1,1,0,3,4,0,0,0,0,14
SAN AGUSTIN,atencion odontologica,exodoncia,2018-06-01,0,0,1,0,0,1,2,2,0,0,0,0,0,0,6
SAN ANDRES,atencion odontologica,exodoncia,2018-06-01,0,0,3,6,2,3,1,9,0,0,0,0,0,0,24
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2018-06-01,0,0,2,3,1,1,2,2,9,7,0,0,0,0,27
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2018-06-01,0,0,1,2,0,0,2,4,2,0,0,0,0,0,11
SAN BENITO,atencion odontologica,exodoncia,2018-06-01,0,1,8,5,0,0,0,10,0,8,0,0,0,0,32
SAN BORJA,atencion odontologica,exodoncia,2018-06-01,0,4,9,7,1,4,10,19,1,4,0,0,0,0,59
SAN BUENA VENTURA,atencion odontologica,exodoncia,2018-06-01,0,0,6,2,0,0,0,2,8,5,0,0,0,0,23
SAN CARLOS,atencion odontologica,exodoncia,2018-06-01,1,0,17,22,9,12,13,27,6,6,0,0,0,0,113
SAN IGNACIO,atencion odontologica,exodoncia,2018-06-01,0,0,29,11,12,11,14,21,14,4,0,0,0,0,116
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2018-06-01,0,0,4,3,0,0,1,3,2,0,0,0,0,0,13
SAN JAVIER(BNI),atencion odontologica,exodoncia,2018-06-01,0,0,0,3,0,0,0,0,2,0,0,0,0,0,5
SAN JAVIER(STC),atencion odontologica,exodoncia,2018-06-01,0,1,4,4,1,2,1,10,6,0,0,0,0,0,29
SAN JOAQUIN,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,1,4,4,1,0,0,0,0,10
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2018-06-01,3,0,7,2,2,6,5,9,6,1,0,0,0,0,41
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2018-06-01,1,0,2,2,0,2,0,10,0,1,0,0,0,0,18
SAN JULIAN,atencion odontologica,exodoncia,2018-06-01,1,3,4,5,2,0,0,8,18,9,0,0,0,0,50
SAN LORENZO(PND),atencion odontologica,exodoncia,2018-06-01,0,0,1,2,0,0,0,3,0,0,0,0,0,0,6
SAN LORENZO(TJA),atencion odontologica,exodoncia,2018-06-01,1,0,25,21,4,3,11,41,6,5,0,0,0,0,117
SAN LUCAS,atencion odontologica,exodoncia,2018-06-01,0,0,8,11,3,9,7,98,34,13,0,0,0,0,183
SAN MATIAS,atencion odontologica,exodoncia,2018-06-01,2,1,4,0,2,3,3,7,5,2,0,0,0,0,29
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2018-06-01,0,0,4,3,2,5,2,23,2,2,0,0,0,0,43
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
SAN PEDRO,atencion odontologica,exodoncia,2018-06-01,0,0,8,13,4,6,5,10,3,5,0,0,0,0,54
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2018-06-01,0,0,1,3,0,9,10,24,13,28,0,0,0,0,88
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2018-06-01,0,0,5,4,0,1,0,1,3,4,0,0,0,0,18
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,0,1,3,2,0,0,0,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2018-06-01,0,0,2,3,5,6,7,2,6,4,0,0,0,0,35
SAN PEDRO(PND),atencion odontologica,exodoncia,2018-06-01,0,0,1,1,5,1,4,6,15,9,0,0,0,0,42
SAN RAFAEL,atencion odontologica,exodoncia,2018-06-01,0,0,5,0,0,0,1,7,1,0,0,0,0,0,14
SAN RAMON BENI,atencion odontologica,exodoncia,2018-06-01,0,0,2,2,4,1,1,5,4,0,0,0,0,0,19
SAN RAMON SCZ,atencion odontologica,exodoncia,2018-06-01,0,0,15,10,1,1,2,2,1,1,0,0,0,0,33
SANTA ANA,atencion odontologica,exodoncia,2018-06-01,0,0,17,14,2,13,9,29,3,4,0,0,0,0,91
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2018-06-01,16,13,149,133,35,54,167,315,242,121,0,0,0,0,1245
SANTA ROSA,atencion odontologica,exodoncia,2018-06-01,1,1,7,2,1,5,5,15,2,0,0,0,0,0,39
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2018-06-01,2,2,7,5,1,9,8,12,2,3,0,0,0,0,51
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,0,2,11,2,0,0,0,0,15
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2018-06-01,0,0,22,13,3,1,5,9,11,9,0,0,0,0,73
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2018-06-01,0,0,1,5,1,4,2,7,5,5,0,0,0,0,30
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2018-06-01,0,0,4,0,1,1,5,9,3,10,0,0,0,0,33
SANTIVAÑES,atencion odontologica,exodoncia,2018-06-01,0,0,7,5,1,0,2,2,8,2,0,0,0,0,27
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2018-06-01,0,0,8,7,1,1,2,6,0,7,0,0,0,0,32
SAPAHAQUI,atencion odontologica,exodoncia,2018-06-01,0,0,1,7,3,5,3,9,10,12,0,0,0,0,50
SENA,atencion odontologica,exodoncia,2018-06-01,0,1,3,5,0,3,2,11,11,3,0,0,0,0,39
SHINAOTA,atencion odontologica,exodoncia,2018-06-01,0,0,2,2,0,1,0,1,1,0,0,0,0,0,7
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2018-06-01,0,1,4,2,6,4,3,13,16,15,0,0,0,0,64
SICAYA,atencion odontologica,exodoncia,2018-06-01,0,0,3,1,0,1,0,2,1,0,0,0,0,0,8
SIPE SIPE,atencion odontologica,exodoncia,2018-06-01,0,0,16,16,0,5,5,16,12,20,0,0,0,0,90
SOPACHUY,atencion odontologica,exodoncia,2018-06-01,0,0,4,0,0,0,5,8,1,1,0,0,0,0,19
SORACACHI,atencion odontologica,exodoncia,2018-06-01,0,0,19,49,4,8,5,8,8,9,0,0,0,0,110
SORATA,atencion odontologica,exodoncia,2018-06-01,1,0,6,4,2,0,4,10,6,7,0,0,0,0,40
SUCRE,atencion odontologica,exodoncia,2018-06-01,13,5,154,162,28,41,99,222,99,69,0,0,0,0,892
TACACHI,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,exodoncia,2018-06-01,1,1,2,1,3,3,10,15,3,5,0,0,0,0,44
TACOPAYA,atencion odontologica,exodoncia,2018-06-01,0,0,1,2,0,1,0,1,9,9,0,0,0,0,23
TAHUA,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TAPACARI,atencion odontologica,exodoncia,2018-06-01,0,0,2,1,4,3,5,26,24,31,0,0,0,0,96
TARABUCO,atencion odontologica,exodoncia,2018-06-01,1,0,1,1,4,4,4,29,12,27,0,0,0,0,83
TARACO,atencion odontologica,exodoncia,2018-06-01,0,0,3,0,0,2,0,3,17,5,0,0,0,0,30
TARATA,atencion odontologica,exodoncia,2018-06-01,0,0,5,5,1,2,3,7,9,6,0,0,0,0,38
TARIJA,atencion odontologica,exodoncia,2018-06-01,4,3,92,106,24,42,154,206,60,73,0,0,0,0,764
TARVITA,atencion odontologica,exodoncia,2018-06-01,0,0,6,1,4,2,16,30,10,12,0,0,0,0,81
TEOPONTE,atencion odontologica,exodoncia,2018-06-01,1,2,1,18,2,1,10,18,4,6,0,0,0,0,63
TIAWANACU,atencion odontologica,exodoncia,2018-06-01,0,0,8,6,5,0,5,12,5,1,0,0,0,0,42
TINGUIPAYA,atencion odontologica,exodoncia,2018-06-01,1,2,1,10,5,7,11,32,19,47,0,0,0,0,135
TIPUANI,atencion odontologica,exodoncia,2018-06-01,0,1,3,0,0,0,7,6,3,3,0,0,0,0,23
TIQUIPAYA,atencion odontologica,exodoncia,2018-06-01,3,2,8,14,2,5,6,25,12,7,0,0,0,0,84
TIRAQUE (CBBA),atencion odontologica,exodoncia,2018-06-01,3,1,16,9,1,4,2,4,2,5,0,0,0,0,47
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2018-06-01,0,0,1,3,1,1,5,5,3,1,0,0,0,0,20
TOCO,atencion odontologica,exodoncia,2018-06-01,2,0,5,3,0,0,2,5,0,7,0,0,0,0,24
TODOS SANTOS,atencion odontologica,exodoncia,2018-06-01,0,0,1,1,0,0,1,1,0,2,0,0,0,0,6
TOLATA,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,0,2,1,3,6,6,0,0,0,0,19
TOLEDO,atencion odontologica,exodoncia,2018-06-01,0,0,37,23,1,5,0,13,2,3,0,0,0,0,84
TOMAVE,atencion odontologica,exodoncia,2018-06-01,0,0,5,9,5,11,13,29,4,9,0,0,0,0,85
TOMINA,atencion odontologica,exodoncia,2018-06-01,0,0,13,18,6,6,15,44,14,5,0,0,0,0,121
TORO TORO,atencion odontologica,exodoncia,2018-06-01,0,2,0,4,1,2,4,7,6,23,0,0,0,0,49
TOTORA(CBBA),atencion odontologica,exodoncia,2018-06-01,1,0,3,12,1,2,4,5,5,6,0,0,0,0,39
TOTORA(ORR),atencion odontologica,exodoncia,2018-06-01,0,0,6,1,0,1,6,11,5,13,0,0,0,0,43
TRIGAL,atencion odontologica,exodoncia,2018-06-01,0,0,0,1,0,2,0,1,2,0,0,0,0,0,6
TRINIDAD,atencion odontologica,exodoncia,2018-06-01,1,6,98,89,15,30,98,148,39,23,0,0,0,0,547
TUPIZA,atencion odontologica,exodoncia,2018-06-01,0,0,14,26,5,7,28,51,7,7,0,0,0,0,145
TURCO,atencion odontologica,exodoncia,2018-06-01,0,0,1,4,2,1,2,4,2,4,0,0,0,0,20
UMALA,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,0,0,1,2,0,3,0,0,0,0,6
UNCIA,atencion odontologica,exodoncia,2018-06-01,1,0,12,13,4,5,10,8,3,10,0,0,0,0,66
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2018-06-01,0,0,16,14,2,5,17,47,2,4,0,0,0,0,107
URUBICHA,atencion odontologica,exodoncia,2018-06-01,0,0,1,0,0,0,0,3,0,2,0,0,0,0,6
UYUNI,atencion odontologica,exodoncia,2018-06-01,0,1,8,4,0,5,9,26,9,24,0,0,0,0,86
VACAS,atencion odontologica,exodoncia,2018-06-01,0,1,6,3,0,5,6,12,6,15,0,0,0,0,54
VALLEGRANDE,atencion odontologica,exodoncia,2018-06-01,0,1,8,4,0,0,1,17,3,1,0,0,0,0,35
VIACHA,atencion odontologica,exodoncia,2018-06-01,3,3,32,29,13,16,12,61,26,39,0,0,0,0,234
VILA VILA,atencion odontologica,exodoncia,2018-06-01,0,0,2,0,0,1,0,1,2,0,0,0,0,0,6
VILLA CHARCAS,atencion odontologica,exodoncia,2018-06-01,0,0,4,8,1,0,8,8,2,0,0,0,0,0,31
VILLA MONTES,atencion odontologica,exodoncia,2018-06-01,0,0,23,28,5,17,17,56,23,8,0,0,0,0,177
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2018-06-01,0,0,2,4,0,0,1,5,0,0,0,0,0,0,12
VILLA RIVERO,atencion odontologica,exodoncia,2018-06-01,0,1,3,1,0,3,2,5,0,2,0,0,0,0,17
VILLA SERRANO,atencion odontologica,exodoncia,2018-06-01,0,0,4,3,2,2,6,22,1,0,0,0,0,0,40
VILLA TUNARI,atencion odontologica,exodoncia,2018-06-01,3,1,18,17,0,11,10,30,30,15,0,0,0,0,135
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2018-06-01,0,0,0,3,2,3,7,23,4,16,0,0,0,0,58
VILLAZON,atencion odontologica,exodoncia,2018-06-01,1,1,6,18,5,17,9,39,16,29,0,0,0,0,141
VINTO,atencion odontologica,exodoncia,2018-06-01,0,0,1,6,2,2,4,21,11,6,0,0,0,0,53
VITICHI,atencion odontologica,exodoncia,2018-06-01,0,0,28,31,3,4,8,22,5,13,0,0,0,0,114
WALDO BALLIVIAN,atencion odontologica,exodoncia,2018-06-01,0,0,2,1,0,4,2,6,1,0,0,0,0,0,16
WARNES,atencion odontologica,exodoncia,2018-06-01,3,0,9,5,0,0,4,21,23,16,0,0,0,0,81
YACO,atencion odontologica,exodoncia,2018-06-01,0,0,2,2,3,1,4,5,6,8,0,0,0,0,31
YACUIBA,atencion odontologica,exodoncia,2018-06-01,1,1,8,8,2,6,8,25,19,15,0,0,0,0,93
YAMPARAEZ,atencion odontologica,exodoncia,2018-06-01,0,0,0,0,1,2,1,8,10,2,0,0,0,0,24
YANACACHI,atencion odontologica,exodoncia,2018-06-01,0,0,1,6,0,1,2,3,0,0,0,0,0,0,13
YAPACANI,atencion odontologica,exodoncia,2018-06-01,1,3,2,1,0,0,7,7,7,0,0,0,0,0,28
YOCALLA,atencion odontologica,exodoncia,2018-06-01,0,0,15,6,3,2,1,23,27,21,0,0,0,0,98
YOTALA,atencion odontologica,exodoncia,2018-06-01,0,0,4,5,0,0,2,8,3,0,0,0,0,0,22
YUNCHARA,atencion odontologica,exodoncia,2018-06-01,0,0,15,15,4,2,7,29,11,11,0,0,0,0,94
ZUDAÑEZ,atencion odontologica,exodoncia,2018-06-01,0,0,3,7,0,1,8,20,8,1,0,0,0,0,48
ACACIO,atencion odontologica,exodoncia,2018-07-01,0,0,4,4,1,0,0,2,0,0,0,0,0,0,11
ACHACACHI,atencion odontologica,exodoncia,2018-07-01,3,2,20,20,5,7,11,41,34,15,0,0,0,0,158
ACHOCALLA,atencion odontologica,exodoncia,2018-07-01,3,3,8,15,2,10,0,15,2,4,0,0,0,0,62
AIQUILE,atencion odontologica,exodoncia,2018-07-01,0,0,0,0,0,1,2,1,0,1,0,0,0,0,5
ALALAY,atencion odontologica,exodoncia,2018-07-01,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
ALCALA,atencion odontologica,exodoncia,2018-07-01,0,0,1,3,0,1,3,11,0,1,0,0,0,0,20
ALTO BENI,atencion odontologica,exodoncia,2018-07-01,4,1,4,3,3,0,6,8,4,2,0,0,0,0,35
ANCORAIMES,atencion odontologica,exodoncia,2018-07-01,0,2,5,3,3,6,3,13,17,25,0,0,0,0,77
ANDAMARCA,atencion odontologica,exodoncia,2018-07-01,0,0,4,9,0,3,0,1,2,0,0,0,0,0,19
ANTEQUERA,atencion odontologica,exodoncia,2018-07-01,0,0,3,5,2,0,1,4,0,3,0,0,0,0,18
ANZALDO,atencion odontologica,exodoncia,2018-07-01,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4
APOLO,atencion odontologica,exodoncia,2018-07-01,0,0,16,7,3,17,2,19,14,25,0,0,0,0,103
ARAMPAMPA,atencion odontologica,exodoncia,2018-07-01,0,0,0,1,0,0,3,4,9,23,0,0,0,0,40
ARANI,atencion odontologica,exodoncia,2018-07-01,0,0,0,5,2,4,2,5,1,2,0,0,0,0,21
ARBIETO,atencion odontologica,exodoncia,2018-07-01,1,3,32,21,1,4,3,12,4,5,0,0,0,0,86
ARQUE,atencion odontologica,exodoncia,2018-07-01,1,0,4,9,4,6,6,21,9,13,0,0,0,0,73
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2018-07-01,0,0,1,2,16,10,0,31,41,14,0,0,0,0,115
ATOCHA,atencion odontologica,exodoncia,2018-07-01,0,0,9,15,4,4,13,24,9,4,0,0,0,0,82
AUCAPATA,atencion odontologica,exodoncia,2018-07-01,0,1,0,0,2,1,0,1,2,1,0,0,0,0,8
AYATA,atencion odontologica,exodoncia,2018-07-01,0,0,0,3,2,2,21,20,6,3,0,0,0,0,57
AYO AYO,atencion odontologica,exodoncia,2018-07-01,0,0,1,0,0,1,0,1,2,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2018-07-01,0,0,5,3,0,9,9,24,4,13,0,0,0,0,67
AZURDUY,atencion odontologica,exodoncia,2018-07-01,0,0,6,3,1,4,8,27,15,5,0,0,0,0,69
BATALLAS,atencion odontologica,exodoncia,2018-07-01,1,0,1,10,4,15,9,12,9,9,0,0,0,0,70
BAURES,atencion odontologica,exodoncia,2018-07-01,1,0,8,7,1,2,8,10,1,3,0,0,0,0,41
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2018-07-01,0,0,0,1,0,1,0,0,0,3,0,0,0,0,5
BELEN DE URMIRI,atencion odontologica,exodoncia,2018-07-01,0,0,2,0,0,0,0,1,1,1,0,0,0,0,5
BELLA FLOR,atencion odontologica,exodoncia,2018-07-01,0,0,1,0,0,0,2,2,0,1,0,0,0,0,6
BERMEJO,atencion odontologica,exodoncia,2018-07-01,0,0,21,27,2,11,17,43,12,11,0,0,0,0,144
BETANZOS,atencion odontologica,exodoncia,2018-07-01,1,0,19,16,8,18,18,48,26,37,0,0,0,0,191
BOLIVAR,atencion odontologica,exodoncia,2018-07-01,0,0,6,0,1,0,2,3,9,2,0,0,0,0,23
