municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
SUCRE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
TACACOMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
TACOBAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,7,7
TACOPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
TAHUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,8,8
TARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
TARACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
TARVITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
TIAHUANACU,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
TINGUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,5,5
TOLEDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
TOMAVE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,8,8
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
TURCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
UNCIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
URUBICHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
UYUNI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
VILLA MONTES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
VILLA SERRANO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,7,7
ZUDAÑEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,24,24
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,7,7
ANDAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
ANZALDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,11,11
ARAMPAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
ARBIETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,13,13
ATOCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,11,11
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,9,9
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
BOYUIBE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,7,7
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,11,11
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
CHACARILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,9,9
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,8,8
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,14,14
COBIJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,21,21
COCHABAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,13,13
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,8,8
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,8,8
COMANCHE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
CORO CORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
CORQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
CUEVO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
CURVA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
EL TORNO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
FERNANDEZ ALONSO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
HUARINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
HUATAJATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,11,11
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,11,11
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,8,8
LA PAZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
LLICA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
MAGDALENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
MAIRANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
MIZQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,6,6
MOJOCOYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,8,8
PADCAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
PAMPA AULLAGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,12,12
POCONA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
POJO (CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
POOPO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
PORCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,8,8
POTOSI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,6,6
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,6,6
PUERTO RICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,17,17
PUNA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
QUILLACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
QUIME,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
RAVELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
SACACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,12,12
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,12,12
SAN BUENA VENTURA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
SAN LUCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,23,23
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SANTA ROSA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SANTIVAÑES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
SAPAHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
SENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,6,6
SHINAOTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,13,13
SOPACHUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SORACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
SORATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
SUCRE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
TACOPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,7,7
TARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,6,6
TARATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
TARVITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
TEOPONTE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
TINGUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,12,12
TIQUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
TOLEDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
TOMAVE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
TOMINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,7,7
TOTORA(CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
TURCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,5,5
UNCIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,7,7
URUBICHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
UYUNI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
VILA VILA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
VILLA MONTES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
VILLA RIVERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
VILLA SERRANO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,4,4
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
YOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-09-01,2,2
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,17,17
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,8,8
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
ANZALDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
ARBIETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,14,14
ATOCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
BATALLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,13,13
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
CAIROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,9,9
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
CARAPARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
CHACARILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,7,7
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CHARAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,6,6
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CHOQUE COTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,3,3
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,15,15
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,14,14
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
COLLANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
COLOMI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,14,14
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,6,6
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,8,8
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CORIPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,6,6
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,3,3
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
EL CHORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
EL VILLAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
EUCALIPTUS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
FILADELFIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
HUACHACALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
HUARINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,3,3
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,15,15
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,12,12
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,6,6
LAGUNILLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,7,7
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,3,3
MIZQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,8,8
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,12,12
OMEREQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,3,3
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,13,13
PADCAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,6,6
PAPEL PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,2,2
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,14,14
POJO (CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
POOPO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,7,7
POTOSI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,1,1
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,6,6
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,7,7
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-10-01,7,7
