municipality,group,variable,month,Partos atendidos por otros,TOTAL
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
