,group,variable,month,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
LAJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,24,2,26
LAS CARRERAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,1,7
LICOMA PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,0,4,4
LLALLAGUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,94,1,95
LLICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
LORETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,4,0,4
LURIBAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,0,7
MACHACAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,1,7
MACHARETI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,11,1,12
MAGDALENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,21,3,24
MAIRANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,23,0,23
MALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,0,2
MAPIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,28,1,29
MECAPACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,16,6,22
MINEROS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,44,0,44
MIZQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,46,1,47
MOCOMOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,3,9
MOJINETE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,0,1
MOJOCOYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,0,9
MONTEAGUDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,45,3,48
MONTERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,259,0,259
MORO MORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,0,1
MOROCHATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,10,3,13
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,0,7
OCURI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,8,3,11
OKINAWA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,36,0,36
OMEREQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,2,8
ORURO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,836,1,837
PADCAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,24,0,24
PADILLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,15,0,15
PAILON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,54,1,55
PALCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,21,0,21
PALOS BLANCOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,57,0,57
PAMPA AULLAGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,0,3
PAMPA GRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,14,0,14
PAPEL PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,0,7
PASORAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,0,2
PATACAMAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,34,1,35
PAZÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
PELECHUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,0,6
POCOATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,7,16
POCONA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,0,13
POJO (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,22,0,22
POOPO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,8,0,8
PORCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,29,0,29
POROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,18,1,19
PORONGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,12,5,17
PORTACHUELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,106,1,107
PORVENIR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,0,6
POSTRER VALLE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,0,3
POTOSI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,646,15,661
PRESTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,2,11
PUCARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,1,2
PUCARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,38,1,39
PUERTO ACOSTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,4,2,6
PUERTO CARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,2,9
PUERTO GONZALO MORENO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,2,11
PUERTO PEREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,0,9
PUERTO QUIJARRO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,36,0,36
PUERTO RICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,10,2,12
PUERTO SILES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
PUERTO SUAREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,32,0,32
PUERTO VILLARROEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,154,0,154
PUNA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,32,2,34
PUNATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,59,0,59
QUIABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,0,1
QUILLACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,307,15,322
QUIME,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,14,0,14
QUIRUSILLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,1,3
RAVELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,8,3,11
REYES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,15,2,17
RIBERALTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,242,5,247
ROBORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,30,0,30
RURRENABAQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,49,2,51
SABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,1,4
SACABA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,340,0,340
SACABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,11,0,11
SACACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,31,1,32
SAIPINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,16,0,16
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,15,3,18
SAMAIPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,0,13
SAN AGUSTIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,0,2
SAN ANDRES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,19,0,19
SAN ANDRES DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,1,6
SAN ANTONIO DE ESMORUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,0,6
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,4,7
SAN BENITO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,10,1,11
SAN BORJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,87,2,89
SAN BUENA VENTURA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,22,1,23
SAN CARLOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,37,0,37
SAN IGNACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,29,0,29
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,84,1,85
SAN JAVIER(BNI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,0,3
SAN JAVIER(STC),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,45,0,45
SAN JOAQUIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,16,0,16
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,41,0,41
SAN JUAN DE YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,8,0,8
SAN JULIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,108,2,110
SAN LORENZO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,4,10
SAN LORENZO(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,30,1,31
SAN LUCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,38,11,49
SAN MATIAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,26,0,26
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,21,2,23
SAN PABLO DE LIPEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
SAN PEDRO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,27,0,27
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,45,10,55
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,0,2
SAN PEDRO DE QUEMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,1,3
SAN PEDRO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,0,2,2
SAN RAFAEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,0,9
SAN RAMON BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,0,9
SAN RAMON SCZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,24,0,24
SANTA ANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,29,1,30
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,4455,3,4458
SANTA ROSA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,16,1,17
SANTA ROSA DEL SARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,22,0,22
SANTIAGO DE CALLAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,1,2
SANTIAGO DE HUARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
SANTIAGO DE HUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
SANTIAGO DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,0,2
SANTIVAÑES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,0,7
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,0,7
SAPAHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,4,0,4
SENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,2,15
SHINAOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,84,1,85
SICA SICA (VILLA AROMA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,15,1,16
SICAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
SIPE SIPE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,94,3,97
SOPACHUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,1,14
SORACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,0,3
SORATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,35,2,37
SUCRE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,651,1,652
TACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,0,1
TACACOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,10,0,10
TACOBAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,6,2,8
TACOPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,1,8
TAHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,0,1,1
TAPACARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,36,2,38
TARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,18,2,20
TARACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,0,5
TARATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,12,0,12
TARIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,524,10,534
TARVITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,10,0,10
TEOPONTE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,24,1,25
TIAWANACU,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,14,0,14
TINGUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,3,16
TIPUANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,26,0,26
TIQUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,127,0,127
TIRAQUE (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,22,1,23
TOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,0,9
TOLATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,0,13
TOLEDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,2,5
TOMAVE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,11,4,15
TOMINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,10,1,11
TORO TORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,14,4,18
TOTORA(CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,28,0,28
TOTORA(ORR),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,5,3,8
TRIGAL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,0,2
TRINIDAD,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,334,1,335
TUPIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,78,2,80
TURCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,2,0,2
UMALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,1,1,2
UNCIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,37,1,38
URIONDO (A. CONCEPCION),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,27,3,30
URUBICHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,0,9
UYUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,63,2,65
VACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,8,0,8
VALLEGRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,33,0,33
VIACHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,107,0,107
VILA VILA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,1,4
VILLA CHARCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,12,9,21
VILLA MONTES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,132,4,136
VILLA NUEVA (LOMA ALTA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,4,0,4
VILLA RIVERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,0,13
VILLA SERRANO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,2,15
VILLA TUNARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,189,0,189
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,21,1,22
VILLAZON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,65,0,65
VINTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,84,0,84
VITICHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,11,0,11
WARNES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,204,13,217
YACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,3,2,5
YACUIBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,319,1,320
YAMPARAEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,2,15
YANACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,0,7
YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,108,6,114
YOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,9,0,9
YOTALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,8,0,8
YUNCHARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,13,2,15
ZUDAÑEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-07-01,7,3,10
ACACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,0,6
ACHACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,58,1,59
ACHOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,15,34
AIQUILE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,24,3,27
ALALAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
ALCALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,1,6
ALTO BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,0,12
ANCORAIMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
ANTEQUERA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
ANZALDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,2,10
APOLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,32,2,34
ARAMPAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,3,7
ARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,26,1,27
ARBIETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,23,0,23
ARQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
ASCENCION DE GUARAYOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,45,0,45
ATOCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,25,0,25
AUCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,2,4
AYATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,3,8
AYO AYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,36,2,38
AZURDUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,3,17
BATALLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,0,12
BAURES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,2,7
BELEN DE ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
BELEN DE URMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,2,4
BELLA FLOR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
BERMEJO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,68,0,68
BETANZOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,36,3,39
BOLIVAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,1,7
BOLPEBRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
BOYUIBE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,0,5
BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
CABEZAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,41,0,41
CAIROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
"CAIZA ""D""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,0,8
CAJUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,22,0,22
CALACOTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,0,1,1
CALAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,1,13
CAMARGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,3,17
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
CAMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,86,1,87
CAPINOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,23,0,23
CAQUIAVIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
CARACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,27,0,27
CARANAVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,101,5,106
CARAPARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,21,1,22
CARIPUYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,12,19
CARMEN RIVERO TORREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,0,9
CHACARILLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
CHALLAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,48,3,51
CHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
CHARAGUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,26,2,28
CHARAÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
CHAYANTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,24,2,26
CHIMORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,51,0,51
CHIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
CHUA COCANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,26,2,28
CHUMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,2,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,2,7
CKOCHAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,2,11
CLIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,52,0,52
COBIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,160,1,161
COCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,9,26
COCHABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1809,4,1813
COIPASA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
COLCAPIRHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,125,3,128
"COLCHA ""K""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,1,15
COLLANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
COLOMI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,28,1,29
COLPA BELGICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,13,0,13
COLQUECHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,38,11,49
COLQUENCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,0,9
COLQUIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,22,4,26
COMANCHE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
COMARAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,34,0,34
COMBAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,2,3
CONCEPCION,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,42,0,42
COPACABANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,1,13
CORIPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,26,1,27
CORO CORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,2,8
COROICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,23,1,24
CORQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,1,8
COTAGAITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,33,2,35
COTOCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,135,0,135
CRUZ DE MACHACAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
CUATRO CAÑADAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,40,4,44
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
CUEVO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
CULPINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,0,17
CURAHUARA DE CARANGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
CURVA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,1,2
DESAGUADERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,15,0,15
EL ALTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1478,124,1602
