,group,variable,month,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
COTOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,75,0,75
CUATRO CAÑADAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,0,8
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
CUEVO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
CULPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
CURAHUARA DE CARANGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
DESAGUADERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
EL ALTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,905,62,967
EL CHORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,1,3
EL PUENTE(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,0,7
EL PUENTE(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
EL TORNO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,34,0,34
EL VILLAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,13,0,13
ENTRE RIOS CBBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,26,0,26
ESCARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
ESCOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
EUCALIPTUS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,0,1,1
EUREKA (SANTOS MERCADO),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,0,1,1
EXALTACION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
FERNANDEZ ALONSO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,9,0,9
FILADELFIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
GENERAL SAAVEDRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,9,1,10
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
GUANAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,10,2,12
GUAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,1,3
GUAYARAMERIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,67,0,67
GUTIERREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,9,1,10
HUACARETA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
HUACAYA (VILLA DE HUACAYA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
HUANUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,16,0,16
HUARACAJE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
HUARINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
HUATAJATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
HUAYLLAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
HUMANATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
ICHOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,0,1,1
ICLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,2,3
INCAHUASI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
INGAVI (HUMAITA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,0,1,1
INQUISIVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,13,0,13
IXIAMAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,2,9
JESUS DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
LA ASUNTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,42,0,42
LA GUARDIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,49,0,49
LA PAZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1404,0,1404
LAGUNILLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,1,5
LAJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,2,9
LLALLAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,46,1,47
LLICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,2,7
LORETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,3,4
LURIBAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
MACHACAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
MACHARETI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
MAGDALENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,12,1,13
MAIRANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
MAPIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,0,8
MECAPACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,3,8
MINEROS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,16,0,16
MIZQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,24,0,24
MOCOMOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,4,10
MOJOCOYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
MONTEAGUDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
MONTERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,82,0,82
MOROCHATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,5,11
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,0,4,4
OCURI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,4,10
OKINAWA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,1,9
OMEREQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,0,1,1
ORURO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,350,3,353
PADCAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,2,9
PAILON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,14,0,14
PALCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,21,7,28
PALOS BLANCOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,13,1,14
PAMPA AULLAGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
PAMPA GRANDE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,2,5
PAPEL PAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,0,8
PASORAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,1,3
PATACAMAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,16,0,16
PAZÑA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
PELECHUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
POCOATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,9,12
POCONA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,9,0,9
POJO (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
POOPO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
PORCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,12,0,12
POROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,4,12
PORONGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,4,10
PORTACHUELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
PORVENIR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
POTOSI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,540,8,548
PRESTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
PUCARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,9,3,12
PUERTO ACOSTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,6,9
PUERTO CARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,3,6
PUERTO GONZALO MORENO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
PUERTO PEREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
PUERTO QUIJARRO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,29,0,29
PUERTO RICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
PUERTO SUAREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,14,0,14
PUERTO VILLARROEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,53,2,55
PUNA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,0,8
PUNATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,30,0,30
QUIABAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
QUILLACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,138,9,147
QUIME,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
QUIRUSILLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
RAVELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,2,5
REYES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,9,0,9
RIBERALTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,154,0,154
ROBORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,11,0,11
RURRENABAQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,11,0,11
SACABA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,165,0,165
SACABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,2,3
SACACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,24,2,26
SAIPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,1,8
SAMAIPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
SAN AGUSTIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
SAN ANDRES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
SAN ANDRES DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
SAN ANTONIO DE ESMORUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
SAN BENITO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
SAN BORJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,28,0,28
SAN BUENA VENTURA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
SAN CARLOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,11,0,11
SAN IGNACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,16,0,16
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,33,1,34
SAN JAVIER(BNI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
SAN JAVIER(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,16,0,16
SAN JOAQUIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,17,0,17
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,20,0,20
SAN JUAN DE YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
SAN JULIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,15,0,15
SAN LORENZO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,2,3
SAN LORENZO(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,18,1,19
SAN LUCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,3,9
SAN MATIAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,11,1,12
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
SAN PABLO DE LIPEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,1,3
SAN PEDRO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,26,11,37
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,1,5
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
SAN RAFAEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
SAN RAMON BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
SAN RAMON SCZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,11,0,11
SANTA ANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,33,1,34
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3710,0,3710
SANTA ROSA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,2,10
SANTA ROSA DEL SARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,1,6
SANTIAGO DE CALLAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,1,5
SANTIAGO DE HUARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,1,7
SANTIAGO DE HUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
SANTIAGO DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
SANTIVAÑES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
SAPAHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
SENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
SHINAOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,3,10
SICA SICA (VILLA AROMA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,1,9
SICAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
SIPE SIPE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,45,1,46
SOPACHUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,1,5
SORACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,2,6
SORATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,3,10
SUCRE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,90,0,90
TACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
TACACOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
TACOBAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
TACOPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
TAPACARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,20,3,23
TARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
TARACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
TARATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,0,8
TARIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,184,3,187
TARVITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
TEOPONTE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
TIAWANACU,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,0,8
TINGUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,13,1,14
TIPUANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
TIQUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,46,3,49
TIRAQUE (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,18,1,19
TOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,0,3
TOLATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
TOLEDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
TOMAVE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,7,2,9
TOMINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
TORO TORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,11,11,22
TOTORA(CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,22,0,22
TOTORA(ORR),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,0,2
TRINIDAD,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,199,0,199
TUPIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,16,2,18
UMALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,2,6
UNCIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,20,2,22
URIONDO (A. CONCEPCION),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,1,7
URUBICHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
UYUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,33,5,38
VACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,0,6
VALLEGRANDE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
VIACHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,49,0,49
VILA VILA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,0,5
VILLA CHARCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
VILLA MONTES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,31,1,32
VILLA RIVERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,8,0,8
VILLA SERRANO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,1,2
VILLA TUNARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,74,1,75
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,4,0,4
VILLAZON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,25,1,26
VINTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,44,0,44
VITICHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,3,1,4
WARNES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,108,0,108
YACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,6,4,10
YACUIBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,224,2,226
YAMPARAEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
YANACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,1,0,1
YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,43,3,46
YOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,5,3,8
YOTALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,2,1,3
ZUDAÑEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-07-01,0,1,1
ACACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
ACHACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,22,1,23
ACHOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,2,10
AIQUILE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,23,3,26
ALALAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
ALCALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
ALTO BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
ANCORAIMES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,1,6
ANDAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
ANTEQUERA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,4,4
ANZALDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
APOLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,3,8
ARAMPAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
ARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
ARBIETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,0,7
ARQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,10,1,11
ASCENCION DE GUARAYOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,17,1,18
ATOCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
AUCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
AYATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,2,8
AYO AYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,15,1,16
AZURDUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
BATALLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,10,5,15
BAURES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
BELEN DE ANDAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
BELEN DE URMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
BELLA FLOR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,1,1
BERMEJO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,20,0,20
BETANZOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,20,1,21
BOLIVAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,1,6
BOLPEBRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,1,1
BOYUIBE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
CABEZAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,15,1,16
CAIROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,12,2,14
"CAIZA ""D""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
CAJUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
CALACOTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
CALAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,1,9
CAMARGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,3,10
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
CAMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,17,0,17
CAPINOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,12,0,12
CAQUIAVIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,9,1,10
CARACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,15,0,15
CARANAVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,33,1,34
CARAPARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,2,9
CARIPUYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,7,11
CARMEN RIVERO TORREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,2,6
CHACARILLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,2,2
CHALLAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,32,8,40
CHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
CHARAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,13,1,14
CHARAÑA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
CHAYANTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,2,6
CHIMORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,29,3,32
CHIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
