municipality,group,variable,month,Antirrábica canina,TOTAL
TEOPONTE,otras vacunaciones,antirrabica canina,2008-06-01,38,38
TIAWANACU,otras vacunaciones,antirrabica canina,2008-06-01,5,5
TIQUIPAYA,otras vacunaciones,antirrabica canina,2008-06-01,348,348
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2008-06-01,170,170
TOCO,otras vacunaciones,antirrabica canina,2008-06-01,296,296
TOLATA,otras vacunaciones,antirrabica canina,2008-06-01,261,261
TOLEDO,otras vacunaciones,antirrabica canina,2008-06-01,119,119
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2008-06-01,58,58
VACAS,otras vacunaciones,antirrabica canina,2008-06-01,96,96
VILA VILA,otras vacunaciones,antirrabica canina,2008-06-01,68,68
VILLA RIVERO,otras vacunaciones,antirrabica canina,2008-06-01,70,70
VILLA TUNARI,otras vacunaciones,antirrabica canina,2008-06-01,2598,2598
VILLAZON,otras vacunaciones,antirrabica canina,2008-06-01,38,38
VINTO,otras vacunaciones,antirrabica canina,2008-06-01,963,963
WARNES,otras vacunaciones,antirrabica canina,2008-06-01,1816,1816
YACO,otras vacunaciones,antirrabica canina,2008-06-01,283,283
YANACACHI,otras vacunaciones,antirrabica canina,2008-06-01,13,13
AIQUILE,otras vacunaciones,antirrabica canina,2008-07-01,22,22
ALALAY,otras vacunaciones,antirrabica canina,2008-07-01,75,75
ANZALDO,otras vacunaciones,antirrabica canina,2008-07-01,35,35
APOLO,otras vacunaciones,antirrabica canina,2008-07-01,120,120
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2008-07-01,265,265
BERMEJO,otras vacunaciones,antirrabica canina,2008-07-01,796,796
BOLIVAR,otras vacunaciones,antirrabica canina,2008-07-01,29,29
BUENA VISTA,otras vacunaciones,antirrabica canina,2008-07-01,133,133
CABEZAS,otras vacunaciones,antirrabica canina,2008-07-01,20,20
CAMIRI,otras vacunaciones,antirrabica canina,2008-07-01,100,100
CAPINOTA,otras vacunaciones,antirrabica canina,2008-07-01,259,259
CHIMORE,otras vacunaciones,antirrabica canina,2008-07-01,1523,1523
COCHABAMBA,otras vacunaciones,antirrabica canina,2008-07-01,2236,2236
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2008-07-01,1416,1416
COLOMI,otras vacunaciones,antirrabica canina,2008-07-01,84,84
COMARAPA,otras vacunaciones,antirrabica canina,2008-07-01,61,61
CONCEPCION,otras vacunaciones,antirrabica canina,2008-07-01,10,10
CORQUE,otras vacunaciones,antirrabica canina,2008-07-01,28,28
COTOCA,otras vacunaciones,antirrabica canina,2008-07-01,1714,1714
EL ALTO,otras vacunaciones,antirrabica canina,2008-07-01,4854,4854
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2008-07-01,63,63
EL TORNO,otras vacunaciones,antirrabica canina,2008-07-01,1545,1545
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-07-01,584,584
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2008-07-01,876,876
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2008-07-01,1940,1940
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2008-07-01,2,2
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2008-07-01,7300,7300
GUTIERREZ,otras vacunaciones,antirrabica canina,2008-07-01,92,92
HUANUNI,otras vacunaciones,antirrabica canina,2008-07-01,1487,1487
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2008-07-01,82,82
ICLA,otras vacunaciones,antirrabica canina,2008-07-01,147,147
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2008-07-01,8,8
LA GUARDIA,otras vacunaciones,antirrabica canina,2008-07-01,11862,11862
LA PAZ,otras vacunaciones,antirrabica canina,2008-07-01,499,499
LLALLAGUA,otras vacunaciones,antirrabica canina,2008-07-01,6,6
LORETO,otras vacunaciones,antirrabica canina,2008-07-01,500,500
MAIRANA,otras vacunaciones,antirrabica canina,2008-07-01,2083,2083
MAPIRI,otras vacunaciones,antirrabica canina,2008-07-01,35,35
MINEROS,otras vacunaciones,antirrabica canina,2008-07-01,2050,2050
MIZQUE,otras vacunaciones,antirrabica canina,2008-07-01,103,103
MONTERO,otras vacunaciones,antirrabica canina,2008-07-01,1140,1140
MOROCHATA,otras vacunaciones,antirrabica canina,2008-07-01,1291,1291
OCURI,otras vacunaciones,antirrabica canina,2008-07-01,6,6
OMEREQUE,otras vacunaciones,antirrabica canina,2008-07-01,66,66
ORURO,otras vacunaciones,antirrabica canina,2008-07-01,500,500
POCONA,otras vacunaciones,antirrabica canina,2008-07-01,66,66
POJO (CBBA),otras vacunaciones,antirrabica canina,2008-07-01,60,60
PORONGO,otras vacunaciones,antirrabica canina,2008-07-01,135,135
PORTACHUELO,otras vacunaciones,antirrabica canina,2008-07-01,4171,4171
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2008-07-01,1254,1254
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2008-07-01,791,791
QUILLACOLLO,otras vacunaciones,antirrabica canina,2008-07-01,1137,1137
SACABA,otras vacunaciones,antirrabica canina,2008-07-01,1744,1744
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2008-07-01,8,8
SAN CARLOS,otras vacunaciones,antirrabica canina,2008-07-01,10,10
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2008-07-01,236,236
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica canina,2008-07-01,574,574
SAN JULIAN,otras vacunaciones,antirrabica canina,2008-07-01,10,10
SAN PEDRO,otras vacunaciones,antirrabica canina,2008-07-01,4568,4568
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2008-07-01,6338,6338
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2008-07-01,7,7
SANTIVAÑES,otras vacunaciones,antirrabica canina,2008-07-01,20,20
SIPE SIPE,otras vacunaciones,antirrabica canina,2008-07-01,354,354
SUCRE,otras vacunaciones,antirrabica canina,2008-07-01,18,18
TACOPAYA,otras vacunaciones,antirrabica canina,2008-07-01,2,2
TAPACARI,otras vacunaciones,antirrabica canina,2008-07-01,196,196
TARIJA,otras vacunaciones,antirrabica canina,2008-07-01,950,950
TIAWANACU,otras vacunaciones,antirrabica canina,2008-07-01,5,5
TIQUIPAYA,otras vacunaciones,antirrabica canina,2008-07-01,125,125
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2008-07-01,319,319
TOCO,otras vacunaciones,antirrabica canina,2008-07-01,278,278
TOLATA,otras vacunaciones,antirrabica canina,2008-07-01,3,3
TOLEDO,otras vacunaciones,antirrabica canina,2008-07-01,13,13
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2008-07-01,78,78
VIACHA,otras vacunaciones,antirrabica canina,2008-07-01,1,1
VILA VILA,otras vacunaciones,antirrabica canina,2008-07-01,71,71
VILLA TUNARI,otras vacunaciones,antirrabica canina,2008-07-01,905,905
VILLAZON,otras vacunaciones,antirrabica canina,2008-07-01,500,500
VINTO,otras vacunaciones,antirrabica canina,2008-07-01,1332,1332
WARNES,otras vacunaciones,antirrabica canina,2008-07-01,165,165
YACO,otras vacunaciones,antirrabica canina,2008-07-01,29,29
ACACIO,otras vacunaciones,antirrabica canina,2008-08-01,716,716
ACHACACHI,otras vacunaciones,antirrabica canina,2008-08-01,2213,2213
ACHOCALLA,otras vacunaciones,antirrabica canina,2008-08-01,1543,1543
AIQUILE,otras vacunaciones,antirrabica canina,2008-08-01,1303,1303
ANCORAIMES,otras vacunaciones,antirrabica canina,2008-08-01,339,339
ANZALDO,otras vacunaciones,antirrabica canina,2008-08-01,788,788
ARAMPAMPA,otras vacunaciones,antirrabica canina,2008-08-01,537,537
ARANI,otras vacunaciones,antirrabica canina,2008-08-01,2085,2085
ARBIETO,otras vacunaciones,antirrabica canina,2008-08-01,1648,1648
AYO AYO,otras vacunaciones,antirrabica canina,2008-08-01,259,259
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2008-08-01,42,42
BATALLAS,otras vacunaciones,antirrabica canina,2008-08-01,645,645
BELLA FLOR,otras vacunaciones,antirrabica canina,2008-08-01,306,306
BERMEJO,otras vacunaciones,antirrabica canina,2008-08-01,747,747
BETANZOS,otras vacunaciones,antirrabica canina,2008-08-01,1881,1881
BUENA VISTA,otras vacunaciones,antirrabica canina,2008-08-01,139,139
CABEZAS,otras vacunaciones,antirrabica canina,2008-08-01,7,7
CAIROMA,otras vacunaciones,antirrabica canina,2008-08-01,122,122
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2008-08-01,10,10
CALACOTO,otras vacunaciones,antirrabica canina,2008-08-01,539,539
CALAMARCA,otras vacunaciones,antirrabica canina,2008-08-01,227,227
CAMARGO,otras vacunaciones,antirrabica canina,2008-08-01,8,8
CAMIRI,otras vacunaciones,antirrabica canina,2008-08-01,150,150
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2008-08-01,344,344
CARACOLLO,otras vacunaciones,antirrabica canina,2008-08-01,98,98
CARANAVI,otras vacunaciones,antirrabica canina,2008-08-01,1318,1318
CARAPARI,otras vacunaciones,antirrabica canina,2008-08-01,1988,1988
CARIPUYO,otras vacunaciones,antirrabica canina,2008-08-01,70,70
CATACORA,otras vacunaciones,antirrabica canina,2008-08-01,113,113
CHALLAPATA,otras vacunaciones,antirrabica canina,2008-08-01,2632,2632
CHAQUI,otras vacunaciones,antirrabica canina,2008-08-01,978,978
CHARAGUA,otras vacunaciones,antirrabica canina,2008-08-01,737,737
CHARAÑA,otras vacunaciones,antirrabica canina,2008-08-01,28,28
CHIMORE,otras vacunaciones,antirrabica canina,2008-08-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2008-08-01,354,354
CLIZA,otras vacunaciones,antirrabica canina,2008-08-01,590,590
COBIJA,otras vacunaciones,antirrabica canina,2008-08-01,2166,2166
COCHABAMBA,otras vacunaciones,antirrabica canina,2008-08-01,128074,128074
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2008-08-01,8372,8372
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2008-08-01,18,18
COLLANA,otras vacunaciones,antirrabica canina,2008-08-01,196,196
COLOMI,otras vacunaciones,antirrabica canina,2008-08-01,6,6
COLPA BELGICA,otras vacunaciones,antirrabica canina,2008-08-01,1458,1458
COLQUECHACA,otras vacunaciones,antirrabica canina,2008-08-01,926,926
COLQUENCHA,otras vacunaciones,antirrabica canina,2008-08-01,527,527
COLQUIRI,otras vacunaciones,antirrabica canina,2008-08-01,1109,1109
COMANCHE,otras vacunaciones,antirrabica canina,2008-08-01,247,247
COPACABANA,otras vacunaciones,antirrabica canina,2008-08-01,345,345
CORIPATA,otras vacunaciones,antirrabica canina,2008-08-01,123,123
CORO CORO,otras vacunaciones,antirrabica canina,2008-08-01,1916,1916
CORQUE,otras vacunaciones,antirrabica canina,2008-08-01,54,54
COTAGAITA,otras vacunaciones,antirrabica canina,2008-08-01,485,485
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2008-08-01,182,182
CULPINA,otras vacunaciones,antirrabica canina,2008-08-01,27,27
DESAGUADERO,otras vacunaciones,antirrabica canina,2008-08-01,308,308
EL ALTO,otras vacunaciones,antirrabica canina,2008-08-01,155198,155198
EL CHORO,otras vacunaciones,antirrabica canina,2008-08-01,136,136
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2008-08-01,437,437
EL TORNO,otras vacunaciones,antirrabica canina,2008-08-01,2196,2196
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-08-01,128,128
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2008-08-01,60,60
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2008-08-01,684,684
GUANAY,otras vacunaciones,antirrabica canina,2008-08-01,357,357
GUAQUI,otras vacunaciones,antirrabica canina,2008-08-01,11,11
HUACHACALLA,otras vacunaciones,antirrabica canina,2008-08-01,37,37
HUANUNI,otras vacunaciones,antirrabica canina,2008-08-01,3600,3600
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2008-08-01,210,210
ICHOCA,otras vacunaciones,antirrabica canina,2008-08-01,67,67
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2008-08-01,578,578
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2008-08-01,70,70
LA ASUNTA,otras vacunaciones,antirrabica canina,2008-08-01,213,213
LA PAZ,otras vacunaciones,antirrabica canina,2008-08-01,123482,123482
LAJA,otras vacunaciones,antirrabica canina,2008-08-01,732,732
LLALLAGUA,otras vacunaciones,antirrabica canina,2008-08-01,3,3
LURIBAY,otras vacunaciones,antirrabica canina,2008-08-01,565,565
MACHACAMARCA,otras vacunaciones,antirrabica canina,2008-08-01,904,904
MAIRANA,otras vacunaciones,antirrabica canina,2008-08-01,20,20
MALLA,otras vacunaciones,antirrabica canina,2008-08-01,282,282
MECAPACA,otras vacunaciones,antirrabica canina,2008-08-01,783,783
MINEROS,otras vacunaciones,antirrabica canina,2008-08-01,70,70
MIZQUE,otras vacunaciones,antirrabica canina,2008-08-01,1119,1119
MOCOMOCO,otras vacunaciones,antirrabica canina,2008-08-01,104,104
MOJINETE,otras vacunaciones,antirrabica canina,2008-08-01,85,85
MONTERO,otras vacunaciones,antirrabica canina,2008-08-01,2962,2962
MORO MORO,otras vacunaciones,antirrabica canina,2008-08-01,247,247
MOROCHATA,otras vacunaciones,antirrabica canina,2008-08-01,2246,2246
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antirrabica canina,2008-08-01,163,163
NAZACARA DE PACAJES,otras vacunaciones,antirrabica canina,2008-08-01,46,46
OCURI,otras vacunaciones,antirrabica canina,2008-08-01,250,250
OMEREQUE,otras vacunaciones,antirrabica canina,2008-08-01,475,475
ORURO,otras vacunaciones,antirrabica canina,2008-08-01,36858,36858
PALCA,otras vacunaciones,antirrabica canina,2008-08-01,411,411
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2008-08-01,183,183
PAMPA AULLAGAS,otras vacunaciones,antirrabica canina,2008-08-01,20,20
PASORAPA,otras vacunaciones,antirrabica canina,2008-08-01,998,998
POCONA,otras vacunaciones,antirrabica canina,2008-08-01,112,112
POJO (CBBA),otras vacunaciones,antirrabica canina,2008-08-01,353,353
POROMA,otras vacunaciones,antirrabica canina,2008-08-01,848,848
PORONGO,otras vacunaciones,antirrabica canina,2008-08-01,911,911
POSTRER VALLE,otras vacunaciones,antirrabica canina,2008-08-01,590,590
POTOSI,otras vacunaciones,antirrabica canina,2008-08-01,180,180
PRESTO,otras vacunaciones,antirrabica canina,2008-08-01,832,832
PUCARA,otras vacunaciones,antirrabica canina,2008-08-01,699,699
PUCARANI,otras vacunaciones,antirrabica canina,2008-08-01,1600,1600
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2008-08-01,768,768
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2008-08-01,117,117
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2008-08-01,150,150
PUERTO RICO,otras vacunaciones,antirrabica canina,2008-08-01,476,476
PUERTO SUAREZ,otras vacunaciones,antirrabica canina,2008-08-01,1071,1071
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2008-08-01,150,150
PUNATA,otras vacunaciones,antirrabica canina,2008-08-01,8131,8131
QUILLACOLLO,otras vacunaciones,antirrabica canina,2008-08-01,14591,14591
QUIME,otras vacunaciones,antirrabica canina,2008-08-01,196,196
RAVELO,otras vacunaciones,antirrabica canina,2008-08-01,61,61
ROBORE,otras vacunaciones,antirrabica canina,2008-08-01,255,255
SACABA,otras vacunaciones,antirrabica canina,2008-08-01,29703,29703
SACABAMBA,otras vacunaciones,antirrabica canina,2008-08-01,10,10
SACACA,otras vacunaciones,antirrabica canina,2008-08-01,428,428
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2008-08-01,74,74
SAN BENITO,otras vacunaciones,antirrabica canina,2008-08-01,221,221
SAN CARLOS,otras vacunaciones,antirrabica canina,2008-08-01,394,394
SAN IGNACIO,otras vacunaciones,antirrabica canina,2008-08-01,26,26
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2008-08-01,68,68
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2008-08-01,580,580
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica canina,2008-08-01,700,700
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica canina,2008-08-01,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2008-08-01,208,208
SAN PEDRO,otras vacunaciones,antirrabica canina,2008-08-01,414,414
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2008-08-01,739,739
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2008-08-01,242,242
SAN RAFAEL,otras vacunaciones,antirrabica canina,2008-08-01,183,183
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2008-08-01,273732,273732
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2008-08-01,1,1
SAPAHAQUI,otras vacunaciones,antirrabica canina,2008-08-01,586,586
SIPE SIPE,otras vacunaciones,antirrabica canina,2008-08-01,8322,8322
SOPACHUY,otras vacunaciones,antirrabica canina,2008-08-01,286,286
SORATA,otras vacunaciones,antirrabica canina,2008-08-01,232,232
SUCRE,otras vacunaciones,antirrabica canina,2008-08-01,37739,37739
TACACHI,otras vacunaciones,antirrabica canina,2008-08-01,175,175
TACOBAMBA,otras vacunaciones,antirrabica canina,2008-08-01,294,294
TAPACARI,otras vacunaciones,antirrabica canina,2008-08-01,220,220
TARACO,otras vacunaciones,antirrabica canina,2008-08-01,94,94
TARATA,otras vacunaciones,antirrabica canina,2008-08-01,1303,1303
TARIJA,otras vacunaciones,antirrabica canina,2008-08-01,1237,1237
TEOPONTE,otras vacunaciones,antirrabica canina,2008-08-01,200,200
TIAWANACU,otras vacunaciones,antirrabica canina,2008-08-01,175,175
TIQUIPAYA,otras vacunaciones,antirrabica canina,2008-08-01,6705,6705
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2008-08-01,45,45
TOCO,otras vacunaciones,antirrabica canina,2008-08-01,2161,2161
TOLEDO,otras vacunaciones,antirrabica canina,2008-08-01,13,13
TOMAVE,otras vacunaciones,antirrabica canina,2008-08-01,493,493
TORO TORO,otras vacunaciones,antirrabica canina,2008-08-01,150,150
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2008-08-01,314,314
TRIGAL,otras vacunaciones,antirrabica canina,2008-08-01,684,684
TRINIDAD,otras vacunaciones,antirrabica canina,2008-08-01,6,6
TURCO,otras vacunaciones,antirrabica canina,2008-08-01,284,284
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2008-08-01,80,80
UYUNI,otras vacunaciones,antirrabica canina,2008-08-01,60,60
VACAS,otras vacunaciones,antirrabica canina,2008-08-01,2301,2301
VALLEGRANDE,otras vacunaciones,antirrabica canina,2008-08-01,1569,1569
VIACHA,otras vacunaciones,antirrabica canina,2008-08-01,9753,9753
VILA VILA,otras vacunaciones,antirrabica canina,2008-08-01,5,5
VILLA MONTES,otras vacunaciones,antirrabica canina,2008-08-01,10,10
VILLA RIVERO,otras vacunaciones,antirrabica canina,2008-08-01,444,444
VILLA TUNARI,otras vacunaciones,antirrabica canina,2008-08-01,73,73
VILLAZON,otras vacunaciones,antirrabica canina,2008-08-01,5185,5185
VINTO,otras vacunaciones,antirrabica canina,2008-08-01,8339,8339
VITICHI,otras vacunaciones,antirrabica canina,2008-08-01,210,210
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2008-08-01,20,20
WARNES,otras vacunaciones,antirrabica canina,2008-08-01,136,136
YACO,otras vacunaciones,antirrabica canina,2008-08-01,297,297
YAMPARAEZ,otras vacunaciones,antirrabica canina,2008-08-01,1261,1261
YANACACHI,otras vacunaciones,antirrabica canina,2008-08-01,103,103
YAPACANI,otras vacunaciones,antirrabica canina,2008-08-01,42,42
YOCALLA,otras vacunaciones,antirrabica canina,2008-08-01,449,449
YOTALA,otras vacunaciones,antirrabica canina,2008-08-01,640,640
YUNCHARA,otras vacunaciones,antirrabica canina,2008-08-01,440,440
ACACIO,otras vacunaciones,antirrabica canina,2008-09-01,248,248
ACHACACHI,otras vacunaciones,antirrabica canina,2008-09-01,4869,4869
ACHOCALLA,otras vacunaciones,antirrabica canina,2008-09-01,638,638
AIQUILE,otras vacunaciones,antirrabica canina,2008-09-01,804,804
ALALAY,otras vacunaciones,antirrabica canina,2008-09-01,245,245
ALCALA,otras vacunaciones,antirrabica canina,2008-09-01,1304,1304
ANCORAIMES,otras vacunaciones,antirrabica canina,2008-09-01,1218,1218
ANTEQUERA,otras vacunaciones,antirrabica canina,2008-09-01,490,490
ANZALDO,otras vacunaciones,antirrabica canina,2008-09-01,431,431
ARAMPAMPA,otras vacunaciones,antirrabica canina,2008-09-01,168,168
ARANI,otras vacunaciones,antirrabica canina,2008-09-01,1050,1050
ARBIETO,otras vacunaciones,antirrabica canina,2008-09-01,120,120
ARQUE,otras vacunaciones,antirrabica canina,2008-09-01,32,32
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica canina,2008-09-01,1933,1933
ATOCHA,otras vacunaciones,antirrabica canina,2008-09-01,1077,1077
AYO AYO,otras vacunaciones,antirrabica canina,2008-09-01,209,209
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2008-09-01,1103,1103
AZURDUY,otras vacunaciones,antirrabica canina,2008-09-01,696,696
BATALLAS,otras vacunaciones,antirrabica canina,2008-09-01,396,396
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2008-09-01,115,115
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2008-09-01,155,155
BELLA FLOR,otras vacunaciones,antirrabica canina,2008-09-01,120,120
BERMEJO,otras vacunaciones,antirrabica canina,2008-09-01,513,513
BETANZOS,otras vacunaciones,antirrabica canina,2008-09-01,2707,2707
BOLIVAR,otras vacunaciones,antirrabica canina,2008-09-01,647,647
CABEZAS,otras vacunaciones,antirrabica canina,2008-09-01,1154,1154
CAIROMA,otras vacunaciones,antirrabica canina,2008-09-01,1046,1046
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2008-09-01,681,681
CAJUATA,otras vacunaciones,antirrabica canina,2008-09-01,208,208
CALACOTO,otras vacunaciones,antirrabica canina,2008-09-01,186,186
CALAMARCA,otras vacunaciones,antirrabica canina,2008-09-01,193,193
CAMARGO,otras vacunaciones,antirrabica canina,2008-09-01,1414,1414
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2008-09-01,707,707
CAMIRI,otras vacunaciones,antirrabica canina,2008-09-01,34,34
CAPINOTA,otras vacunaciones,antirrabica canina,2008-09-01,4100,4100
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2008-09-01,580,580
CARACOLLO,otras vacunaciones,antirrabica canina,2008-09-01,12,12
CARANAVI,otras vacunaciones,antirrabica canina,2008-09-01,3380,3380
CARAPARI,otras vacunaciones,antirrabica canina,2008-09-01,2471,2471
CARIPUYO,otras vacunaciones,antirrabica canina,2008-09-01,779,779
CATACORA,otras vacunaciones,antirrabica canina,2008-09-01,101,101
CHACARILLA,otras vacunaciones,antirrabica canina,2008-09-01,50,50
CHALLAPATA,otras vacunaciones,antirrabica canina,2008-09-01,381,381
CHAQUI,otras vacunaciones,antirrabica canina,2008-09-01,422,422
CHARAGUA,otras vacunaciones,antirrabica canina,2008-09-01,250,250
CHARAÑA,otras vacunaciones,antirrabica canina,2008-09-01,357,357
CHAYANTA,otras vacunaciones,antirrabica canina,2008-09-01,1228,1228
CHOQUE COTA,otras vacunaciones,antirrabica canina,2008-09-01,408,408
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2008-09-01,593,593
CLIZA,otras vacunaciones,antirrabica canina,2008-09-01,4996,4996
COBIJA,otras vacunaciones,antirrabica canina,2008-09-01,3600,3600
COCHABAMBA,otras vacunaciones,antirrabica canina,2008-09-01,2917,2917
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2008-09-01,900,900
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2008-09-01,869,869
COLLANA,otras vacunaciones,antirrabica canina,2008-09-01,28,28
COLOMI,otras vacunaciones,antirrabica canina,2008-09-01,950,950
COLPA BELGICA,otras vacunaciones,antirrabica canina,2008-09-01,15,15
COLQUECHACA,otras vacunaciones,antirrabica canina,2008-09-01,2294,2294
COLQUENCHA,otras vacunaciones,antirrabica canina,2008-09-01,272,272
COLQUIRI,otras vacunaciones,antirrabica canina,2008-09-01,434,434
COMANCHE,otras vacunaciones,antirrabica canina,2008-09-01,443,443
COMARAPA,otras vacunaciones,antirrabica canina,2008-09-01,1497,1497
COPACABANA,otras vacunaciones,antirrabica canina,2008-09-01,52,52
CORIPATA,otras vacunaciones,antirrabica canina,2008-09-01,102,102
CORO CORO,otras vacunaciones,antirrabica canina,2008-09-01,94,94
COROICO,otras vacunaciones,antirrabica canina,2008-09-01,14,14
CORQUE,otras vacunaciones,antirrabica canina,2008-09-01,11,11
COTAGAITA,otras vacunaciones,antirrabica canina,2008-09-01,3842,3842
COTOCA,otras vacunaciones,antirrabica canina,2008-09-01,4038,4038
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2008-09-01,234,234
CULPINA,otras vacunaciones,antirrabica canina,2008-09-01,294,294
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2008-09-01,331,331
DESAGUADERO,otras vacunaciones,antirrabica canina,2008-09-01,335,335
EL ALTO,otras vacunaciones,antirrabica canina,2008-09-01,14851,14851
EL CHORO,otras vacunaciones,antirrabica canina,2008-09-01,741,741
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2008-09-01,212,212
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2008-09-01,1660,1660
EL TORNO,otras vacunaciones,antirrabica canina,2008-09-01,375,375
EL VILLAR,otras vacunaciones,antirrabica canina,2008-09-01,1432,1432
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-09-01,30,30
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-09-01,806,806
ESCARA,otras vacunaciones,antirrabica canina,2008-09-01,19,19
ESMERALDA,otras vacunaciones,antirrabica canina,2008-09-01,43,43
EUCALIPTUS,otras vacunaciones,antirrabica canina,2008-09-01,254,254
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica canina,2008-09-01,190,190
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2008-09-01,72,72
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2008-09-01,23,23
GUANAY,otras vacunaciones,antirrabica canina,2008-09-01,1133,1133
GUAQUI,otras vacunaciones,antirrabica canina,2008-09-01,995,995
HUACHACALLA,otras vacunaciones,antirrabica canina,2008-09-01,74,74
HUANUNI,otras vacunaciones,antirrabica canina,2008-09-01,64,64
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2008-09-01,705,705
ICHOCA,otras vacunaciones,antirrabica canina,2008-09-01,258,258
ICLA,otras vacunaciones,antirrabica canina,2008-09-01,634,634
INCAHUASI,otras vacunaciones,antirrabica canina,2008-09-01,700,700
INQUISIVI,otras vacunaciones,antirrabica canina,2008-09-01,262,262
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2008-09-01,173,173
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2008-09-01,1090,1090
LA ASUNTA,otras vacunaciones,antirrabica canina,2008-09-01,418,418
