municipality,group,variable,month,Repetidas,TOTAL
RIBERALTA,consultas prenatales,repetidas,2008-06-01,886,886
ROBORE,consultas prenatales,repetidas,2008-06-01,73,73
RURRENABAQUE,consultas prenatales,repetidas,2008-06-01,118,118
SABAYA,consultas prenatales,repetidas,2008-06-01,14,14
SACABA,consultas prenatales,repetidas,2008-06-01,763,763
SACABAMBA,consultas prenatales,repetidas,2008-06-01,16,16
SACACA,consultas prenatales,repetidas,2008-06-01,153,153
SAIPINA,consultas prenatales,repetidas,2008-06-01,36,36
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2008-06-01,55,55
SAMAIPATA,consultas prenatales,repetidas,2008-06-01,50,50
SAN AGUSTIN,consultas prenatales,repetidas,2008-06-01,3,3
SAN ANDRES,consultas prenatales,repetidas,2008-06-01,45,45
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2008-06-01,11,11
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2008-06-01,12,12
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2008-06-01,31,31
SAN BENITO,consultas prenatales,repetidas,2008-06-01,51,51
SAN BORJA,consultas prenatales,repetidas,2008-06-01,218,218
SAN BUENA VENTURA,consultas prenatales,repetidas,2008-06-01,100,100
SAN CARLOS,consultas prenatales,repetidas,2008-06-01,119,119
SAN IGNACIO,consultas prenatales,repetidas,2008-06-01,160,160
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2008-06-01,448,448
SAN JAVIER(BNI),consultas prenatales,repetidas,2008-06-01,7,7
SAN JAVIER(STC),consultas prenatales,repetidas,2008-06-01,29,29
SAN JOAQUIN,consultas prenatales,repetidas,2008-06-01,21,21
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2008-06-01,84,84
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2008-06-01,58,58
SAN JULIAN,consultas prenatales,repetidas,2008-06-01,197,197
SAN LORENZO(PND),consultas prenatales,repetidas,2008-06-01,17,17
SAN LORENZO(TJA),consultas prenatales,repetidas,2008-06-01,66,66
SAN LUCAS,consultas prenatales,repetidas,2008-06-01,329,329
SAN MATIAS,consultas prenatales,repetidas,2008-06-01,86,86
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2008-06-01,74,74
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2008-06-01,12,12
SAN PEDRO,consultas prenatales,repetidas,2008-06-01,76,76
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2008-06-01,95,95
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2008-06-01,11,11
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2008-06-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2008-06-01,11,11
SAN PEDRO(PND),consultas prenatales,repetidas,2008-06-01,5,5
SAN RAFAEL,consultas prenatales,repetidas,2008-06-01,41,41
SAN RAMON,consultas prenatales,repetidas,2008-06-01,62,62
SAN RAMON,consultas prenatales,repetidas,2008-06-01,3,3
SANTA ANA,consultas prenatales,repetidas,2008-06-01,133,133
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2008-06-01,5347,5347
SANTA ROSA,consultas prenatales,repetidas,2008-06-01,47,47
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2008-06-01,130,130
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2008-06-01,18,18
SANTIAGO DE HUARI,consultas prenatales,repetidas,2008-06-01,29,29
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2008-06-01,11,11
SANTIVAÑES,consultas prenatales,repetidas,2008-06-01,14,14
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2008-06-01,14,14
SAPAHAQUI,consultas prenatales,repetidas,2008-06-01,17,17
SENA,consultas prenatales,repetidas,2008-06-01,23,23
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2008-06-01,72,72
SICAYA,consultas prenatales,repetidas,2008-06-01,7,7
SIPE SIPE,consultas prenatales,repetidas,2008-06-01,218,218
SOPACHUY,consultas prenatales,repetidas,2008-06-01,71,71
SORACACHI,consultas prenatales,repetidas,2008-06-01,35,35
SORATA,consultas prenatales,repetidas,2008-06-01,60,60
SUCRE,consultas prenatales,repetidas,2008-06-01,2412,2412
TACACHI,consultas prenatales,repetidas,2008-06-01,1,1
TACACOMA,consultas prenatales,repetidas,2008-06-01,41,41
TACOBAMBA,consultas prenatales,repetidas,2008-06-01,17,17
TACOPAYA,consultas prenatales,repetidas,2008-06-01,29,29
TAHUA,consultas prenatales,repetidas,2008-06-01,1,1
TAPACARI,consultas prenatales,repetidas,2008-06-01,132,132
TARABUCO,consultas prenatales,repetidas,2008-06-01,171,171
TARACO,consultas prenatales,repetidas,2008-06-01,11,11
TARATA,consultas prenatales,repetidas,2008-06-01,35,35
TARIJA,consultas prenatales,repetidas,2008-06-01,1083,1083
TARVITA,consultas prenatales,repetidas,2008-06-01,129,129
TEOPONTE,consultas prenatales,repetidas,2008-06-01,39,39
TIAWANACU,consultas prenatales,repetidas,2008-06-01,47,47
TINGUIPAYA,consultas prenatales,repetidas,2008-06-01,64,64
TIPUANI,consultas prenatales,repetidas,2008-06-01,67,67
TIQUIPAYA,consultas prenatales,repetidas,2008-06-01,289,289
TIRAQUE (CBBA),consultas prenatales,repetidas,2008-06-01,268,268
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2008-06-01,3,3
TOCO,consultas prenatales,repetidas,2008-06-01,18,18
TODOS SANTOS,consultas prenatales,repetidas,2008-06-01,1,1
TOLATA,consultas prenatales,repetidas,2008-06-01,25,25
TOLEDO,consultas prenatales,repetidas,2008-06-01,30,30
TOMAVE,consultas prenatales,repetidas,2008-06-01,41,41
TOMINA,consultas prenatales,repetidas,2008-06-01,77,77
TORO TORO,consultas prenatales,repetidas,2008-06-01,40,40
TOTORA(CBBA),consultas prenatales,repetidas,2008-06-01,96,96
TOTORA(ORR),consultas prenatales,repetidas,2008-06-01,17,17
TRIGAL,consultas prenatales,repetidas,2008-06-01,10,10
TRINIDAD,consultas prenatales,repetidas,2008-06-01,739,739
TUPIZA,consultas prenatales,repetidas,2008-06-01,235,235
TURCO,consultas prenatales,repetidas,2008-06-01,18,18
UMALA,consultas prenatales,repetidas,2008-06-01,12,12
UNCIA,consultas prenatales,repetidas,2008-06-01,206,206
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2008-06-01,63,63
URUBICHA,consultas prenatales,repetidas,2008-06-01,48,48
UYUNI,consultas prenatales,repetidas,2008-06-01,183,183
VACAS,consultas prenatales,repetidas,2008-06-01,42,42
VALLEGRANDE,consultas prenatales,repetidas,2008-06-01,101,101
VIACHA,consultas prenatales,repetidas,2008-06-01,263,263
VILA VILA,consultas prenatales,repetidas,2008-06-01,16,16
VILLA MONTES,consultas prenatales,repetidas,2008-06-01,226,226
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2008-06-01,11,11
VILLA RIVERO,consultas prenatales,repetidas,2008-06-01,20,20
VILLA SERRANO,consultas prenatales,repetidas,2008-06-01,83,83
VILLA TUNARI,consultas prenatales,repetidas,2008-06-01,394,394
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2008-06-01,41,41
VILLAZON,consultas prenatales,repetidas,2008-06-01,298,298
VINTO,consultas prenatales,repetidas,2008-06-01,184,184
VITICHI,consultas prenatales,repetidas,2008-06-01,59,59
WALDO BALLIVIAN,consultas prenatales,repetidas,2008-06-01,15,15
WARNES,consultas prenatales,repetidas,2008-06-01,406,406
YACO,consultas prenatales,repetidas,2008-06-01,20,20
YACUIBA,consultas prenatales,repetidas,2008-06-01,426,426
YAMPARAEZ,consultas prenatales,repetidas,2008-06-01,41,41
YANACACHI,consultas prenatales,repetidas,2008-06-01,11,11
YAPACANI,consultas prenatales,repetidas,2008-06-01,233,233
YOCALLA,consultas prenatales,repetidas,2008-06-01,24,24
YOTALA,consultas prenatales,repetidas,2008-06-01,48,48
YUNCHARA,consultas prenatales,repetidas,2008-06-01,31,31
ZUDAÑEZ,consultas prenatales,repetidas,2008-06-01,50,50
ACACIO,consultas prenatales,repetidas,2008-07-01,30,30
ACHACACHI,consultas prenatales,repetidas,2008-07-01,194,194
ACHOCALLA,consultas prenatales,repetidas,2008-07-01,51,51
AIQUILE,consultas prenatales,repetidas,2008-07-01,191,191
ALALAY,consultas prenatales,repetidas,2008-07-01,8,8
ALCALA,consultas prenatales,repetidas,2008-07-01,25,25
ANCORAIMES,consultas prenatales,repetidas,2008-07-01,45,45
ANDAMARCA,consultas prenatales,repetidas,2008-07-01,10,10
ANTEQUERA,consultas prenatales,repetidas,2008-07-01,19,19
ANZALDO,consultas prenatales,repetidas,2008-07-01,20,20
APOLO,consultas prenatales,repetidas,2008-07-01,93,93
ARAMPAMPA,consultas prenatales,repetidas,2008-07-01,30,30
ARANI,consultas prenatales,repetidas,2008-07-01,50,50
ARBIETO,consultas prenatales,repetidas,2008-07-01,36,36
ARQUE,consultas prenatales,repetidas,2008-07-01,49,49
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2008-07-01,232,232
ATOCHA,consultas prenatales,repetidas,2008-07-01,64,64
AUCAPATA,consultas prenatales,repetidas,2008-07-01,5,5
AYATA,consultas prenatales,repetidas,2008-07-01,28,28
AYO AYO,consultas prenatales,repetidas,2008-07-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2008-07-01,91,91
AZURDUY,consultas prenatales,repetidas,2008-07-01,85,85
BATALLAS,consultas prenatales,repetidas,2008-07-01,56,56
BAURES,consultas prenatales,repetidas,2008-07-01,25,25
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2008-07-01,4,4
BELEN DE URMIRI,consultas prenatales,repetidas,2008-07-01,3,3
BELLA FLOR,consultas prenatales,repetidas,2008-07-01,16,16
BERMEJO,consultas prenatales,repetidas,2008-07-01,271,271
BETANZOS,consultas prenatales,repetidas,2008-07-01,181,181
BOLIVAR,consultas prenatales,repetidas,2008-07-01,33,33
BOLPEBRA,consultas prenatales,repetidas,2008-07-01,7,7
BOYUIBE,consultas prenatales,repetidas,2008-07-01,23,23
BUENA VISTA,consultas prenatales,repetidas,2008-07-01,63,63
CABEZAS,consultas prenatales,repetidas,2008-07-01,101,101
CAIROMA,consultas prenatales,repetidas,2008-07-01,49,49
"CAIZA ""D""",consultas prenatales,repetidas,2008-07-01,40,40
CAJUATA,consultas prenatales,repetidas,2008-07-01,44,44
CALACOTO,consultas prenatales,repetidas,2008-07-01,14,14
CALAMARCA,consultas prenatales,repetidas,2008-07-01,61,61
CAMARGO,consultas prenatales,repetidas,2008-07-01,111,111
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2008-07-01,18,18
CAMIRI,consultas prenatales,repetidas,2008-07-01,243,243
CAPINOTA,consultas prenatales,repetidas,2008-07-01,162,162
CAQUIAVIRI,consultas prenatales,repetidas,2008-07-01,13,13
CARACOLLO,consultas prenatales,repetidas,2008-07-01,106,106
CARANAVI,consultas prenatales,repetidas,2008-07-01,373,373
CARAPARI,consultas prenatales,repetidas,2008-07-01,63,63
CARIPUYO,consultas prenatales,repetidas,2008-07-01,40,40
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2008-07-01,13,13
CATACORA,consultas prenatales,repetidas,2008-07-01,5,5
CHALLAPATA,consultas prenatales,repetidas,2008-07-01,180,180
CHAQUI,consultas prenatales,repetidas,2008-07-01,25,25
CHARAGUA,consultas prenatales,repetidas,2008-07-01,173,173
CHARAÑA,consultas prenatales,repetidas,2008-07-01,11,11
CHAYANTA,consultas prenatales,repetidas,2008-07-01,75,75
CHIMORE,consultas prenatales,repetidas,2008-07-01,66,66
CHIPAYA,consultas prenatales,repetidas,2008-07-01,11,11
CHOQUE COTA,consultas prenatales,repetidas,2008-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2008-07-01,150,150
CHUMA,consultas prenatales,repetidas,2008-07-01,34,34
CLIZA,consultas prenatales,repetidas,2008-07-01,133,133
COBIJA,consultas prenatales,repetidas,2008-07-01,453,453
COCHABAMBA,consultas prenatales,repetidas,2008-07-01,5835,5835
COIPASA,consultas prenatales,repetidas,2008-07-01,3,3
COLCAPIRHUA,consultas prenatales,repetidas,2008-07-01,392,392
"COLCHA ""K""",consultas prenatales,repetidas,2008-07-01,36,36
COLLANA,consultas prenatales,repetidas,2008-07-01,6,6
COLOMI,consultas prenatales,repetidas,2008-07-01,121,121
COLPA BELGICA,consultas prenatales,repetidas,2008-07-01,34,34
COLQUECHACA,consultas prenatales,repetidas,2008-07-01,142,142
COLQUENCHA,consultas prenatales,repetidas,2008-07-01,36,36
COLQUIRI,consultas prenatales,repetidas,2008-07-01,85,85
COMANCHE,consultas prenatales,repetidas,2008-07-01,7,7
COMARAPA,consultas prenatales,repetidas,2008-07-01,197,197
COMBAYA,consultas prenatales,repetidas,2008-07-01,8,8
CONCEPCION,consultas prenatales,repetidas,2008-07-01,59,59
COPACABANA,consultas prenatales,repetidas,2008-07-01,66,66
CORIPATA,consultas prenatales,repetidas,2008-07-01,63,63
CORO CORO,consultas prenatales,repetidas,2008-07-01,42,42
COROICO,consultas prenatales,repetidas,2008-07-01,137,137
CORQUE,consultas prenatales,repetidas,2008-07-01,28,28
COTAGAITA,consultas prenatales,repetidas,2008-07-01,144,144
COTOCA,consultas prenatales,repetidas,2008-07-01,332,332
CUATRO CAÑADAS,consultas prenatales,repetidas,2008-07-01,76,76
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2008-07-01,3,3
CUEVO,consultas prenatales,repetidas,2008-07-01,15,15
CULPINA,consultas prenatales,repetidas,2008-07-01,127,127
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2008-07-01,36,36
CURVA,consultas prenatales,repetidas,2008-07-01,8,8
DESAGUADERO,consultas prenatales,repetidas,2008-07-01,18,18
EL ALTO,consultas prenatales,repetidas,2008-07-01,5762,5762
EL CHORO,consultas prenatales,repetidas,2008-07-01,22,22
EL PUENTE(STC),consultas prenatales,repetidas,2008-07-01,83,83
EL PUENTE(TJA),consultas prenatales,repetidas,2008-07-01,45,45
EL TORNO,consultas prenatales,repetidas,2008-07-01,397,397
EL VILLAR,consultas prenatales,repetidas,2008-07-01,34,34
ENTRE RIOS,consultas prenatales,repetidas,2008-07-01,130,130
ENTRE RIOS,consultas prenatales,repetidas,2008-07-01,123,123
ESCARA,consultas prenatales,repetidas,2008-07-01,2,2
ESMERALDA,consultas prenatales,repetidas,2008-07-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2008-07-01,33,33
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2008-07-01,2,2
EXALTACION,consultas prenatales,repetidas,2008-07-01,10,10
FERNANDEZ ALONSO,consultas prenatales,repetidas,2008-07-01,99,99
FILADELFIA,consultas prenatales,repetidas,2008-07-01,21,21
GENERAL SAAVEDRA,consultas prenatales,repetidas,2008-07-01,89,89
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2008-07-01,24,24
GUANAY,consultas prenatales,repetidas,2008-07-01,89,89
GUAQUI,consultas prenatales,repetidas,2008-07-01,32,32
GUAYARAMERIN,consultas prenatales,repetidas,2008-07-01,347,347
GUTIERREZ,consultas prenatales,repetidas,2008-07-01,56,56
HUACARETA,consultas prenatales,repetidas,2008-07-01,67,67
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2008-07-01,27,27
HUACHACALLA,consultas prenatales,repetidas,2008-07-01,7,7
HUANUNI,consultas prenatales,repetidas,2008-07-01,203,203
HUARACAJE,consultas prenatales,repetidas,2008-07-01,17,17
HUAYLLAMARCA,consultas prenatales,repetidas,2008-07-01,14,14
ICHOCA,consultas prenatales,repetidas,2008-07-01,5,5
ICLA,consultas prenatales,repetidas,2008-07-01,64,64
INCAHUASI,consultas prenatales,repetidas,2008-07-01,236,236
INGAVI (HUMAITA),consultas prenatales,repetidas,2008-07-01,4,4
INQUISIVI,consultas prenatales,repetidas,2008-07-01,30,30
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2008-07-01,63,63
IXIAMAS,consultas prenatales,repetidas,2008-07-01,89,89
JESUS DE MACHACA,consultas prenatales,repetidas,2008-07-01,58,58
LA ASUNTA,consultas prenatales,repetidas,2008-07-01,221,221
LA GUARDIA,consultas prenatales,repetidas,2008-07-01,629,629
LA PAZ,consultas prenatales,repetidas,2008-07-01,6398,6398
LA RIVERA,consultas prenatales,repetidas,2008-07-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2008-07-01,31,31
LAJA,consultas prenatales,repetidas,2008-07-01,55,55
LAS CARRERAS,consultas prenatales,repetidas,2008-07-01,25,25
LICOMA PAMPA,consultas prenatales,repetidas,2008-07-01,11,11
LLALLAGUA,consultas prenatales,repetidas,2008-07-01,306,306
LLICA,consultas prenatales,repetidas,2008-07-01,15,15
LORETO,consultas prenatales,repetidas,2008-07-01,8,8
LURIBAY,consultas prenatales,repetidas,2008-07-01,45,45
MACHACAMARCA,consultas prenatales,repetidas,2008-07-01,18,18
MACHARETI,consultas prenatales,repetidas,2008-07-01,59,59
MAGDALENA,consultas prenatales,repetidas,2008-07-01,60,60
MAIRANA,consultas prenatales,repetidas,2008-07-01,72,72
MALLA,consultas prenatales,repetidas,2008-07-01,8,8
MAPIRI,consultas prenatales,repetidas,2008-07-01,95,95
MECAPACA,consultas prenatales,repetidas,2008-07-01,34,34
MINEROS,consultas prenatales,repetidas,2008-07-01,107,107
MIZQUE,consultas prenatales,repetidas,2008-07-01,141,141
MOCOMOCO,consultas prenatales,repetidas,2008-07-01,30,30
MOJINETE,consultas prenatales,repetidas,2008-07-01,1,1
MOJOCOYA,consultas prenatales,repetidas,2008-07-01,36,36
MONTEAGUDO,consultas prenatales,repetidas,2008-07-01,245,245
MONTERO,consultas prenatales,repetidas,2008-07-01,802,802
MORO MORO,consultas prenatales,repetidas,2008-07-01,6,6
MOROCHATA,consultas prenatales,repetidas,2008-07-01,85,85
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2008-07-01,8,8
NAZACARA DE PACAJES,consultas prenatales,repetidas,2008-07-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2008-07-01,6,6
OCURI,consultas prenatales,repetidas,2008-07-01,119,119
OKINAWA,consultas prenatales,repetidas,2008-07-01,79,79
OMEREQUE,consultas prenatales,repetidas,2008-07-01,26,26
ORURO,consultas prenatales,repetidas,2008-07-01,2333,2333
PADCAYA,consultas prenatales,repetidas,2008-07-01,94,94
PADILLA,consultas prenatales,repetidas,2008-07-01,74,74
PAILON,consultas prenatales,repetidas,2008-07-01,154,154
PALCA,consultas prenatales,repetidas,2008-07-01,51,51
PALOS BLANCOS,consultas prenatales,repetidas,2008-07-01,173,173
PAMPA AULLAGAS,consultas prenatales,repetidas,2008-07-01,27,27
PAMPA GRANDE,consultas prenatales,repetidas,2008-07-01,47,47
PAPEL PAMPA,consultas prenatales,repetidas,2008-07-01,7,7
PASORAPA,consultas prenatales,repetidas,2008-07-01,22,22
PATACAMAYA,consultas prenatales,repetidas,2008-07-01,164,164
PAZÑA,consultas prenatales,repetidas,2008-07-01,14,14
PELECHUCO,consultas prenatales,repetidas,2008-07-01,13,13
POCOATA,consultas prenatales,repetidas,2008-07-01,92,92
POCONA,consultas prenatales,repetidas,2008-07-01,43,43
POJO (CBBA),consultas prenatales,repetidas,2008-07-01,60,60
POOPO,consultas prenatales,repetidas,2008-07-01,30,30
PORCO,consultas prenatales,repetidas,2008-07-01,53,53
POROMA,consultas prenatales,repetidas,2008-07-01,109,109
PORONGO,consultas prenatales,repetidas,2008-07-01,39,39
PORTACHUELO,consultas prenatales,repetidas,2008-07-01,196,196
PORVENIR,consultas prenatales,repetidas,2008-07-01,27,27
POSTRER VALLE,consultas prenatales,repetidas,2008-07-01,2,2
POTOSI,consultas prenatales,repetidas,2008-07-01,1685,1685
PRESTO,consultas prenatales,repetidas,2008-07-01,47,47
PUCARA,consultas prenatales,repetidas,2008-07-01,3,3
PUCARANI,consultas prenatales,repetidas,2008-07-01,117,117
PUERTO ACOSTA,consultas prenatales,repetidas,2008-07-01,79,79
PUERTO CARABUCO,consultas prenatales,repetidas,2008-07-01,32,32
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2008-07-01,13,13
PUERTO PEREZ,consultas prenatales,repetidas,2008-07-01,9,9
PUERTO QUIJARRO,consultas prenatales,repetidas,2008-07-01,85,85
PUERTO RICO,consultas prenatales,repetidas,2008-07-01,34,34
PUERTO SILES,consultas prenatales,repetidas,2008-07-01,4,4
PUERTO SUAREZ,consultas prenatales,repetidas,2008-07-01,111,111
PUERTO VILLARROEL,consultas prenatales,repetidas,2008-07-01,353,353
PUNA,consultas prenatales,repetidas,2008-07-01,161,161
PUNATA,consultas prenatales,repetidas,2008-07-01,184,184
QUIABAYA,consultas prenatales,repetidas,2008-07-01,11,11
QUILLACOLLO,consultas prenatales,repetidas,2008-07-01,591,591
QUIME,consultas prenatales,repetidas,2008-07-01,37,37
QUIRUSILLAS,consultas prenatales,repetidas,2008-07-01,10,10
RAVELO,consultas prenatales,repetidas,2008-07-01,110,110
REYES,consultas prenatales,repetidas,2008-07-01,71,71
RIBERALTA,consultas prenatales,repetidas,2008-07-01,705,705
ROBORE,consultas prenatales,repetidas,2008-07-01,87,87
RURRENABAQUE,consultas prenatales,repetidas,2008-07-01,124,124
SABAYA,consultas prenatales,repetidas,2008-07-01,13,13
SACABA,consultas prenatales,repetidas,2008-07-01,739,739
SACABAMBA,consultas prenatales,repetidas,2008-07-01,7,7
SACACA,consultas prenatales,repetidas,2008-07-01,161,161
SAIPINA,consultas prenatales,repetidas,2008-07-01,41,41
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2008-07-01,55,55
SAMAIPATA,consultas prenatales,repetidas,2008-07-01,47,47
SAN AGUSTIN,consultas prenatales,repetidas,2008-07-01,4,4
SAN ANDRES,consultas prenatales,repetidas,2008-07-01,46,46
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2008-07-01,11,11
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2008-07-01,16,16
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2008-07-01,28,28
SAN BENITO,consultas prenatales,repetidas,2008-07-01,55,55
SAN BORJA,consultas prenatales,repetidas,2008-07-01,244,244
SAN BUENA VENTURA,consultas prenatales,repetidas,2008-07-01,65,65
SAN CARLOS,consultas prenatales,repetidas,2008-07-01,134,134
SAN IGNACIO,consultas prenatales,repetidas,2008-07-01,127,127
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2008-07-01,462,462
SAN JAVIER(BNI),consultas prenatales,repetidas,2008-07-01,8,8
SAN JAVIER(STC),consultas prenatales,repetidas,2008-07-01,133,133
SAN JOAQUIN,consultas prenatales,repetidas,2008-07-01,12,12
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2008-07-01,76,76
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2008-07-01,77,77
SAN JULIAN,consultas prenatales,repetidas,2008-07-01,252,252
SAN LORENZO(PND),consultas prenatales,repetidas,2008-07-01,17,17
SAN LORENZO(TJA),consultas prenatales,repetidas,2008-07-01,67,67
SAN LUCAS,consultas prenatales,repetidas,2008-07-01,398,398
SAN MATIAS,consultas prenatales,repetidas,2008-07-01,84,84
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2008-07-01,74,74
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2008-07-01,15,15
SAN PEDRO,consultas prenatales,repetidas,2008-07-01,66,66
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2008-07-01,121,121
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2008-07-01,18,18
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2008-07-01,3,3
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2008-07-01,8,8
SAN PEDRO(PND),consultas prenatales,repetidas,2008-07-01,2,2
SAN RAFAEL,consultas prenatales,repetidas,2008-07-01,42,42
SAN RAMON,consultas prenatales,repetidas,2008-07-01,85,85
SAN RAMON,consultas prenatales,repetidas,2008-07-01,2,2
SANTA ANA,consultas prenatales,repetidas,2008-07-01,115,115
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2008-07-01,7251,7251
SANTA ROSA,consultas prenatales,repetidas,2008-07-01,58,58
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2008-07-01,117,117
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2008-07-01,20,20
SANTIAGO DE HUARI,consultas prenatales,repetidas,2008-07-01,34,34
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2008-07-01,13,13
SANTIVAÑES,consultas prenatales,repetidas,2008-07-01,20,20
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2008-07-01,14,14
SAPAHAQUI,consultas prenatales,repetidas,2008-07-01,18,18
SENA,consultas prenatales,repetidas,2008-07-01,12,12
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2008-07-01,70,70
SICAYA,consultas prenatales,repetidas,2008-07-01,7,7
SIPE SIPE,consultas prenatales,repetidas,2008-07-01,267,267
SOPACHUY,consultas prenatales,repetidas,2008-07-01,86,86
SORACACHI,consultas prenatales,repetidas,2008-07-01,27,27
SORATA,consultas prenatales,repetidas,2008-07-01,75,75
SUCRE,consultas prenatales,repetidas,2008-07-01,2665,2665
TACACHI,consultas prenatales,repetidas,2008-07-01,2,2
TACACOMA,consultas prenatales,repetidas,2008-07-01,31,31
TACOBAMBA,consultas prenatales,repetidas,2008-07-01,10,10
TACOPAYA,consultas prenatales,repetidas,2008-07-01,44,44
TAHUA,consultas prenatales,repetidas,2008-07-01,1,1
TAPACARI,consultas prenatales,repetidas,2008-07-01,125,125
TARABUCO,consultas prenatales,repetidas,2008-07-01,185,185
TARACO,consultas prenatales,repetidas,2008-07-01,15,15
TARATA,consultas prenatales,repetidas,2008-07-01,36,36
TARIJA,consultas prenatales,repetidas,2008-07-01,1105,1105
TARVITA,consultas prenatales,repetidas,2008-07-01,115,115
TEOPONTE,consultas prenatales,repetidas,2008-07-01,38,38
TIAWANACU,consultas prenatales,repetidas,2008-07-01,52,52
TINGUIPAYA,consultas prenatales,repetidas,2008-07-01,82,82
TIPUANI,consultas prenatales,repetidas,2008-07-01,64,64
TIQUIPAYA,consultas prenatales,repetidas,2008-07-01,335,335
TIRAQUE (CBBA),consultas prenatales,repetidas,2008-07-01,260,260
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2008-07-01,1,1
TOCO,consultas prenatales,repetidas,2008-07-01,17,17
TODOS SANTOS,consultas prenatales,repetidas,2008-07-01,1,1
TOLATA,consultas prenatales,repetidas,2008-07-01,23,23
TOLEDO,consultas prenatales,repetidas,2008-07-01,19,19
TOMAVE,consultas prenatales,repetidas,2008-07-01,36,36
TOMINA,consultas prenatales,repetidas,2008-07-01,72,72
TORO TORO,consultas prenatales,repetidas,2008-07-01,46,46
TOTORA(CBBA),consultas prenatales,repetidas,2008-07-01,74,74
TOTORA(ORR),consultas prenatales,repetidas,2008-07-01,16,16
TRIGAL,consultas prenatales,repetidas,2008-07-01,5,5
TRINIDAD,consultas prenatales,repetidas,2008-07-01,788,788
TUPIZA,consultas prenatales,repetidas,2008-07-01,295,295
TURCO,consultas prenatales,repetidas,2008-07-01,17,17
UMALA,consultas prenatales,repetidas,2008-07-01,8,8
UNCIA,consultas prenatales,repetidas,2008-07-01,186,186
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2008-07-01,75,75
