municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,15,15
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,11,11
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,48,48
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,28,28
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,33,33
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,41,41
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,42,42
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,12,12
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,17,17
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,29,29
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,12,12
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,38,38
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,73,73
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,16,16
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,48,48
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,149,149
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,26,26
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,38,38
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,19,19
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,63,63
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,30,30
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,67,67
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1125,1125
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,42,42
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,11,11
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,22,22
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,11,11
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,30,30
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,24,24
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,35,35
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,12,12
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,10,10
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,18,18
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,29,29
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,54,54
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,41,41
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,11,11
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1215,1215
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,44,44
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,37,37
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,40,40
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,15,15
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,16,16
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,23,23
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,54,54
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,12,12
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,28,28
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,67,67
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,23,23
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,74,74
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,15,15
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,15,15
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,26,26
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,78,78
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1022,1022
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,11,11
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,62,62
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,15,15
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,19,19
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,12,12
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,23,23
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,45,45
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,43,43
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,143,143
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,23,23
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,31,31
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,22,22
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,461,461
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,21,21
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,29,29
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,29,29
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,10,10
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,50,50
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,28,28
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,22,22
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,35,35
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,60,60
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,338,338
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,19,19
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,21,21
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,24,24
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,18,18
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,33,33
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,72,72
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,33,33
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,40,40
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,114,114
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,19,19
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,191,191
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,32,32
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,146,146
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,30,30
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,11,11
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,12,12
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,71,71
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,24,24
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,23,23
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,46,46
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,96,96
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,30,30
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,15,15
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,18,18
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,53,53
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,21,21
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,85,85
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,17,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,26,26
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,32,32
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,23,23
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1408,1408
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,19,19
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,16,16
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,10,10
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,3,3
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,26,26
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,63,63
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,21,21
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,589,589
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,29,29
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,29,29
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,355,355
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,33,33
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,10,10
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,11,11
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,16,16
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,129,129
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,35,35
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,21,21
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,12,12
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,2,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,140,140
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,72,72
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,4,4
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,41,41
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,9,9
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,42,42
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,20,20
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,70,70
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,73,73
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,1,1
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,16,16
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,84,84
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,14,14
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,62,62
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,52,52
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,106,106
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,7,7
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,110,110
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,13,13
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,5,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,30,30
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,8,8
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,17,17
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,6,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-07-01,17,17
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,4,4
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,29,29
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,14,14
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,70,70
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,3,3
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,14,14
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,2,2
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,1,1
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,11,11
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,21,21
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,5,5
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,20,20
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,11,11
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,8,8
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,48,48
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-08-01,19,19
