municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,17,17
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,24,24
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,15,15
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,70,70
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,10,10
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,19,19
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1299,1299
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,25,25
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,47,47
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,17,17
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,14,14
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,15,15
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,40,40
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,15,15
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,32,32
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,7,7
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,7,7
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,46,46
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,11,11
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,46,46
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,77,77
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,940,940
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,14,14
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,79,79
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,7,7
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,44,44
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,16,16
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,120,120
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,42,42
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,32,32
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,553,553
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,22,22
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,21,21
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,11,11
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,37,37
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,37,37
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,14,14
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,16,16
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,11,11
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,21,21
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,20,20
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1116,1116
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,23,23
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,32,32
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,11,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,35,35
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,17,17
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,96,96
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,32,32
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,43,43
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,115,115
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,23,23
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,107,107
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,7,7
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,25,25
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,219,219
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,27,27
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,10,10
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,14,14
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,30,30
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,31,31
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,57,57
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,15,15
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,20,20
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,13,13
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,49,49
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,15,15
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,28,28
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,13,13
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,59,59
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,24,24
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,27,27
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3354,3354
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,12,12
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,13,13
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,16,16
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,50,50
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,11,11
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,11,11
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,321,321
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,10,10
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,9,9
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,29,29
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,21,21
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,7,7
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,285,285
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,32,32
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,10,10
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,63,63
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,71,71
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,15,15
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,19,19
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,6,6
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,128,128
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,31,31
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,35,35
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,10,10
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,7,7
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,23,23
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,27,27
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,39,39
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,2,2
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,7,7
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,122,122
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,22,22
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,61,61
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,77,77
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,5,5
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,92,92
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,4,4
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,3,3
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,26,26
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,1,1
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,10,10
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,8,8
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-07-01,14,14
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,9,9
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,71,71
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,13,13
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,42,42
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,17,17
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,2,2
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,17,17
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,2,2
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,7,7
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,21,21
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,11,11
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,10,10
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,19,19
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,24,24
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,14,14
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,6,6
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,7,7
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,20,20
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,7,7
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,24,24
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,2,2
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,2,2
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,25,25
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,30,30
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,5,5
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,3,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,6,6
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,27,27
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,14,14
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,11,11
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,11,11
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,4,4
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,9,9
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,18,18
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,54,54
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,18,18
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,7,7
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,28,28
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,74,74
CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,3,3
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,9,9
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,3,3
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,2,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,37,37
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,6,6
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,40,40
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,3,3
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,11,11
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,22,22
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,21,21
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,10,10
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,10,10
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,47,47
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1361,1361
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,46,46
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,11,11
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,33,33
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,1,1
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-08-01,39,39
