,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS REPETIDAS,PERSONAS DE 5 A 9 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2008-06-01,52,50,5,3,57,53,110
IXIAMAS,consulta externa,personas de 5 a 9 anos,2008-06-01,17,15,0,1,17,16,33
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-06-01,23,12,3,0,26,12,38
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2008-06-01,63,41,3,1,66,42,108
LA PAZ,consulta externa,personas de 5 a 9 anos,2008-06-01,3656,3767,1787,1888,5443,5655,11098
LA RIVERA,consulta externa,personas de 5 a 9 anos,2008-06-01,7,1,0,0,7,1,8
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2008-06-01,28,34,0,1,28,35,63
LAJA,consulta externa,personas de 5 a 9 anos,2008-06-01,16,15,0,2,16,17,33
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2008-06-01,12,17,0,0,12,17,29
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2008-06-01,12,11,0,0,12,11,23
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2008-06-01,169,133,1,15,170,148,318
LLICA,consulta externa,personas de 5 a 9 anos,2008-06-01,23,12,0,2,23,14,37
LORETO,consulta externa,personas de 5 a 9 anos,2008-06-01,100,55,0,0,100,55,155
LURIBAY,consulta externa,personas de 5 a 9 anos,2008-06-01,26,26,2,0,28,26,54
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2008-06-01,29,18,3,1,32,19,51
MACHARETI,consulta externa,personas de 5 a 9 anos,2008-06-01,45,42,1,0,46,42,88
MAGDALENA,consulta externa,personas de 5 a 9 anos,2008-06-01,38,36,11,11,49,47,96
MAIRANA,consulta externa,personas de 5 a 9 anos,2008-06-01,13,21,0,0,13,21,34
MALLA,consulta externa,personas de 5 a 9 anos,2008-06-01,26,24,0,1,26,25,51
MAPIRI,consulta externa,personas de 5 a 9 anos,2008-06-01,49,40,0,3,49,43,92
MECAPACA,consulta externa,personas de 5 a 9 anos,2008-06-01,41,31,2,1,43,32,75
MINEROS,consulta externa,personas de 5 a 9 anos,2008-06-01,7,11,0,0,7,11,18
MIZQUE,consulta externa,personas de 5 a 9 anos,2008-06-01,25,28,3,3,28,31,59
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2008-06-01,41,46,1,0,42,46,88
MOJINETE,consulta externa,personas de 5 a 9 anos,2008-06-01,5,2,1,0,6,2,8
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2008-06-01,20,17,3,1,23,18,41
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2008-06-01,169,133,13,12,182,145,327
MONTERO,consulta externa,personas de 5 a 9 anos,2008-06-01,701,605,165,143,866,748,1614
MORO MORO,consulta externa,personas de 5 a 9 anos,2008-06-01,4,7,0,0,4,7,11
MOROCHATA,consulta externa,personas de 5 a 9 anos,2008-06-01,26,26,0,1,26,27,53
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2008-06-01,41,32,0,0,41,32,73
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2008-06-01,3,0,0,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2008-06-01,18,23,7,1,25,24,49
OCURI,consulta externa,personas de 5 a 9 anos,2008-06-01,51,26,0,0,51,26,77
OKINAWA,consulta externa,personas de 5 a 9 anos,2008-06-01,58,88,0,0,58,88,146
OMEREQUE,consulta externa,personas de 5 a 9 anos,2008-06-01,13,12,1,2,14,14,28
ORURO,consulta externa,personas de 5 a 9 anos,2008-06-01,1267,1191,350,335,1617,1526,3143
PADCAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,212,224,5,3,217,227,444
PADILLA,consulta externa,personas de 5 a 9 anos,2008-06-01,48,40,1,1,49,41,90
PAILON,consulta externa,personas de 5 a 9 anos,2008-06-01,52,46,0,0,52,46,98
PALCA,consulta externa,personas de 5 a 9 anos,2008-06-01,21,28,2,2,23,30,53
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2008-06-01,79,45,5,4,84,49,133
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2008-06-01,13,13,1,0,14,13,27
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2008-06-01,19,17,1,0,20,17,37
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2008-06-01,16,18,1,0,17,18,35
PASORAPA,consulta externa,personas de 5 a 9 anos,2008-06-01,8,13,1,0,9,13,22
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,30,21,0,0,30,21,51
PAZÑA,consulta externa,personas de 5 a 9 anos,2008-06-01,14,15,1,1,15,16,31
PELECHUCO,consulta externa,personas de 5 a 9 anos,2008-06-01,30,26,0,0,30,26,56
POCOATA,consulta externa,personas de 5 a 9 anos,2008-06-01,48,51,0,1,48,52,100
POCONA,consulta externa,personas de 5 a 9 anos,2008-06-01,33,40,1,0,34,40,74
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2008-06-01,32,22,3,1,35,23,58
POOPO,consulta externa,personas de 5 a 9 anos,2008-06-01,9,4,2,1,11,5,16
PORCO,consulta externa,personas de 5 a 9 anos,2008-06-01,33,26,3,1,36,27,63
POROMA,consulta externa,personas de 5 a 9 anos,2008-06-01,55,51,0,0,55,51,106
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2008-06-01,123,115,7,6,130,121,251
PORVENIR,consulta externa,personas de 5 a 9 anos,2008-06-01,16,22,0,0,16,22,38
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2008-06-01,12,16,0,0,12,16,28
POTOSI,consulta externa,personas de 5 a 9 anos,2008-06-01,1035,1047,455,480,1490,1527,3017
PRESTO,consulta externa,personas de 5 a 9 anos,2008-06-01,38,31,1,1,39,32,71
PUCARA,consulta externa,personas de 5 a 9 anos,2008-06-01,5,5,0,0,5,5,10
PUCARANI,consulta externa,personas de 5 a 9 anos,2008-06-01,27,30,1,0,28,30,58
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2008-06-01,45,38,0,1,45,39,84
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2008-06-01,31,23,0,0,31,23,54
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2008-06-01,40,52,0,0,40,52,92
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2008-06-01,5,4,0,0,5,4,9
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2008-06-01,78,69,6,2,84,71,155
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2008-06-01,53,48,1,0,54,48,102
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2008-06-01,10,14,2,4,12,18,30
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2008-06-01,112,106,7,10,119,116,235
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2008-06-01,158,160,14,9,172,169,341
PUNA,consulta externa,personas de 5 a 9 anos,2008-06-01,96,113,1,2,97,115,212
PUNATA,consulta externa,personas de 5 a 9 anos,2008-06-01,70,57,12,12,82,69,151
QUIABAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,4,5,0,0,4,5,9
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2008-06-01,170,159,44,39,214,198,412
QUIME,consulta externa,personas de 5 a 9 anos,2008-06-01,27,27,2,3,29,30,59
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2008-06-01,6,2,1,0,7,2,9
RAVELO,consulta externa,personas de 5 a 9 anos,2008-06-01,36,30,0,0,36,30,66
REYES,consulta externa,personas de 5 a 9 anos,2008-06-01,67,76,3,8,70,84,154
RIBERALTA,consulta externa,personas de 5 a 9 anos,2008-06-01,353,431,19,15,372,446,818
ROBORE,consulta externa,personas de 5 a 9 anos,2008-06-01,36,37,4,8,40,45,85
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2008-06-01,55,54,3,2,58,56,114
SABAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,7,8,0,0,7,8,15
SACABA,consulta externa,personas de 5 a 9 anos,2008-06-01,184,206,43,47,227,253,480
SACABAMBA,consulta externa,personas de 5 a 9 anos,2008-06-01,17,14,0,1,17,15,32
SACACA,consulta externa,personas de 5 a 9 anos,2008-06-01,62,40,0,0,62,40,102
SAIPINA,consulta externa,personas de 5 a 9 anos,2008-06-01,10,10,0,3,10,13,23
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2008-06-01,23,27,1,0,24,27,51
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2008-06-01,21,29,1,0,22,29,51
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2008-06-01,8,7,0,0,8,7,15
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2008-06-01,51,53,2,3,53,56,109
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-06-01,18,14,1,0,19,14,33
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2008-06-01,8,10,1,2,9,12,21
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2008-06-01,4,14,0,0,4,14,18
SAN BENITO,consulta externa,personas de 5 a 9 anos,2008-06-01,25,20,4,7,29,27,56
SAN BORJA,consulta externa,personas de 5 a 9 anos,2008-06-01,81,62,1,6,82,68,150
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2008-06-01,64,64,4,0,68,64,132
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2008-06-01,80,88,2,1,82,89,171
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2008-06-01,244,242,4,5,248,247,495
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-06-01,153,146,27,26,180,172,352
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2008-06-01,16,14,2,1,18,15,33
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2008-06-01,26,26,0,2,26,28,54
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2008-06-01,21,36,0,0,21,36,57
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2008-06-01,62,50,2,1,64,51,115
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2008-06-01,34,41,9,20,43,61,104
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2008-06-01,157,167,2,4,159,171,330
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2008-06-01,34,35,1,1,35,36,71
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2008-06-01,196,206,4,1,200,207,407
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2008-06-01,93,107,0,3,93,110,203
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2008-06-01,56,98,0,0,56,98,154
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-06-01,34,25,3,3,37,28,65
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2008-06-01,22,16,0,1,22,17,39
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2008-06-01,80,77,4,2,84,79,163
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-06-01,52,42,0,0,52,42,94
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2008-06-01,43,43,0,1,43,44,87
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2008-06-01,4,1,0,0,4,1,5
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2008-06-01,53,39,0,0,53,39,92
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2008-06-01,11,11,0,0,11,11,22
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2008-06-01,9,10,2,0,11,10,21
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-06-01,31,22,3,5,34,27,61
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-06-01,14,14,1,1,15,15,30
SANTA ANA,consulta externa,personas de 5 a 9 anos,2008-06-01,43,33,0,0,43,33,76
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2008-06-01,6288,5759,1831,1613,8119,7372,15491
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2008-06-01,79,80,1,0,80,80,160
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2008-06-01,49,54,2,1,51,55,106
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2008-06-01,10,10,0,0,10,10,20
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2008-06-01,17,24,0,1,17,25,42
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-06-01,3,3,0,0,3,3,6
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2008-06-01,13,16,0,1,13,17,30
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2008-06-01,6,5,0,0,6,5,11
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2008-06-01,22,30,2,2,24,32,56
SENA,consulta externa,personas de 5 a 9 anos,2008-06-01,19,10,0,4,19,14,33
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2008-06-01,12,20,0,0,12,20,32
SICAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,3,2,0,0,3,2,5
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2008-06-01,48,49,1,2,49,51,100
SOPACHUY,consulta externa,personas de 5 a 9 anos,2008-06-01,24,36,3,0,27,36,63
SORACACHI,consulta externa,personas de 5 a 9 anos,2008-06-01,23,16,1,0,24,16,40
SORATA,consulta externa,personas de 5 a 9 anos,2008-06-01,34,35,1,1,35,36,71
SUCRE,consulta externa,personas de 5 a 9 anos,2008-06-01,1720,1710,474,359,2194,2069,4263
TACACHI,consulta externa,personas de 5 a 9 anos,2008-06-01,1,1,0,0,1,1,2
TACACOMA,consulta externa,personas de 5 a 9 anos,2008-06-01,18,18,1,2,19,20,39
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2008-06-01,18,12,0,0,18,12,30
TACOPAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,17,16,0,0,17,16,33
TAHUA,consulta externa,personas de 5 a 9 anos,2008-06-01,11,11,0,0,11,11,22
TAPACARI,consulta externa,personas de 5 a 9 anos,2008-06-01,37,33,2,1,39,34,73
TARABUCO,consulta externa,personas de 5 a 9 anos,2008-06-01,54,50,2,3,56,53,109
TARACO,consulta externa,personas de 5 a 9 anos,2008-06-01,5,7,0,0,5,7,12
TARATA,consulta externa,personas de 5 a 9 anos,2008-06-01,18,15,0,0,18,15,33
TARIJA,consulta externa,personas de 5 a 9 anos,2008-06-01,1748,1312,504,468,2252,1780,4032
TARVITA,consulta externa,personas de 5 a 9 anos,2008-06-01,69,73,4,0,73,73,146
TEOPONTE,consulta externa,personas de 5 a 9 anos,2008-06-01,32,34,0,0,32,34,66
TIAWANACU,consulta externa,personas de 5 a 9 anos,2008-06-01,13,12,2,0,15,12,27
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,32,49,0,0,32,49,81
TIPUANI,consulta externa,personas de 5 a 9 anos,2008-06-01,4,9,2,1,6,10,16
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2008-06-01,162,158,22,17,184,175,359
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2008-06-01,95,113,12,7,107,120,227
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2008-06-01,3,5,0,0,3,5,8
TOCO,consulta externa,personas de 5 a 9 anos,2008-06-01,19,12,0,1,19,13,32
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2008-06-01,5,2,1,0,6,2,8
TOLATA,consulta externa,personas de 5 a 9 anos,2008-06-01,20,12,3,1,23,13,36
TOLEDO,consulta externa,personas de 5 a 9 anos,2008-06-01,15,15,0,1,15,16,31
TOMAVE,consulta externa,personas de 5 a 9 anos,2008-06-01,34,36,2,4,36,40,76
TOMINA,consulta externa,personas de 5 a 9 anos,2008-06-01,32,22,1,0,33,22,55
TORO TORO,consulta externa,personas de 5 a 9 anos,2008-06-01,20,19,0,0,20,19,39
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2008-06-01,3,1,0,0,3,1,4
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2008-06-01,18,19,0,1,18,20,38
TRIGAL,consulta externa,personas de 5 a 9 anos,2008-06-01,11,8,0,0,11,8,19
TRINIDAD,consulta externa,personas de 5 a 9 anos,2008-06-01,394,442,56,54,450,496,946
TUPIZA,consulta externa,personas de 5 a 9 anos,2008-06-01,276,325,51,78,327,403,730
TURCO,consulta externa,personas de 5 a 9 anos,2008-06-01,13,10,0,0,13,10,23
UMALA,consulta externa,personas de 5 a 9 anos,2008-06-01,4,3,0,0,4,3,7
UNCIA,consulta externa,personas de 5 a 9 anos,2008-06-01,126,102,16,11,142,113,255
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2008-06-01,176,189,2,2,178,191,369
URUBICHA,consulta externa,personas de 5 a 9 anos,2008-06-01,38,36,0,1,38,37,75
UYUNI,consulta externa,personas de 5 a 9 anos,2008-06-01,61,68,7,3,68,71,139
VACAS,consulta externa,personas de 5 a 9 anos,2008-06-01,7,14,1,0,8,14,22
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2008-06-01,50,60,32,34,82,94,176
VIACHA,consulta externa,personas de 5 a 9 anos,2008-06-01,121,109,19,20,140,129,269
VILA VILA,consulta externa,personas de 5 a 9 anos,2008-06-01,10,6,0,0,10,6,16
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2008-06-01,364,336,8,6,372,342,714
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2008-06-01,10,10,0,0,10,10,20
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2008-06-01,6,8,1,1,7,9,16
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2008-06-01,29,21,0,0,29,21,50
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2008-06-01,252,243,7,5,259,248,507
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2008-06-01,54,71,0,1,54,72,126
VILLAZON,consulta externa,personas de 5 a 9 anos,2008-06-01,140,218,16,22,156,240,396
VINTO,consulta externa,personas de 5 a 9 anos,2008-06-01,88,95,39,29,127,124,251
VITICHI,consulta externa,personas de 5 a 9 anos,2008-06-01,36,43,1,0,37,43,80
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2008-06-01,2,5,0,0,2,5,7
WARNES,consulta externa,personas de 5 a 9 anos,2008-06-01,166,163,5,5,171,168,339
YACO,consulta externa,personas de 5 a 9 anos,2008-06-01,26,28,3,0,29,28,57
YACUIBA,consulta externa,personas de 5 a 9 anos,2008-06-01,731,791,67,70,798,861,1659
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2008-06-01,54,45,4,7,58,52,110
YANACACHI,consulta externa,personas de 5 a 9 anos,2008-06-01,15,19,1,0,16,19,35
YAPACANI,consulta externa,personas de 5 a 9 anos,2008-06-01,196,180,7,5,203,185,388
YOCALLA,consulta externa,personas de 5 a 9 anos,2008-06-01,20,23,1,1,21,24,45
YOTALA,consulta externa,personas de 5 a 9 anos,2008-06-01,27,31,5,16,32,47,79
YUNCHARA,consulta externa,personas de 5 a 9 anos,2008-06-01,54,58,1,0,55,58,113
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2008-06-01,90,96,1,1,91,97,188
ACACIO,consulta externa,personas de 5 a 9 anos,2008-07-01,34,38,1,0,35,38,73
ACHACACHI,consulta externa,personas de 5 a 9 anos,2008-07-01,61,54,2,0,63,54,117
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2008-07-01,8,10,0,1,8,11,19
AIQUILE,consulta externa,personas de 5 a 9 anos,2008-07-01,64,76,6,10,70,86,156
ALALAY,consulta externa,personas de 5 a 9 anos,2008-07-01,1,2,0,0,1,2,3
ALCALA,consulta externa,personas de 5 a 9 anos,2008-07-01,35,44,0,0,35,44,79
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2008-07-01,11,4,4,0,15,4,19
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-07-01,6,10,0,0,6,10,16
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2008-07-01,24,18,2,1,26,19,45
ANZALDO,consulta externa,personas de 5 a 9 anos,2008-07-01,11,22,1,0,12,22,34
APOLO,consulta externa,personas de 5 a 9 anos,2008-07-01,35,34,1,1,36,35,71
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2008-07-01,9,18,0,0,9,18,27
ARANI,consulta externa,personas de 5 a 9 anos,2008-07-01,13,12,3,1,16,13,29
ARBIETO,consulta externa,personas de 5 a 9 anos,2008-07-01,12,15,2,2,14,17,31
ARQUE,consulta externa,personas de 5 a 9 anos,2008-07-01,10,8,0,0,10,8,18
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2008-07-01,51,45,11,8,62,53,115
ATOCHA,consulta externa,personas de 5 a 9 anos,2008-07-01,124,172,32,36,156,208,364
AUCAPATA,consulta externa,personas de 5 a 9 anos,2008-07-01,27,23,1,1,28,24,52
AYATA,consulta externa,personas de 5 a 9 anos,2008-07-01,23,22,1,0,24,22,46
AYO AYO,consulta externa,personas de 5 a 9 anos,2008-07-01,11,14,0,3,11,17,28
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2008-07-01,29,44,1,1,30,45,75
AZURDUY,consulta externa,personas de 5 a 9 anos,2008-07-01,44,38,0,0,44,38,82
BATALLAS,consulta externa,personas de 5 a 9 anos,2008-07-01,25,16,0,0,25,16,41
BAURES,consulta externa,personas de 5 a 9 anos,2008-07-01,26,21,4,3,30,24,54
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-07-01,4,0,0,0,4,0,4
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2008-07-01,5,6,0,0,5,6,11
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2008-07-01,13,10,0,1,13,11,24
BERMEJO,consulta externa,personas de 5 a 9 anos,2008-07-01,326,375,28,19,354,394,748
BETANZOS,consulta externa,personas de 5 a 9 anos,2008-07-01,93,94,1,5,94,99,193
BOLIVAR,consulta externa,personas de 5 a 9 anos,2008-07-01,12,17,0,0,12,17,29
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2008-07-01,5,5,2,0,7,5,12
BOYUIBE,consulta externa,personas de 5 a 9 anos,2008-07-01,26,25,0,1,26,26,52
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-07-01,50,60,6,5,56,65,121
CABEZAS,consulta externa,personas de 5 a 9 anos,2008-07-01,105,128,5,9,110,137,247
CAIROMA,consulta externa,personas de 5 a 9 anos,2008-07-01,20,19,0,0,20,19,39
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2008-07-01,76,63,6,7,82,70,152
CAJUATA,consulta externa,personas de 5 a 9 anos,2008-07-01,38,41,0,0,38,41,79
CALACOTO,consulta externa,personas de 5 a 9 anos,2008-07-01,17,24,0,0,17,24,41
CALAMARCA,consulta externa,personas de 5 a 9 anos,2008-07-01,9,10,0,0,9,10,19
CAMARGO,consulta externa,personas de 5 a 9 anos,2008-07-01,70,87,1,3,71,90,161
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2008-07-01,48,25,3,1,51,26,77
CAMIRI,consulta externa,personas de 5 a 9 anos,2008-07-01,304,280,29,19,333,299,632
CAPINOTA,consulta externa,personas de 5 a 9 anos,2008-07-01,43,40,6,12,49,52,101
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2008-07-01,11,15,1,1,12,16,28
CARACOLLO,consulta externa,personas de 5 a 9 anos,2008-07-01,46,54,0,0,46,54,100
CARANAVI,consulta externa,personas de 5 a 9 anos,2008-07-01,186,191,5,3,191,194,385
CARAPARI,consulta externa,personas de 5 a 9 anos,2008-07-01,114,116,0,0,114,116,230
CARIPUYO,consulta externa,personas de 5 a 9 anos,2008-07-01,6,5,0,0,6,5,11
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2008-07-01,4,2,0,0,4,2,6
CATACORA,consulta externa,personas de 5 a 9 anos,2008-07-01,1,4,1,0,2,4,6
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2008-07-01,70,77,4,1,74,78,152
CHAQUI,consulta externa,personas de 5 a 9 anos,2008-07-01,20,16,0,0,20,16,36
CHARAGUA,consulta externa,personas de 5 a 9 anos,2008-07-01,60,55,2,2,62,57,119
CHARAÑA,consulta externa,personas de 5 a 9 anos,2008-07-01,4,15,0,0,4,15,19
CHAYANTA,consulta externa,personas de 5 a 9 anos,2008-07-01,27,39,0,0,27,39,66
CHIMORE,consulta externa,personas de 5 a 9 anos,2008-07-01,56,60,0,1,56,61,117
CHIPAYA,consulta externa,personas de 5 a 9 anos,2008-07-01,7,4,0,0,7,4,11
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2008-07-01,0,10,0,0,0,10,10
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2008-07-01,36,38,11,10,47,48,95
CHUMA,consulta externa,personas de 5 a 9 anos,2008-07-01,15,34,2,2,17,36,53
CLIZA,consulta externa,personas de 5 a 9 anos,2008-07-01,27,22,3,3,30,25,55
COBIJA,consulta externa,personas de 5 a 9 anos,2008-07-01,166,139,20,7,186,146,332
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2008-07-01,3819,3477,1815,1917,5634,5394,11028
COIPASA,consulta externa,personas de 5 a 9 anos,2008-07-01,5,6,1,0,6,6,12
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2008-07-01,72,37,24,195,96,232,328
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2008-07-01,22,22,1,0,23,22,45
COLLANA,consulta externa,personas de 5 a 9 anos,2008-07-01,7,3,0,0,7,3,10
COLOMI,consulta externa,personas de 5 a 9 anos,2008-07-01,24,15,2,2,26,17,43
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2008-07-01,43,42,10,7,53,49,102
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2008-07-01,58,48,0,0,58,48,106
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2008-07-01,28,26,2,0,30,26,56
COLQUIRI,consulta externa,personas de 5 a 9 anos,2008-07-01,41,43,0,2,41,45,86
COMANCHE,consulta externa,personas de 5 a 9 anos,2008-07-01,12,9,0,0,12,9,21
COMARAPA,consulta externa,personas de 5 a 9 anos,2008-07-01,92,83,22,19,114,102,216
COMBAYA,consulta externa,personas de 5 a 9 anos,2008-07-01,6,5,0,0,6,5,11
CONCEPCION,consulta externa,personas de 5 a 9 anos,2008-07-01,23,22,0,1,23,23,46
COPACABANA,consulta externa,personas de 5 a 9 anos,2008-07-01,8,17,0,0,8,17,25
CORIPATA,consulta externa,personas de 5 a 9 anos,2008-07-01,36,54,2,9,38,63,101
CORO CORO,consulta externa,personas de 5 a 9 anos,2008-07-01,10,16,0,1,10,17,27
COROICO,consulta externa,personas de 5 a 9 anos,2008-07-01,51,60,8,9,59,69,128
CORQUE,consulta externa,personas de 5 a 9 anos,2008-07-01,7,19,0,0,7,19,26
COTAGAITA,consulta externa,personas de 5 a 9 anos,2008-07-01,124,127,5,1,129,128,257
