,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS REPETIDAS,PERSONAS DE 10 A 20 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
MALLA,consulta externa,personas de 10 a 20 anos,2008-07-01,26,32,2,0,28,32,60
MAPIRI,consulta externa,personas de 10 a 20 anos,2008-07-01,34,69,1,2,35,71,106
MECAPACA,consulta externa,personas de 10 a 20 anos,2008-07-01,41,51,4,3,45,54,99
MINEROS,consulta externa,personas de 10 a 20 anos,2008-07-01,41,83,6,1,47,84,131
MIZQUE,consulta externa,personas de 10 a 20 anos,2008-07-01,37,66,10,5,47,71,118
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2008-07-01,62,69,0,10,62,79,141
MOJINETE,consulta externa,personas de 10 a 20 anos,2008-07-01,7,18,0,0,7,18,25
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2008-07-01,41,73,3,4,44,77,121
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2008-07-01,241,421,27,27,268,448,716
MONTERO,consulta externa,personas de 10 a 20 anos,2008-07-01,838,1785,110,393,948,2178,3126
MORO MORO,consulta externa,personas de 10 a 20 anos,2008-07-01,1,8,0,0,1,8,9
MOROCHATA,consulta externa,personas de 10 a 20 anos,2008-07-01,22,35,2,6,24,41,65
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2008-07-01,4,3,0,2,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2008-07-01,35,23,5,0,40,23,63
OCURI,consulta externa,personas de 10 a 20 anos,2008-07-01,66,95,2,8,68,103,171
OKINAWA,consulta externa,personas de 10 a 20 anos,2008-07-01,97,193,1,2,98,195,293
OMEREQUE,consulta externa,personas de 10 a 20 anos,2008-07-01,23,52,0,4,23,56,79
ORURO,consulta externa,personas de 10 a 20 anos,2008-07-01,3267,4118,957,1352,4224,5470,9694
PADCAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,220,371,2,23,222,394,616
PADILLA,consulta externa,personas de 10 a 20 anos,2008-07-01,68,88,5,0,73,88,161
PAILON,consulta externa,personas de 10 a 20 anos,2008-07-01,67,96,2,6,69,102,171
PALCA,consulta externa,personas de 10 a 20 anos,2008-07-01,40,51,0,1,40,52,92
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2008-07-01,186,240,47,9,233,249,482
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2008-07-01,4,8,0,0,4,8,12
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2008-07-01,26,41,2,0,28,41,69
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2008-07-01,25,24,0,0,25,24,49
PASORAPA,consulta externa,personas de 10 a 20 anos,2008-07-01,32,62,0,0,32,62,94
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,50,55,0,0,50,55,105
PAZÑA,consulta externa,personas de 10 a 20 anos,2008-07-01,18,32,3,1,21,33,54
PELECHUCO,consulta externa,personas de 10 a 20 anos,2008-07-01,39,60,0,4,39,64,103
POCOATA,consulta externa,personas de 10 a 20 anos,2008-07-01,46,72,2,1,48,73,121
POCONA,consulta externa,personas de 10 a 20 anos,2008-07-01,60,67,1,3,61,70,131
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2008-07-01,40,24,0,1,40,25,65
POOPO,consulta externa,personas de 10 a 20 anos,2008-07-01,14,24,3,2,17,26,43
PORCO,consulta externa,personas de 10 a 20 anos,2008-07-01,35,42,1,1,36,43,79
POROMA,consulta externa,personas de 10 a 20 anos,2008-07-01,105,150,0,4,105,154,259
PORONGO,consulta externa,personas de 10 a 20 anos,2008-07-01,43,65,0,5,43,70,113
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2008-07-01,107,117,11,9,118,126,244
PORVENIR,consulta externa,personas de 10 a 20 anos,2008-07-01,27,45,4,3,31,48,79
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2008-07-01,19,16,0,0,19,16,35
POTOSI,consulta externa,personas de 10 a 20 anos,2008-07-01,1551,3302,852,1622,2403,4924,7327
PRESTO,consulta externa,personas de 10 a 20 anos,2008-07-01,51,77,0,1,51,78,129
PUCARA,consulta externa,personas de 10 a 20 anos,2008-07-01,6,15,0,0,6,15,21
PUCARANI,consulta externa,personas de 10 a 20 anos,2008-07-01,51,87,5,4,56,91,147
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2008-07-01,78,66,1,1,79,67,146
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2008-07-01,62,56,1,1,63,57,120
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2008-07-01,36,36,0,1,36,37,73
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2008-07-01,21,16,3,3,24,19,43
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2008-07-01,57,71,12,17,69,88,157
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2008-07-01,31,57,0,2,31,59,90
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2008-07-01,6,8,0,0,6,8,14
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2008-07-01,123,148,10,10,133,158,291
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2008-07-01,213,388,19,119,232,507,739
PUNA,consulta externa,personas de 10 a 20 anos,2008-07-01,157,206,1,2,158,208,366
PUNATA,consulta externa,personas de 10 a 20 anos,2008-07-01,101,205,13,45,114,250,364
QUIABAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,4,12,0,0,4,12,16
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2008-07-01,336,368,79,127,415,495,910
QUIME,consulta externa,personas de 10 a 20 anos,2008-07-01,37,49,3,6,40,55,95
QUIRUSILLAS,consulta externa,personas de 10 a 20 anos,2008-07-01,10,12,0,0,10,12,22
RAVELO,consulta externa,personas de 10 a 20 anos,2008-07-01,51,79,0,1,51,80,131
REYES,consulta externa,personas de 10 a 20 anos,2008-07-01,61,95,32,32,93,127,220
RIBERALTA,consulta externa,personas de 10 a 20 anos,2008-07-01,327,844,19,148,346,992,1338
ROBORE,consulta externa,personas de 10 a 20 anos,2008-07-01,87,182,15,36,102,218,320
RURRENABAQUE,consulta externa,personas de 10 a 20 anos,2008-07-01,61,136,6,3,67,139,206
SABAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,9,13,0,0,9,13,22
SACABA,consulta externa,personas de 10 a 20 anos,2008-07-01,270,393,80,85,350,478,828
SACABAMBA,consulta externa,personas de 10 a 20 anos,2008-07-01,13,10,0,1,13,11,24
SACACA,consulta externa,personas de 10 a 20 anos,2008-07-01,61,123,2,10,63,133,196
SAIPINA,consulta externa,personas de 10 a 20 anos,2008-07-01,20,59,0,1,20,60,80
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 20 anos,2008-07-01,21,41,0,1,21,42,63
SAMAIPATA,consulta externa,personas de 10 a 20 anos,2008-07-01,26,32,1,3,27,35,62
SAN AGUSTIN,consulta externa,personas de 10 a 20 anos,2008-07-01,3,24,2,0,5,24,29
SAN ANDRES,consulta externa,personas de 10 a 20 anos,2008-07-01,33,64,5,4,38,68,106
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-07-01,26,37,0,1,26,38,64
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 20 anos,2008-07-01,18,8,0,2,18,10,28
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 20 anos,2008-07-01,42,46,2,1,44,47,91
SAN BENITO,consulta externa,personas de 10 a 20 anos,2008-07-01,32,51,2,18,34,69,103
SAN BORJA,consulta externa,personas de 10 a 20 anos,2008-07-01,104,187,6,11,110,198,308
SAN BUENA VENTURA,consulta externa,personas de 10 a 20 anos,2008-07-01,123,146,6,11,129,157,286
SAN CARLOS,consulta externa,personas de 10 a 20 anos,2008-07-01,184,281,1,20,185,301,486
SAN IGNACIO,consulta externa,personas de 10 a 20 anos,2008-07-01,239,303,17,22,256,325,581
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 20 anos,2008-07-01,217,384,19,56,236,440,676
SAN JAVIER(BNI),consulta externa,personas de 10 a 20 anos,2008-07-01,30,65,0,1,30,66,96
SAN JAVIER(STC),consulta externa,personas de 10 a 20 anos,2008-07-01,45,34,1,5,46,39,85
SAN JOAQUIN,consulta externa,personas de 10 a 20 anos,2008-07-01,38,82,3,7,41,89,130
SAN JOSE DE CHIQUITOS,consulta externa,personas de 10 a 20 anos,2008-07-01,128,174,13,6,141,180,321
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 20 anos,2008-07-01,229,180,89,191,318,371,689
SAN JULIAN,consulta externa,personas de 10 a 20 anos,2008-07-01,165,191,6,14,171,205,376
SAN LORENZO(PND),consulta externa,personas de 10 a 20 anos,2008-07-01,11,21,0,1,11,22,33
SAN LORENZO(TJA),consulta externa,personas de 10 a 20 anos,2008-07-01,188,361,2,6,190,367,557
SAN LUCAS,consulta externa,personas de 10 a 20 anos,2008-07-01,170,333,3,11,173,344,517
SAN MATIAS,consulta externa,personas de 10 a 20 anos,2008-07-01,5,5,0,0,5,5,10
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 20 anos,2008-07-01,47,80,6,4,53,84,137
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 20 anos,2008-07-01,30,51,2,5,32,56,88
SAN PEDRO,consulta externa,personas de 10 a 20 anos,2008-07-01,129,167,2,9,131,176,307
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 20 anos,2008-07-01,96,137,2,3,98,140,238
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 20 anos,2008-07-01,42,72,3,3,45,75,120
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 20 anos,2008-07-01,8,15,0,1,8,16,24
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 20 anos,2008-07-01,14,10,1,1,15,11,26
SAN PEDRO(PND),consulta externa,personas de 10 a 20 anos,2008-07-01,8,5,0,0,8,5,13
SAN RAFAEL,consulta externa,personas de 10 a 20 anos,2008-07-01,37,88,4,2,41,90,131
SAN RAMON,consulta externa,personas de 10 a 20 anos,2008-07-01,43,105,1,41,44,146,190
SAN RAMON,consulta externa,personas de 10 a 20 anos,2008-07-01,134,194,82,104,216,298,514
SANTA ANA,consulta externa,personas de 10 a 20 anos,2008-07-01,23,48,1,1,24,49,73
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 20 anos,2008-07-01,10862,20681,2229,2976,13091,23657,36748
SANTA ROSA,consulta externa,personas de 10 a 20 anos,2008-07-01,66,94,0,0,66,94,160
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 20 anos,2008-07-01,55,117,2,3,57,120,177
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 20 anos,2008-07-01,25,32,2,0,27,32,59
SANTIAGO DE HUARI,consulta externa,personas de 10 a 20 anos,2008-07-01,40,48,2,3,42,51,93
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-07-01,11,12,1,0,12,12,24
SANTIVAÑES,consulta externa,personas de 10 a 20 anos,2008-07-01,27,31,4,2,31,33,64
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 20 anos,2008-07-01,1,1,0,0,1,1,2
SAPAHAQUI,consulta externa,personas de 10 a 20 anos,2008-07-01,35,49,2,1,37,50,87
SENA,consulta externa,personas de 10 a 20 anos,2008-07-01,10,23,0,0,10,23,33
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 20 anos,2008-07-01,35,51,0,1,35,52,87
SICAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,10,5,1,0,11,5,16
SIPE SIPE,consulta externa,personas de 10 a 20 anos,2008-07-01,33,68,8,23,41,91,132
SOPACHUY,consulta externa,personas de 10 a 20 anos,2008-07-01,46,88,0,0,46,88,134
SORACACHI,consulta externa,personas de 10 a 20 anos,2008-07-01,22,34,1,0,23,34,57
SORATA,consulta externa,personas de 10 a 20 anos,2008-07-01,59,83,3,4,62,87,149
SUCRE,consulta externa,personas de 10 a 20 anos,2008-07-01,2693,3684,851,2006,3544,5690,9234
TACACHI,consulta externa,personas de 10 a 20 anos,2008-07-01,2,7,0,1,2,8,10
TACACOMA,consulta externa,personas de 10 a 20 anos,2008-07-01,17,36,1,4,18,40,58
TACOBAMBA,consulta externa,personas de 10 a 20 anos,2008-07-01,18,24,0,0,18,24,42
TACOPAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,19,27,0,1,19,28,47
TAHUA,consulta externa,personas de 10 a 20 anos,2008-07-01,7,13,0,1,7,14,21
TAPACARI,consulta externa,personas de 10 a 20 anos,2008-07-01,49,87,1,2,50,89,139
TARABUCO,consulta externa,personas de 10 a 20 anos,2008-07-01,89,124,6,16,95,140,235
TARACO,consulta externa,personas de 10 a 20 anos,2008-07-01,11,14,0,0,11,14,25
TARATA,consulta externa,personas de 10 a 20 anos,2008-07-01,14,25,0,6,14,31,45
TARIJA,consulta externa,personas de 10 a 20 anos,2008-07-01,2871,2431,1066,1075,3937,3506,7443
TARVITA,consulta externa,personas de 10 a 20 anos,2008-07-01,75,142,1,3,76,145,221
TEOPONTE,consulta externa,personas de 10 a 20 anos,2008-07-01,18,45,2,1,20,46,66
TIAWANACU,consulta externa,personas de 10 a 20 anos,2008-07-01,43,70,5,4,48,74,122
TINGUIPAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,49,92,1,0,50,92,142
TIPUANI,consulta externa,personas de 10 a 20 anos,2008-07-01,21,26,1,0,22,26,48
TIQUIPAYA,consulta externa,personas de 10 a 20 anos,2008-07-01,136,240,41,61,177,301,478
TIRAQUE (CBBA),consulta externa,personas de 10 a 20 anos,2008-07-01,112,174,10,28,122,202,324
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 20 anos,2008-07-01,9,4,0,0,9,4,13
TOCO,consulta externa,personas de 10 a 20 anos,2008-07-01,14,13,1,0,15,13,28
TODOS SANTOS,consulta externa,personas de 10 a 20 anos,2008-07-01,2,0,0,0,2,0,2
TOLATA,consulta externa,personas de 10 a 20 anos,2008-07-01,13,20,1,1,14,21,35
TOLEDO,consulta externa,personas de 10 a 20 anos,2008-07-01,18,27,0,2,18,29,47
TOMAVE,consulta externa,personas de 10 a 20 anos,2008-07-01,55,109,2,3,57,112,169
TOMINA,consulta externa,personas de 10 a 20 anos,2008-07-01,56,90,1,4,57,94,151
TORO TORO,consulta externa,personas de 10 a 20 anos,2008-07-01,61,88,1,1,62,89,151
TOTORA(CBBA),consulta externa,personas de 10 a 20 anos,2008-07-01,7,16,0,0,7,16,23
TOTORA(ORR),consulta externa,personas de 10 a 20 anos,2008-07-01,40,46,1,0,41,46,87
TRIGAL,consulta externa,personas de 10 a 20 anos,2008-07-01,11,18,0,0,11,18,29
TRINIDAD,consulta externa,personas de 10 a 20 anos,2008-07-01,465,704,182,338,647,1042,1689
TUPIZA,consulta externa,personas de 10 a 20 anos,2008-07-01,429,662,25,44,454,706,1160
TURCO,consulta externa,personas de 10 a 20 anos,2008-07-01,14,32,0,0,14,32,46
UMALA,consulta externa,personas de 10 a 20 anos,2008-07-01,5,19,0,0,5,19,24
UNCIA,consulta externa,personas de 10 a 20 anos,2008-07-01,541,133,19,3,560,136,696
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 20 anos,2008-07-01,147,295,3,8,150,303,453
URUBICHA,consulta externa,personas de 10 a 20 anos,2008-07-01,40,40,1,2,41,42,83
UYUNI,consulta externa,personas de 10 a 20 anos,2008-07-01,90,140,13,17,103,157,260
VACAS,consulta externa,personas de 10 a 20 anos,2008-07-01,34,37,0,4,34,41,75
VALLEGRANDE,consulta externa,personas de 10 a 20 anos,2008-07-01,120,156,42,45,162,201,363
VIACHA,consulta externa,personas de 10 a 20 anos,2008-07-01,134,192,34,45,168,237,405
VILA VILA,consulta externa,personas de 10 a 20 anos,2008-07-01,7,17,0,1,7,18,25
VILLA MONTES,consulta externa,personas de 10 a 20 anos,2008-07-01,238,384,21,26,259,410,669
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 20 anos,2008-07-01,19,19,1,0,20,19,39
VILLA RIVERO,consulta externa,personas de 10 a 20 anos,2008-07-01,12,25,0,2,12,27,39
VILLA SERRANO,consulta externa,personas de 10 a 20 anos,2008-07-01,46,76,1,0,47,76,123
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2008-07-01,257,602,7,35,264,637,901
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2008-07-01,75,130,1,5,76,135,211
VILLAZON,consulta externa,personas de 10 a 20 anos,2008-07-01,156,462,52,92,208,554,762
VINTO,consulta externa,personas de 10 a 20 anos,2008-07-01,40,63,14,30,54,93,147
VITICHI,consulta externa,personas de 10 a 20 anos,2008-07-01,47,90,0,2,47,92,139
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2008-07-01,18,16,3,0,21,16,37
WARNES,consulta externa,personas de 10 a 20 anos,2008-07-01,180,321,3,44,183,365,548
YACO,consulta externa,personas de 10 a 20 anos,2008-07-01,59,67,2,2,61,69,130
YACUIBA,consulta externa,personas de 10 a 20 anos,2008-07-01,787,1369,130,177,917,1546,2463
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2008-07-01,54,45,3,6,57,51,108
YANACACHI,consulta externa,personas de 10 a 20 anos,2008-07-01,24,32,5,3,29,35,64
YAPACANI,consulta externa,personas de 10 a 20 anos,2008-07-01,182,226,15,22,197,248,445
YOCALLA,consulta externa,personas de 10 a 20 anos,2008-07-01,48,72,2,6,50,78,128
YOTALA,consulta externa,personas de 10 a 20 anos,2008-07-01,36,67,3,13,39,80,119
YUNCHARA,consulta externa,personas de 10 a 20 anos,2008-07-01,71,133,1,4,72,137,209
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2008-07-01,162,254,0,3,162,257,419
ACACIO,consulta externa,personas de 10 a 20 anos,2008-08-01,32,40,0,1,32,41,73
ACHACACHI,consulta externa,personas de 10 a 20 anos,2008-08-01,155,177,10,18,165,195,360
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2008-08-01,12,19,4,1,16,20,36
AIQUILE,consulta externa,personas de 10 a 20 anos,2008-08-01,96,154,3,16,99,170,269
ALALAY,consulta externa,personas de 10 a 20 anos,2008-08-01,4,2,0,0,4,2,6
ALCALA,consulta externa,personas de 10 a 20 anos,2008-08-01,76,76,1,3,77,79,156
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2008-08-01,28,61,0,6,28,67,95
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2008-08-01,11,23,2,0,13,23,36
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2008-08-01,17,15,2,4,19,19,38
ANZALDO,consulta externa,personas de 10 a 20 anos,2008-08-01,28,41,0,0,28,41,69
APOLO,consulta externa,personas de 10 a 20 anos,2008-08-01,62,98,2,8,64,106,170
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2008-08-01,24,26,0,1,24,27,51
ARANI,consulta externa,personas de 10 a 20 anos,2008-08-01,9,14,0,4,9,18,27
ARBIETO,consulta externa,personas de 10 a 20 anos,2008-08-01,14,27,2,1,16,28,44
ARQUE,consulta externa,personas de 10 a 20 anos,2008-08-01,19,55,0,0,19,55,74
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 20 anos,2008-08-01,59,71,21,11,80,82,162
ATOCHA,consulta externa,personas de 10 a 20 anos,2008-08-01,205,251,40,59,245,310,555
AUCAPATA,consulta externa,personas de 10 a 20 anos,2008-08-01,36,49,0,0,36,49,85
AYATA,consulta externa,personas de 10 a 20 anos,2008-08-01,52,47,0,2,52,49,101
AYO AYO,consulta externa,personas de 10 a 20 anos,2008-08-01,35,23,0,0,35,23,58
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2008-08-01,82,138,5,8,87,146,233
AZURDUY,consulta externa,personas de 10 a 20 anos,2008-08-01,32,74,0,0,32,74,106
BATALLAS,consulta externa,personas de 10 a 20 anos,2008-08-01,39,53,3,0,42,53,95
BAURES,consulta externa,personas de 10 a 20 anos,2008-08-01,28,35,5,2,33,37,70
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2008-08-01,4,8,0,1,4,9,13
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2008-08-01,33,29,2,2,35,31,66
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2008-08-01,7,19,0,0,7,19,26
BERMEJO,consulta externa,personas de 10 a 20 anos,2008-08-01,520,577,25,28,545,605,1150
BETANZOS,consulta externa,personas de 10 a 20 anos,2008-08-01,178,249,3,5,181,254,435
BOLIVAR,consulta externa,personas de 10 a 20 anos,2008-08-01,10,18,0,0,10,18,28
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2008-08-01,23,21,18,2,41,23,64
BOYUIBE,consulta externa,personas de 10 a 20 anos,2008-08-01,26,30,2,4,28,34,62
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2008-08-01,60,85,4,2,64,87,151
CABEZAS,consulta externa,personas de 10 a 20 anos,2008-08-01,94,121,0,13,94,134,228
CAIROMA,consulta externa,personas de 10 a 20 anos,2008-08-01,54,80,1,1,55,81,136
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2008-08-01,136,149,22,8,158,157,315
CAJUATA,consulta externa,personas de 10 a 20 anos,2008-08-01,37,63,0,7,37,70,107
CALACOTO,consulta externa,personas de 10 a 20 anos,2008-08-01,21,29,0,0,21,29,50
CALAMARCA,consulta externa,personas de 10 a 20 anos,2008-08-01,40,44,4,2,44,46,90
CAMARGO,consulta externa,personas de 10 a 20 anos,2008-08-01,45,77,1,0,46,77,123
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2008-08-01,28,43,7,5,35,48,83
CAMIRI,consulta externa,personas de 10 a 20 anos,2008-08-01,299,459,35,114,334,573,907
CAPINOTA,consulta externa,personas de 10 a 20 anos,2008-08-01,85,126,59,108,144,234,378
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2008-08-01,39,40,0,0,39,40,79
CARACOLLO,consulta externa,personas de 10 a 20 anos,2008-08-01,87,85,0,4,87,89,176
CARANAVI,consulta externa,personas de 10 a 20 anos,2008-08-01,267,321,1,6,268,327,595
CARANGAS,consulta externa,personas de 10 a 20 anos,2008-08-01,1,2,0,0,1,2,3
CARAPARI,consulta externa,personas de 10 a 20 anos,2008-08-01,453,501,0,4,453,505,958
CARIPUYO,consulta externa,personas de 10 a 20 anos,2008-08-01,22,16,0,0,22,16,38
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2008-08-01,12,17,2,1,14,18,32
CATACORA,consulta externa,personas de 10 a 20 anos,2008-08-01,11,12,1,0,12,12,24
CHACARILLA,consulta externa,personas de 10 a 20 anos,2008-08-01,2,5,1,0,3,5,8
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2008-08-01,67,148,4,6,71,154,225
CHAQUI,consulta externa,personas de 10 a 20 anos,2008-08-01,57,51,2,0,59,51,110
CHARAGUA,consulta externa,personas de 10 a 20 anos,2008-08-01,82,106,2,4,84,110,194
CHARAÑA,consulta externa,personas de 10 a 20 anos,2008-08-01,16,10,3,0,19,10,29
CHAYANTA,consulta externa,personas de 10 a 20 anos,2008-08-01,61,78,0,0,61,78,139
CHIMORE,consulta externa,personas de 10 a 20 anos,2008-08-01,45,68,3,7,48,75,123
CHIPAYA,consulta externa,personas de 10 a 20 anos,2008-08-01,2,15,0,0,2,15,17
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2008-08-01,8,9,0,0,8,9,17
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2008-08-01,45,63,15,14,60,77,137
CHUMA,consulta externa,personas de 10 a 20 anos,2008-08-01,77,76,1,26,78,102,180
CLIZA,consulta externa,personas de 10 a 20 anos,2008-08-01,27,56,0,4,27,60,87
COBIJA,consulta externa,personas de 10 a 20 anos,2008-08-01,275,549,15,113,290,662,952
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2008-08-01,5090,6358,2698,3832,7788,10190,17978
COIPASA,consulta externa,personas de 10 a 20 anos,2008-08-01,7,14,1,1,8,15,23
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2008-08-01,133,95,141,59,274,154,428
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2008-08-01,62,72,3,0,65,72,137
COLLANA,consulta externa,personas de 10 a 20 anos,2008-08-01,5,17,1,2,6,19,25
COLOMI,consulta externa,personas de 10 a 20 anos,2008-08-01,34,48,5,2,39,50,89
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2008-08-01,15,36,1,14,16,50,66
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2008-08-01,112,159,0,0,112,159,271
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2008-08-01,68,69,7,6,75,75,150
COLQUIRI,consulta externa,personas de 10 a 20 anos,2008-08-01,67,86,0,4,67,90,157
COMANCHE,consulta externa,personas de 10 a 20 anos,2008-08-01,15,25,0,0,15,25,40
COMARAPA,consulta externa,personas de 10 a 20 anos,2008-08-01,126,153,10,14,136,167,303
COMBAYA,consulta externa,personas de 10 a 20 anos,2008-08-01,9,16,1,0,10,16,26
CONCEPCION,consulta externa,personas de 10 a 20 anos,2008-08-01,21,29,1,0,22,29,51
COPACABANA,consulta externa,personas de 10 a 20 anos,2008-08-01,34,46,0,0,34,46,80
CORIPATA,consulta externa,personas de 10 a 20 anos,2008-08-01,65,71,7,2,72,73,145
CORO CORO,consulta externa,personas de 10 a 20 anos,2008-08-01,20,45,0,2,20,47,67
COROICO,consulta externa,personas de 10 a 20 anos,2008-08-01,67,105,12,20,79,125,204
CORQUE,consulta externa,personas de 10 a 20 anos,2008-08-01,43,48,3,4,46,52,98
COTAGAITA,consulta externa,personas de 10 a 20 anos,2008-08-01,223,251,7,21,230,272,502
COTOCA,consulta externa,personas de 10 a 20 anos,2008-08-01,100,188,14,13,114,201,315
CUATRO CAÑADAS,consulta externa,personas de 10 a 20 anos,2008-08-01,107,179,1,6,108,185,293
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2008-08-01,7,5,0,1,7,6,13
CUEVO,consulta externa,personas de 10 a 20 anos,2008-08-01,28,36,1,2,29,38,67
CULPINA,consulta externa,personas de 10 a 20 anos,2008-08-01,66,107,0,0,66,107,173
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2008-08-01,22,39,1,1,23,40,63
CURVA,consulta externa,personas de 10 a 20 anos,2008-08-01,11,12,0,0,11,12,23
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2008-08-01,16,18,0,8,16,26,42
EL ALTO,consulta externa,personas de 10 a 20 anos,2008-08-01,3435,5013,1419,1860,4854,6873,11727
EL CHORO,consulta externa,personas de 10 a 20 anos,2008-08-01,24,32,0,2,24,34,58
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2008-08-01,66,111,2,0,68,111,179
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2008-08-01,109,189,2,14,111,203,314
EL TORNO,consulta externa,personas de 10 a 20 anos,2008-08-01,242,336,29,34,271,370,641
EL VILLAR,consulta externa,personas de 10 a 20 anos,2008-08-01,42,36,0,0,42,36,78
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-08-01,87,81,4,5,91,86,177
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-08-01,332,444,8,8,340,452,792
