,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS REPETIDAS,PERSONAS DE 21 A 59 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
ARQUE,consulta externa,personas de 21 a 59 anos,2008-07-01,56,149,0,2,56,151,207
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2008-07-01,133,195,51,38,184,233,417
ATOCHA,consulta externa,personas de 21 a 59 anos,2008-07-01,719,841,228,261,947,1102,2049
AUCAPATA,consulta externa,personas de 21 a 59 anos,2008-07-01,72,81,4,1,76,82,158
AYATA,consulta externa,personas de 21 a 59 anos,2008-07-01,88,172,3,4,91,176,267
AYO AYO,consulta externa,personas de 21 a 59 anos,2008-07-01,35,64,1,1,36,65,101
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2008-07-01,238,369,6,12,244,381,625
AZURDUY,consulta externa,personas de 21 a 59 anos,2008-07-01,250,498,3,1,253,499,752
BATALLAS,consulta externa,personas de 21 a 59 anos,2008-07-01,64,152,4,5,68,157,225
BAURES,consulta externa,personas de 21 a 59 anos,2008-07-01,68,117,25,24,93,141,234
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-07-01,24,38,1,1,25,39,64
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2008-07-01,16,28,4,1,20,29,49
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2008-07-01,53,45,1,0,54,45,99
BERMEJO,consulta externa,personas de 21 a 59 anos,2008-07-01,1029,2033,101,205,1130,2238,3368
BETANZOS,consulta externa,personas de 21 a 59 anos,2008-07-01,395,692,19,59,414,751,1165
BOLIVAR,consulta externa,personas de 21 a 59 anos,2008-07-01,44,53,0,0,44,53,97
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2008-07-01,32,42,1,2,33,44,77
BOYUIBE,consulta externa,personas de 21 a 59 anos,2008-07-01,55,122,9,15,64,137,201
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-07-01,134,233,29,41,163,274,437
CABEZAS,consulta externa,personas de 21 a 59 anos,2008-07-01,308,367,60,55,368,422,790
CAIROMA,consulta externa,personas de 21 a 59 anos,2008-07-01,132,159,5,4,137,163,300
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2008-07-01,319,467,27,54,346,521,867
CAJUATA,consulta externa,personas de 21 a 59 anos,2008-07-01,135,190,7,20,142,210,352
CALACOTO,consulta externa,personas de 21 a 59 anos,2008-07-01,54,102,0,4,54,106,160
CALAMARCA,consulta externa,personas de 21 a 59 anos,2008-07-01,52,112,4,13,56,125,181
CAMARGO,consulta externa,personas de 21 a 59 anos,2008-07-01,334,743,6,19,340,762,1102
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2008-07-01,101,187,8,18,109,205,314
CAMIRI,consulta externa,personas de 21 a 59 anos,2008-07-01,720,1673,82,345,802,2018,2820
CAPINOTA,consulta externa,personas de 21 a 59 anos,2008-07-01,130,395,46,85,176,480,656
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2008-07-01,54,111,1,0,55,111,166
CARACOLLO,consulta externa,personas de 21 a 59 anos,2008-07-01,109,137,6,6,115,143,258
CARANAVI,consulta externa,personas de 21 a 59 anos,2008-07-01,664,999,7,26,671,1025,1696
CARANGAS,consulta externa,personas de 21 a 59 anos,2008-07-01,2,3,0,0,2,3,5
CARAPARI,consulta externa,personas de 21 a 59 anos,2008-07-01,417,664,1,3,418,667,1085
CARIPUYO,consulta externa,personas de 21 a 59 anos,2008-07-01,44,79,1,1,45,80,125
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2008-07-01,54,48,4,5,58,53,111
CATACORA,consulta externa,personas de 21 a 59 anos,2008-07-01,16,32,0,5,16,37,53
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2008-07-01,652,874,23,29,675,903,1578
CHAQUI,consulta externa,personas de 21 a 59 anos,2008-07-01,91,172,1,6,92,178,270
CHARAGUA,consulta externa,personas de 21 a 59 anos,2008-07-01,151,360,6,24,157,384,541
CHARAÑA,consulta externa,personas de 21 a 59 anos,2008-07-01,42,50,4,0,46,50,96
CHAYANTA,consulta externa,personas de 21 a 59 anos,2008-07-01,112,312,4,7,116,319,435
CHIMORE,consulta externa,personas de 21 a 59 anos,2008-07-01,105,166,4,17,109,183,292
CHIPAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,11,25,0,1,11,26,37
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2008-07-01,10,27,0,0,10,27,37
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2008-07-01,142,198,55,46,197,244,441
CHUMA,consulta externa,personas de 21 a 59 anos,2008-07-01,150,177,1,1,151,178,329
CLIZA,consulta externa,personas de 21 a 59 anos,2008-07-01,54,103,12,8,66,111,177
COBIJA,consulta externa,personas de 21 a 59 anos,2008-07-01,1183,1745,474,798,1657,2543,4200
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2008-07-01,12198,24057,8244,18287,20442,42344,62786
COIPASA,consulta externa,personas de 21 a 59 anos,2008-07-01,29,37,4,1,33,38,71
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2008-07-01,329,511,380,311,709,822,1531
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2008-07-01,116,228,6,7,122,235,357
COLLANA,consulta externa,personas de 21 a 59 anos,2008-07-01,17,31,5,11,22,42,64
COLOMI,consulta externa,personas de 21 a 59 anos,2008-07-01,73,132,1,8,74,140,214
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2008-07-01,268,261,83,124,351,385,736
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2008-07-01,218,483,2,3,220,486,706
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2008-07-01,91,185,5,11,96,196,292
COLQUIRI,consulta externa,personas de 21 a 59 anos,2008-07-01,204,358,6,14,210,372,582
COMANCHE,consulta externa,personas de 21 a 59 anos,2008-07-01,23,40,1,1,24,41,65
COMARAPA,consulta externa,personas de 21 a 59 anos,2008-07-01,49,119,6,14,55,133,188
COMBAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,14,32,0,0,14,32,46
CONCEPCION,consulta externa,personas de 21 a 59 anos,2008-07-01,64,100,5,6,69,106,175
COPACABANA,consulta externa,personas de 21 a 59 anos,2008-07-01,83,188,2,1,85,189,274
CORIPATA,consulta externa,personas de 21 a 59 anos,2008-07-01,97,186,7,10,104,196,300
CORO CORO,consulta externa,personas de 21 a 59 anos,2008-07-01,85,121,5,2,90,123,213
COROICO,consulta externa,personas de 21 a 59 anos,2008-07-01,187,317,37,87,224,404,628
CORQUE,consulta externa,personas de 21 a 59 anos,2008-07-01,74,112,1,3,75,115,190
COTAGAITA,consulta externa,personas de 21 a 59 anos,2008-07-01,519,901,27,29,546,930,1476
COTOCA,consulta externa,personas de 21 a 59 anos,2008-07-01,235,768,25,41,260,809,1069
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2008-07-01,147,293,10,18,157,311,468
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2008-07-01,21,15,1,1,22,16,38
CUEVO,consulta externa,personas de 21 a 59 anos,2008-07-01,59,90,2,4,61,94,155
CULPINA,consulta externa,personas de 21 a 59 anos,2008-07-01,197,421,12,28,209,449,658
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2008-07-01,63,93,1,2,64,95,159
CURVA,consulta externa,personas de 21 a 59 anos,2008-07-01,25,40,0,1,25,41,66
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2008-07-01,49,67,4,1,53,68,121
EL ALTO,consulta externa,personas de 21 a 59 anos,2008-07-01,5484,13188,3234,6958,8718,20146,28864
EL CHORO,consulta externa,personas de 21 a 59 anos,2008-07-01,47,87,1,3,48,90,138
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2008-07-01,103,207,3,2,106,209,315
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2008-07-01,281,597,1,27,282,624,906
EL TORNO,consulta externa,personas de 21 a 59 anos,2008-07-01,909,1830,112,168,1021,1998,3019
EL VILLAR,consulta externa,personas de 21 a 59 anos,2008-07-01,109,197,0,0,109,197,306
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-07-01,185,211,26,17,211,228,439
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-07-01,589,1056,18,37,607,1093,1700
ESCARA,consulta externa,personas de 21 a 59 anos,2008-07-01,0,4,0,0,0,4,4
ESMERALDA,consulta externa,personas de 21 a 59 anos,2008-07-01,2,0,0,1,2,1,3
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2008-07-01,22,63,3,1,25,64,89
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2008-07-01,15,16,0,4,15,20,35
EXALTACION,consulta externa,personas de 21 a 59 anos,2008-07-01,18,37,2,4,20,41,61
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2008-07-01,124,202,2,3,126,205,331
FILADELFIA,consulta externa,personas de 21 a 59 anos,2008-07-01,81,123,2,4,83,127,210
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2008-07-01,129,254,0,2,129,256,385
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2008-07-01,100,144,6,4,106,148,254
GUANAY,consulta externa,personas de 21 a 59 anos,2008-07-01,59,159,2,11,61,170,231
GUAQUI,consulta externa,personas de 21 a 59 anos,2008-07-01,45,71,3,7,48,78,126
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2008-07-01,1279,2091,179,310,1458,2401,3859
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2008-07-01,181,346,0,10,181,356,537
HUACARETA,consulta externa,personas de 21 a 59 anos,2008-07-01,206,374,20,51,226,425,651
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2008-07-01,60,132,0,16,60,148,208
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2008-07-01,72,108,14,11,86,119,205
HUANUNI,consulta externa,personas de 21 a 59 anos,2008-07-01,421,564,245,216,666,780,1446
HUARACAJE,consulta externa,personas de 21 a 59 anos,2008-07-01,37,57,4,0,41,57,98
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2008-07-01,26,38,1,0,27,38,65
ICHOCA,consulta externa,personas de 21 a 59 anos,2008-07-01,35,62,5,5,40,67,107
ICLA,consulta externa,personas de 21 a 59 anos,2008-07-01,129,236,5,18,134,254,388
INCAHUASI,consulta externa,personas de 21 a 59 anos,2008-07-01,262,862,2,6,264,868,1132
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2008-07-01,9,29,0,0,9,29,38
INQUISIVI,consulta externa,personas de 21 a 59 anos,2008-07-01,109,175,2,0,111,175,286
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2008-07-01,154,283,11,12,165,295,460
IXIAMAS,consulta externa,personas de 21 a 59 anos,2008-07-01,75,133,3,6,78,139,217
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-07-01,81,243,3,18,84,261,345
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2008-07-01,259,391,6,6,265,397,662
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2008-07-01,266,839,26,75,292,914,1206
LA PAZ,consulta externa,personas de 21 a 59 anos,2008-07-01,19820,37606,12508,30063,32328,67669,99997
LA RIVERA,consulta externa,personas de 21 a 59 anos,2008-07-01,5,9,0,0,5,9,14
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2008-07-01,100,124,4,5,104,129,233
LAJA,consulta externa,personas de 21 a 59 anos,2008-07-01,74,131,14,18,88,149,237
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2008-07-01,59,168,8,16,67,184,251
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2008-07-01,24,42,4,0,28,42,70
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2008-07-01,234,614,11,23,245,637,882
LLICA,consulta externa,personas de 21 a 59 anos,2008-07-01,100,126,5,6,105,132,237
LORETO,consulta externa,personas de 21 a 59 anos,2008-07-01,59,112,1,0,60,112,172
LURIBAY,consulta externa,personas de 21 a 59 anos,2008-07-01,145,242,11,28,156,270,426
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2008-07-01,69,91,17,13,86,104,190
MACHARETI,consulta externa,personas de 21 a 59 anos,2008-07-01,179,362,4,45,183,407,590
MAGDALENA,consulta externa,personas de 21 a 59 anos,2008-07-01,71,130,36,117,107,247,354
MAIRANA,consulta externa,personas de 21 a 59 anos,2008-07-01,84,171,1,5,85,176,261
MALLA,consulta externa,personas de 21 a 59 anos,2008-07-01,18,31,0,2,18,33,51
MAPIRI,consulta externa,personas de 21 a 59 anos,2008-07-01,118,189,3,17,121,206,327
MECAPACA,consulta externa,personas de 21 a 59 anos,2008-07-01,109,175,17,11,126,186,312
MINEROS,consulta externa,personas de 21 a 59 anos,2008-07-01,67,154,0,22,67,176,243
MIZQUE,consulta externa,personas de 21 a 59 anos,2008-07-01,73,151,10,5,83,156,239
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2008-07-01,155,327,6,9,161,336,497
MOJINETE,consulta externa,personas de 21 a 59 anos,2008-07-01,20,26,3,1,23,27,50
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2008-07-01,128,328,2,51,130,379,509
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2008-07-01,792,1526,59,182,851,1708,2559
MONTERO,consulta externa,personas de 21 a 59 anos,2008-07-01,1754,3454,346,1244,2100,4698,6798
MORO MORO,consulta externa,personas de 21 a 59 anos,2008-07-01,21,38,0,2,21,40,61
MOROCHATA,consulta externa,personas de 21 a 59 anos,2008-07-01,86,222,5,52,91,274,365
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2008-07-01,98,82,5,6,103,88,191
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2008-07-01,4,7,0,2,4,9,13
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2008-07-01,54,47,5,6,59,53,112
OCURI,consulta externa,personas de 21 a 59 anos,2008-07-01,140,339,7,19,147,358,505
OKINAWA,consulta externa,personas de 21 a 59 anos,2008-07-01,201,469,7,17,208,486,694
OMEREQUE,consulta externa,personas de 21 a 59 anos,2008-07-01,65,121,4,8,69,129,198
ORURO,consulta externa,personas de 21 a 59 anos,2008-07-01,5844,9650,1568,3935,7412,13585,20997
PADCAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,520,951,23,25,543,976,1519
PADILLA,consulta externa,personas de 21 a 59 anos,2008-07-01,257,503,11,29,268,532,800
PAILON,consulta externa,personas de 21 a 59 anos,2008-07-01,163,263,0,13,163,276,439
PALCA,consulta externa,personas de 21 a 59 anos,2008-07-01,77,114,1,2,78,116,194
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2008-07-01,388,414,14,20,402,434,836
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2008-07-01,27,27,1,0,28,27,55
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2008-07-01,57,129,0,2,57,131,188
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2008-07-01,70,101,1,1,71,102,173
PASORAPA,consulta externa,personas de 21 a 59 anos,2008-07-01,53,84,0,1,53,85,138
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,286,361,1,2,287,363,650
PAZÑA,consulta externa,personas de 21 a 59 anos,2008-07-01,64,131,13,16,77,147,224
PELECHUCO,consulta externa,personas de 21 a 59 anos,2008-07-01,110,122,9,0,119,122,241
POCOATA,consulta externa,personas de 21 a 59 anos,2008-07-01,132,301,1,1,133,302,435
POCONA,consulta externa,personas de 21 a 59 anos,2008-07-01,126,159,7,0,133,159,292
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2008-07-01,75,101,1,3,76,104,180
POOPO,consulta externa,personas de 21 a 59 anos,2008-07-01,83,93,10,13,93,106,199
PORCO,consulta externa,personas de 21 a 59 anos,2008-07-01,88,120,3,2,91,122,213
POROMA,consulta externa,personas de 21 a 59 anos,2008-07-01,319,599,4,9,323,608,931
PORONGO,consulta externa,personas de 21 a 59 anos,2008-07-01,79,153,3,13,82,166,248
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2008-07-01,361,495,76,63,437,558,995
PORVENIR,consulta externa,personas de 21 a 59 anos,2008-07-01,59,66,6,6,65,72,137
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2008-07-01,39,55,1,0,40,55,95
POTOSI,consulta externa,personas de 21 a 59 anos,2008-07-01,3436,7693,1155,2188,4591,9881,14472
PRESTO,consulta externa,personas de 21 a 59 anos,2008-07-01,128,329,2,5,130,334,464
PUCARA,consulta externa,personas de 21 a 59 anos,2008-07-01,28,75,1,4,29,79,108
PUCARANI,consulta externa,personas de 21 a 59 anos,2008-07-01,72,197,5,7,77,204,281
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2008-07-01,197,301,3,14,200,315,515
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2008-07-01,200,161,34,9,234,170,404
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2008-07-01,61,82,2,1,63,83,146
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2008-07-01,71,67,1,0,72,67,139
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2008-07-01,444,413,16,19,460,432,892
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2008-07-01,87,109,0,3,87,112,199
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2008-07-01,14,29,2,8,16,37,53
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2008-07-01,354,504,30,72,384,576,960
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2008-07-01,427,922,36,211,463,1133,1596
PUNA,consulta externa,personas de 21 a 59 anos,2008-07-01,454,777,6,35,460,812,1272
PUNATA,consulta externa,personas de 21 a 59 anos,2008-07-01,173,420,38,158,211,578,789
QUIABAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,28,44,0,2,28,46,74
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2008-07-01,622,1251,293,781,915,2032,2947
QUIME,consulta externa,personas de 21 a 59 anos,2008-07-01,416,161,41,4,457,165,622
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2008-07-01,23,50,1,2,24,52,76
RAVELO,consulta externa,personas de 21 a 59 anos,2008-07-01,146,335,0,2,146,337,483
REYES,consulta externa,personas de 21 a 59 anos,2008-07-01,85,169,18,29,103,198,301
RIBERALTA,consulta externa,personas de 21 a 59 anos,2008-07-01,737,1891,42,377,779,2268,3047
ROBORE,consulta externa,personas de 21 a 59 anos,2008-07-01,350,732,56,142,406,874,1280
RURRENABAQUE,consulta externa,personas de 21 a 59 anos,2008-07-01,214,411,16,47,230,458,688
SABAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,79,90,1,3,80,93,173
SACABA,consulta externa,personas de 21 a 59 anos,2008-07-01,768,1352,335,685,1103,2037,3140
SACABAMBA,consulta externa,personas de 21 a 59 anos,2008-07-01,37,44,5,2,42,46,88
SACACA,consulta externa,personas de 21 a 59 anos,2008-07-01,133,351,12,23,145,374,519
SAIPINA,consulta externa,personas de 21 a 59 anos,2008-07-01,22,34,0,0,22,34,56
SALINAS DE GARCI MENDOZA,consulta externa,personas de 21 a 59 anos,2008-07-01,84,146,2,2,86,148,234
SAMAIPATA,consulta externa,personas de 21 a 59 anos,2008-07-01,78,137,2,5,80,142,222
SAN AGUSTIN,consulta externa,personas de 21 a 59 anos,2008-07-01,22,59,1,4,23,63,86
SAN ANDRES,consulta externa,personas de 21 a 59 anos,2008-07-01,92,177,8,23,100,200,300
SAN ANDRES DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-07-01,82,137,4,4,86,141,227
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 21 a 59 anos,2008-07-01,33,61,6,3,39,64,103
SAN ANTONIO DE LOMERIO,consulta externa,personas de 21 a 59 anos,2008-07-01,19,35,0,1,19,36,55
SAN BENITO,consulta externa,personas de 21 a 59 anos,2008-07-01,61,103,6,67,67,170,237
SAN BORJA,consulta externa,personas de 21 a 59 anos,2008-07-01,230,627,45,239,275,866,1141
SAN BUENA VENTURA,consulta externa,personas de 21 a 59 anos,2008-07-01,261,384,14,27,275,411,686
SAN CARLOS,consulta externa,personas de 21 a 59 anos,2008-07-01,507,1110,12,123,519,1233,1752
SAN IGNACIO,consulta externa,personas de 21 a 59 anos,2008-07-01,390,631,40,71,430,702,1132
SAN IGNACIO DE VELASCO,consulta externa,personas de 21 a 59 anos,2008-07-01,587,1161,53,132,640,1293,1933
SAN JAVIER(BNI),consulta externa,personas de 21 a 59 anos,2008-07-01,38,59,1,0,39,59,98
SAN JAVIER(STC),consulta externa,personas de 21 a 59 anos,2008-07-01,131,276,2,102,133,378,511
SAN JOAQUIN,consulta externa,personas de 21 a 59 anos,2008-07-01,47,101,5,2,52,103,155
SAN JOSE DE CHIQUITOS,consulta externa,personas de 21 a 59 anos,2008-07-01,297,520,24,54,321,574,895
SAN JUAN DE YAPACANI,consulta externa,personas de 21 a 59 anos,2008-07-01,252,161,74,92,326,253,579
SAN JULIAN,consulta externa,personas de 21 a 59 anos,2008-07-01,652,978,9,111,661,1089,1750
SAN LORENZO(PND),consulta externa,personas de 21 a 59 anos,2008-07-01,13,10,0,0,13,10,23
SAN LORENZO(TJA),consulta externa,personas de 21 a 59 anos,2008-07-01,367,892,7,51,374,943,1317
SAN LUCAS,consulta externa,personas de 21 a 59 anos,2008-07-01,530,1234,20,32,550,1266,1816
SAN MATIAS,consulta externa,personas de 21 a 59 anos,2008-07-01,144,235,0,19,144,254,398
SAN MIGUEL DE VELASCO,consulta externa,personas de 21 a 59 anos,2008-07-01,117,218,25,73,142,291,433
SAN PABLO DE LIPEZ,consulta externa,personas de 21 a 59 anos,2008-07-01,74,139,8,21,82,160,242
SAN PEDRO,consulta externa,personas de 21 a 59 anos,2008-07-01,261,524,13,44,274,568,842
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-07-01,205,467,4,1,209,468,677
SAN PEDRO DE CURAHUARA,consulta externa,personas de 21 a 59 anos,2008-07-01,59,64,5,2,64,66,130
SAN PEDRO DE QUEMES,consulta externa,personas de 21 a 59 anos,2008-07-01,7,20,1,1,8,21,29
SAN PEDRO DE TIQUINA,consulta externa,personas de 21 a 59 anos,2008-07-01,38,39,3,2,41,41,82
SAN PEDRO(PND),consulta externa,personas de 21 a 59 anos,2008-07-01,7,6,0,0,7,6,13
SAN RAFAEL,consulta externa,personas de 21 a 59 anos,2008-07-01,95,106,4,11,99,117,216
SAN RAMON,consulta externa,personas de 21 a 59 anos,2008-07-01,127,260,19,198,146,458,604
SAN RAMON,consulta externa,personas de 21 a 59 anos,2008-07-01,207,288,208,207,415,495,910
SANTA ANA,consulta externa,personas de 21 a 59 anos,2008-07-01,55,155,28,52,83,207,290
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 21 a 59 anos,2008-07-01,15317,30831,5236,12509,20553,43340,63893
SANTA ROSA,consulta externa,personas de 21 a 59 anos,2008-07-01,123,199,7,7,130,206,336
SANTA ROSA DEL SARA,consulta externa,personas de 21 a 59 anos,2008-07-01,159,269,1,10,160,279,439
SANTIAGO DE CALLAPA,consulta externa,personas de 21 a 59 anos,2008-07-01,23,46,0,0,23,46,69
SANTIAGO DE HUARI,consulta externa,personas de 21 a 59 anos,2008-07-01,91,183,9,15,100,198,298
SANTIAGO DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-07-01,27,46,2,0,29,46,75
SANTIVAÑES,consulta externa,personas de 21 a 59 anos,2008-07-01,29,81,4,2,33,83,116
SANTUARIO DE QUILLACAS,consulta externa,personas de 21 a 59 anos,2008-07-01,20,23,1,2,21,25,46
SAPAHAQUI,consulta externa,personas de 21 a 59 anos,2008-07-01,79,80,5,3,84,83,167
SENA,consulta externa,personas de 21 a 59 anos,2008-07-01,20,42,0,0,20,42,62
SICA SICA (VILLA AROMA),consulta externa,personas de 21 a 59 anos,2008-07-01,112,190,3,5,115,195,310
SICAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,17,21,0,0,17,21,38
SIPE SIPE,consulta externa,personas de 21 a 59 anos,2008-07-01,51,238,9,110,60,348,408
SOPACHUY,consulta externa,personas de 21 a 59 anos,2008-07-01,149,257,1,4,150,261,411
SORACACHI,consulta externa,personas de 21 a 59 anos,2008-07-01,47,52,0,1,47,53,100
SORATA,consulta externa,personas de 21 a 59 anos,2008-07-01,167,234,3,6,170,240,410
SUCRE,consulta externa,personas de 21 a 59 anos,2008-07-01,9014,16161,3954,5257,12968,21418,34386
TACACHI,consulta externa,personas de 21 a 59 anos,2008-07-01,10,32,1,1,11,33,44
TACACOMA,consulta externa,personas de 21 a 59 anos,2008-07-01,63,86,3,13,66,99,165
TACOBAMBA,consulta externa,personas de 21 a 59 anos,2008-07-01,75,112,2,1,77,113,190
TACOPAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,33,103,1,0,34,103,137
TAHUA,consulta externa,personas de 21 a 59 anos,2008-07-01,27,39,0,3,27,42,69
TAPACARI,consulta externa,personas de 21 a 59 anos,2008-07-01,101,314,2,23,103,337,440
TARABUCO,consulta externa,personas de 21 a 59 anos,2008-07-01,235,424,34,57,269,481,750
TARACO,consulta externa,personas de 21 a 59 anos,2008-07-01,41,55,0,0,41,55,96
TARATA,consulta externa,personas de 21 a 59 anos,2008-07-01,36,51,3,1,39,52,91
TARIJA,consulta externa,personas de 21 a 59 anos,2008-07-01,8324,8411,2615,3112,10939,11523,22462
TARVITA,consulta externa,personas de 21 a 59 anos,2008-07-01,244,789,2,21,246,810,1056
TEOPONTE,consulta externa,personas de 21 a 59 anos,2008-07-01,86,118,5,14,91,132,223
TIAWANACU,consulta externa,personas de 21 a 59 anos,2008-07-01,62,114,12,8,74,122,196
TINGUIPAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,120,348,2,0,122,348,470
TIPUANI,consulta externa,personas de 21 a 59 anos,2008-07-01,50,111,9,0,59,111,170
TIQUIPAYA,consulta externa,personas de 21 a 59 anos,2008-07-01,169,586,20,227,189,813,1002
TIRAQUE (CBBA),consulta externa,personas de 21 a 59 anos,2008-07-01,227,501,22,104,249,605,854
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 21 a 59 anos,2008-07-01,13,36,1,2,14,38,52
TOCO,consulta externa,personas de 21 a 59 anos,2008-07-01,20,50,2,5,22,55,77
TODOS SANTOS,consulta externa,personas de 21 a 59 anos,2008-07-01,6,6,0,0,6,6,12
TOLATA,consulta externa,personas de 21 a 59 anos,2008-07-01,20,16,2,11,22,27,49
TOLEDO,consulta externa,personas de 21 a 59 anos,2008-07-01,84,127,4,5,88,132,220
TOMAVE,consulta externa,personas de 21 a 59 anos,2008-07-01,147,321,8,15,155,336,491
TOMINA,consulta externa,personas de 21 a 59 anos,2008-07-01,164,474,8,4,172,478,650
TORO TORO,consulta externa,personas de 21 a 59 anos,2008-07-01,165,284,2,4,167,288,455
TOTORA(CBBA),consulta externa,personas de 21 a 59 anos,2008-07-01,29,80,1,4,30,84,114
TOTORA(ORR),consulta externa,personas de 21 a 59 anos,2008-07-01,45,53,1,1,46,54,100
TRIGAL,consulta externa,personas de 21 a 59 anos,2008-07-01,35,53,1,0,36,53,89
