,group,variable,month,TOTAL 20.1 DPT 5TA DOSIS CANTIDAD,TOTAL 20.1 DPT 5TA DOSIS CANTIDAD,TOTALES
TRINIDAD,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,39,5,44
TUPIZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,28,0,28
UNCIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,1,0,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,8,4,12
URUBICHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,1,0,1
UYUNI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,5,0,5
VACAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,1,4,5
VALLEGRANDE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,14,1,15
VIACHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,30,6,36
VILA VILA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,0,1,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,6,6,12
VILLA MONTES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,36,30,66
VILLA RIVERO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,3,1,4
VILLA SERRANO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,17,12,29
VILLA TUNARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,47,14,61
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,7,4,11
VILLAZON,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,53,15,68
VITICHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,4,0,4
WARNES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,73,13,86
YACUIBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,87,40,127
YAMPARAEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,2,0,2
YANACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,0,2,2
YOTALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,8,10,18
YUNCHARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,3,4,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-07-01,4,4,8
ACHACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,0,4
ACHOCALLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,5,7
AIQUILE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,12,20
ALCALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,4,7
ALTO BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
ANCORAIMES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,2,2
ANDAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,4,6
ANTEQUERA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
ANZALDO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
APOLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,2,2
ARANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,1,3
ARBIETO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,11,10,21
ARQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,19,1,20
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,3,3
AZURDUY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,1,3
BATALLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,10,18
BAURES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,0,5
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,0,3
BELEN DE URMIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,0,3
BELLA FLOR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,4,5
BERMEJO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,17,16,33
BETANZOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,20,0,20
BOLIVAR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,2,3
BOLPEBRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,6,8
BOYUIBE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
BUENA VISTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,0,5
CAIROMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,1,7
CALAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
CAMARGO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,8,12
CAMIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
CAPINOTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,15,8,23
CAQUIAVIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,1,3
CARACOLLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,11,6,17
CARANAVI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,43,15,58
CARAPARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,14,2,16
CARIPUYO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
CHACARILLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,7,7,14
CHARAGUA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,6,12
CHARAÑA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
CHIMORE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,0,5
CHIPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,3,7
CHUMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,17,21
CKOCHAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
CLIZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,11,8,19
COBIJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,34,1,35
COCAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,18,26
COCHABAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,138,111,249
COLCAPIRHUA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,14,11,25
"COLCHA ""K""",vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,1,3
COLOMI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,12,15,27
COLQUECHACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,8,11
COLQUIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,3,3
COMARAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,0,6
CONCEPCION,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,7,3,10
COPACABANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,20,21
CORIPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,2,7
CORO CORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
COROICO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
CORQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
COTAGAITA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,11,20
COTOCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,25,18,43
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,12,18
CUEVO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,4,5
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
EL ALTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,156,245,401
EL PUENTE(STC),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,10,7,17
EL PUENTE(TJA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,8,17
EL TORNO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,40,3,43
EL VILLAR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,3,7
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,18,10,28
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,2,10
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,1,10
FILADELFIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,6,7
GUANAY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,8,13
GUAQUI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,16,9,25
HUACARETA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,13,4,17
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,10,16
HUANUNI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,15,6,21
HUARINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,3,7
HUMANATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,2,2
ICHOCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,2,4
ICLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,4,8
INCAHUASI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,18,7,25
INQUISIVI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,6,7
JESUS DE MACHACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,0,3
LA ASUNTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,15,1,16
LA GUARDIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,22,1,23
LA PAZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,182,13,195
LAGUNILLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,2,3
LAJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,3,6
LAS CARRERAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,0,6
LICOMA PAMPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,0,5
LLALLAGUA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,7,8
LORETO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
LURIBAY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,5,7
MAGDALENA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,10,0,10
MAIRANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
MAPIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,0,5
MECAPACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,1,4
MINEROS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,25,0,25
MIZQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,22,26
MOCOMOCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,22,22
MOJOCOYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,4,8
MONTEAGUDO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,24,3,27
MONTERO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,94,35,129
MORO MORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,1,3
MOROCHATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,16,24
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,3,8
OKINAWA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,21,4,25
OMEREQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,6,8
ORURO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,107,6,113
PADCAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,0,6
PADILLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,10,8,18
PAILON,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,8,10
PALOS BLANCOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,23,21,44
PAMPA GRANDE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,7,0,7
PAPEL PAMPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
PASORAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,2,2
PATACAMAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,0,4
PAZÑA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,1,4
POCOATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
POCONA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,29,35
POJO (CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,1,5
POOPO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
POROMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,6,12
PORONGO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,1,6
PORVENIR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,4,5
POSTRER VALLE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
POTOSI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,72,19,91
PRESTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,11,15
PUCARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,2,2
PUCARANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,19,21
PUERTO CARABUCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,10,8,18
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,10,19
PUERTO PEREZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,7,11
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,0,4
PUERTO RICO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,3,5
PUERTO SUAREZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,17,0,17
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,16,4,20
PUNA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,14,15
PUNATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,15,4,19
QUILLACOLLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,33,73,106
QUIRUSILLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,0,3
RAVELO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,15,9,24
REYES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,0,6
RIBERALTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,51,12,63
ROBORE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,0,5
RURRENABAQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,2,11
SACABA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,71,8,79
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,6,15
SAMAIPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,2,7
SAN ANDRES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,6,9
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,6,9
SAN BENITO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,5,13
SAN BORJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,34,28,62
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,1,9
SAN CARLOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,11,0,11
SAN IGNACIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,5,13
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,0,9
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,13,1,14
SAN JOAQUIN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,1,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,13,2,15
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,17,16,33
SAN JULIAN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,6,14
SAN LORENZO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,3,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,15,2,17
SAN LUCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,17,18,35
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,16,15,31
SAN PEDRO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,34,3,37
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,4,5
SAN PEDRO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,8,8
SAN RAFAEL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,7,13
SAN RAMON BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,3,6
SANTA ANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,2,6
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,478,87,565
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,11,2,13
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,8,9
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,2,3
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,7,10
SANTIVAÑES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
SAPAHAQUI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,8,18,26
SENA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,0,5
SHINAOTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,7,11,18
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,9,12
SICAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,17,19
SOPACHUY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,2,2
SORACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,3,4
SORATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,22,28
SUCRE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,182,20,202
TACACOMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,2,3
TACOBAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,7,7
TACOPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,5,6
TAPACARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,2,6
TARABUCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,10,5,15
TARACO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,7,10
TARATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,10,10
TARIJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,121,31,152
TARVITA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,6,10
TEOPONTE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,19,14,33
TINGUIPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,3,0,3
TIQUIPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,23,22,45
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,9,6,15
TOCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,6,5,11
TOLATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,3,5
TOLEDO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
TOMINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,8,9
TORO TORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,3,8
TOTORA(ORR),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,0,2
TRIGAL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,0,4
TRINIDAD,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,28,19,47
TUPIZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,43,6,49
UMALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,13,1,14
UYUNI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
VACAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,1,2
VALLEGRANDE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,18,1,19
VIACHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,40,15,55
VILA VILA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,1,0,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,3,7
VILLA MONTES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,37,38,75
VILLA RIVERO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,6,10
VILLA SERRANO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,11,11,22
VILLA TUNARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,43,10,53
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,5,18,23
VILLAZON,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,35,4,39
VITICHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,1,1
WARNES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,53,13,66
YACUIBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,78,33,111
YAMPARAEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,10,6,16
YANACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,4,9,13
YOTALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,4,6
YUNCHARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,0,10,10
ZUDAÑEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-08-01,2,3,5
ACACIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,1,2
ACHACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,0,2
ACHOCALLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,6,15
AIQUILE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,16,19
ALALAY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,1,2
ALCALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,1,2
ALTO BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,16,13,29
ANCORAIMES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,3,6
ANDAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
