,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,11,19,3,4,14,23,37
PUNA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,1,0,1,1,2
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,7,14,4,13,11,27,38
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,37,49,132,125,169,174,343
QUIME,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,1,1,1,2,3
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,4,0,0,0,4,4
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,2,0,2,0,4,4
REYES,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,7,0,0,2,7,9
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,6,0,0,0,6,6
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,1,0,0,4,1,5
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,6,7,0,0,6,7,13
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,29,67,59,41,88,108,196
SACACA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,0,3,0,3,3
SAIPINA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,6,4,0,1,6,5,11
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,6,5,0,1,6,6,12
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,10,7,0,0,10,7,17
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,0,0,0,2,0,2
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,7,7,7,8,14,22
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,7,20,2,2,9,22,31
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,9,0,0,1,9,10
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,2,3,3,4,7
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,7,7,0,0,7,7,14
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,2,0,1,1,3,4
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,3,0,0,1,3,4
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,3,0,0,4,3,7
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,4,0,0,3,4,7
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,9,13,0,0,9,13,22
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,3,0,0,3,3,6
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,3,1,2,3,5,8
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,17,40,1,2,18,42,60
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,10,4,3,2,13,6,19
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,0,0,2,1,3
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,3,0,0,1,3,4
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,316,601,9,13,325,614,939
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,7,12,7,13,20
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,8,3,0,1,8,4,12
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,1,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,2,2,4,6,6,12
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,2,1,2,3
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,6,0,0,0,6,6
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,4,0,0,2,4,6
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,9,5,5,7,14,21
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,3,0,0,4,3,7
SORATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,15,0,0,4,15,19
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,81,169,24,79,105,248,353
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,2,3,0,5,2,7
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,2,0,0,5,2,7
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,3,29,3,32,6,38
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,4,0,0,5,4,9
TARATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,38,51,15,33,53,84,137
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,2,0,0,0,2,2
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,1,0,2,0,2
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,19,3,1,5,20,25
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,2,0,2,2,4,6
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,0,2,0,2,2
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,4,0,0,5,4,9
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,5,7,1,11,6,17
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,1,0,1,1,2
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,138,246,7,14,145,260,405
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,62,73,3,7,65,80,145
TURCO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,4,1,2,3,6,9
UMALA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,4,0,0,2,4,6
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,3,1,1,1,4,5
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,8,11,13,9,21,20,41
VACAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,1,0,0,3,1,4
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,11,13,11,17,22,30,52
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,2,0,3,1,4
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,6,26,0,1,6,27,33
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,38,41,21,19,59,60,119
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,6,0,1,4,7,11
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,5,0,0,1,5,6
VINTO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,15,21,13,11,28,32,60
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,2,0,0,0,2,2
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,18,26,0,3,18,29,47
YACO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,1,1,2,3
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,32,44,8,13,40,57,97
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,1,0,1,1,2
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,4,0,0,4,4,8
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,10,4,0,7,10,17
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,27,2,1,6,28,34
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,3,0,0,0,3,3
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,1,0,2,1,3
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,2,1,2,1,3
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,4,0,0,0,4,4
ARANI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,0,0,0,3,0,3
BAURES,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,11,0,0,4,11,15
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,1,0,0,2,1,3
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,5,1,0,2,5,7
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,5,8,0,1,5,9,14
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,0,1,2,3
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,5,0,1,4,6,10
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,3,0,0,3,3,6
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,0,1,2,3
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,3,1,3,4
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,0,1,2,3
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,1,0,1,0,1
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,6,8,1,4,7,12,19
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,2,0,3,1,4
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,114,144,55,53,169,197,366
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,6,9,7,11,18
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,3,0,0,2,3,5
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,0,1,2,3
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,7,0,0,2,7,9
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,3,0,0,1,3,4
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,3,0,0,0,3,3
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,1,0,1,1
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,1,0,2,2
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,5,0,0,4,5,9
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,3,1,1,3,4,7
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,3,0,0,0,3,3
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,94,134,18,23,112,157,269
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,1,1,3,4
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,3,0,0,0,3,3
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,8,8,0,0,8,8,16
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,3,0,0,1,3,4
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,12,14,0,0,12,14,26
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,5,5,0,0,5,5,10
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,6,1,1,2,7,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,6,0,0,1,6,7
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,3,0,0,1,3,4
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,1,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,1,0,0,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,2,0,0,0,2,2
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,6,39,20,29,26,68,94
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,181,272,226,99,407,371,778
LAJA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,4,0,0,3,4,7
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,6,3,1,6,7,13
LORETO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,3,0,3,3
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,4,0,0,4,4,8
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,4,0,0,1,4,5
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,3,1,3,1,4
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,2,0,0,0,2,2
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,5,0,0,2,5,7
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,5,0,1,4,6,10
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,6,15,0,1,6,16,22
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,12,55,14,28,26,83,109
MORO MORO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,3,0,0,0,3,3
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,3,0,3,3
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,5,1,1,1,6,7
ORURO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,38,53,6,6,44,59,103
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,5,0,0,1,5,6
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,2,0,0,2,2,4
PAILON,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,7,0,7,7
PALCA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,3,0,2,2,5,7
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,6,5,0,0,6,5,11
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,1,1,1,1,2
POOPO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,1,0,0,2,1,3
PORCO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,4,0,0,1,4,5
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,7,2,6,2,13,15
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,0,1,2,3
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,7,10,12,12,19,22,41
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,4,0,0,3,4,7
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,2,0,0,0,2,2
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,6,0,0,1,6,7
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,18,6,7,8,25,33
PUNA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,5,22,1,2,6,24,30
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,11,10,7,11,18,29
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,3,0,0,0,3,3
REYES,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,4,0,0,2,4,6
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,16,41,13,19,29,60,89
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,6,0,1,1,7,1,8
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,2,2,2,2,4
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,3,4,3,4,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,2,0,3,3
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,6,0,0,3,6,9
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,3,1,1,3,4,7
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,1,0,0,2,1,3
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,3,0,0,1,3,4
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,9,0,0,3,9,12
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,1,0,1,1
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,6,0,0,2,6,8
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,7,3,0,2,7,5,12
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,4,0,4,0,4
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,8,0,0,2,8,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,199,241,61,81,260,322,582
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,5,0,0,1,5,6
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,3,81,11,84,14,98
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,3,0,3,3
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,4,0,0,4,4,8
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
SORATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,19,35,0,0,19,35,54
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,5,0,0,0,5,5
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,3,8,0,0,3,8,11
TARACO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,2,0,0,1,2,3
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,15,40,0,0,15,40,55
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,2,0,0,2,2,4
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,5,0,0,2,5,7
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,0,0,1,0,1,1
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,3,4,3,5,8
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,0,0,0,1,0,1
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,1,1,0,0,1,1,2
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,0,0,0,2,0,2
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,3,2,3,3,6
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2020-07-01,2,2,2,1,4,3,7
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,44,74,34,71,78,145,223
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,6,7,0,0,6,7,13
UMALA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,6,6,0,0,6,6,12
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,4,4,0,0,4,4,8
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2020-07-01,0,3,0,0,0,3,3
