,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,0,0,0,2,0,2
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,9,0,0,0,9,9
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,51,30,0,0,51,30,81
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,27,35,0,0,27,35,62
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,6,0,0,6,6,12
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,2,0,0,3,2,5
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,26,0,0,8,26,34
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,33,7,0,0,33,7,40
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,15,0,0,1,15,16
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,9,20,0,0,9,20,29
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,3,0,0,5,3,8
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,10,0,0,0,10,10
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,8,0,0,3,8,11
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,11,14,0,0,11,14,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,2,0,0,4,2,6
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,59,10,0,0,59,10,69
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,19,31,0,0,19,31,50
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,11,0,0,3,11,14
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,21,0,0,13,21,34
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,80,84,0,0,80,84,164
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,18,0,0,8,18,26
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,7,0,0,1,7,8
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,3,0,0,1,3,4
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,26,23,0,0,26,23,49
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,10,13,0,0,10,13,23
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,26,40,0,0,26,40,66
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,21,0,0,6,21,27
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,24,22,0,0,24,22,46
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,20,7,0,0,20,7,27
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,7,0,0,6,7,13
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,16,18,0,0,16,18,34
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,57,29,0,0,57,29,86
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1093,228,0,0,1093,228,1321
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,93,86,0,0,93,86,179
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,3,0,0,5,3,8
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,1,0,0,2,1,3
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,22,23,0,0,22,23,45
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,6,0,0,8,6,14
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,23,68,0,0,23,68,91
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,8,0,0,13,8,21
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,23,0,0,2,23,25
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,4,0,0,6,4,10
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,23,14,0,0,23,14,37
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,15,0,0,0,15,0,15
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,23,0,0,3,23,26
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,9,18,0,0,9,18,27
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,12,0,0,1,12,13
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,12,22,0,0,12,22,34
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,9,0,0,3,9,12
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,44,0,0,7,44,51
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,60,51,0,0,60,51,111
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,18,10,0,0,18,10,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,0,0,0,1,0,1
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,2,0,0,3,2,5
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,25,23,0,0,25,23,48
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,3,0,0,3,3,6
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,8,0,0,0,8,8
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,9,0,0,0,9,9
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1214,207,0,0,1214,207,1421
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,3,0,0,3,3,6
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,12,7,0,0,12,7,19
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,12,0,0,6,12,18
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,92,11,0,0,92,11,103
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,0,0,0,6,0,6
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,24,88,0,0,24,88,112
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,11,26,0,0,11,26,37
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,0,0,0,1,0,1
ESMERALDA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,10,7,0,0,10,7,17
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,2,0,0,2,2,4
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,2,0,0,8,2,10
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,23,7,0,0,23,7,30
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,15,0,0,1,15,16
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,54,13,0,0,54,13,67
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,22,0,0,3,22,25
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,16,8,0,0,16,8,24
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,9,0,0,1,9,10
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,58,47,0,0,58,47,105
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,18,0,0,6,18,24
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,6,0,0,13,6,19
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,3,0,0,2,3,5
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,32,9,0,0,32,9,41
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,19,0,0,3,19,22
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,2,0,0,6,2,8
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,5,0,0,0,5,5
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,10,12,0,0,10,12,22
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,20,57,0,0,20,57,77
INGAVI (HUMAITA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,0,0,0,2,0,2
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,35,0,0,4,35,39
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,4,0,0,3,4,7
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,7,0,0,7,7,14
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,7,0,0,8,7,15
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,46,45,0,0,46,45,91
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,108,8,0,0,108,8,116
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1154,141,0,0,1154,141,1295
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,4,0,0,4,4,8
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,21,0,0,4,21,25
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,1,0,0,2,1,3
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,18,112,0,0,18,112,130
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,0,0,0,2,0,2
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,12,0,0,5,12,17
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,1,0,0,7,1,8
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,10,11,0,0,10,11,21
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,11,0,0,8,11,19
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,11,4,0,0,11,4,15
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,27,0,0,8,27,35
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,10,0,0,7,10,17
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,38,3,0,0,38,3,41
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,20,47,0,0,20,47,67
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,29,0,0,0,29,29
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,3,0,0,3,3,6
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,32,12,0,0,32,12,44
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,157,56,0,0,157,56,213
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,0,0,0,2,0,2
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,23,72,0,0,23,72,95
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,3,0,0,3,3,6
NAZACARA DE PACAJES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,16,40,0,0,16,40,56
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,15,5,0,0,15,5,20
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,20,0,0,4,20,24
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,407,19,0,0,407,19,426
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,19,28,0,0,19,28,47
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,12,0,0,8,12,20
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,40,13,0,0,40,13,53
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,20,0,0,2,20,22
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,41,19,0,0,41,19,60
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,5,0,0,5,5,10
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,4,0,0,1,4,5
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,14,0,0,4,14,18
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,8,0,0,3,8,11
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,13,0,0,6,13,19
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,56,0,0,13,56,69
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,14,0,0,4,14,18
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,23,0,0,7,23,30
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,0,0,0,8,0,8
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,14,14,0,0,14,14,28
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,22,48,0,0,22,48,70
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,11,6,0,0,11,6,17
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,26,4,0,0,26,4,30
PORVENIR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,26,0,0,4,26,30
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,0,0,0,7,0,7
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,304,96,0,0,304,96,400
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,19,0,0,5,19,24
PUCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,49,0,0,8,49,57
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,42,0,0,7,42,49
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,33,0,0,7,33,40
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,3,0,0,0,3,3
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,6,0,0,1,6,7
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,23,0,0,13,23,36
PUERTO RICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,9,0,0,5,9,14
PUERTO SILES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,0,0,0,4,0,4
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,28,10,0,0,28,10,38
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,96,83,0,0,96,83,179
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,24,53,0,0,24,53,77
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,37,9,0,0,37,9,46
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,15,0,0,3,15,18
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,170,122,0,0,170,122,292
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,18,0,0,1,18,19
QUIRUSILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,1,0,0,0,1,1
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,33,0,0,6,33,39
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,13,0,0,5,13,18
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,211,56,0,0,211,56,267
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,22,4,0,0,22,4,26
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,22,9,0,0,22,9,31
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,3,0,0,2,3,5
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,139,140,0,0,139,140,279
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,9,0,0,1,9,10
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,16,0,0,8,16,24
SAIPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,7,0,0,13,7,20
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,11,0,0,4,11,15
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,10,0,0,4,10,14
SAN AGUSTIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,0,0,0,2,0,2
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,8,31,0,0,8,31,39
SAN ANDRES DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,0,0,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,5,0,0,4,5,9
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,9,6,0,0,9,6,15
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,58,91,0,0,58,91,149
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,10,9,0,0,10,9,19
SAN CARLOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,40,22,0,0,40,22,62
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,35,12,0,0,35,12,47
SAN IGNACIO DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,96,32,0,0,96,32,128
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,16,0,0,5,16,21
SAN JAVIER(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,20,20,0,0,20,20,40
SAN JOAQUIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,2,0,0,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,34,23,0,0,34,23,57
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,10,0,0,5,10,15
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,35,78,0,0,35,78,113
SAN LORENZO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,26,0,0,6,26,32
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,14,15,0,0,14,15,29
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,35,47,0,0,35,47,82
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,35,21,0,0,35,21,56
SAN MIGUEL DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,6,0,0,13,6,19
SAN PABLO DE LIPEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,3,0,0,2,3,5
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,35,1,0,0,35,1,36
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,26,68,0,0,26,68,94
SAN PEDRO DE CURAHUARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,1,0,0,1,1,2
SAN PEDRO DE QUEMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,2,0,0,1,2,3
SAN PEDRO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,9,0,0,1,9,10
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,2,0,0,13,2,15
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,11,0,0,0,11,0,11
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,4,0,0,6,4,10
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,22,7,0,0,22,7,29
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2118,216,0,0,2118,216,2334
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,10,0,0,13,10,23
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,17,8,0,0,17,8,25
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,5,0,0,1,5,6
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,7,0,0,1,7,8
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,3,0,0,0,3,3
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,4,0,0,6,4,10
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,2,0,0,3,2,5
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,23,0,0,1,23,24
SENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,1,0,0,3,1,4
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,17,34,0,0,17,34,51
