municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
TIQUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,8,8
TOLATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,1,1
TOLEDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,3,3
TOMAVE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,2,2
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,7,7
TOTORA(ORR),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,1,1
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,3,3
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,6,6
UYUNI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,4,4
VACAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,1,1
VILA VILA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,4,4
VILLA RIVERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,2,2
VILLA SERRANO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,2,2
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,13,13
VINTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,1,1
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,1,1
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,4,4
YAMPARAEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,1,1
YANACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,2,2
YOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,2,2
YUNCHARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-06-01,3,3
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,16,16
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,9,9
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
ARAMPAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
ARBIETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,11,11
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,9,9
BATALLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,9,9
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
CABEZAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CAIROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,6,6
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
CARACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
CATACORA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CHACARILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
CHARAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
CHIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CHUA COCANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,9,9
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,13,13
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
COLOMI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,17,17
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CORIPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
CORO CORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CORQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
COTOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,6,6
EL PUENTE(STC),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
EUCALIPTUS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
HUATAJATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,7,7
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,10,10
INGAVI (HUMAITA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,15,15
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,7,7
LA ASUNTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
LA PAZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
LAGUNILLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,16,16
LAS CARRERAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
LORETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
MAGDALENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
MINEROS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
MIZQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,6,6
MOJINETE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,6,6
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,8,8
OMEREQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,6,6
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,9,9
PAMPA AULLAGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,8,8
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,23,23
POJO (CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,13,13
POTOSI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,6,6
PUERTO PEREZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
PUNA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
QUIME,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
RAVELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,7,7
SABAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SACABAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SACACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,16,16
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
SAN BORJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
SAN LUCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,31,31
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,13,13
SAN PEDRO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SANTA ANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,22,22
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,9,9
SICAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
SIPE SIPE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
SOPACHUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
SORACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
SORATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
SUCRE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TACACOMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
TACOBAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,5,5
TACOPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,14,14
TARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
TARACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TARATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
TARVITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TEOPONTE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TIAHUANACU,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,10,10
TIQUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TOLEDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TOMAVE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
TOMINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,11,11
TOTORA(CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
TOTORA(ORR),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
TRINIDAD,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
TURCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
UNCIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,2,2
VILA VILA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,4,4
VILLA MONTES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
VILLA RIVERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
VINTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,7,7
YOTALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-07-01,3,3
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,16,16
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
ALTO BENI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,10,10
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
ARAMPAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,5,5
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,10,10
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,5,5
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,10,10
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
BATALLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,9,9
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,6,6
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
CABEZAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,22,22
CAIROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,9,9
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,6,6
CHACARILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
CHARAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,6,6
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,15,15
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,19,19
COCHABAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
COLLANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,19,19
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,5,5
COTOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
CUEVO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,6,6
DESAGUADERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
EL CHORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
EL VILLAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
EUCALIPTUS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,11,11
GUAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
HUARINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
HUATAJATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,13,13
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,10,10
LAS CARRERAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
LORETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
MACHARETI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
MAPIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
MINEROS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,6,6
MIZQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
MOJOCOYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,11,11
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,8,8
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,7,7
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,8,8
PAPEL PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,2,2
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,10,10
PORCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,8,8
PORVENIR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,1,1
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,3,3
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,12,12
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-08-01,5,5
