municipality,group,variable,month,Primer Control Post Parto,TOTAL
TUPIZA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
TURCO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
UMALA,atencion de partos en domicilio,primer control post parto,2022-04-01,8,8
UNCIA,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
URUBICHA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
VILA VILA,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2022-04-01,26,26
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2022-04-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
VITICHI,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
WARNES,atencion de partos en domicilio,primer control post parto,2022-04-01,42,42
YACO,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
YANACACHI,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
YAPACANI,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
YOCALLA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
ACACIO,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
ACHACACHI,atencion de partos en domicilio,primer control post parto,2022-05-01,22,22
ACHOCALLA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
AIQUILE,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
ALALAY,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2022-05-01,13,13
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
ANZALDO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2022-05-01,11,11
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
ARQUE,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
ATOCHA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
AUCAPATA,atencion de partos en domicilio,primer control post parto,2022-05-01,10,10
AYATA,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2022-05-01,10,10
AZURDUY,atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
BATALLAS,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
BERMEJO,atencion de partos en domicilio,primer control post parto,2022-05-01,15,15
BOLIVAR,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CABEZAS,atencion de partos en domicilio,primer control post parto,2022-05-01,17,17
CAIROMA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CALAMARCA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CAMIRI,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
CAPINOTA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
CARACOLLO,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
CARIPUYO,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
CHACARILLA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2022-05-01,7,7
CHAQUI,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
CHARAGUA,atencion de partos en domicilio,primer control post parto,2022-05-01,7,7
CHAYANTA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
CHIMORE,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CHIPAYA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
CHOQUE COTA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CHUA COCANI,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
CHUMA,atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
CKOCHAS,atencion de partos en domicilio,primer control post parto,2022-05-01,14,14
COCAPATA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2022-05-01,22,22
COLQUIRI,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
COPACABANA,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
CORO CORO,atencion de partos en domicilio,primer control post parto,2022-05-01,7,7
COROICO,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
CORQUE,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
COTAGAITA,atencion de partos en domicilio,primer control post parto,2022-05-01,12,12
COTOCA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
CUEVO,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
CULPINA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
CURVA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
DESAGUADERO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
EL ALTO,atencion de partos en domicilio,primer control post parto,2022-05-01,30,30
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
EL TORNO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
EL VILLAR,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
EUCALIPTUS,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2022-05-01,12,12
GUAQUI,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,primer control post parto,2022-05-01,25,25
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
HUACARETA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
HUARINA,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
HUATAJATA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
HUMANATA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
ICHOCA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
ICLA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
INCAHUASI,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
INQUISIVI,atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
LAJA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
LAS CARRERAS,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2022-05-01,6,6
LLICA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
LORETO,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
LURIBAY,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
MAGDALENA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
MECAPACA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
MINEROS,atencion de partos en domicilio,primer control post parto,2022-05-01,19,19
MIZQUE,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
MONTEAGUDO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
MORO MORO,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
MOROCHATA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2022-05-01,9,9
ORURO,atencion de partos en domicilio,primer control post parto,2022-05-01,16,16
PADILLA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
PALCA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
PASORAPA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
PAZÑA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
PELECHUCO,atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
POCOATA,atencion de partos en domicilio,primer control post parto,2022-05-01,13,13
POCONA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
PORCO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
POROMA,atencion de partos en domicilio,primer control post parto,2022-05-01,13,13
POTOSI,atencion de partos en domicilio,primer control post parto,2022-05-01,26,26
PRESTO,atencion de partos en domicilio,primer control post parto,2022-05-01,6,6
PUCARANI,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2022-05-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2022-05-01,12,12
PUNA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2022-05-01,9,9
RAVELO,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
REYES,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SACABA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
SACACA,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
SAN AGUSTIN,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SAN ANDRES,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SAN BENITO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2022-05-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
SAN CARLOS,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
SAN JAVIER(STC),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SAN JULIAN,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2022-05-01,6,6
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2022-05-01,11,11
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2022-05-01,18,18
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SAN RAFAEL,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SANTA ANA,atencion de partos en domicilio,primer control post parto,2022-05-01,43,43
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
SAPAHAQUI,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SENA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SHINAOTA,atencion de partos en domicilio,primer control post parto,2022-05-01,120,120
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
SICAYA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SOPACHUY,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
SORACACHI,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
SORATA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
SUCRE,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
TACACOMA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
TAHUA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
TAPACARI,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
TARABUCO,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
TARIJA,atencion de partos en domicilio,primer control post parto,2022-05-01,15,15
TARVITA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2022-05-01,16,16
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
TOLEDO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2022-05-01,7,7
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
TUPIZA,atencion de partos en domicilio,primer control post parto,2022-05-01,4,4
TURCO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
UMALA,atencion de partos en domicilio,primer control post parto,2022-05-01,6,6
UNCIA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
URUBICHA,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
UYUNI,atencion de partos en domicilio,primer control post parto,2022-05-01,6,6
VIACHA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
VILA VILA,atencion de partos en domicilio,primer control post parto,2022-05-01,6,6
VILLA CHARCAS,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2022-05-01,18,18
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2022-05-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
VILLAZON,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
VINTO,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
VITICHI,atencion de partos en domicilio,primer control post parto,2022-05-01,3,3
WARNES,atencion de partos en domicilio,primer control post parto,2022-05-01,5,5
YACO,atencion de partos en domicilio,primer control post parto,2022-05-01,6,6
YACUIBA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
YANACACHI,atencion de partos en domicilio,primer control post parto,2022-05-01,2,2
YAPACANI,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
YOCALLA,atencion de partos en domicilio,primer control post parto,2022-05-01,1,1
ACACIO,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
ACHACACHI,atencion de partos en domicilio,primer control post parto,2022-06-01,15,15
AIQUILE,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
ALALAY,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2022-06-01,6,6
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
ANZALDO,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2022-06-01,9,9
ARQUE,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
ATOCHA,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
AUCAPATA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
AYATA,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
AZURDUY,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
BATALLAS,atencion de partos en domicilio,primer control post parto,2022-06-01,6,6
BELLA FLOR,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
BERMEJO,atencion de partos en domicilio,primer control post parto,2022-06-01,9,9
BOLIVAR,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CAMARGO,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
CAMIRI,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CARANAVI,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2022-06-01,6,6
CHAQUI,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
CHARAGUA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CHAYANTA,atencion de partos en domicilio,primer control post parto,2022-06-01,8,8
CHIMORE,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
CHUMA,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
CKOCHAS,atencion de partos en domicilio,primer control post parto,2022-06-01,11,11
COCAPATA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2022-06-01,19,19
COLQUIRI,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
COMANCHE,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
CONCEPCION,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
COPACABANA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CORO CORO,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
COROICO,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
CORQUE,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
COTAGAITA,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
COTOCA,atencion de partos en domicilio,primer control post parto,2022-06-01,6,6
CUEVO,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
DESAGUADERO,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
EL ALTO,atencion de partos en domicilio,primer control post parto,2022-06-01,9,9
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
EL VILLAR,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
EUCALIPTUS,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
EXALTACION,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
FERNANDEZ ALONSO,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2022-06-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2022-06-01,8,8
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
HUANUNI,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
HUARINA,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
HUMANATA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
ICHOCA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
INCAHUASI,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
INQUISIVI,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
IXIAMAS,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
LA PAZ,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
LAJA,atencion de partos en domicilio,primer control post parto,2022-06-01,8,8
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
LURIBAY,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
MECAPACA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
MINEROS,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
MIZQUE,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
MOJINETE,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
MOJOCOYA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
MONTEAGUDO,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
MONTERO,atencion de partos en domicilio,primer control post parto,2022-06-01,13,13
MOROCHATA,atencion de partos en domicilio,primer control post parto,2022-06-01,6,6
OCURI,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
ORURO,atencion de partos en domicilio,primer control post parto,2022-06-01,6,6
PADCAYA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
PALCA,atencion de partos en domicilio,primer control post parto,2022-06-01,7,7
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2022-06-01,10,10
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
PAZÑA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
PELECHUCO,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
POCOATA,atencion de partos en domicilio,primer control post parto,2022-06-01,20,20
PORCO,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
POROMA,atencion de partos en domicilio,primer control post parto,2022-06-01,10,10
PORONGO,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
POTOSI,atencion de partos en domicilio,primer control post parto,2022-06-01,28,28
PRESTO,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
PUCARA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2022-06-01,10,10
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
PUNA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2022-06-01,6,6
RAVELO,atencion de partos en domicilio,primer control post parto,2022-06-01,8,8
REYES,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SACABA,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
SACABAMBA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SACACA,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SAN ANDRES,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
SAN BORJA,atencion de partos en domicilio,primer control post parto,2022-06-01,14,14
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-06-01,9,9
SAN JAVIER(STC),atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2022-06-01,17,17
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2022-06-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2022-06-01,8,8
SANTA ANA,atencion de partos en domicilio,primer control post parto,2022-06-01,32,32
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
