,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2024-07-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2024-07-01,3,6,3,6,9
SAN LUCAS,rabia,no de personas con esquema reducido completo,2024-07-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2024-07-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2024-07-01,207,219,207,219,426
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2024-07-01,2,0,2,0,2
SENA,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
SHINAOTA,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2024-07-01,6,4,6,4,10
SORACACHI,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2024-07-01,67,26,67,26,93
TAPACARI,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2024-07-01,28,20,28,20,48
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2024-07-01,7,4,7,4,11
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2024-07-01,13,10,13,10,23
UNCIA,rabia,no de personas con esquema reducido completo,2024-07-01,0,3,0,3,3
UYUNI,rabia,no de personas con esquema reducido completo,2024-07-01,2,0,2,0,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
VIACHA,rabia,no de personas con esquema reducido completo,2024-07-01,7,2,7,2,9
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2024-07-01,3,3,3,3,6
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
WARNES,rabia,no de personas con esquema reducido completo,2024-07-01,11,12,11,12,23
YAPACANI,rabia,no de personas con esquema reducido completo,2024-07-01,4,1,4,1,5
YOTALA,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
AIQUILE,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
ARANI,rabia,no de personas con esquema reducido completo,2024-08-01,1,1,1,1,2
ARBIETO,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2024-08-01,1,2,1,2,3
BATALLAS,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2024-08-01,1,1,1,1,2
BUENA VISTA,rabia,no de personas con esquema reducido completo,2024-08-01,4,1,4,1,5
CABEZAS,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
CHIMORE,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
CLIZA,rabia,no de personas con esquema reducido completo,2024-08-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2024-08-01,61,45,61,45,106
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2024-08-01,6,2,6,2,8
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2024-08-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
COMARAPA,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
COPACABANA,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
CORO CORO,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2024-08-01,9,13,9,13,22
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2024-08-01,4,4,4,4,8
EL ALTO,rabia,no de personas con esquema reducido completo,2024-08-01,49,41,49,41,90
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2024-08-01,3,2,3,2,5
EL TORNO,rabia,no de personas con esquema reducido completo,2024-08-01,14,7,14,7,21
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2024-08-01,2,0,2,0,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
ICLA,rabia,no de personas con esquema reducido completo,2024-08-01,3,0,3,0,3
LA ASUNTA,rabia,no de personas con esquema reducido completo,2024-08-01,3,0,3,0,3
LA GUARDIA,rabia,no de personas con esquema reducido completo,2024-08-01,13,20,13,20,33
LA PAZ,rabia,no de personas con esquema reducido completo,2024-08-01,70,61,70,61,131
MAPIRI,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
MINEROS,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
MIZQUE,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2024-08-01,3,4,3,4,7
MORO MORO,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2024-08-01,46,32,46,32,78
PAILON,rabia,no de personas con esquema reducido completo,2024-08-01,3,1,3,1,4
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2024-08-01,0,2,0,2,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2024-08-01,3,9,3,9,12
PUCARANI,rabia,no de personas con esquema reducido completo,2024-08-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2024-08-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2024-08-01,11,13,11,13,24
ROBORE,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2024-08-01,8,10,8,10,18
SAMAIPATA,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2024-08-01,4,6,4,6,10
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2024-08-01,7,2,7,2,9
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2024-08-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2024-08-01,4,5,4,5,9
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2024-08-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2024-08-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2024-08-01,205,187,205,187,392
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
SENA,rabia,no de personas con esquema reducido completo,2024-08-01,3,0,3,0,3
SIPE SIPE,rabia,no de personas con esquema reducido completo,2024-08-01,2,1,2,1,3
SUCRE,rabia,no de personas con esquema reducido completo,2024-08-01,27,32,27,32,59
TARIJA,rabia,no de personas con esquema reducido completo,2024-08-01,28,16,28,16,44
TARVITA,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2024-08-01,1,3,1,3,4
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2024-08-01,8,9,8,9,17
UNCIA,rabia,no de personas con esquema reducido completo,2024-08-01,2,2,2,2,4
UYUNI,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2024-08-01,6,0,6,0,6
VIACHA,rabia,no de personas con esquema reducido completo,2024-08-01,4,4,4,4,8
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2024-08-01,3,0,3,0,3
VILLAZON,rabia,no de personas con esquema reducido completo,2024-08-01,2,0,2,0,2
VINTO,rabia,no de personas con esquema reducido completo,2024-08-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2024-08-01,21,11,21,11,32
ACHACACHI,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2024-09-01,1,2,1,2,3
BATALLAS,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2024-09-01,2,1,2,1,3
CABEZAS,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
CALAMARCA,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2024-09-01,2,0,2,0,2
CARANAVI,rabia,no de personas con esquema reducido completo,2024-09-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2024-09-01,2,0,2,0,2
CHIMORE,rabia,no de personas con esquema reducido completo,2024-09-01,2,0,2,0,2
CKOCHAS,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2024-09-01,78,53,78,53,131
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2024-09-01,2,4,2,4,6
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2024-09-01,10,10,10,10,20
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2024-09-01,2,1,2,1,3
EL ALTO,rabia,no de personas con esquema reducido completo,2024-09-01,44,51,44,51,95
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
EL TORNO,rabia,no de personas con esquema reducido completo,2024-09-01,13,6,13,6,19
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
GUANAY,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
ICLA,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2024-09-01,19,18,19,18,37
LA PAZ,rabia,no de personas con esquema reducido completo,2024-09-01,73,50,73,50,123
MAIRANA,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2024-09-01,2,8,2,8,10
ORURO,rabia,no de personas con esquema reducido completo,2024-09-01,32,23,32,23,55
PAILON,rabia,no de personas con esquema reducido completo,2024-09-01,4,1,4,1,5
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
POCONA,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2024-09-01,5,1,5,1,6
PORVENIR,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
PUCARANI,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
PUERTO QUIJARRO,rabia,no de personas con esquema reducido completo,2024-09-01,2,0,2,0,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2024-09-01,5,5,5,5,10
ROBORE,rabia,no de personas con esquema reducido completo,2024-09-01,2,0,2,0,2
SACABA,rabia,no de personas con esquema reducido completo,2024-09-01,8,6,8,6,14
SAIPINA,rabia,no de personas con esquema reducido completo,2024-09-01,1,2,1,2,3
SAMAIPATA,rabia,no de personas con esquema reducido completo,2024-09-01,2,2,2,2,4
SAN BORJA,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2024-09-01,2,1,2,1,3
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2024-09-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2024-09-01,4,3,4,3,7
SAN LUCAS,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2024-09-01,0,3,0,3,3
SAN PEDRO,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
SAN PEDRO DE QUEMES,rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2024-09-01,198,183,198,183,381
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
SENA,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2024-09-01,2,0,2,0,2
SUCRE,rabia,no de personas con esquema reducido completo,2024-09-01,35,40,35,40,75
TARATA,rabia,no de personas con esquema reducido completo,2024-09-01,2,1,2,1,3
TARIJA,rabia,no de personas con esquema reducido completo,2024-09-01,20,19,20,19,39
TEOPONTE,rabia,no de personas con esquema reducido completo,2024-09-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2024-09-01,8,1,8,1,9
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2024-09-01,1,0,1,0,1
TOLATA,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2024-09-01,8,12,8,12,20
UYUNI,rabia,no de personas con esquema reducido completo,2024-09-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2024-09-01,6,2,6,2,8
VIACHA,rabia,no de personas con esquema reducido completo,2024-09-01,10,5,10,5,15
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2024-09-01,2,1,2,1,3
VILLAZON,rabia,no de personas con esquema reducido completo,2024-09-01,3,3,3,3,6
VINTO,rabia,no de personas con esquema reducido completo,2024-09-01,3,0,3,0,3
WARNES,rabia,no de personas con esquema reducido completo,2024-09-01,19,14,19,14,33
YAPACANI,rabia,no de personas con esquema reducido completo,2024-09-01,7,3,7,3,10
ACHOCALLA,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
AIQUILE,rabia,no de personas con esquema reducido completo,2024-10-01,1,2,1,2,3
ALTO BENI,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
ANTEQUERA,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
ATOCHA,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
BATALLAS,rabia,no de personas con esquema reducido completo,2024-10-01,0,2,0,2,2
BERMEJO,rabia,no de personas con esquema reducido completo,2024-10-01,2,2,2,2,4
CABEZAS,rabia,no de personas con esquema reducido completo,2024-10-01,1,2,1,2,3
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2024-10-01,1,1,1,1,2
CARANAVI,rabia,no de personas con esquema reducido completo,2024-10-01,2,1,2,1,3
CARAPARI,rabia,no de personas con esquema reducido completo,2024-10-01,1,1,1,1,2
CHARAGUA,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
CHIMORE,rabia,no de personas con esquema reducido completo,2024-10-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2024-10-01,1,1,1,1,2
CLIZA,rabia,no de personas con esquema reducido completo,2024-10-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2024-10-01,54,48,54,48,102
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2024-10-01,4,3,4,3,7
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2024-10-01,2,3,2,3,5
COROICO,rabia,no de personas con esquema reducido completo,2024-10-01,2,1,2,1,3
COTOCA,rabia,no de personas con esquema reducido completo,2024-10-01,15,7,15,7,22
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2024-10-01,55,41,55,41,96
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2024-10-01,2,3,2,3,5
EL TORNO,rabia,no de personas con esquema reducido completo,2024-10-01,11,3,11,3,14
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2024-10-01,1,1,1,1,2
GUANAY,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2024-10-01,2,2,2,2,4
HUATAJATA,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2024-10-01,0,2,0,2,2
IXIAMAS,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2024-10-01,4,0,4,0,4
LA GUARDIA,rabia,no de personas con esquema reducido completo,2024-10-01,13,9,13,9,22
LA PAZ,rabia,no de personas con esquema reducido completo,2024-10-01,92,68,92,68,160
LURIBAY,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema reducido completo,2024-10-01,3,1,3,1,4
MIZQUE,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2024-10-01,1,2,1,2,3
MONTERO,rabia,no de personas con esquema reducido completo,2024-10-01,3,2,3,2,5
ORURO,rabia,no de personas con esquema reducido completo,2024-10-01,31,17,31,17,48
PAILON,rabia,no de personas con esquema reducido completo,2024-10-01,2,1,2,1,3
PALCA,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2024-10-01,0,3,0,3,3
PUCARANI,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
PUERTO CARABUCO,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2024-10-01,1,3,1,3,4
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2024-10-01,5,11,5,11,16
ROBORE,rabia,no de personas con esquema reducido completo,2024-10-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema reducido completo,2024-10-01,14,6,14,6,20
SACABAMBA,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2024-10-01,5,7,5,7,12
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2024-10-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2024-10-01,20,13,20,13,33
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2024-10-01,3,1,3,1,4
SAN LUCAS,rabia,no de personas con esquema reducido completo,2024-10-01,1,2,1,2,3
SAN PEDRO,rabia,no de personas con esquema reducido completo,2024-10-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
SAN PEDRO DE QUEMES,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2024-10-01,165,162,165,162,327
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2024-10-01,2,1,2,1,3
SENA,rabia,no de personas con esquema reducido completo,2024-10-01,0,3,0,3,3
SHINAOTA,rabia,no de personas con esquema reducido completo,2024-10-01,3,1,3,1,4
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2024-10-01,5,1,5,1,6
SUCRE,rabia,no de personas con esquema reducido completo,2024-10-01,43,51,43,51,94
TARATA,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2024-10-01,7,3,7,3,10
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2024-10-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2024-10-01,1,2,1,2,3
TRINIDAD,rabia,no de personas con esquema reducido completo,2024-10-01,13,7,13,7,20
UYUNI,rabia,no de personas con esquema reducido completo,2024-10-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2024-10-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2024-10-01,13,9,13,9,22
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2024-10-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2024-10-01,3,1,3,1,4
VINTO,rabia,no de personas con esquema reducido completo,2024-10-01,6,3,6,3,9
WARNES,rabia,no de personas con esquema reducido completo,2024-10-01,8,9,8,9,17
YANACACHI,rabia,no de personas con esquema reducido completo,2024-10-01,1,1,1,1,2
YAPACANI,rabia,no de personas con esquema reducido completo,2024-10-01,4,0,4,0,4
ACHACACHI,rabia,no de personas con esquema reducido completo,2024-11-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2024-11-01,2,3,2,3,5
APOLO,rabia,no de personas con esquema reducido completo,2024-11-01,2,1,2,1,3
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2024-11-01,2,1,2,1,3
BERMEJO,rabia,no de personas con esquema reducido completo,2024-11-01,4,8,4,8,12
BOLIVAR,rabia,no de personas con esquema reducido completo,2024-11-01,1,1,1,1,2
CABEZAS,rabia,no de personas con esquema reducido completo,2024-11-01,0,2,0,2,2
CAIROMA,rabia,no de personas con esquema reducido completo,2024-11-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con esquema reducido completo,2024-11-01,2,1,2,1,3
CAMARGO,rabia,no de personas con esquema reducido completo,2024-11-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2024-11-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2024-11-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2024-11-01,2,2,2,2,4
CARAPARI,rabia,no de personas con esquema reducido completo,2024-11-01,2,0,2,0,2
CHACARILLA,rabia,no de personas con esquema reducido completo,2024-11-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2024-11-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2024-11-01,1,0,1,0,1
CHUMA,rabia,no de personas con esquema reducido completo,2024-11-01,1,0,1,0,1
CLIZA,rabia,no de personas con esquema reducido completo,2024-11-01,1,2,1,2,3
COCHABAMBA,rabia,no de personas con esquema reducido completo,2024-11-01,62,38,62,38,100
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2024-11-01,7,0,7,0,7
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2024-11-01,1,1,1,1,2
COLQUENCHA,rabia,no de personas con esquema reducido completo,2024-11-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2024-11-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2024-11-01,3,0,3,0,3
CORIPATA,rabia,no de personas con esquema reducido completo,2024-11-01,1,1,1,1,2
