,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2024-05-01,1,3,1,3,4
VINTO,rabia,no de personas con vacuna antirrabica,2024-05-01,8,5,8,5,13
WARNES,rabia,no de personas con vacuna antirrabica,2024-05-01,11,12,11,12,23
YACUIBA,rabia,no de personas con vacuna antirrabica,2024-05-01,15,36,15,36,51
YAPACANI,rabia,no de personas con vacuna antirrabica,2024-05-01,4,3,4,3,7
YOTALA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2024-06-01,3,2,3,2,5
AIQUILE,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
ALTO BENI,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
ANTEQUERA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
ANZALDO,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2024-06-01,3,2,3,2,5
BATALLAS,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2024-06-01,6,8,6,8,14
BETANZOS,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
BOLIVAR,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2024-06-01,3,2,3,2,5
CABEZAS,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2024-06-01,2,1,2,1,3
CAMIRI,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
CARACOLLO,rabia,no de personas con vacuna antirrabica,2024-06-01,2,2,2,2,4
CARANAVI,rabia,no de personas con vacuna antirrabica,2024-06-01,2,3,2,3,5
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
CHARAGUA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2024-06-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
CKOCHAS,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
CLIZA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
COBIJA,rabia,no de personas con vacuna antirrabica,2024-06-01,2,3,2,3,5
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2024-06-01,80,95,80,95,175
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2024-06-01,2,3,2,3,5
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2024-06-01,2,0,2,0,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2024-06-01,3,1,3,1,4
COTOCA,rabia,no de personas con vacuna antirrabica,2024-06-01,8,8,8,8,16
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2024-06-01,5,1,5,1,6
EL ALTO,rabia,no de personas con vacuna antirrabica,2024-06-01,126,100,126,100,226
EL CHORO,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2024-06-01,3,0,3,0,3
EL TORNO,rabia,no de personas con vacuna antirrabica,2024-06-01,9,4,9,4,13
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
EUREKA (SANTOS MERCADO),rabia,no de personas con vacuna antirrabica,2024-06-01,135,120,135,120,255
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2024-06-01,0,2,0,2,2
FILADELFIA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
GUAQUI,rabia,no de personas con vacuna antirrabica,2024-06-01,2,0,2,0,2
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2024-06-01,9,6,9,6,15
HUANUNI,rabia,no de personas con vacuna antirrabica,2024-06-01,1,2,1,2,3
HUATAJATA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
INQUISIVI,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
JESUS DE MACHACA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2024-06-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2024-06-01,30,23,30,23,53
LA PAZ,rabia,no de personas con vacuna antirrabica,2024-06-01,175,161,175,161,336
LAJA,rabia,no de personas con vacuna antirrabica,2024-06-01,3,2,3,2,5
LICOMA PAMPA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
MACHACAMARCA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,2,0,2,2
MAIRANA,rabia,no de personas con vacuna antirrabica,2024-06-01,3,1,3,1,4
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2024-06-01,7,11,7,11,18
MORO MORO,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2024-06-01,63,63,63,63,126
PADILLA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
PAILON,rabia,no de personas con vacuna antirrabica,2024-06-01,6,4,6,4,10
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2024-06-01,3,0,3,0,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2024-06-01,3,3,3,3,6
POOPO,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2024-06-01,3,4,3,4,7
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2024-06-01,5,1,5,1,6
POTOSI,rabia,no de personas con vacuna antirrabica,2024-06-01,2,3,2,3,5
PUCARANI,rabia,no de personas con vacuna antirrabica,2024-06-01,0,2,0,2,2
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2024-06-01,5,1,5,1,6
PUNATA,rabia,no de personas con vacuna antirrabica,2024-06-01,2,1,2,1,3
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2024-06-01,11,9,11,9,20
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2024-06-01,2,2,2,2,4
SACABA,rabia,no de personas con vacuna antirrabica,2024-06-01,8,6,8,6,14
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,2,0,2,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2024-06-01,4,0,4,0,4
SAN BENITO,rabia,no de personas con vacuna antirrabica,2024-06-01,3,1,3,1,4
SAN BORJA,rabia,no de personas con vacuna antirrabica,2024-06-01,4,1,4,1,5
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2024-06-01,0,7,0,7,7
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2024-06-01,5,0,5,0,5
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2024-06-01,1,4,1,4,5
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2024-06-01,2,1,2,1,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2024-06-01,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
SANTA ANA,rabia,no de personas con vacuna antirrabica,2024-06-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2024-06-01,430,362,430,362,792
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,2,1,2,3
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2024-06-01,2,0,2,0,2
SENA,rabia,no de personas con vacuna antirrabica,2024-06-01,3,1,3,1,4
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2024-06-01,5,2,5,2,7
SOPACHUY,rabia,no de personas con vacuna antirrabica,2024-06-01,1,2,1,2,3
SUCRE,rabia,no de personas con vacuna antirrabica,2024-06-01,95,94,95,94,189
TAPACARI,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2024-06-01,19,25,19,25,44
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2024-06-01,6,5,6,5,11
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
TOLEDO,rabia,no de personas con vacuna antirrabica,2024-06-01,0,2,0,2,2
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2024-06-01,33,30,33,30,63
UNCIA,rabia,no de personas con vacuna antirrabica,2024-06-01,2,6,2,6,8
UYUNI,rabia,no de personas con vacuna antirrabica,2024-06-01,6,3,6,3,9
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2024-06-01,5,3,5,3,8
VIACHA,rabia,no de personas con vacuna antirrabica,2024-06-01,20,9,20,9,29
VILLA CHARCAS,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2024-06-01,4,3,4,3,7
VINTO,rabia,no de personas con vacuna antirrabica,2024-06-01,2,2,2,2,4
WARNES,rabia,no de personas con vacuna antirrabica,2024-06-01,27,23,27,23,50
YACO,rabia,no de personas con vacuna antirrabica,2024-06-01,0,1,0,1,1
YACUIBA,rabia,no de personas con vacuna antirrabica,2024-06-01,50,61,50,61,111
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2024-06-01,1,0,1,0,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2024-06-01,5,3,5,3,8
YOTALA,rabia,no de personas con vacuna antirrabica,2024-06-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,3,0,3,3
AIQUILE,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
ANTEQUERA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
APOLO,rabia,no de personas con vacuna antirrabica,2024-07-01,3,0,3,0,3
ARANI,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
ARBIETO,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
BAURES,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2024-07-01,1,4,1,4,5
BETANZOS,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2024-07-01,3,0,3,0,3
CABEZAS,rabia,no de personas con vacuna antirrabica,2024-07-01,2,2,2,2,4
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2024-07-01,2,3,2,3,5
CAMATAQUI (C. VILLA ABECIA),rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
CAMIRI,rabia,no de personas con vacuna antirrabica,2024-07-01,4,2,4,2,6
CARANAVI,rabia,no de personas con vacuna antirrabica,2024-07-01,3,3,3,3,6
CARAPARI,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2024-07-01,3,4,3,4,7
CHIMORE,rabia,no de personas con vacuna antirrabica,2024-07-01,2,1,2,1,3
CLIZA,rabia,no de personas con vacuna antirrabica,2024-07-01,4,1,4,1,5
COBIJA,rabia,no de personas con vacuna antirrabica,2024-07-01,2,2,2,2,4
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2024-07-01,123,92,123,92,215
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2024-07-01,5,4,5,4,9
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2024-07-01,3,1,3,1,4
COMBAYA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
CORO CORO,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2024-07-01,3,1,3,1,4
COTOCA,rabia,no de personas con vacuna antirrabica,2024-07-01,16,14,16,14,30
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2024-07-01,3,1,3,1,4
CULPINA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2024-07-01,112,100,112,100,212
EL TORNO,rabia,no de personas con vacuna antirrabica,2024-07-01,11,6,11,6,17
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
FILADELFIA,rabia,no de personas con vacuna antirrabica,2024-07-01,95,85,95,85,180
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2024-07-01,6,4,6,4,10
HUACARETA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,3,0,3,3
HUANUNI,rabia,no de personas con vacuna antirrabica,2024-07-01,2,2,2,2,4
ICLA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2024-07-01,3,1,3,1,4
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2024-07-01,22,27,22,27,49
LA PAZ,rabia,no de personas con vacuna antirrabica,2024-07-01,170,165,170,165,335
LAJA,rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
MACHACAMARCA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,2,0,2,2
MAPIRI,rabia,no de personas con vacuna antirrabica,2024-07-01,2,1,2,1,3
MECAPACA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
MIZQUE,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2024-07-01,0,3,0,3,3
MONTERO,rabia,no de personas con vacuna antirrabica,2024-07-01,3,2,3,2,5
MORO MORO,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2024-07-01,44,43,44,43,87
PADILLA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
PAILON,rabia,no de personas con vacuna antirrabica,2024-07-01,4,2,4,2,6
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2024-07-01,0,2,0,2,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,3,1,3,4
PAZÑA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
POOPO,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
PORCO,rabia,no de personas con vacuna antirrabica,2024-07-01,3,0,3,0,3
PORONGO,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2024-07-01,5,4,5,4,9
POTOSI,rabia,no de personas con vacuna antirrabica,2024-07-01,3,4,3,4,7
PUCARANI,rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2024-07-01,2,3,2,3,5
PUNATA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2024-07-01,14,13,14,13,27
ROBORE,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
SACABA,rabia,no de personas con vacuna antirrabica,2024-07-01,10,6,10,6,16
SAIPINA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,2,0,2,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,6,1,6,7
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2024-07-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2024-07-01,10,1,10,1,11
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2024-07-01,4,3,4,3,7
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-07-01,6,2,6,2,8
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2024-07-01,5,8,5,8,13
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2024-07-01,4,4,4,4,8
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-07-01,2,1,2,1,3
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2024-07-01,402,355,402,355,757
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2024-07-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2024-07-01,3,1,3,1,4
SORACACHI,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
SUCRE,rabia,no de personas con vacuna antirrabica,2024-07-01,113,96,113,96,209
TARABUCO,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
TARIJA,rabia,no de personas con vacuna antirrabica,2024-07-01,35,24,35,24,59
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,2,1,2,3
TOLATA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
TOMINA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2024-07-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2024-07-01,30,24,30,24,54
UNCIA,rabia,no de personas con vacuna antirrabica,2024-07-01,1,3,1,3,4
UYUNI,rabia,no de personas con vacuna antirrabica,2024-07-01,5,0,5,0,5
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2024-07-01,4,0,4,0,4
VIACHA,rabia,no de personas con vacuna antirrabica,2024-07-01,14,17,14,17,31
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2024-07-01,6,0,6,0,6
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2024-07-01,1,1,1,1,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
VINTO,rabia,no de personas con vacuna antirrabica,2024-07-01,2,1,2,1,3
WARNES,rabia,no de personas con vacuna antirrabica,2024-07-01,17,9,17,9,26
YACUIBA,rabia,no de personas con vacuna antirrabica,2024-07-01,21,41,21,41,62
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2024-07-01,2,4,2,4,6
YOCALLA,rabia,no de personas con vacuna antirrabica,2024-07-01,0,1,0,1,1
YOTALA,rabia,no de personas con vacuna antirrabica,2024-07-01,2,1,2,1,3
ACHACACHI,rabia,no de personas con vacuna antirrabica,2024-08-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,2,1,2,3
AIQUILE,rabia,no de personas con vacuna antirrabica,2024-08-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2024-08-01,1,1,1,1,2
ANZALDO,rabia,no de personas con vacuna antirrabica,2024-08-01,2,0,2,0,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2024-08-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2024-08-01,1,2,1,2,3
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2024-08-01,4,1,4,1,5
CAJUATA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,1,1,1,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2024-08-01,1,5,1,5,6
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2024-08-01,0,1,0,1,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2024-08-01,5,1,5,1,6
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2024-08-01,0,1,0,1,1
COBIJA,rabia,no de personas con vacuna antirrabica,2024-08-01,2,2,2,2,4
COCAPATA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2024-08-01,91,74,91,74,165
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2024-08-01,2,6,2,6,8
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2024-08-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con vacuna antirrabica,2024-08-01,2,3,2,3,5
COMARAPA,rabia,no de personas con vacuna antirrabica,2024-08-01,0,1,0,1,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2024-08-01,2,0,2,0,2
COROICO,rabia,no de personas con vacuna antirrabica,2024-08-01,0,2,0,2,2
COTOCA,rabia,no de personas con vacuna antirrabica,2024-08-01,12,11,12,11,23
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2024-08-01,5,1,5,1,6
EL ALTO,rabia,no de personas con vacuna antirrabica,2024-08-01,87,79,87,79,166
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2024-08-01,3,2,3,2,5
EL TORNO,rabia,no de personas con vacuna antirrabica,2024-08-01,19,15,19,15,34
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2024-08-01,2,0,2,0,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
GUANAY,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
GUAQUI,rabia,no de personas con vacuna antirrabica,2024-08-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2024-08-01,5,3,5,3,8
HUANUNI,rabia,no de personas con vacuna antirrabica,2024-08-01,2,3,2,3,5
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2024-08-01,2,0,2,0,2
ICLA,rabia,no de personas con vacuna antirrabica,2024-08-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2024-08-01,0,2,0,2,2
JESUS DE MACHACA,rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2024-08-01,4,1,4,1,5
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2024-08-01,20,31,20,31,51
LA PAZ,rabia,no de personas con vacuna antirrabica,2024-08-01,189,157,189,157,346
MAPIRI,rabia,no de personas con vacuna antirrabica,2024-08-01,2,2,2,2,4
MINEROS,rabia,no de personas con vacuna antirrabica,2024-08-01,1,2,1,2,3
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2024-08-01,1,4,1,4,5
MONTERO,rabia,no de personas con vacuna antirrabica,2024-08-01,7,5,7,5,12
ORURO,rabia,no de personas con vacuna antirrabica,2024-08-01,77,66,77,66,143
PADILLA,rabia,no de personas con vacuna antirrabica,2024-08-01,0,3,0,3,3
PAILON,rabia,no de personas con vacuna antirrabica,2024-08-01,4,1,4,1,5
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2024-08-01,2,1,2,1,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2024-08-01,5,0,5,0,5
POJO (CBBA),rabia,no de personas con vacuna antirrabica,2024-08-01,1,0,1,0,1
POOPO,rabia,no de personas con vacuna antirrabica,2024-08-01,2,0,2,0,2
POROMA,rabia,no de personas con vacuna antirrabica,2024-08-01,0,36,0,36,36
PORONGO,rabia,no de personas con vacuna antirrabica,2024-08-01,2,1,2,1,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2024-08-01,3,9,3,9,12
PORVENIR,rabia,no de personas con vacuna antirrabica,2024-08-01,1,1,1,1,2
