,group,variable,month,DPT 5TA DOSIS CANTIDAD,DPT 5TA DOSIS CANTIDAD,TOTALES
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,0,3
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,33,39,72
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,6,14,20
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,5,2,7
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,25,4,29
MONTERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,75,29,104
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,1,1
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,7,54,61
OMEREQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,5,5
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,58,375,433
PADCAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,13,13
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,4,3,7
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,10,60,70
PALOS BLANCOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,16,16,32
PAZÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,8,10
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,4,11,15
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,4,7
POROMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,12,20
PORONGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,41,42
PORTACHUELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,0,8
POSTRER VALLE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,0,2
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,78,52,130
PRESTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,5,5
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,2,2
PUERTO PEREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,24,26
PUERTO RICO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,35,35
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,5,10,15
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,32,122,154
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,44,52
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,4,0,4
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,12,23,35
QUIRUSILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,0,2
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,5,0,5
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,11,24,35
ROBORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,5,5,10
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,0,8
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,47,55,102
SACACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,6,6,12
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,9,11
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,1,4
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,11,28,39
SAN BENITO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,6,9
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,20,60,80
SAN CARLOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,19,62,81
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,6,9
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,31,0,31
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,74,75
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,8,8
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,5,7
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,11,14,25
SAN MATIAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,9,17
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,5,0,5
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,33,41
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,1,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,8,9
SANTA ANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,1,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,192,472,664
SANTA ROSA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,2,4
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,10,73,83
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,6,7
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
SHINAOTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
SORACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,3,3
SORATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,1,1
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,57,97,154
TACOBAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,4,4,8
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,3,6
TARABUCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,28,39,67
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,46,25,71
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,7,19,26
TIQUIPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,31,0,31
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,1,1
TOCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,1,2
TOLATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,2,10
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,6,7
TOTORA(CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,11,14,25
TOTORA(ORR),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,16,16,32
TRIGAL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,5,6
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,8,15,23
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,0,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,5,13,18
URUBICHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,4,20,24
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,1,3
VACAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,1,22,23
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,10,11,21
VILA VILA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,3,3
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,7,1,8
VILLA MONTES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,19,8,27
VILLA RIVERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,0,2
VILLA SERRANO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,0,3
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,12,39,51
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,3,5
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,31,2,33
VITICHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,2,4
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,52,135,187
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,26,14,40
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,2,5,7
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,10,5,15
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,3,8,11
ZUDAÑEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-05-01,0,1,1
ACACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,0,2
AIQUILE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,5,11,16
ALALAY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
ALCALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,5,5
ANTEQUERA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,0,2
ANZALDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
ARBIETO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,3,3
ARQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,0,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,22,0,22
ATOCHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,5,6
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,6,6,12
BATALLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,1,3
BAURES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,0,3
BELLA FLOR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,3,3
BERMEJO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,20,25,45
BOLPEBRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,0,2
BOYUIBE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,1,3
"CAIZA ""D""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
CAMARGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,2,5
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,1,2
CAQUIAVIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
CARACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,11,11
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,1,8
CHALLAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,1,2
CHARAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
CHARAÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,4,4
CHAYANTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,10,10
CHIMORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,8,10,18
CHOQUE COTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,26,20,46
CLIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,9,18,27
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,20,20,40
COCAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,4,5
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,86,60,146
"COLCHA ""K""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,9,6,15
COLOMI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,4,11
COLQUIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
COPACABANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,6,6
CORQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,3,3
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,19,26
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,0,2
CUEVO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,58,49,107
EL PUENTE(STC),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,17,0,17
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,40,2,42
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,1,3
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,10,36,46
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,15,5,20
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,8,4,12
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,4,5
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,20,32,52
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,2,5
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,2,3
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,15,22
HUARACAJE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,4,0,4
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,10,10
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,0,3
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
INQUISIVI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
IXIAMAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,21,14,35
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,55,38,93
LAGUNILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,10,13
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
MACHACAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,3,10
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,8,5,13
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,13,0,13
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,5,6
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,20,14,34
MONTERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,62,4,66
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,6,7
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,13,14,27
OMEREQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,18,18
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,95,57,152
PADCAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,10,13
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,4,7,11
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,49,52
PAMPA GRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,5,0,5
PAZÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,0,2
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,9,16
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
POROMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,10,11,21
PORTACHUELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,9,3,12
PORVENIR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,0,2
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,37,33,70
PUCARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
PUERTO PEREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,10,17
PUERTO RICO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,5,7
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,14,12,26
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,26,17,43
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,1,4
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,6,5,11
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,11,18,29
RAVELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,10,0,10
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,11,0,11
ROBORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,2,3
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,9,34,43
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,47,37,84
SACACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,21,23
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,5,6,11
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,4,6,10
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,5,19,24
SAN BENITO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,3,6
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,21,25,46
SAN CARLOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,2,9
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,4,6,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,13,8,21
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,77,78
SAN LORENZO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,8,9
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,8,0,8
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,12,10,22
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,6,3,9
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,3,5,8
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,50,57
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,10,10
SAN RAFAEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,5,6,11
SAN RAMON SCZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,22,22,44
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,280,31,311
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,4,11
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,6,6
SORACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,3,3
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,65,33,98
TACOBAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,5,6,11
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
TARABUCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,4,17,21
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,90,50,140
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,6,3,9
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,2,2
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,3,4
TOTORA(CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,2,6,8
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,24,107,131
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,20,19,39
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,7,13,20
URUBICHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,6,0,6
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
VACAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,0,1
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,22,3,25
VILA VILA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,4,0,4
VILLA MONTES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,19,24,43
VILLA RIVERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,3,4
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,6,6,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,2,3
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,26,20,46
VITICHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,2,3
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,50,47,97
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,41,242,283
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,0,1,1
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,6,7
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-06-01,1,4,5
AIQUILE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,6,3,9
ALCALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,1,1
ANTEQUERA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,3,5
ARANI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
ARBIETO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,8,9
ARQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,1,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,12,0,12
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,4,4
BELLA FLOR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,6,6
BERMEJO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,17,28,45
BOLIVAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,1,2
BOLPEBRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,4,4
"CAIZA ""D""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,4,4
CAMARGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,15,1,16
