,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
SANTA ROSA,atencion odontologica,restauraciones,2024-07-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2024-07-01,5,7,18,22,47,51,24,68,2,0,0,0,0,0,244
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2024-07-01,2,7,8,18,2,5,1,19,3,0,0,0,0,0,65
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2024-07-01,16,14,86,77,37,86,73,116,22,14,0,0,0,0,541
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2024-07-01,4,5,3,23,31,15,13,27,3,0,0,0,0,0,124
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2024-07-01,2,6,3,4,8,4,0,19,1,0,0,0,0,0,47
SANTIVAÑES,atencion odontologica,restauraciones,2024-07-01,9,6,34,58,19,45,44,106,6,9,0,0,0,0,336
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2024-07-01,9,5,34,45,15,70,19,26,1,6,0,0,0,0,230
SAPAHAQUI,atencion odontologica,restauraciones,2024-07-01,4,5,21,20,10,23,14,34,8,1,0,0,0,0,140
SENA,atencion odontologica,restauraciones,2024-07-01,2,2,6,34,8,21,11,26,2,2,0,0,0,0,114
SHINAOTA,atencion odontologica,restauraciones,2024-07-01,5,6,39,42,9,20,47,49,2,5,0,0,0,0,224
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2024-07-01,11,8,17,20,14,28,26,32,4,1,0,0,0,0,161
SICAYA,atencion odontologica,restauraciones,2024-07-01,0,0,4,4,1,7,5,11,0,0,0,0,0,0,32
SIPE SIPE,atencion odontologica,restauraciones,2024-07-01,55,58,198,297,64,200,73,296,12,26,0,0,0,0,1279
SOPACHUY,atencion odontologica,restauraciones,2024-07-01,5,0,45,52,25,52,35,97,2,1,0,0,0,0,314
SORACACHI,atencion odontologica,restauraciones,2024-07-01,11,8,107,48,60,70,22,142,10,31,0,0,0,0,509
SORATA,atencion odontologica,restauraciones,2024-07-01,19,18,31,32,26,57,14,39,5,1,0,0,0,0,242
SUCRE,atencion odontologica,restauraciones,2024-07-01,393,396,2116,2795,1408,2258,1917,4223,317,214,0,0,0,0,16037
TACACHI,atencion odontologica,restauraciones,2024-07-01,0,3,6,6,4,5,0,11,3,0,0,0,0,0,38
TACACOMA,atencion odontologica,restauraciones,2024-07-01,0,0,9,37,6,13,16,30,0,0,0,0,0,0,111
TACOBAMBA,atencion odontologica,restauraciones,2024-07-01,0,3,19,17,10,8,12,24,2,0,0,0,0,0,95
TACOPAYA,atencion odontologica,restauraciones,2024-07-01,0,2,15,9,15,17,14,53,15,11,0,0,0,0,151
TAHUA,atencion odontologica,restauraciones,2024-07-01,0,4,1,9,0,0,0,0,2,0,0,0,0,0,16
TAPACARI,atencion odontologica,restauraciones,2024-07-01,12,16,97,128,30,89,52,145,9,17,0,0,0,0,595
TARABUCO,atencion odontologica,restauraciones,2024-07-01,12,25,15,54,22,61,25,65,4,3,0,0,0,0,286
TARACO,atencion odontologica,restauraciones,2024-07-01,5,12,14,18,4,16,13,33,3,2,0,0,0,0,120
TARATA,atencion odontologica,restauraciones,2024-07-01,8,2,19,40,34,37,28,76,11,8,0,0,0,0,263
TARIJA,atencion odontologica,restauraciones,2024-07-01,85,180,1107,1318,502,683,880,1933,229,131,0,0,0,0,7048
TARVITA,atencion odontologica,restauraciones,2024-07-01,4,10,50,75,26,78,46,137,6,6,0,0,0,0,438
TEOPONTE,atencion odontologica,restauraciones,2024-07-01,22,10,47,58,24,47,25,47,11,2,0,0,0,0,293
TIAHUANACU,atencion odontologica,restauraciones,2024-07-01,3,12,24,22,29,42,31,48,0,3,0,0,0,0,214
TINGUIPAYA,atencion odontologica,restauraciones,2024-07-01,12,10,33,63,5,40,36,74,8,6,0,0,0,0,287
TIPUANI,atencion odontologica,restauraciones,2024-07-01,1,2,9,10,9,7,7,18,10,0,0,0,0,0,73
TIQUIPAYA,atencion odontologica,restauraciones,2024-07-01,149,158,440,449,143,383,138,460,31,12,0,0,0,0,2363
TIRAQUE (CBBA),atencion odontologica,restauraciones,2024-07-01,12,7,95,113,33,40,25,62,0,2,0,0,0,0,389
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2024-07-01,0,7,11,8,12,11,14,14,0,0,0,0,0,0,77
TOCO,atencion odontologica,restauraciones,2024-07-01,0,2,22,59,4,15,7,56,2,4,0,0,0,0,171
TODOS SANTOS,atencion odontologica,restauraciones,2024-07-01,0,2,0,1,8,2,6,3,0,1,0,0,0,0,23
TOLATA,atencion odontologica,restauraciones,2024-07-01,7,5,62,77,19,51,13,68,8,3,0,0,0,0,313
TOLEDO,atencion odontologica,restauraciones,2024-07-01,3,7,22,24,17,30,10,35,0,0,0,0,0,0,148
TOMAVE,atencion odontologica,restauraciones,2024-07-01,17,5,10,16,6,9,6,37,5,0,0,0,0,0,111
TOMINA,atencion odontologica,restauraciones,2024-07-01,2,27,59,64,30,77,41,97,5,3,0,0,0,0,405
TORO TORO,atencion odontologica,restauraciones,2024-07-01,8,9,9,28,9,26,42,87,6,2,0,0,0,0,226
TOTORA(CBBA),atencion odontologica,restauraciones,2024-07-01,12,23,63,101,31,91,18,124,3,26,0,0,0,0,492
TOTORA(ORR),atencion odontologica,restauraciones,2024-07-01,4,16,11,6,13,14,8,33,1,14,0,0,0,0,120
TRIGAL,atencion odontologica,restauraciones,2024-07-01,1,1,3,17,1,2,8,29,4,0,0,0,0,0,66
TRINIDAD,atencion odontologica,restauraciones,2024-07-01,34,38,243,301,117,181,190,341,42,24,0,0,0,0,1511
TUPIZA,atencion odontologica,restauraciones,2024-07-01,29,31,180,249,94,172,155,199,88,55,0,0,0,0,1252
TURCO,atencion odontologica,restauraciones,2024-07-01,11,6,46,47,22,38,28,79,8,5,0,0,0,0,290
UMALA,atencion odontologica,restauraciones,2024-07-01,5,10,24,25,6,6,14,21,5,3,0,0,0,0,119
UNCIA,atencion odontologica,restauraciones,2024-07-01,21,9,72,87,48,113,49,159,11,8,0,0,0,0,577
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2024-07-01,1,13,53,64,59,63,86,235,1,6,0,0,0,0,581
URUBICHA,atencion odontologica,restauraciones,2024-07-01,0,0,0,12,1,8,2,21,2,2,0,0,0,0,48
UYUNI,atencion odontologica,restauraciones,2024-07-01,2,9,91,141,105,101,107,239,19,10,0,0,0,0,824
VACAS,atencion odontologica,restauraciones,2024-07-01,5,10,48,49,17,47,30,90,4,7,0,0,0,0,307
VALLEGRANDE,atencion odontologica,restauraciones,2024-07-01,9,5,129,145,59,91,67,206,6,37,0,0,0,0,754
VIACHA,atencion odontologica,restauraciones,2024-07-01,28,46,205,164,156,164,96,196,39,7,0,0,0,0,1101
VILA VILA,atencion odontologica,restauraciones,2024-07-01,12,5,5,37,0,13,9,31,0,0,0,0,0,0,112
VILLA CHARCAS,atencion odontologica,restauraciones,2024-07-01,0,17,9,25,9,51,31,82,1,6,0,0,0,0,231
VILLA MONTES,atencion odontologica,restauraciones,2024-07-01,10,12,184,144,138,194,172,284,34,15,0,0,0,0,1187
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
VILLA RIVERO,atencion odontologica,restauraciones,2024-07-01,12,5,26,51,5,24,12,41,0,1,0,0,0,0,177
VILLA SERRANO,atencion odontologica,restauraciones,2024-07-01,8,20,56,97,57,45,78,124,8,4,0,0,0,0,497
VILLA TUNARI,atencion odontologica,restauraciones,2024-07-01,52,59,263,301,146,350,202,498,32,25,0,0,0,0,1928
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2024-07-01,13,5,44,64,19,55,27,55,6,6,0,0,0,0,294
VILLAZON,atencion odontologica,restauraciones,2024-07-01,6,26,105,146,64,138,43,177,15,19,0,0,0,0,739
VINTO,atencion odontologica,restauraciones,2024-07-01,85,62,319,396,100,235,128,574,30,16,0,0,0,0,1945
VITICHI,atencion odontologica,restauraciones,2024-07-01,7,2,4,19,14,26,20,38,9,7,0,0,0,0,146
WALDO BALLIVIAN,atencion odontologica,restauraciones,2024-07-01,0,4,21,9,20,32,2,13,0,1,0,0,0,0,102
WARNES,atencion odontologica,restauraciones,2024-07-01,8,14,103,119,75,87,85,242,13,4,0,0,0,0,750
YACO,atencion odontologica,restauraciones,2024-07-01,5,1,7,19,6,5,17,33,0,0,0,0,0,0,93
YACUIBA,atencion odontologica,restauraciones,2024-07-01,7,15,159,255,84,200,184,483,40,32,0,0,0,0,1459
YAMPARAEZ,atencion odontologica,restauraciones,2024-07-01,4,3,35,57,18,109,28,116,3,4,0,0,0,0,377
YANACACHI,atencion odontologica,restauraciones,2024-07-01,2,2,11,5,2,7,2,9,0,0,0,0,0,0,40
YAPACANI,atencion odontologica,restauraciones,2024-07-01,19,33,97,149,19,29,20,53,4,8,0,0,0,0,431
YOCALLA,atencion odontologica,restauraciones,2024-07-01,14,18,44,65,9,24,11,43,1,3,0,0,0,0,232
YOTALA,atencion odontologica,restauraciones,2024-07-01,6,22,35,90,33,65,16,106,6,10,0,0,0,0,389
YUNCHARA,atencion odontologica,restauraciones,2024-07-01,2,5,25,23,11,31,14,51,4,2,0,0,0,0,168
YUNGUYO DE LITORAL,atencion odontologica,restauraciones,2024-07-01,0,0,0,0,0,1,7,13,0,0,0,0,0,0,21
ZUDAÑEZ,atencion odontologica,restauraciones,2024-07-01,7,5,42,54,30,40,16,46,2,0,0,0,0,0,242
ACACIO,atencion odontologica,restauraciones,2024-08-01,5,3,8,6,1,7,9,20,1,0,0,0,0,0,60
ACHACACHI,atencion odontologica,restauraciones,2024-08-01,40,41,54,84,93,69,114,249,34,26,0,0,0,0,804
ACHOCALLA,atencion odontologica,restauraciones,2024-08-01,38,16,64,68,29,50,27,111,3,6,0,0,0,0,412
AIQUILE,atencion odontologica,restauraciones,2024-08-01,2,5,33,49,18,19,76,169,34,13,0,0,0,0,418
ALALAY,atencion odontologica,restauraciones,2024-08-01,2,0,13,9,3,4,0,1,0,0,0,0,0,0,32
ALCALA,atencion odontologica,restauraciones,2024-08-01,3,7,41,49,29,30,73,73,2,6,0,0,0,0,313
ALTO BENI,atencion odontologica,restauraciones,2024-08-01,3,7,14,28,14,29,39,67,4,3,0,0,0,0,208
ANCORAIMES,atencion odontologica,restauraciones,2024-08-01,13,0,40,44,27,30,22,58,23,15,0,0,0,0,272
ANDAMARCA,atencion odontologica,restauraciones,2024-08-01,5,5,21,26,3,11,25,70,1,9,0,0,0,0,176
ANTEQUERA,atencion odontologica,restauraciones,2024-08-01,4,9,8,16,2,30,37,46,9,11,0,0,0,0,172
ANZALDO,atencion odontologica,restauraciones,2024-08-01,0,0,9,3,13,23,13,25,30,10,0,0,0,0,126
APOLO,atencion odontologica,restauraciones,2024-08-01,9,3,11,18,16,27,10,62,1,3,0,0,0,0,160
ARAMPAMPA,atencion odontologica,restauraciones,2024-08-01,13,4,25,39,0,6,6,50,0,1,0,0,0,0,144
ARANI,atencion odontologica,restauraciones,2024-08-01,10,5,13,10,17,38,23,77,0,4,0,0,0,0,197
ARBIETO,atencion odontologica,restauraciones,2024-08-01,26,25,47,41,9,29,49,199,14,4,0,0,0,0,443
ARQUE,atencion odontologica,restauraciones,2024-08-01,5,1,14,27,19,25,15,55,0,4,0,0,0,0,165
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2024-08-01,3,19,35,23,16,39,19,64,0,0,0,0,0,0,218
ATOCHA,atencion odontologica,restauraciones,2024-08-01,16,6,40,51,25,50,90,161,39,10,0,0,0,0,488
AUCAPATA,atencion odontologica,restauraciones,2024-08-01,3,5,11,8,5,9,25,42,3,0,0,0,0,0,111
AYATA,atencion odontologica,restauraciones,2024-08-01,4,0,12,13,11,40,21,48,2,3,0,0,0,0,154
AYO AYO,atencion odontologica,restauraciones,2024-08-01,1,2,12,14,1,48,6,56,14,2,0,0,0,0,156
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2024-08-01,28,33,64,71,40,82,132,243,7,17,0,0,0,0,717
AZURDUY,atencion odontologica,restauraciones,2024-08-01,2,9,42,51,21,52,51,86,0,1,0,0,0,0,315
BATALLAS,atencion odontologica,restauraciones,2024-08-01,10,2,8,16,12,14,13,58,1,2,0,0,0,0,136
BAURES,atencion odontologica,restauraciones,2024-08-01,0,0,8,5,0,1,7,14,3,4,0,0,0,0,42
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2024-08-01,0,0,3,2,0,0,2,7,3,3,0,0,0,0,20
BELEN DE URMIRI,atencion odontologica,restauraciones,2024-08-01,2,0,0,5,0,2,24,20,7,5,0,0,0,0,65
BELLA FLOR,atencion odontologica,restauraciones,2024-08-01,0,0,0,3,0,3,3,1,0,0,0,0,0,0,10
BERMEJO,atencion odontologica,restauraciones,2024-08-01,3,4,29,40,25,39,93,154,31,11,0,0,0,0,429
BETANZOS,atencion odontologica,restauraciones,2024-08-01,20,18,75,158,45,90,105,184,4,5,0,0,0,0,704
BOLIVAR,atencion odontologica,restauraciones,2024-08-01,0,0,1,1,0,0,1,4,0,0,0,0,0,0,7
BOLPEBRA,atencion odontologica,restauraciones,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
BOYUIBE,atencion odontologica,restauraciones,2024-08-01,0,0,0,6,0,16,4,27,6,3,0,0,0,0,62
BUENA VISTA,atencion odontologica,restauraciones,2024-08-01,11,6,36,32,22,33,69,62,4,7,0,0,0,0,282
CABEZAS,atencion odontologica,restauraciones,2024-08-01,0,2,8,19,7,27,15,52,5,0,0,0,0,0,135
CAIROMA,atencion odontologica,restauraciones,2024-08-01,3,2,33,31,33,44,21,26,0,0,0,0,0,0,193
"CAIZA ""D""",atencion odontologica,restauraciones,2024-08-01,4,5,22,21,4,10,17,39,1,0,0,0,0,0,123
CAJUATA,atencion odontologica,restauraciones,2024-08-01,11,15,11,22,21,7,32,47,0,3,0,0,0,0,169
CALACOTO,atencion odontologica,restauraciones,2024-08-01,2,13,31,34,18,26,16,21,11,9,0,0,0,0,181
CALAMARCA,atencion odontologica,restauraciones,2024-08-01,38,22,43,40,26,45,29,96,0,8,0,0,0,0,347
CAMARGO,atencion odontologica,restauraciones,2024-08-01,8,3,57,37,15,38,55,153,7,7,0,0,0,0,380
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2024-08-01,4,5,3,15,1,20,8,25,3,4,0,0,0,0,88
CAMIRI,atencion odontologica,restauraciones,2024-08-01,15,12,19,50,21,43,73,179,26,7,0,0,0,0,445
CAPINOTA,atencion odontologica,restauraciones,2024-08-01,13,19,43,50,17,48,40,103,6,16,0,0,0,0,355
CAQUIAVIRI,atencion odontologica,restauraciones,2024-08-01,17,2,11,38,23,17,27,36,10,3,0,0,0,0,184
CARACOLLO,atencion odontologica,restauraciones,2024-08-01,45,32,62,95,27,77,76,144,28,12,0,0,0,0,598
CARANAVI,atencion odontologica,restauraciones,2024-08-01,20,47,97,108,68,87,128,290,19,16,0,0,0,0,880
CARANGAS,atencion odontologica,restauraciones,2024-08-01,1,0,0,1,0,1,0,9,13,0,0,0,0,0,25
CARAPARI,atencion odontologica,restauraciones,2024-08-01,7,14,37,68,21,51,73,170,8,7,0,0,0,0,456
CARIPUYO,atencion odontologica,restauraciones,2024-08-01,9,1,3,5,12,11,12,20,2,1,0,0,0,0,76
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2024-08-01,1,11,10,3,1,3,6,12,0,1,0,0,0,0,48
CATACORA,atencion odontologica,restauraciones,2024-08-01,0,0,0,2,5,4,13,9,2,0,0,0,0,0,35
CHACARILLA,atencion odontologica,restauraciones,2024-08-01,0,0,4,0,2,0,5,6,0,0,0,0,0,0,17
CHALLAPATA,atencion odontologica,restauraciones,2024-08-01,16,20,66,70,11,58,100,222,27,18,0,0,0,0,608
CHAQUI,atencion odontologica,restauraciones,2024-08-01,13,12,47,50,2,28,19,81,2,2,0,0,0,0,256
CHARAGUA,atencion odontologica,restauraciones,2024-08-01,3,5,7,4,9,5,23,47,1,0,0,0,0,0,104
CHARAÑA,atencion odontologica,restauraciones,2024-08-01,0,0,2,1,0,7,4,6,1,0,0,0,0,0,21
CHAYANTA,atencion odontologica,restauraciones,2024-08-01,9,11,47,34,16,37,41,163,6,5,0,0,0,0,369
CHIMORE,atencion odontologica,restauraciones,2024-08-01,11,11,32,60,16,48,23,90,1,1,0,0,0,0,293
CHIPAYA,atencion odontologica,restauraciones,2024-08-01,0,0,5,5,26,16,11,3,0,1,0,0,0,0,67
CHOQUE COTA,atencion odontologica,restauraciones,2024-08-01,0,4,1,12,11,10,8,24,3,4,0,0,0,0,77
CHUA COCANI,atencion odontologica,restauraciones,2024-08-01,3,0,0,2,4,9,4,20,2,1,0,0,0,0,45
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2024-08-01,28,9,21,25,7,11,29,53,1,0,0,0,0,0,184
CHUMA,atencion odontologica,restauraciones,2024-08-01,5,10,5,19,6,28,31,46,3,7,0,0,0,0,160
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2024-08-01,0,2,4,18,1,4,5,24,0,4,0,0,0,0,62
CKOCHAS,atencion odontologica,restauraciones,2024-08-01,6,14,41,33,12,16,24,21,2,2,0,0,0,0,171
CLIZA,atencion odontologica,restauraciones,2024-08-01,16,26,41,67,29,32,41,152,16,32,0,0,0,0,452
COBIJA,atencion odontologica,restauraciones,2024-08-01,19,19,129,203,77,94,238,447,46,30,0,0,0,0,1302
COCAPATA,atencion odontologica,restauraciones,2024-08-01,7,5,19,62,41,56,31,83,0,3,0,0,0,0,307
COCHABAMBA,atencion odontologica,restauraciones,2024-08-01,502,453,1145,1121,658,891,2433,3974,807,806,0,0,0,0,12790
COIPASA,atencion odontologica,restauraciones,2024-08-01,0,0,0,0,3,1,2,3,4,2,0,0,0,0,15
COLCAPIRHUA,atencion odontologica,restauraciones,2024-08-01,16,28,53,95,31,65,139,308,25,20,0,0,0,0,780
"COLCHA ""K""",atencion odontologica,restauraciones,2024-08-01,25,17,36,81,48,37,35,116,9,4,0,0,0,0,408
COLLANA,atencion odontologica,restauraciones,2024-08-01,4,1,15,11,11,13,13,34,0,0,0,0,0,0,102
COLOMI,atencion odontologica,restauraciones,2024-08-01,33,25,45,63,41,54,54,127,5,8,0,0,0,0,455
COLPA BELGICA,atencion odontologica,restauraciones,2024-08-01,0,0,2,0,0,2,11,22,0,0,0,0,0,0,37
COLQUECHACA,atencion odontologica,restauraciones,2024-08-01,5,5,15,32,9,48,67,113,7,9,0,0,0,0,310
COLQUENCHA,atencion odontologica,restauraciones,2024-08-01,10,21,33,33,15,27,24,48,9,4,0,0,0,0,224
COLQUIRI,atencion odontologica,restauraciones,2024-08-01,19,9,35,46,36,49,53,84,3,7,0,0,0,0,341
COMANCHE,atencion odontologica,restauraciones,2024-08-01,0,0,2,16,7,21,20,24,0,3,0,0,0,0,93
COMARAPA,atencion odontologica,restauraciones,2024-08-01,16,27,57,101,18,48,55,152,8,11,0,0,0,0,493
COMBAYA,atencion odontologica,restauraciones,2024-08-01,0,0,3,0,0,1,1,3,2,0,0,0,0,0,10
COPACABANA,atencion odontologica,restauraciones,2024-08-01,4,5,20,8,1,11,5,15,6,2,0,0,0,0,77
CORIPATA,atencion odontologica,restauraciones,2024-08-01,9,7,17,15,3,16,13,42,0,0,0,0,0,0,122
CORO CORO,atencion odontologica,restauraciones,2024-08-01,7,1,12,15,20,25,33,69,9,1,0,0,0,0,192
COROICO,atencion odontologica,restauraciones,2024-08-01,26,22,103,103,20,41,65,158,9,2,0,0,0,0,549
CORQUE,atencion odontologica,restauraciones,2024-08-01,5,11,26,13,5,6,6,67,3,6,0,0,0,0,148
COTAGAITA,atencion odontologica,restauraciones,2024-08-01,21,14,83,92,50,93,182,358,23,49,0,0,0,0,965
COTOCA,atencion odontologica,restauraciones,2024-08-01,3,0,14,13,4,15,17,58,1,0,0,0,0,0,125
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2024-08-01,0,0,24,0,2,0,3,6,0,1,0,0,0,0,36
CUATRO CAÑADAS,atencion odontologica,restauraciones,2024-08-01,18,24,60,82,17,41,57,134,4,14,0,0,0,0,451
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2024-08-01,11,0,15,10,1,6,5,10,2,0,0,0,0,0,60
CUEVO,atencion odontologica,restauraciones,2024-08-01,0,4,5,10,6,11,5,35,2,1,0,0,0,0,79
CULPINA,atencion odontologica,restauraciones,2024-08-01,2,11,3,21,7,26,15,49,4,4,0,0,0,0,142
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2024-08-01,7,0,17,17,2,4,14,48,9,19,0,0,0,0,137
CURVA,atencion odontologica,restauraciones,2024-08-01,0,1,6,2,0,2,4,8,0,2,0,0,0,0,25
DESAGUADERO,atencion odontologica,restauraciones,2024-08-01,1,0,4,8,8,15,7,16,0,2,0,0,0,0,61
EL ALTO,atencion odontologica,restauraciones,2024-08-01,436,534,733,934,394,484,797,2163,122,100,0,0,0,0,6697
EL CHORO,atencion odontologica,restauraciones,2024-08-01,8,3,10,7,7,1,14,26,1,4,0,0,0,0,81
EL PUENTE(STC),atencion odontologica,restauraciones,2024-08-01,4,1,18,22,17,17,59,93,10,2,0,0,0,0,243
EL PUENTE(TJA),atencion odontologica,restauraciones,2024-08-01,3,2,22,22,10,14,28,63,3,5,0,0,0,0,172
EL TORNO,atencion odontologica,restauraciones,2024-08-01,33,34,39,63,30,36,55,197,23,10,0,0,0,0,520
EL VILLAR,atencion odontologica,restauraciones,2024-08-01,0,0,34,31,29,11,58,100,9,9,0,0,0,0,281
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2024-08-01,4,8,48,57,24,27,30,128,6,0,0,0,0,0,332
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2024-08-01,27,20,45,51,19,36,43,95,0,0,0,0,0,0,336
ESCARA,atencion odontologica,restauraciones,2024-08-01,0,2,8,13,12,8,2,13,7,1,0,0,0,0,66
ESCOMA,atencion odontologica,restauraciones,2024-08-01,4,4,1,6,15,18,5,35,6,1,0,0,0,0,95
ESMERALDA,atencion odontologica,restauraciones,2024-08-01,0,0,1,1,0,0,7,1,0,3,0,0,0,0,13
EUCALIPTUS,atencion odontologica,restauraciones,2024-08-01,2,4,4,3,0,2,2,9,1,0,0,0,0,0,27
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2024-08-01,5,11,28,38,19,12,40,166,2,3,0,0,0,0,324
FILADELFIA,atencion odontologica,restauraciones,2024-08-01,0,2,1,2,3,3,4,10,0,0,0,0,0,0,25
GAIOC JATUN AYLLU YURA,atencion odontologica,restauraciones,2024-08-01,2,1,6,21,15,21,15,47,1,4,0,0,0,0,133
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2024-08-01,0,0,16,10,12,6,6,37,1,2,0,0,0,0,90
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2024-08-01,14,11,8,13,3,29,32,31,3,0,0,0,0,0,144
GUANAY,atencion odontologica,restauraciones,2024-08-01,2,0,18,11,6,19,16,57,1,5,0,0,0,0,135
GUAQUI,atencion odontologica,restauraciones,2024-08-01,2,5,8,13,15,10,22,36,9,8,0,0,0,0,128
GUAYARAMERIN,atencion odontologica,restauraciones,2024-08-01,85,64,445,510,238,253,499,984,177,122,0,0,0,0,3377
GUTIERREZ,atencion odontologica,restauraciones,2024-08-01,1,0,2,5,4,14,15,44,0,1,0,0,0,0,86
HUACARAJE,atencion odontologica,restauraciones,2024-08-01,1,2,8,1,2,6,9,9,6,4,0,0,0,0,48
HUACARETA,atencion odontologica,restauraciones,2024-08-01,2,0,7,3,23,16,28,83,14,6,0,0,0,0,182
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2024-08-01,2,0,16,12,3,16,5,31,0,0,0,0,0,0,85
HUACHACALLA,atencion odontologica,restauraciones,2024-08-01,2,0,2,5,1,0,3,3,9,7,0,0,0,0,32
HUANUNI,atencion odontologica,restauraciones,2024-08-01,25,27,66,67,68,45,135,117,22,22,0,0,0,0,594
HUARINA,atencion odontologica,restauraciones,2024-08-01,4,0,30,23,19,23,32,63,8,10,0,0,0,0,212
HUATAJATA,atencion odontologica,restauraciones,2024-08-01,3,0,10,6,10,11,1,23,3,5,0,0,0,0,72
HUAYLLAMARCA,atencion odontologica,restauraciones,2024-08-01,10,5,6,4,6,9,40,13,7,3,0,0,0,0,103
HUMANATA,atencion odontologica,restauraciones,2024-08-01,3,6,37,22,9,5,6,32,3,4,0,0,0,0,127
ICHOCA,atencion odontologica,restauraciones,2024-08-01,0,0,1,5,4,17,2,12,0,4,0,0,0,0,45
ICLA,atencion odontologica,restauraciones,2024-08-01,1,21,35,94,34,57,77,115,8,3,0,0,0,0,445
INCAHUASI,atencion odontologica,restauraciones,2024-08-01,8,6,10,26,3,16,21,61,8,0,0,0,0,0,159
INQUISIVI,atencion odontologica,restauraciones,2024-08-01,9,18,38,30,21,33,50,70,2,2,0,0,0,0,273
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2024-08-01,22,28,87,88,32,58,54,122,3,5,0,0,0,0,499
IXIAMAS,atencion odontologica,restauraciones,2024-08-01,1,5,5,10,3,9,9,24,0,0,0,0,0,0,66
JESUS DE MACHACA,atencion odontologica,restauraciones,2024-08-01,5,6,28,42,30,50,46,94,19,19,0,0,0,0,339
LA ASUNTA,atencion odontologica,restauraciones,2024-08-01,28,43,85,105,78,107,116,316,7,10,0,0,0,0,895
LA GUARDIA,atencion odontologica,restauraciones,2024-08-01,23,24,44,59,32,48,75,242,4,31,0,0,0,0,582
LA PAZ,atencion odontologica,restauraciones,2024-08-01,668,808,1600,1784,640,918,2605,4754,825,666,0,0,0,0,15268
LA RIVERA,atencion odontologica,restauraciones,2024-08-01,0,0,4,12,2,4,1,1,2,0,0,0,0,0,26
LAGUNILLAS,atencion odontologica,restauraciones,2024-08-01,4,0,2,9,7,17,19,52,2,4,0,0,0,0,116
LAJA,atencion odontologica,restauraciones,2024-08-01,19,24,43,63,5,14,15,54,2,5,0,0,0,0,244
LAS CARRERAS,atencion odontologica,restauraciones,2024-08-01,3,5,6,12,6,5,35,57,5,3,0,0,0,0,137
LICOMA PAMPA,atencion odontologica,restauraciones,2024-08-01,9,9,0,8,0,1,0,2,0,0,0,0,0,0,29
LLALLAGUA,atencion odontologica,restauraciones,2024-08-01,13,14,37,25,15,33,68,173,4,3,0,0,0,0,385
LLICA,atencion odontologica,restauraciones,2024-08-01,0,0,2,1,0,2,4,7,1,2,0,0,0,0,19
LORETO,atencion odontologica,restauraciones,2024-08-01,0,0,0,1,0,2,0,3,0,0,0,0,0,0,6
LURIBAY,atencion odontologica,restauraciones,2024-08-01,4,4,14,14,15,19,27,50,15,7,0,0,0,0,169
MACHACAMARCA,atencion odontologica,restauraciones,2024-08-01,1,8,18,8,14,17,14,48,30,30,0,0,0,0,188
