,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL POST,RAYOS X DENTAL POST,TOTALES
YUNCHARA,atencion odontologica,rayos x dental,2024-06-01,0,0,3,1,0,0,0,1,0,0,0,0,0,0,5
ZUDAÑEZ,atencion odontologica,rayos x dental,2024-06-01,0,0,0,0,1,0,1,8,4,0,0,0,0,0,14
ACACIO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,1,0,2,3,0,0,0,0,0,0,8
ACHOCALLA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,1,2,2,11,0,2,0,0,0,0,19
ANDAMARCA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
ANTEQUERA,atencion odontologica,rayos x dental,2024-07-01,0,0,5,1,0,0,3,3,0,0,0,0,0,0,12
ARANI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,4,1,5,2,11,1,2,0,0,0,0,26
ARBIETO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ATOCHA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,4,0,1,10,30,2,2,0,0,0,0,49
AUCAPATA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYATA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
AYO AYO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2024-07-01,0,0,5,0,5,4,11,16,1,3,0,0,0,0,45
BERMEJO,atencion odontologica,rayos x dental,2024-07-01,0,0,4,0,1,0,2,2,1,0,0,0,0,0,10
BETANZOS,atencion odontologica,rayos x dental,2024-07-01,0,0,1,2,1,1,1,2,0,2,0,0,0,0,10
CABEZAS,atencion odontologica,rayos x dental,2024-07-01,2,0,5,6,3,18,10,21,0,0,0,0,0,0,65
CAMARGO,atencion odontologica,rayos x dental,2024-07-01,0,1,6,5,0,4,7,16,4,8,0,0,0,0,51
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2024-07-01,0,0,2,1,4,8,3,15,1,0,0,0,0,0,34
CAMIRI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12
CAPINOTA,atencion odontologica,rayos x dental,2024-07-01,5,0,1,2,0,3,7,5,0,0,0,0,0,0,23
CAQUIAVIRI,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
CARACOLLO,atencion odontologica,rayos x dental,2024-07-01,0,0,8,1,2,4,9,15,1,2,0,0,0,0,42
CARANAVI,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,0,1,3,3,0,0,0,0,0,0,8
CARIPUYO,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,0,0,0,6,0,0,0,0,0,0,8
CHALLAPATA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,2,1,1,4,15,0,0,0,0,0,0,23
CHAQUI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHARAGUA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,1,8,2,3,1,0,0,0,0,0,16
CHAYANTA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,0,2,2,0,0,0,0,0,0,5
CHIMORE,atencion odontologica,rayos x dental,2024-07-01,0,0,3,2,2,9,8,16,0,0,0,0,0,0,40
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2024-07-01,3,2,7,14,15,10,22,55,7,3,0,0,0,0,138
COCHABAMBA,atencion odontologica,rayos x dental,2024-07-01,16,15,106,103,88,106,275,377,128,150,0,0,0,0,1364
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-07-01,0,0,4,6,3,7,14,27,4,2,0,0,0,0,67
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-07-01,0,2,8,2,1,4,5,11,2,0,0,0,0,0,35
COLLANA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,0,1,5,0,0,0,0,0,0,7
COLQUECHACA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,2,2,5,5,11,1,3,0,0,0,0,29
COLQUENCHA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,2,4,0,3,0,0,0,0,0,0,10
CORIPATA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COROICO,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,0,3,4,2,0,0,0,0,0,0,10
CORQUE,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
COTAGAITA,atencion odontologica,rayos x dental,2024-07-01,1,0,0,3,5,7,7,16,0,1,0,0,0,0,40
COTOCA,atencion odontologica,rayos x dental,2024-07-01,0,0,6,7,3,1,2,12,0,1,0,0,0,0,32
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,0,0,0,5,0,0,0,0,0,0,6
CUEVO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CULPINA,atencion odontologica,rayos x dental,2024-07-01,0,0,5,3,3,6,3,29,2,3,0,0,0,0,54
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-07-01,0,0,0,2,0,1,0,1,1,0,0,0,0,0,5
EL ALTO,atencion odontologica,rayos x dental,2024-07-01,3,2,11,17,9,7,6,28,6,1,0,0,0,0,90
EL PUENTE(STC),atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
EL TORNO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
EL VILLAR,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,rayos x dental,2024-07-01,0,0,2,0,0,0,6,7,0,0,0,0,0,0,15
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,0,0,0,4,0,0,0,0,0,0,6
GUANAY,atencion odontologica,rayos x dental,2024-07-01,0,0,1,5,1,4,7,3,0,0,0,0,0,0,21
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-07-01,0,0,2,4,1,1,1,6,2,0,0,0,0,0,17
GUTIERREZ,atencion odontologica,rayos x dental,2024-07-01,0,1,1,1,2,0,0,2,0,0,0,0,0,0,7
HUACARETA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,5,4,0,0,0,0,0,0,0,9
HUANUNI,atencion odontologica,rayos x dental,2024-07-01,0,1,6,4,4,6,5,11,3,2,0,0,0,0,42
HUATAJATA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,1,2,0,1,2,0,0,0,0,6
ICHOCA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,rayos x dental,2024-07-01,0,0,1,3,0,3,5,4,0,0,0,0,0,0,16
INQUISIVI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,1,1,0,2,0,0,0,0,0,0,5
IXIAMAS,atencion odontologica,rayos x dental,2024-07-01,1,0,0,2,0,10,1,10,2,0,0,0,0,0,26
JESUS DE MACHACA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,rayos x dental,2024-07-01,0,0,2,4,3,5,5,4,0,0,0,0,0,0,23
LA GUARDIA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,rayos x dental,2024-07-01,5,14,135,183,102,101,298,474,108,101,0,0,0,0,1521
LAS CARRERAS,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6
MACHACAMARCA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,2,1,2,2,2,0,0,0,0,0,0,10
MAGDALENA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
MAIRANA,atencion odontologica,rayos x dental,2024-07-01,1,0,0,0,0,1,0,4,0,0,0,0,0,0,6
MAPIRI,atencion odontologica,rayos x dental,2024-07-01,0,1,2,1,0,2,1,10,0,0,0,0,0,0,17
MECAPACA,atencion odontologica,rayos x dental,2024-07-01,0,0,9,8,7,9,4,10,0,0,0,0,0,0,47
MIZQUE,atencion odontologica,rayos x dental,2024-07-01,0,0,2,0,0,2,0,3,7,0,0,0,0,0,14
MOJOCOYA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,2,0,0,3,0,0,0,0,0,0,6
MONTEAGUDO,atencion odontologica,rayos x dental,2024-07-01,0,0,1,2,0,3,3,6,0,0,0,0,0,0,15
MONTERO,atencion odontologica,rayos x dental,2024-07-01,0,0,1,2,0,4,0,7,0,0,0,0,0,0,14
OCURI,atencion odontologica,rayos x dental,2024-07-01,0,1,0,0,1,2,4,5,1,0,0,0,0,0,14
ORURO,atencion odontologica,rayos x dental,2024-07-01,16,17,140,195,148,170,215,464,45,53,0,0,0,0,1463
PADILLA,atencion odontologica,rayos x dental,2024-07-01,0,0,2,1,1,0,4,6,0,0,0,0,0,0,14
PAILON,atencion odontologica,rayos x dental,2024-07-01,0,0,0,2,0,2,0,1,0,0,0,0,0,0,5
PALCA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,0,4,2,0,0,0,0,0,0,7
PALOS BLANCOS,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,3,2,0,0,0,0,0,6
PATACAMAYA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,3,2,5,6,0,0,0,0,0,0,16
PAZÑA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,1,2,1,20,0,2,0,0,0,0,28
POOPO,atencion odontologica,rayos x dental,2024-07-01,2,0,5,5,9,7,5,27,1,1,0,0,0,0,62
PORCO,atencion odontologica,rayos x dental,2024-07-01,0,0,2,0,0,1,0,7,0,0,0,0,0,0,10
PORONGO,atencion odontologica,rayos x dental,2024-07-01,1,0,7,3,6,5,7,21,1,1,0,0,0,0,52
PORVENIR,atencion odontologica,rayos x dental,2024-07-01,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7
POTOSI,atencion odontologica,rayos x dental,2024-07-01,0,0,22,20,26,36,24,81,3,3,0,0,0,0,215
PUCARANI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5
PUERTO ACOSTA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-07-01,0,0,13,4,0,0,1,53,0,0,0,0,0,0,71
PUNA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,0,2,3,4,1,0,0,0,0,0,12
PUNATA,atencion odontologica,rayos x dental,2024-07-01,1,0,3,3,0,4,1,0,2,1,0,0,0,0,15
QUIABAYA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,4,1,3,0,0,0,0,0,0,8
QUIME,atencion odontologica,rayos x dental,2024-07-01,0,0,2,0,0,1,1,1,0,0,0,0,0,0,5
QUIRUSILLAS,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
RAVELO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,1,6,1,2,4,0,0,0,0,0,15
RIBERALTA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,3,1,2,2,11,0,8,0,0,0,0,27
SABAYA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,3,2,0,1,0,0,0,0,0,0,6
SACABA,atencion odontologica,rayos x dental,2024-07-01,2,0,15,18,14,17,35,53,10,20,0,0,0,0,184
SAIPINA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-07-01,0,0,6,6,4,2,4,4,0,1,0,0,0,0,27
SAMAIPATA,atencion odontologica,rayos x dental,2024-07-01,0,0,5,1,1,0,4,14,1,1,0,0,0,0,27
SAN BENITO,atencion odontologica,rayos x dental,2024-07-01,0,0,1,2,2,1,1,3,2,1,0,0,0,0,13
SAN BORJA,atencion odontologica,rayos x dental,2024-07-01,0,0,6,1,1,12,7,8,10,0,0,0,0,0,45
SAN CARLOS,atencion odontologica,rayos x dental,2024-07-01,0,0,1,3,2,3,3,6,0,0,0,0,0,0,18
SAN IGNACIO,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,1,0,1,1,0,0,0,0,0,0,5
SAN JOAQUIN,atencion odontologica,rayos x dental,2024-07-01,0,1,5,0,5,1,1,10,0,0,0,0,0,0,23
SAN JULIAN,atencion odontologica,rayos x dental,2024-07-01,1,1,4,2,3,4,7,8,5,3,0,0,0,0,38
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2024-07-01,0,0,5,0,0,0,0,2,0,0,0,0,0,0,7
SAN LUCAS,atencion odontologica,rayos x dental,2024-07-01,0,0,4,3,0,4,1,4,0,1,0,0,0,0,17
SAN MATIAS,atencion odontologica,rayos x dental,2024-07-01,0,4,8,2,1,3,11,0,0,0,0,0,0,0,29
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2024-07-01,0,0,9,0,0,1,3,4,0,0,0,0,0,0,17
SAN PEDRO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,1,2,1,7,0,0,0,0,0,0,11
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,2,4,6,12,0,0,0,0,0,0,26
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,3,7,10,1,0,0,0,0,0,22
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2024-07-01,10,11,138,109,87,111,355,604,155,116,0,0,0,0,1696
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2024-07-01,0,0,12,2,3,10,8,16,2,6,0,0,0,0,59
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2024-07-01,1,0,3,0,0,1,2,0,0,0,0,0,0,0,7
SANTIAGO DE MACHACA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
SAPAHAQUI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
SENA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
SIPE SIPE,atencion odontologica,rayos x dental,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SOPACHUY,atencion odontologica,rayos x dental,2024-07-01,0,0,3,9,6,5,4,8,0,0,0,0,0,0,35
SORACACHI,atencion odontologica,rayos x dental,2024-07-01,0,0,8,11,7,2,2,9,2,3,0,0,0,0,44
SORATA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,0,0,3,6,3,0,0,0,0,0,13
SUCRE,atencion odontologica,rayos x dental,2024-07-01,7,1,35,42,33,51,84,143,50,22,0,0,0,0,468
TACACHI,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TARABUCO,atencion odontologica,rayos x dental,2024-07-01,0,0,1,1,0,2,2,2,0,0,0,0,0,0,8
TARIJA,atencion odontologica,rayos x dental,2024-07-01,1,0,171,169,7,23,503,576,8,5,0,0,0,0,1463
TIAHUANACU,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,1,0,4,0,0,0,0,0,0,6
TINGUIPAYA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7
TODOS SANTOS,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
TOLEDO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,2,2,2,1,3,0,0,0,0,0,0,10
TOMAVE,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,3,0,1,2,0,0,0,0,0,0,7
TORO TORO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,0,1,1,8,0,0,0,0,0,0,11
TRIGAL,atencion odontologica,rayos x dental,2024-07-01,0,0,1,7,0,0,4,5,0,0,0,0,0,0,17
TRINIDAD,atencion odontologica,rayos x dental,2024-07-01,1,3,7,13,7,10,10,36,0,0,0,0,0,0,87
TUPIZA,atencion odontologica,rayos x dental,2024-07-01,1,1,7,23,7,15,40,35,13,15,0,0,0,0,157
TURCO,atencion odontologica,rayos x dental,2024-07-01,0,0,2,1,1,11,3,6,1,2,0,0,0,0,27
UMALA,atencion odontologica,rayos x dental,2024-07-01,0,0,4,5,5,3,1,10,0,0,0,0,0,0,28
UNCIA,atencion odontologica,rayos x dental,2024-07-01,1,0,5,5,1,3,4,8,2,0,0,0,0,0,29
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2024-07-01,0,3,4,1,4,7,6,19,3,0,0,0,0,0,47
UYUNI,atencion odontologica,rayos x dental,2024-07-01,3,2,5,24,9,18,13,42,6,0,0,0,0,0,122
VALLEGRANDE,atencion odontologica,rayos x dental,2024-07-01,0,0,1,0,0,0,3,13,4,1,0,0,0,0,22
VIACHA,atencion odontologica,rayos x dental,2024-07-01,2,5,13,16,20,8,6,28,1,0,0,0,0,0,99
VILA VILA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,2,0,1,0,4,0,0,0,0,0,0,7
VILLA CHARCAS,atencion odontologica,rayos x dental,2024-07-01,0,0,1,4,0,0,0,5,0,0,0,0,0,0,10
VILLA MONTES,atencion odontologica,rayos x dental,2024-07-01,0,0,1,3,3,3,5,15,1,1,0,0,0,0,32
VILLA RIVERO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,rayos x dental,2024-07-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4
VILLA TUNARI,atencion odontologica,rayos x dental,2024-07-01,0,0,3,2,4,4,3,6,1,1,0,0,0,0,24
WARNES,atencion odontologica,rayos x dental,2024-07-01,0,0,3,4,0,8,4,7,2,0,0,0,0,0,28
YACUIBA,atencion odontologica,rayos x dental,2024-07-01,0,0,0,2,0,0,6,2,1,0,0,0,0,0,11
YOCALLA,atencion odontologica,rayos x dental,2024-07-01,0,0,1,4,1,0,0,8,1,0,0,0,0,0,15
YUNCHARA,atencion odontologica,rayos x dental,2024-07-01,0,0,2,1,0,6,2,5,0,0,0,0,0,0,16
ZUDAÑEZ,atencion odontologica,rayos x dental,2024-07-01,1,0,0,1,0,4,2,9,0,0,0,0,0,0,17
ACACIO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,2,0,1,3,1,0,0,0,0,0,7
ACHOCALLA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
AIQUILE,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,0,5,8,3,1,0,0,0,0,18
ANDAMARCA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ANTEQUERA,atencion odontologica,rayos x dental,2024-08-01,0,2,0,0,0,10,0,7,0,1,0,0,0,0,20
ARANI,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,2,2,1,11,1,4,0,0,0,0,23
ARBIETO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,rayos x dental,2024-08-01,0,0,5,5,4,11,20,25,6,3,0,0,0,0,79
AYATA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
AYO AYO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,2,5,3,7,1,0,0,0,0,0,19
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2024-08-01,0,0,1,0,0,1,16,8,0,1,0,0,0,0,27
BELEN DE URMIRI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
BETANZOS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4
CABEZAS,atencion odontologica,rayos x dental,2024-08-01,0,13,14,25,1,4,5,27,4,5,0,0,0,0,98
"CAIZA ""D""",atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CAMARGO,atencion odontologica,rayos x dental,2024-08-01,1,1,8,6,3,10,8,15,2,0,0,0,0,0,54
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CAPINOTA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,2,1,1,1,2,0,0,0,0,0,0,7
CARACOLLO,atencion odontologica,rayos x dental,2024-08-01,0,0,2,0,0,1,10,9,1,0,0,0,0,0,23
CARANAVI,atencion odontologica,rayos x dental,2024-08-01,0,1,0,2,3,3,3,4,1,2,0,0,0,0,19
CARIPUYO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,2,1,1,1,0,0,0,0,0,6
CHALLAPATA,atencion odontologica,rayos x dental,2024-08-01,4,0,0,1,1,0,1,1,0,0,0,0,0,0,8
CHAQUI,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,0,0,2,3,0,0,0,0,0,0,7
CHARAGUA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,1,0,0,4,0,0,0,0,0,0,6
CHAYANTA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,5
CHIMORE,atencion odontologica,rayos x dental,2024-08-01,0,0,4,2,4,3,3,21,0,0,0,0,0,0,37
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2024-08-01,0,2,13,4,2,6,14,65,8,8,0,0,0,0,122
COCHABAMBA,atencion odontologica,rayos x dental,2024-08-01,12,18,85,45,43,72,297,478,140,134,0,0,0,0,1324
COIPASA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-08-01,0,0,4,8,3,1,15,37,4,3,0,0,0,0,75
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-08-01,0,0,1,0,0,11,7,18,3,0,0,0,0,0,40
COLLANA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
COLQUECHACA,atencion odontologica,rayos x dental,2024-08-01,0,0,1,2,2,7,6,19,1,0,0,0,0,0,38
COLQUENCHA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,rayos x dental,2024-08-01,0,1,5,5,8,14,19,11,2,0,0,0,0,0,65
COROICO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
CORQUE,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,rayos x dental,2024-08-01,0,0,3,5,3,9,10,20,1,5,0,0,0,0,56
COTOCA,atencion odontologica,rayos x dental,2024-08-01,0,0,2,4,1,3,2,13,0,0,0,0,0,0,25
CRUZ DE MACHACAMARCA,atencion odontologica,rayos x dental,2024-08-01,0,0,4,0,2,0,2,2,3,2,0,0,0,0,15
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
CULPINA,atencion odontologica,rayos x dental,2024-08-01,0,0,3,1,1,3,10,21,6,1,0,0,0,0,46
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,rayos x dental,2024-08-01,0,2,2,4,2,4,8,6,7,8,0,0,0,0,43
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,0,4,0,1,0,0,0,0,6
EL TORNO,atencion odontologica,rayos x dental,2024-08-01,4,0,0,0,1,0,3,2,0,0,0,0,0,0,10
EL VILLAR,atencion odontologica,rayos x dental,2024-08-01,0,0,2,2,1,0,5,6,1,0,0,0,0,0,17
EUCALIPTUS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
