,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TOTALES
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUANAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,2,0,1,1,1,2,0,0,0,0,0,8
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,4,1,8,8,3,2,0,2,1,0,0,0,0,0,29
HUACARETA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,0,4,0,0,1,5,0,0,0,0,0,0,11
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,3,16,9,3,6,3,3,0,1,0,0,0,0,44
HUARINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
HUATAJATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,1,1,0,1,0,2,0,0,0,0,0,0,6
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
HUMANATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,3,3,0,0,0,0,0,0,0,1,0,0,0,0,7
ICHOCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
ICLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,4,9,0,5,2,10,0,0,0,0,0,0,31
INCAHUASI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,2,0,0,2,0,0,0,0,0,0,5
INQUISIVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,0,0,0,1,0,0,2,1,0,0,0,0,0,6
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,4,1,1,4,2,1,0,0,0,0,0,0,0,0,13
IXIAMAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,0,1,3,2,1,0,0,0,0,0,0,0,0,9
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,1,10,16,1,1,1,5,1,1,0,0,0,0,38
LA PAZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,59,47,148,166,40,47,29,53,9,12,0,0,0,0,610
LA RIVERA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LAJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,1,0,0,2,1,3,0,0,0,0,0,0,8
LURIBAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,3,2,1,1,0,3,0,0,0,0,0,0,11
MACHARETI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,3,1,1,3,1,1,1,0,0,0,0,0,0,0,11
MAIRANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,3,2,1,0,0,0,0,0,0,0,0,0,6
MALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
MAPIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,2,0,1,0,0,0,2,0,0,0,0,0,0,6
MECAPACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,1,4,2,1,0,0,0,0,0,0,0,0,9
MIZQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,2,2,2,1,1,1,2,0,0,0,0,0,0,11
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,6,5,2,1,0,6,0,0,0,0,0,0,20
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,4,13,14,6,13,3,10,0,1,0,0,0,0,66
MONTERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
MOROCHATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,0,3,0,2,0,3,0,0,0,0,0,0,9
OCURI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
OMEREQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6
ORURO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,22,22,90,121,41,58,209,206,27,35,0,0,0,0,831
PADILLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,6,7,3,4,4,11,1,0,0,0,0,0,37
PALCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,1,1,0,1,0,0,0,0,0,0,0,4
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,1,4,3,0,2,0,4,0,1,0,0,0,0,16
PAPEL PAMPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PASORAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,5,3,0,3,0,0,0,0,0,0,12
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,1,1,3,1,0,0,0,0,0,0,0,0,0,7
PAZÑA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,1,1,2,1,3,0,1,0,0,0,0,10
PELECHUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
POCOATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
POCONA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,1,0,2,1,0,0,0,0,0,0,0,5
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,6,3,1,9,4,7,0,0,0,0,0,0,30
POOPO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PORCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
POROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,5,15,1,1,0,5,0,0,0,0,0,0,27
PORTACHUELO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,3,2,2,2,0,0,0,0,0,0,0,0,9
POTOSI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,4,2,6,21,3,6,4,7,0,0,0,0,0,0,53
PRESTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,2,3,5,0,1,2,6,0,0,0,0,0,0,21
PUCARA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,1,0,0,1,3,0,0,0,0,0,0,6
PUERTO ACOSTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,2,1,2,0,0,0,0,0,0,0,0,5
PUERTO QUIJARRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4
PUERTO RICO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,1,1,1,2,0,0,0,0,0,5
PUERTO SUAREZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,2,0,4,1,1,1,3,0,0,0,0,0,0,14
PUNA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4
PUNATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,0,5,5,0,2,2,0,1,0,0,0,0,0,17
QUIABAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,8,12,30,46,26,17,39,73,16,8,0,0,0,0,275
QUIME,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,1,0,0,0,0,2,2,0,0,0,0,0,0,7
RIBERALTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,7,6,9,16,10,4,3,12,2,1,0,0,0,0,70
SABAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,10,12,71,71,17,34,15,39,0,2,0,0,0,0,271
SACACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,0,2,2,1,0,1,0,0,0,0,0,0,7
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,1,0,2,0,0,0,0,0,0,0,0,5
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,2,0,0,2,5,2,0,0,0,0,0,11
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,2,2,3,2,0,3,0,0,0,0,0,0,13
SAN BORJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,3,2,9,2,2,32,6,7,10,1,0,0,0,0,74
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,0,2,0,3,5,1,4,0,0,0,0,0,0,17
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,1,5,1,2,0,1,0,0,0,0,0,0,11
SAN JOAQUIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,8,11,1,0,2,7,0,0,0,0,0,0,29
SAN JULIAN,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,2,1,5,5,4,1,5,2,0,0,0,0,0,25
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,15,8,9,12,3,15,3,8,0,2,0,0,0,0,75
SAN MATIAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,10,10,12,10,3,8,7,15,5,4,0,0,0,0,84
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
SAN PEDRO DE MACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,2,0,1,0,0,0,0,4
SANTA ANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,2,1,1,2,1,4,0,0,0,0,0,0,12
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,141,119,126,125,33,79,46,108,23,23,0,0,0,0,823
SANTA ROSA DEL SARA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,8,5,3,12,0,0,0,0,0,0,28
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,5,4,0,2,1,3,0,0,0,0,0,0,15
SANTIVAÑES,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,2,1,3,0,2,0,0,0,0,0,0,0,0,8
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,4,7,10,0,8,1,4,0,0,0,0,0,0,34
SOPACHUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,0,1,2,2,1,1,1,0,0,0,0,0,0,10
SORACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,1,3,2,0,2,0,0,0,0,0,0,10
SORATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,3,1,2,0,1,1,0,2,0,0,0,0,0,0,10
SUCRE,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,35,40,111,124,40,61,54,150,11,11,0,0,0,0,637
TACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,1,1,0,0,1,1,0,0,0,0,0,6
TACACOMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,2,0,2,0,1,0,0,0,0,0,0,6
TAHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,4,1,10,15,3,6,2,10,0,2,0,0,0,0,53
TARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,4,1,5,0,3,2,3,0,0,0,0,0,0,19
TARATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,3,18,24,10,12,5,20,4,0,0,0,0,0,97
TARVITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,1,4,3,1,3,0,5,0,0,0,0,0,0,19
TEOPONTE,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4
TIAHUANACU,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,3,7,1,0,0,2,0,1,0,1,0,0,0,0,15
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,4,2,14,13,2,8,0,3,2,0,0,0,0,0,48
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,4,6,3,1,0,5,0,0,0,0,0,0,19
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
TOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,2,4,1,0,2,2,0,0,0,0,0,0,12
TOLATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,8,5,1,3,0,2,0,0,0,0,0,0,19
TOLEDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,1,0,3,0,0,0,1,0,1,0,0,0,0,7
TOMINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,3,6,0,9,3,6,0,0,0,0,0,0,27
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,3,2,2,1,0,3,0,0,0,0,0,0,12
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
TRIGAL,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,4,5,2,2,2,4,0,1,0,0,0,0,20
TUPIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,2,1,2,3,3,0,0,0,0,0,0,12
TURCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,2,0,3,0,1,0,0,0,0,0,0,7
UMALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,2,0,3,0,1,0,0,0,0,0,0,6
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,5,2,1,2,1,4,0,0,0,0,0,0,15
UYUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,2,1,1,0,1,0,0,0,0,0,0,5
VACAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,2,4,2,1,2,1,4,0,0,0,0,0,0,16
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,0,0,0,6,0,1,0,0,0,0,8
VIACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,2,6,8,3,2,0,3,0,0,0,0,0,0,25
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,2,0,1,1,3,0,0,0,0,0,0,8
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,2,2,6,2,5,3,1,0,0,0,0,22
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,2,3,2,1,0,3,0,0,0,0,0,0,12
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,6,4,3,4,1,4,0,0,0,0,0,0,22
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,1,5,11,3,4,1,6,0,1,0,0,0,0,33
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,2,2,5,4,0,9,3,5,0,0,0,0,0,0,30
VILLAZON,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,0,7,15,2,5,0,3,0,0,0,0,0,0,33
VINTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,1,5,6,0,1,3,4,0,0,0,0,0,0,21
VITICHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,1,0,0,0,0,1,2,1,0,0,0,0,0,5
WALDO BALLIVIAN,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
YACO,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5
YACUIBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,1,1,4,3,1,6,2,7,0,0,0,0,0,0,25
YANACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
YOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,2,3,2,1,2,0,1,0,0,0,0,0,0,11
YOTALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,4,3,5,6,3,6,0,1,0,1,0,0,0,0,29
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-07-01,0,0,1,4,1,1,1,4,0,0,0,0,0,0,12
ACACIO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,4,2,1,0,0,1,1,0,0,0,0,0,0,0,9
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,2,2,4,2,2,0,3,0,1,0,0,0,0,18
AIQUILE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ALALAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,3,0,1,5,3,2,0,0,0,0,0,0,14
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,2,0,2,1,0,0,1,0,0,0,0,0,6
ANZALDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,3,1,1,0,1,1,1,0,0,0,0,0,8
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
ARANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,4,2,8,0,0,0,0,0,0,14
ARBIETO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
ARQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,2,1,0,0,5,0,0,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,2,2,0,2,0,2,0,0,0,0,0,0,9
ATOCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,3,3,0,2,0,0,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,0,0,0,0,6,0,1,0,0,0,0,9
AZURDUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,1,3,1,0,3,0,6,0,0,0,0,0,0,15
BATALLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,1,4,2,3,0,1,0,0,0,0,12
BETANZOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,2,1,0,1,0,2,1,0,0,0,0,0,8
CABEZAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,2,7,0,5,9,23,0,0,0,0,0,0,46
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,3,0,0,0,0,0,0,0,0,0,0,0,5
CAJUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,1,1,2,0,0,0,2,0,0,0,0,0,0,7
CALAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,2,4,5,1,1,1,9,0,0,0,0,0,0,24
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,2,0,1,0,1,0,0,0,0,0,0,5
CAMIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,19,10,9,14,5,8,11,32,0,0,0,0,0,0,108
CAPINOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,2,0,2,0,1,0,0,0,0,0,0,6
CARACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,2,1,1,0,4,0,0,0,0,0,0,10
CARANAVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,5,2,1,3,4,6,3,9,0,0,0,0,0,0,33
CARAPARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CARIPUYO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,4,5,1,2,0,4,1,1,0,0,0,0,19
CHAQUI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CHARAGUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,3,6,5,1,5,4,4,17,5,1,0,0,0,0,51
CHAYANTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,2,0,0,0,1,0,3,0,0,0,0,0,0,6
CHIMORE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,2,1,0,2,3,0,0,0,0,0,0,10
