,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
COLCAPIRHUA,atencion odontologica,primera consulta,2024-06-01,18,14,30,21,14,12,43,90,11,8,0,5,0,7,273
"COLCHA ""K""",atencion odontologica,primera consulta,2024-06-01,12,14,37,48,7,14,12,25,7,4,0,12,0,1,193
COLLANA,atencion odontologica,primera consulta,2024-06-01,0,1,11,10,1,2,4,11,2,0,0,2,0,2,46
COLOMI,atencion odontologica,primera consulta,2024-06-01,27,31,60,52,19,29,42,74,21,24,0,22,0,5,406
COLPA BELGICA,atencion odontologica,primera consulta,2024-06-01,2,0,2,3,1,3,2,7,0,2,0,4,0,0,26
COLQUECHACA,atencion odontologica,primera consulta,2024-06-01,16,11,35,41,16,34,35,72,26,33,0,17,0,10,346
COLQUENCHA,atencion odontologica,primera consulta,2024-06-01,10,10,10,17,5,18,14,38,6,4,0,14,0,2,148
COLQUIRI,atencion odontologica,primera consulta,2024-06-01,9,8,45,63,34,40,73,76,4,11,0,5,0,1,369
COMANCHE,atencion odontologica,primera consulta,2024-06-01,2,1,11,23,6,7,3,17,3,4,0,4,0,0,81
COMARAPA,atencion odontologica,primera consulta,2024-06-01,3,7,22,20,10,19,13,36,3,5,0,3,0,8,149
COMBAYA,atencion odontologica,primera consulta,2024-06-01,0,1,0,2,3,0,3,6,3,1,0,0,0,0,19
CONCEPCION,atencion odontologica,primera consulta,2024-06-01,8,1,2,8,1,3,8,10,0,0,0,1,0,0,42
COPACABANA,atencion odontologica,primera consulta,2024-06-01,26,16,115,114,15,19,17,21,10,5,0,4,0,0,362
CORIPATA,atencion odontologica,primera consulta,2024-06-01,8,6,9,11,1,6,10,19,4,0,0,57,0,2,133
CORO CORO,atencion odontologica,primera consulta,2024-06-01,1,2,14,10,14,18,5,18,2,4,0,2,0,0,90
COROICO,atencion odontologica,primera consulta,2024-06-01,8,2,7,11,9,10,14,38,9,1,0,1,0,2,112
CORQUE,atencion odontologica,primera consulta,2024-06-01,15,11,14,20,4,4,8,16,8,4,0,4,0,0,108
COTAGAITA,atencion odontologica,primera consulta,2024-06-01,19,11,78,77,16,23,75,95,23,26,0,6,0,3,452
COTOCA,atencion odontologica,primera consulta,2024-06-01,44,44,31,38,9,17,29,98,7,13,0,15,0,2,347
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2024-06-01,1,1,0,1,0,0,1,2,1,1,0,0,0,0,8
CUATRO CAÑADAS,atencion odontologica,primera consulta,2024-06-01,22,18,98,107,6,8,33,72,8,8,0,12,0,8,400
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2024-06-01,5,11,7,8,3,2,7,11,5,2,0,0,0,0,61
CUEVO,atencion odontologica,primera consulta,2024-06-01,2,2,7,8,2,4,5,22,1,1,0,2,0,0,56
CULPINA,atencion odontologica,primera consulta,2024-06-01,1,7,32,18,10,25,20,33,9,3,0,8,0,0,166
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2024-06-01,8,2,15,15,1,2,13,11,9,5,0,1,0,1,83
CURVA,atencion odontologica,primera consulta,2024-06-01,1,0,8,11,0,2,2,5,0,1,0,3,0,0,33
DESAGUADERO,atencion odontologica,primera consulta,2024-06-01,2,3,7,7,3,2,5,24,3,4,0,8,0,3,71
EL ALTO,atencion odontologica,primera consulta,2024-06-01,365,428,521,599,145,238,357,1207,89,71,0,525,0,51,4596
EL CHORO,atencion odontologica,primera consulta,2024-06-01,2,2,6,7,4,4,6,19,4,3,0,7,0,0,64
EL PUENTE(STC),atencion odontologica,primera consulta,2024-06-01,9,9,4,14,3,7,12,21,6,6,0,3,0,0,94
EL PUENTE(TJA),atencion odontologica,primera consulta,2024-06-01,7,6,90,86,12,14,23,50,13,9,0,2,0,0,312
EL TORNO,atencion odontologica,primera consulta,2024-06-01,100,59,111,102,22,37,54,165,20,23,0,31,0,22,746
EL VILLAR,atencion odontologica,primera consulta,2024-06-01,11,6,17,17,3,2,14,16,1,1,0,4,0,1,93
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2024-06-01,13,14,126,151,32,52,44,128,8,5,0,5,0,0,578
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2024-06-01,18,14,58,82,14,26,15,67,5,0,0,2,0,8,309
ESCARA,atencion odontologica,primera consulta,2024-06-01,1,0,1,1,0,0,0,3,1,0,0,0,0,0,7
ESCOMA,atencion odontologica,primera consulta,2024-06-01,3,6,8,13,6,20,10,19,17,7,0,2,0,0,111
ESMERALDA,atencion odontologica,primera consulta,2024-06-01,0,0,1,0,0,0,2,3,1,1,0,0,0,0,8
EUCALIPTUS,atencion odontologica,primera consulta,2024-06-01,10,4,8,11,1,4,3,14,3,3,0,6,0,0,67
EXALTACION,atencion odontologica,primera consulta,2024-06-01,2,0,5,7,2,2,4,8,0,2,0,0,0,0,32
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2024-06-01,16,13,46,56,7,7,16,68,8,7,0,20,0,1,265
FILADELFIA,atencion odontologica,primera consulta,2024-06-01,29,19,30,30,2,7,9,29,3,2,0,9,0,3,172
GAIOC JATUN AYLLU YURA,atencion odontologica,primera consulta,2024-06-01,5,10,9,15,8,8,11,16,2,11,0,0,0,1,96
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2024-06-01,21,17,14,14,3,10,16,46,4,3,0,9,0,0,157
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2024-06-01,12,12,53,54,11,24,32,65,13,7,0,7,0,5,295
GUANAY,atencion odontologica,primera consulta,2024-06-01,11,8,29,43,4,8,21,45,8,3,0,11,0,0,191
GUAQUI,atencion odontologica,primera consulta,2024-06-01,6,4,7,7,5,8,20,39,11,16,0,5,0,3,131
GUAYARAMERIN,atencion odontologica,primera consulta,2024-06-01,18,12,45,48,16,30,24,85,8,7,0,27,0,2,322
GUTIERREZ,atencion odontologica,primera consulta,2024-06-01,2,0,6,4,0,1,2,9,2,3,0,5,0,0,34
HUACARAJE,atencion odontologica,primera consulta,2024-06-01,2,1,3,10,1,3,7,7,3,1,0,1,0,2,41
HUACARETA,atencion odontologica,primera consulta,2024-06-01,6,2,9,7,6,7,7,26,3,3,0,9,0,0,85
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2024-06-01,0,4,9,14,2,1,26,13,5,1,0,2,0,0,77
HUACHACALLA,atencion odontologica,primera consulta,2024-06-01,1,2,11,13,0,0,3,2,2,5,0,0,0,0,39
HUANUNI,atencion odontologica,primera consulta,2024-06-01,17,21,50,57,18,28,33,76,17,17,0,16,0,0,350
HUARINA,atencion odontologica,primera consulta,2024-06-01,14,11,48,55,7,9,11,25,15,17,0,0,0,1,213
HUATAJATA,atencion odontologica,primera consulta,2024-06-01,5,11,22,9,3,10,11,11,16,14,0,0,0,1,113
HUAYLLAMARCA,atencion odontologica,primera consulta,2024-06-01,1,3,9,4,5,12,16,22,17,14,0,3,0,2,108
HUMANATA,atencion odontologica,primera consulta,2024-06-01,3,0,13,13,4,5,8,11,3,5,0,4,0,3,72
ICHOCA,atencion odontologica,primera consulta,2024-06-01,5,2,27,26,7,12,5,11,3,4,0,2,0,0,104
ICLA,atencion odontologica,primera consulta,2024-06-01,4,7,24,40,5,7,9,21,2,5,0,6,0,0,130
INCAHUASI,atencion odontologica,primera consulta,2024-06-01,5,7,9,11,4,16,12,40,2,4,0,22,0,1,133
INQUISIVI,atencion odontologica,primera consulta,2024-06-01,12,6,13,21,15,11,29,37,6,3,0,13,0,0,166
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2024-06-01,20,25,31,37,17,28,43,79,15,7,0,10,0,2,314
IXIAMAS,atencion odontologica,primera consulta,2024-06-01,3,2,10,6,6,10,7,24,1,0,0,2,0,1,72
JESUS DE MACHACA,atencion odontologica,primera consulta,2024-06-01,6,6,14,20,5,18,25,59,12,5,0,12,0,8,190
LA ASUNTA,atencion odontologica,primera consulta,2024-06-01,66,59,159,198,34,59,108,208,18,16,0,50,0,9,984
LA GUARDIA,atencion odontologica,primera consulta,2024-06-01,89,81,112,128,18,38,58,202,18,19,0,39,0,27,829
LA PAZ,atencion odontologica,primera consulta,2024-06-01,373,320,472,475,186,231,898,1439,247,252,0,199,0,30,5122
LA RIVERA,atencion odontologica,primera consulta,2024-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
LAGUNILLAS,atencion odontologica,primera consulta,2024-06-01,7,6,5,5,5,3,15,22,2,1,0,1,0,0,72
LAJA,atencion odontologica,primera consulta,2024-06-01,12,14,52,46,55,42,25,54,8,12,0,23,0,16,359
LAS CARRERAS,atencion odontologica,primera consulta,2024-06-01,7,11,10,7,1,5,3,21,5,7,0,2,0,0,79
LICOMA PAMPA,atencion odontologica,primera consulta,2024-06-01,7,5,2,3,0,2,3,8,4,3,0,4,0,0,41
LLALLAGUA,atencion odontologica,primera consulta,2024-06-01,21,32,44,50,12,14,44,112,9,15,0,10,0,4,367
LLICA,atencion odontologica,primera consulta,2024-06-01,1,1,1,1,0,2,4,9,0,3,0,3,0,0,25
LORETO,atencion odontologica,primera consulta,2024-06-01,0,0,1,1,0,5,5,5,0,0,0,0,0,0,17
LURIBAY,atencion odontologica,primera consulta,2024-06-01,8,9,30,17,4,9,14,22,38,35,0,2,0,0,188
MACHACAMARCA,atencion odontologica,primera consulta,2024-06-01,3,3,19,31,5,3,19,29,3,7,0,5,0,0,127
MACHARETI,atencion odontologica,primera consulta,2024-06-01,15,14,17,25,4,6,2,19,2,5,0,6,0,0,115
MAGDALENA,atencion odontologica,primera consulta,2024-06-01,5,0,14,5,8,6,10,18,2,2,0,18,0,0,88
MAIRANA,atencion odontologica,primera consulta,2024-06-01,4,0,11,15,4,0,15,20,7,10,0,0,0,0,86
MALLA,atencion odontologica,primera consulta,2024-06-01,3,2,20,16,2,2,6,9,1,0,0,4,0,0,65
MAPIRI,atencion odontologica,primera consulta,2024-06-01,2,7,16,20,5,1,8,34,4,0,0,8,0,0,105
MECAPACA,atencion odontologica,primera consulta,2024-06-01,13,7,40,56,10,23,35,54,12,4,0,9,0,1,264
MINEROS,atencion odontologica,primera consulta,2024-06-01,6,4,79,80,7,15,15,44,4,6,0,8,0,0,268
MIZQUE,atencion odontologica,primera consulta,2024-06-01,6,13,18,27,9,12,22,55,3,3,0,19,0,1,188
MOCOMOCO,atencion odontologica,primera consulta,2024-06-01,14,8,43,34,25,19,30,40,10,5,0,1,0,0,229
MOJINETE,atencion odontologica,primera consulta,2024-06-01,1,4,3,3,0,2,1,7,3,1,0,3,0,0,28
MOJOCOYA,atencion odontologica,primera consulta,2024-06-01,4,3,25,23,8,6,5,12,2,5,0,4,0,0,97
MONTEAGUDO,atencion odontologica,primera consulta,2024-06-01,17,10,82,60,16,16,40,81,7,11,0,14,0,3,357
MONTERO,atencion odontologica,primera consulta,2024-06-01,224,231,140,150,41,92,154,448,57,46,0,131,0,5,1719
MORO MORO,atencion odontologica,primera consulta,2024-06-01,0,1,4,3,2,2,7,10,0,1,0,0,0,0,30
MOROCHATA,atencion odontologica,primera consulta,2024-06-01,9,12,47,30,8,21,26,48,16,19,0,4,0,2,242
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2024-06-01,0,2,4,3,3,0,1,3,0,0,0,1,0,0,17
OCURI,atencion odontologica,primera consulta,2024-06-01,16,7,98,108,24,23,27,69,32,25,0,9,0,4,442
OKINAWA,atencion odontologica,primera consulta,2024-06-01,10,12,9,13,4,6,18,42,3,5,0,8,0,0,130
OMEREQUE,atencion odontologica,primera consulta,2024-06-01,0,1,6,4,1,2,3,9,14,3,0,0,0,0,43
ORURO,atencion odontologica,primera consulta,2024-06-01,177,200,267,289,105,222,479,1045,106,103,0,326,0,51,3370
PADCAYA,atencion odontologica,primera consulta,2024-06-01,10,2,27,37,14,10,40,56,8,6,0,0,0,0,210
PADILLA,atencion odontologica,primera consulta,2024-06-01,15,15,26,40,3,13,23,43,15,4,0,8,0,0,205
PAILON,atencion odontologica,primera consulta,2024-06-01,15,12,57,55,15,16,24,84,8,4,0,3,0,3,296
PALCA,atencion odontologica,primera consulta,2024-06-01,18,10,48,41,30,35,59,101,24,22,0,11,0,1,400
PALOS BLANCOS,atencion odontologica,primera consulta,2024-06-01,24,15,65,60,17,30,45,117,19,8,0,25,0,6,431
PAMPA AULLAGAS,atencion odontologica,primera consulta,2024-06-01,3,2,10,6,3,2,7,10,3,3,0,1,0,0,50
PAMPA GRANDE,atencion odontologica,primera consulta,2024-06-01,4,8,12,11,4,7,6,39,1,1,0,2,0,1,96
PAPEL PAMPA,atencion odontologica,primera consulta,2024-06-01,5,4,18,25,2,1,7,6,7,12,0,0,0,0,87
PASORAPA,atencion odontologica,primera consulta,2024-06-01,0,2,33,22,2,5,9,21,5,3,0,0,0,0,102
PATACAMAYA,atencion odontologica,primera consulta,2024-06-01,26,7,68,108,15,32,28,82,6,6,0,8,0,11,397
PAZÑA,atencion odontologica,primera consulta,2024-06-01,3,7,24,18,11,2,8,19,3,8,0,3,0,0,106
PELECHUCO,atencion odontologica,primera consulta,2024-06-01,13,11,34,37,9,7,30,79,4,4,0,9,0,0,237
POCOATA,atencion odontologica,primera consulta,2024-06-01,24,35,79,87,15,31,35,90,17,28,0,17,0,6,464
POCONA,atencion odontologica,primera consulta,2024-06-01,11,16,63,64,9,18,23,122,3,2,0,4,0,1,336
POJO (CBBA),atencion odontologica,primera consulta,2024-06-01,11,12,24,19,7,16,19,48,3,1,0,4,0,1,165
POOPO,atencion odontologica,primera consulta,2024-06-01,13,14,13,17,4,6,15,27,4,4,0,6,0,0,123
PORCO,atencion odontologica,primera consulta,2024-06-01,4,1,37,20,3,13,10,60,4,1,0,35,0,2,190
POROMA,atencion odontologica,primera consulta,2024-06-01,9,10,79,96,7,24,32,51,8,8,0,11,0,0,335
PORONGO,atencion odontologica,primera consulta,2024-06-01,27,24,42,42,17,24,21,42,4,5,0,6,0,0,254
PORTACHUELO,atencion odontologica,primera consulta,2024-06-01,3,0,6,4,3,4,6,10,1,2,0,0,0,0,39
PORVENIR,atencion odontologica,primera consulta,2024-06-01,6,7,19,20,4,11,12,21,2,2,0,8,0,0,112
POSTRER VALLE,atencion odontologica,primera consulta,2024-06-01,5,2,8,10,5,1,8,11,1,0,0,0,0,1,52
POTOSI,atencion odontologica,primera consulta,2024-06-01,95,108,183,234,65,135,158,513,46,30,0,161,0,19,1747
PRESTO,atencion odontologica,primera consulta,2024-06-01,15,8,19,34,4,2,7,12,0,2,0,7,0,0,110
PUCARA,atencion odontologica,primera consulta,2024-06-01,0,4,2,1,0,3,1,8,2,0,0,0,0,0,21
PUCARANI,atencion odontologica,primera consulta,2024-06-01,15,14,34,43,22,40,59,100,17,15,0,16,0,1,376
PUERTO ACOSTA,atencion odontologica,primera consulta,2024-06-01,9,9,16,20,32,27,15,23,8,17,0,3,0,2,181
PUERTO CARABUCO,atencion odontologica,primera consulta,2024-06-01,7,7,25,22,18,35,26,43,13,10,0,4,0,0,210
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2024-06-01,9,1,3,13,8,9,11,20,3,1,0,3,0,1,82
PUERTO PEREZ,atencion odontologica,primera consulta,2024-06-01,0,1,4,0,1,6,8,9,5,2,0,9,0,0,45
PUERTO QUIJARRO,atencion odontologica,primera consulta,2024-06-01,4,2,5,2,3,0,26,25,42,25,0,0,0,0,134
PUERTO RICO,atencion odontologica,primera consulta,2024-06-01,6,4,8,7,1,7,10,23,2,1,0,7,0,0,76
PUERTO SUAREZ,atencion odontologica,primera consulta,2024-06-01,1,1,9,8,7,4,12,26,3,4,0,0,0,0,75
PUERTO VILLARROEL,atencion odontologica,primera consulta,2024-06-01,40,50,76,116,22,67,66,163,16,12,0,16,0,14,658
PUNA,atencion odontologica,primera consulta,2024-06-01,22,15,37,73,13,20,31,65,13,17,0,6,0,4,316
PUNATA,atencion odontologica,primera consulta,2024-06-01,32,9,41,51,5,15,26,89,7,16,0,2,0,0,293
QUIABAYA,atencion odontologica,primera consulta,2024-06-01,0,3,23,31,4,6,16,12,0,1,0,2,0,0,98
QUILLACOLLO,atencion odontologica,primera consulta,2024-06-01,78,69,105,98,24,42,97,264,39,32,0,29,0,30,907
QUIME,atencion odontologica,primera consulta,2024-06-01,9,9,3,3,1,6,3,9,0,1,0,2,0,0,46
QUIRUSILLAS,atencion odontologica,primera consulta,2024-06-01,2,4,12,11,1,3,3,10,5,9,0,1,0,1,62
RAVELO,atencion odontologica,primera consulta,2024-06-01,21,20,142,137,124,85,53,68,65,86,0,5,0,2,808
REYES,atencion odontologica,primera consulta,2024-06-01,4,2,9,4,3,11,12,27,3,3,0,0,0,0,78
RIBERALTA,atencion odontologica,primera consulta,2024-06-01,118,118,189,220,64,127,87,346,40,28,0,208,0,24,1569
ROBORE,atencion odontologica,primera consulta,2024-06-01,4,6,16,19,9,24,13,51,5,4,0,18,0,1,170
RURRENABAQUE,atencion odontologica,primera consulta,2024-06-01,11,11,20,17,3,11,11,46,6,9,0,13,0,3,161
SABAYA,atencion odontologica,primera consulta,2024-06-01,14,16,16,15,4,12,12,29,5,5,0,2,0,0,130
SACABA,atencion odontologica,primera consulta,2024-06-01,73,79,176,170,46,51,180,374,46,45,0,19,0,5,1264
SACABAMBA,atencion odontologica,primera consulta,2024-06-01,1,1,9,5,1,1,4,8,1,8,0,3,0,0,42
SACACA,atencion odontologica,primera consulta,2024-06-01,6,7,47,34,36,50,25,46,7,3,0,4,0,3,268
SAIPINA,atencion odontologica,primera consulta,2024-06-01,16,9,12,12,10,16,12,28,13,3,0,33,0,0,164
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2024-06-01,23,27,24,28,9,7,24,39,21,23,0,5,0,3,233
SAMAIPATA,atencion odontologica,primera consulta,2024-06-01,6,12,26,34,3,10,18,46,8,9,0,6,0,6,184
SAN AGUSTIN,atencion odontologica,primera consulta,2024-06-01,0,0,0,0,0,0,2,1,0,3,0,0,0,0,6
SAN ANDRES,atencion odontologica,primera consulta,2024-06-01,13,10,23,20,10,14,14,25,4,3,0,12,0,1,149
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2024-06-01,2,1,3,6,3,1,4,16,5,5,0,1,0,0,47
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2024-06-01,0,0,2,5,0,0,5,2,0,0,0,0,0,0,14
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2024-06-01,2,3,4,2,1,7,4,21,0,1,0,5,0,6,56
SAN BENITO,atencion odontologica,primera consulta,2024-06-01,6,5,21,19,4,4,14,37,9,14,0,2,0,2,137
SAN BORJA,atencion odontologica,primera consulta,2024-06-01,13,10,89,100,24,71,45,127,11,6,0,40,0,9,545
SAN BUENA VENTURA,atencion odontologica,primera consulta,2024-06-01,2,4,7,5,1,6,6,15,1,2,0,1,0,0,50
SAN CARLOS,atencion odontologica,primera consulta,2024-06-01,7,10,16,18,12,9,19,41,5,4,0,6,0,2,149
SAN IGNACIO,atencion odontologica,primera consulta,2024-06-01,5,9,34,48,19,15,22,55,2,3,0,5,0,0,217
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2024-06-01,6,18,35,57,18,25,43,130,9,16,0,2,0,1,360
SAN JAVIER(BNI),atencion odontologica,primera consulta,2024-06-01,0,0,3,2,0,2,2,9,0,0,0,2,0,0,20
SAN JAVIER(STC),atencion odontologica,primera consulta,2024-06-01,6,6,26,29,5,11,9,52,1,1,0,14,0,3,163
SAN JOAQUIN,atencion odontologica,primera consulta,2024-06-01,2,1,3,8,3,4,8,22,1,0,0,2,0,1,55
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2024-06-01,2,3,20,21,12,9,13,46,8,3,0,2,0,1,140
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2024-06-01,5,3,9,8,0,7,7,16,5,5,0,1,0,0,66
SAN JULIAN,atencion odontologica,primera consulta,2024-06-01,68,65,44,45,33,25,51,125,22,13,0,35,0,16,542
SAN LORENZO(PND),atencion odontologica,primera consulta,2024-06-01,8,9,17,19,1,3,2,5,0,0,0,4,0,0,68
SAN LORENZO(TJA),atencion odontologica,primera consulta,2024-06-01,17,13,101,99,7,20,52,102,16,8,0,4,0,0,439
SAN LUCAS,atencion odontologica,primera consulta,2024-06-01,11,20,58,47,43,36,24,68,4,7,0,41,0,1,360
SAN MATIAS,atencion odontologica,primera consulta,2024-06-01,26,34,146,135,47,57,14,41,1,6,0,10,0,2,519
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2024-06-01,13,11,15,24,6,18,13,53,6,8,0,23,0,0,190
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2024-06-01,10,2,10,10,3,7,2,13,0,4,0,1,0,0,62
SAN PEDRO,atencion odontologica,primera consulta,2024-06-01,17,16,29,27,9,18,40,77,8,5,0,12,0,8,266
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2024-06-01,21,22,193,161,39,47,37,52,17,27,0,7,0,5,628
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2024-06-01,7,11,47,38,26,23,6,14,3,2,0,0,0,0,177
SAN PEDRO DE MACHA,atencion odontologica,primera consulta,2024-06-01,12,18,45,55,27,30,78,90,31,30,0,11,0,12,439
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2024-06-01,0,1,0,1,0,0,1,3,0,0,0,0,0,1,7
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2024-06-01,5,3,19,15,14,20,5,7,7,9,0,0,0,0,104
SAN RAFAEL,atencion odontologica,primera consulta,2024-06-01,2,2,24,16,3,1,11,23,1,3,0,0,0,0,86
SAN RAMON BENI,atencion odontologica,primera consulta,2024-06-01,1,2,5,9,12,8,18,7,1,2,0,7,0,0,72
SAN RAMON SCZ,atencion odontologica,primera consulta,2024-06-01,23,17,10,18,37,25,21,15,5,10,0,6,0,4,191
SANTA ANA,atencion odontologica,primera consulta,2024-06-01,2,1,4,7,5,13,8,21,4,3,0,0,0,2,70
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2024-06-01,660,641,784,899,253,451,1111,2808,325,324,0,743,0,55,9054
SANTA ROSA,atencion odontologica,primera consulta,2024-06-01,9,12,21,19,2,8,10,24,2,1,0,0,0,0,108
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2024-06-01,12,16,35,26,2,3,8,16,1,4,0,2,0,0,125
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2024-06-01,5,8,4,6,1,8,4,9,3,2,0,7,0,1,58
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2024-06-01,9,9,13,19,10,8,31,44,29,17,0,8,0,1,198
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2024-06-01,14,6,51,39,2,9,16,9,6,1,0,5,0,3,161
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2024-06-01,2,2,13,17,3,7,4,11,1,2,0,2,0,0,64
SANTIVAÑES,atencion odontologica,primera consulta,2024-06-01,4,3,13,6,1,9,7,19,4,8,0,4,0,0,78
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2024-06-01,2,0,6,7,6,5,10,20,3,5,0,1,0,0,65
SAPAHAQUI,atencion odontologica,primera consulta,2024-06-01,12,8,43,41,2,8,10,37,6,3,0,16,0,1,187
SENA,atencion odontologica,primera consulta,2024-06-01,24,25,22,25,7,18,18,45,0,2,0,16,0,2,204
SHINAOTA,atencion odontologica,primera consulta,2024-06-01,7,3,10,9,3,5,7,29,4,1,0,6,0,5,89
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2024-06-01,22,20,44,50,30,32,39,62,20,29,0,7,0,2,357
SICAYA,atencion odontologica,primera consulta,2024-06-01,0,1,0,4,1,2,0,3,2,0,0,0,0,0,13
SIPE SIPE,atencion odontologica,primera consulta,2024-06-01,29,18,64,68,14,20,39,119,16,19,0,3,0,3,412
SOPACHUY,atencion odontologica,primera consulta,2024-06-01,1,1,4,5,3,5,4,15,0,1,0,7,0,0,46
SORACACHI,atencion odontologica,primera consulta,2024-06-01,20,24,60,76,35,31,35,63,50,71,0,10,0,3,478
SORATA,atencion odontologica,primera consulta,2024-06-01,9,10,60,66,9,21,15,29,2,6,0,3,0,0,230
SUCRE,atencion odontologica,primera consulta,2024-06-01,302,314,384,433,113,194,461,984,108,89,0,294,0,2,3678
TACACHI,atencion odontologica,primera consulta,2024-06-01,0,0,5,2,1,0,1,2,0,1,0,0,0,2,14
TACACOMA,atencion odontologica,primera consulta,2024-06-01,4,3,11,7,4,5,14,33,2,1,0,10,0,0,94
TACOBAMBA,atencion odontologica,primera consulta,2024-06-01,3,1,9,9,5,5,8,22,5,4,0,5,0,1,77
TACOPAYA,atencion odontologica,primera consulta,2024-06-01,3,1,13,13,7,7,10,17,11,12,0,9,0,0,103
TAHUA,atencion odontologica,primera consulta,2024-06-01,1,4,7,9,1,0,1,8,0,1,0,1,0,0,33
TAPACARI,atencion odontologica,primera consulta,2024-06-01,15,12,66,54,8,22,40,63,9,13,0,11,0,0,313
TARABUCO,atencion odontologica,primera consulta,2024-06-01,8,14,14,21,10,13,15,44,12,8,0,9,0,1,169
TARACO,atencion odontologica,primera consulta,2024-06-01,8,5,9,15,10,6,11,22,4,5,0,4,0,2,101
TARATA,atencion odontologica,primera consulta,2024-06-01,3,1,6,5,2,3,6,18,2,2,0,1,0,2,51
TARIJA,atencion odontologica,primera consulta,2024-06-01,104,120,553,548,160,199,439,941,129,109,0,134,0,4,3440
TARVITA,atencion odontologica,primera consulta,2024-06-01,22,17,53,46,12,25,32,45,6,6,0,9,0,0,273
TEOPONTE,atencion odontologica,primera consulta,2024-06-01,9,10,28,40,9,11,20,35,5,6,0,20,0,0,193
TIAHUANACU,atencion odontologica,primera consulta,2024-06-01,7,11,14,12,6,8,14,35,5,5,0,9,0,2,128
TINGUIPAYA,atencion odontologica,primera consulta,2024-06-01,9,17,29,44,6,10,31,50,30,25,0,7,0,1,259
TIPUANI,atencion odontologica,primera consulta,2024-06-01,1,2,4,3,2,1,5,10,3,2,0,1,0,0,34
TIQUIPAYA,atencion odontologica,primera consulta,2024-06-01,39,59,66,62,13,38,50,125,10,11,0,33,0,40,546
TIRAQUE (CBBA),atencion odontologica,primera consulta,2024-06-01,9,12,22,26,6,6,16,41,4,5,0,3,0,2,152
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2024-06-01,1,5,7,5,2,1,6,11,3,2,0,4,0,1,48
TOCO,atencion odontologica,primera consulta,2024-06-01,0,3,10,20,4,1,6,17,3,0,0,1,0,0,65
TODOS SANTOS,atencion odontologica,primera consulta,2024-06-01,0,1,1,0,2,0,0,1,0,0,0,0,0,0,5
TOLATA,atencion odontologica,primera consulta,2024-06-01,2,2,4,6,1,3,3,21,2,1,0,2,0,0,47
TOLEDO,atencion odontologica,primera consulta,2024-06-01,3,2,3,5,1,6,5,13,3,5,0,3,0,0,49
TOMAVE,atencion odontologica,primera consulta,2024-06-01,0,0,9,12,5,7,15,22,1,7,0,4,0,2,84
TOMINA,atencion odontologica,primera consulta,2024-06-01,9,11,28,27,7,11,19,35,4,6,0,4,0,0,161
