,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
ZUDAÑEZ,atencion odontologica,consulta nueva,2024-06-01,23,4,40,92,5,34,23,70,8,0,0,0,0,0,299
ACACIO,atencion odontologica,consulta nueva,2024-07-01,9,10,50,58,1,26,57,76,27,44,0,0,0,3,361
ACHACACHI,atencion odontologica,consulta nueva,2024-07-01,62,67,259,346,170,222,215,410,67,47,0,15,0,4,1884
ACHOCALLA,atencion odontologica,consulta nueva,2024-07-01,73,57,274,300,62,118,73,248,34,22,0,27,0,3,1291
AIQUILE,atencion odontologica,consulta nueva,2024-07-01,23,41,125,149,13,99,55,163,28,37,0,5,0,5,743
ALALAY,atencion odontologica,consulta nueva,2024-07-01,6,8,67,23,7,33,17,27,0,3,0,3,0,0,194
ALCALA,atencion odontologica,consulta nueva,2024-07-01,16,13,45,81,37,70,39,84,2,6,0,4,0,0,397
ALTO BENI,atencion odontologica,consulta nueva,2024-07-01,28,20,47,42,24,6,49,98,11,5,0,4,0,0,334
ANCORAIMES,atencion odontologica,consulta nueva,2024-07-01,17,14,36,61,23,67,45,92,43,23,0,9,0,0,430
ANDAMARCA,atencion odontologica,consulta nueva,2024-07-01,19,8,65,98,43,37,47,142,23,31,0,2,0,0,515
ANTEQUERA,atencion odontologica,consulta nueva,2024-07-01,36,20,81,86,14,45,49,110,45,37,0,3,0,0,526
ANZALDO,atencion odontologica,consulta nueva,2024-07-01,3,5,63,87,16,60,58,96,22,11,0,6,0,0,427
APOLO,atencion odontologica,consulta nueva,2024-07-01,9,15,27,26,10,23,9,33,5,1,0,3,0,0,161
ARAMPAMPA,atencion odontologica,consulta nueva,2024-07-01,7,0,19,7,2,4,13,19,2,10,0,0,0,0,83
ARANI,atencion odontologica,consulta nueva,2024-07-01,21,26,72,110,41,92,60,145,7,33,0,0,0,0,607
ARBIETO,atencion odontologica,consulta nueva,2024-07-01,63,39,317,309,97,139,70,329,41,36,0,3,0,7,1450
ARQUE,atencion odontologica,consulta nueva,2024-07-01,10,28,33,61,26,51,44,118,3,16,0,19,0,8,417
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2024-07-01,34,32,247,200,106,153,107,297,41,19,0,23,0,1,1260
ATOCHA,atencion odontologica,consulta nueva,2024-07-01,35,21,130,152,76,111,157,276,29,13,0,6,0,1,1007
AUCAPATA,atencion odontologica,consulta nueva,2024-07-01,4,0,9,22,4,13,40,64,10,6,0,2,0,0,174
AYATA,atencion odontologica,consulta nueva,2024-07-01,10,15,44,60,11,37,66,87,9,11,0,3,0,3,356
AYO AYO,atencion odontologica,consulta nueva,2024-07-01,8,4,56,80,35,81,36,75,11,13,0,1,0,0,400
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2024-07-01,48,49,230,260,65,143,217,327,46,50,0,20,0,9,1464
AZURDUY,atencion odontologica,consulta nueva,2024-07-01,38,31,62,66,33,77,36,102,11,5,0,1,0,0,462
BATALLAS,atencion odontologica,consulta nueva,2024-07-01,12,21,67,100,32,51,42,141,29,22,0,3,0,0,520
BAURES,atencion odontologica,consulta nueva,2024-07-01,2,1,32,15,3,13,14,48,5,3,0,0,0,1,137
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2024-07-01,6,0,10,8,1,5,1,21,7,14,0,0,0,0,73
BELEN DE URMIRI,atencion odontologica,consulta nueva,2024-07-01,0,0,0,2,0,1,2,2,0,0,0,1,0,0,8
BELLA FLOR,atencion odontologica,consulta nueva,2024-07-01,11,16,45,36,8,16,8,34,6,3,0,5,0,2,190
BERMEJO,atencion odontologica,consulta nueva,2024-07-01,20,22,187,291,79,165,140,339,48,41,0,19,0,0,1351
BETANZOS,atencion odontologica,consulta nueva,2024-07-01,44,52,192,268,89,205,133,355,47,61,0,37,0,10,1493
BOLIVAR,atencion odontologica,consulta nueva,2024-07-01,0,2,19,11,9,21,12,37,12,5,0,0,0,0,128
BOLPEBRA,atencion odontologica,consulta nueva,2024-07-01,3,3,14,5,4,0,1,8,0,0,0,1,0,1,40
BOYUIBE,atencion odontologica,consulta nueva,2024-07-01,2,1,15,33,19,31,13,70,11,5,0,4,0,0,204
BUENA VISTA,atencion odontologica,consulta nueva,2024-07-01,24,48,110,182,35,84,50,95,26,3,0,7,0,2,666
CABEZAS,atencion odontologica,consulta nueva,2024-07-01,26,53,124,148,46,90,45,213,12,7,0,24,0,5,793
CAIROMA,atencion odontologica,consulta nueva,2024-07-01,13,6,103,92,14,52,27,58,2,3,0,1,0,0,371
"CAIZA ""D""",atencion odontologica,consulta nueva,2024-07-01,15,5,62,55,21,16,20,68,8,9,0,6,0,0,285
CAJUATA,atencion odontologica,consulta nueva,2024-07-01,30,14,86,133,45,38,62,133,3,4,0,11,0,1,560
CALACOTO,atencion odontologica,consulta nueva,2024-07-01,6,7,23,35,15,4,21,39,24,21,0,1,0,0,196
CALAMARCA,atencion odontologica,consulta nueva,2024-07-01,48,69,136,173,76,107,63,157,10,17,0,5,0,1,862
CAMARGO,atencion odontologica,consulta nueva,2024-07-01,42,20,227,296,51,128,78,265,23,23,0,24,0,0,1177
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2024-07-01,13,3,47,39,15,26,21,63,2,1,0,0,0,0,230
CAMIRI,atencion odontologica,consulta nueva,2024-07-01,41,55,252,319,87,181,198,422,48,55,0,27,0,2,1687
CAPINOTA,atencion odontologica,consulta nueva,2024-07-01,44,34,204,298,66,134,71,198,26,23,0,4,0,10,1112
CAQUIAVIRI,atencion odontologica,consulta nueva,2024-07-01,23,16,39,39,19,54,40,50,27,10,0,6,0,1,324
CARACOLLO,atencion odontologica,consulta nueva,2024-07-01,111,77,270,289,141,203,196,447,45,54,0,33,0,4,1870
CARANAVI,atencion odontologica,consulta nueva,2024-07-01,119,144,310,283,139,193,201,450,31,26,0,24,0,1,1921
CARANGAS,atencion odontologica,consulta nueva,2024-07-01,2,2,1,18,2,8,8,20,6,5,0,0,0,0,72
CARAPARI,atencion odontologica,consulta nueva,2024-07-01,11,7,157,179,79,139,94,293,17,7,0,16,0,0,999
CARIPUYO,atencion odontologica,consulta nueva,2024-07-01,11,12,30,35,7,29,39,51,12,14,0,2,0,0,242
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2024-07-01,18,19,18,24,8,10,11,42,6,5,0,14,0,1,176
CATACORA,atencion odontologica,consulta nueva,2024-07-01,2,9,8,11,0,5,5,14,7,5,0,4,0,0,70
CHACARILLA,atencion odontologica,consulta nueva,2024-07-01,3,0,3,5,15,10,22,25,6,13,0,4,0,2,108
CHALLAPATA,atencion odontologica,consulta nueva,2024-07-01,87,70,343,347,145,234,156,394,57,52,0,71,0,1,1957
CHAQUI,atencion odontologica,consulta nueva,2024-07-01,30,64,94,72,18,42,36,114,15,22,0,5,0,0,512
CHARAGUA,atencion odontologica,consulta nueva,2024-07-01,29,25,53,81,40,99,69,216,13,4,0,6,0,1,636
CHARAÑA,atencion odontologica,consulta nueva,2024-07-01,3,3,15,20,3,12,17,27,2,1,0,3,0,2,108
CHAYANTA,atencion odontologica,consulta nueva,2024-07-01,35,46,84,104,28,101,78,224,21,28,0,15,0,4,768
CHIMORE,atencion odontologica,consulta nueva,2024-07-01,23,41,162,278,49,151,83,222,20,15,0,9,0,12,1065
CHIPAYA,atencion odontologica,consulta nueva,2024-07-01,1,2,39,21,38,48,7,22,12,13,0,1,0,0,204
CHOQUE COTA,atencion odontologica,consulta nueva,2024-07-01,13,9,4,15,13,13,28,34,20,46,0,0,0,0,195
CHUA COCANI,atencion odontologica,consulta nueva,2024-07-01,7,3,14,14,9,12,13,34,11,3,0,1,0,0,121
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2024-07-01,23,15,83,87,41,62,33,100,9,2,0,0,0,0,455
CHUMA,atencion odontologica,consulta nueva,2024-07-01,19,18,47,74,31,61,94,134,37,24,0,7,0,0,546
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2024-07-01,1,1,25,44,2,4,1,17,1,6,0,4,0,0,106
CKOCHAS,atencion odontologica,consulta nueva,2024-07-01,7,25,57,74,33,23,39,133,26,29,0,8,0,2,456
CLIZA,atencion odontologica,consulta nueva,2024-07-01,55,67,246,334,79,112,57,304,20,54,0,21,0,15,1364
COBIJA,atencion odontologica,consulta nueva,2024-07-01,208,201,485,565,284,373,383,835,81,35,0,69,0,22,3541
COCAPATA,atencion odontologica,consulta nueva,2024-07-01,43,60,57,100,58,91,95,197,16,20,0,8,0,10,755
COCHABAMBA,atencion odontologica,consulta nueva,2024-07-01,994,963,4409,4878,1912,2484,2322,5482,860,861,0,215,0,38,25418
COIPASA,atencion odontologica,consulta nueva,2024-07-01,7,14,2,31,19,16,18,16,10,6,0,0,0,0,139
COLCAPIRHUA,atencion odontologica,consulta nueva,2024-07-01,49,61,485,510,81,295,213,619,57,59,0,3,0,1,2433
"COLCHA ""K""",atencion odontologica,consulta nueva,2024-07-01,16,36,124,140,114,83,101,237,26,37,0,10,0,5,929
COLLANA,atencion odontologica,consulta nueva,2024-07-01,8,8,45,61,28,50,17,85,2,8,0,5,0,6,323
COLOMI,atencion odontologica,consulta nueva,2024-07-01,61,81,227,331,75,191,146,295,36,47,0,16,0,1,1507
COLPA BELGICA,atencion odontologica,consulta nueva,2024-07-01,3,2,7,13,4,8,13,11,0,0,0,0,0,0,61
COLQUECHACA,atencion odontologica,consulta nueva,2024-07-01,21,26,104,117,33,101,85,208,25,28,0,19,0,9,776
COLQUENCHA,atencion odontologica,consulta nueva,2024-07-01,22,20,112,148,56,107,64,93,35,23,0,5,0,0,685
COLQUIRI,atencion odontologica,consulta nueva,2024-07-01,37,63,82,79,26,72,40,166,13,11,0,13,0,0,602
COMANCHE,atencion odontologica,consulta nueva,2024-07-01,5,0,25,60,42,33,14,29,17,10,0,0,0,0,235
COMARAPA,atencion odontologica,consulta nueva,2024-07-01,18,15,138,168,68,83,75,169,23,5,0,6,0,5,773
COMBAYA,atencion odontologica,consulta nueva,2024-07-01,1,0,7,12,6,9,8,5,0,2,0,0,0,0,50
COPACABANA,atencion odontologica,consulta nueva,2024-07-01,41,20,114,98,45,51,33,75,8,8,0,17,0,0,510
CORIPATA,atencion odontologica,consulta nueva,2024-07-01,29,21,62,86,27,81,45,120,8,2,0,4,0,0,485
CORO CORO,atencion odontologica,consulta nueva,2024-07-01,8,1,42,45,23,22,64,58,6,5,0,3,0,0,277
COROICO,atencion odontologica,consulta nueva,2024-07-01,26,28,185,139,33,132,108,250,32,6,0,11,0,0,950
CORQUE,atencion odontologica,consulta nueva,2024-07-01,3,1,50,93,14,57,32,85,19,25,0,7,0,0,386
COTAGAITA,atencion odontologica,consulta nueva,2024-07-01,38,47,219,306,105,199,275,494,95,81,0,25,0,12,1896
COTOCA,atencion odontologica,consulta nueva,2024-07-01,62,42,162,213,81,94,92,297,28,32,0,4,0,2,1109
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2024-07-01,0,0,1,0,0,0,12,2,2,2,0,0,0,0,19
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2024-07-01,69,59,149,218,50,74,114,261,16,24,0,9,0,6,1049
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2024-07-01,11,12,14,41,28,22,20,61,3,2,0,0,0,0,214
CUEVO,atencion odontologica,consulta nueva,2024-07-01,3,3,18,18,17,40,13,86,7,3,0,4,0,0,212
CULPINA,atencion odontologica,consulta nueva,2024-07-01,11,25,43,58,13,39,41,106,20,25,0,3,0,0,384
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2024-07-01,12,6,55,87,9,34,23,40,14,11,0,1,0,0,292
CURVA,atencion odontologica,consulta nueva,2024-07-01,3,4,12,12,5,12,16,17,1,5,0,1,0,2,90
DESAGUADERO,atencion odontologica,consulta nueva,2024-07-01,6,3,20,28,24,23,14,60,7,3,0,7,0,3,198
EL ALTO,atencion odontologica,consulta nueva,2024-07-01,1038,1193,3301,3853,1645,2125,1146,3223,357,213,0,586,0,60,18740
EL CHORO,atencion odontologica,consulta nueva,2024-07-01,10,28,75,86,37,62,18,59,14,13,0,7,0,0,409
EL PUENTE(STC),atencion odontologica,consulta nueva,2024-07-01,32,33,110,185,50,131,70,221,16,10,0,0,0,0,858
EL PUENTE(TJA),atencion odontologica,consulta nueva,2024-07-01,1,10,113,109,37,49,40,175,12,35,0,4,0,0,585
EL TORNO,atencion odontologica,consulta nueva,2024-07-01,100,101,313,389,144,200,92,496,47,33,0,29,0,25,1969
EL VILLAR,atencion odontologica,consulta nueva,2024-07-01,19,25,79,81,49,51,43,93,8,6,0,0,0,0,454
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2024-07-01,51,24,209,216,79,107,120,328,22,15,0,6,0,0,1177
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2024-07-01,50,88,239,338,152,232,147,359,13,4,0,36,0,9,1667
ESCARA,atencion odontologica,consulta nueva,2024-07-01,7,7,14,6,11,18,6,19,2,4,0,4,0,0,98
ESCOMA,atencion odontologica,consulta nueva,2024-07-01,16,4,21,33,17,32,24,69,15,8,0,5,0,0,244
ESMERALDA,atencion odontologica,consulta nueva,2024-07-01,0,0,0,15,0,5,11,8,6,11,0,2,0,0,58
EUCALIPTUS,atencion odontologica,consulta nueva,2024-07-01,17,17,92,99,23,78,55,115,9,14,0,8,0,2,529
EXALTACION,atencion odontologica,consulta nueva,2024-07-01,6,1,8,16,4,6,4,16,0,1,0,0,0,0,62
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2024-07-01,43,21,149,191,96,142,78,314,34,29,0,6,0,1,1104
FILADELFIA,atencion odontologica,consulta nueva,2024-07-01,15,24,46,64,11,15,18,50,7,2,0,7,0,1,260
GAIOC JATUN AYLLU YURA,atencion odontologica,consulta nueva,2024-07-01,2,6,47,54,18,51,27,83,14,18,0,2,0,0,322
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2024-07-01,16,6,89,112,12,31,27,134,2,9,0,5,0,1,444
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2024-07-01,28,19,66,78,33,86,56,142,32,12,0,7,0,3,562
GUANAY,atencion odontologica,consulta nueva,2024-07-01,42,13,48,118,21,60,59,108,36,22,0,23,0,1,551
GUAQUI,atencion odontologica,consulta nueva,2024-07-01,5,16,30,39,23,47,34,75,24,27,0,2,0,4,326
GUAYARAMERIN,atencion odontologica,consulta nueva,2024-07-01,59,32,206,272,122,157,50,191,9,8,0,43,0,4,1153
GUTIERREZ,atencion odontologica,consulta nueva,2024-07-01,40,32,46,59,24,47,35,133,21,25,0,19,0,2,483
HUACARAJE,atencion odontologica,consulta nueva,2024-07-01,5,3,23,34,9,30,32,72,25,10,0,2,0,1,246
HUACARETA,atencion odontologica,consulta nueva,2024-07-01,5,3,39,56,28,94,46,170,15,9,0,3,0,0,468
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2024-07-01,0,3,30,40,2,54,17,43,0,0,0,6,0,4,199
HUACHACALLA,atencion odontologica,consulta nueva,2024-07-01,5,0,23,6,0,1,7,6,0,4,0,0,0,0,52
HUANUNI,atencion odontologica,consulta nueva,2024-07-01,64,65,302,306,150,228,116,288,43,75,0,17,0,0,1654
HUARINA,atencion odontologica,consulta nueva,2024-07-01,37,22,60,133,33,53,46,78,17,9,0,2,0,1,491
HUATAJATA,atencion odontologica,consulta nueva,2024-07-01,14,6,23,36,19,23,22,69,15,7,0,5,0,0,239
HUAYLLAMARCA,atencion odontologica,consulta nueva,2024-07-01,13,10,26,10,39,45,11,21,13,13,0,0,0,0,201
HUMANATA,atencion odontologica,consulta nueva,2024-07-01,3,12,50,97,28,16,10,36,19,22,0,1,0,1,295
ICHOCA,atencion odontologica,consulta nueva,2024-07-01,7,4,21,43,27,53,22,39,29,13,0,0,0,3,261
ICLA,atencion odontologica,consulta nueva,2024-07-01,22,13,82,137,27,124,77,171,17,10,0,5,0,0,685
INCAHUASI,atencion odontologica,consulta nueva,2024-07-01,25,6,44,46,25,56,33,107,3,3,0,0,0,3,351
INQUISIVI,atencion odontologica,consulta nueva,2024-07-01,40,34,66,91,47,59,84,137,30,24,0,18,0,4,634
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2024-07-01,89,60,161,212,69,142,150,257,27,20,0,8,0,3,1198
IXIAMAS,atencion odontologica,consulta nueva,2024-07-01,10,20,57,86,23,80,23,87,15,2,0,8,0,0,411
JESUS DE MACHACA,atencion odontologica,consulta nueva,2024-07-01,43,43,85,149,97,91,73,188,40,32,0,12,0,1,854
LA ASUNTA,atencion odontologica,consulta nueva,2024-07-01,230,165,403,385,163,244,241,580,44,31,0,59,0,2,2547
LA GUARDIA,atencion odontologica,consulta nueva,2024-07-01,118,106,490,500,76,189,163,595,42,134,0,45,0,7,2465
LA PAZ,atencion odontologica,consulta nueva,2024-07-01,1357,1228,4260,5223,1909,2728,3239,6323,979,948,0,698,0,128,29020
LA RIVERA,atencion odontologica,consulta nueva,2024-07-01,4,3,18,20,4,7,5,11,6,5,0,0,0,0,83
LAGUNILLAS,atencion odontologica,consulta nueva,2024-07-01,27,12,29,31,10,27,26,101,22,16,0,9,0,4,314
LAJA,atencion odontologica,consulta nueva,2024-07-01,65,132,196,225,57,169,102,322,43,26,0,27,0,23,1387
LAS CARRERAS,atencion odontologica,consulta nueva,2024-07-01,6,8,12,30,3,18,21,76,7,4,0,1,0,0,186
LICOMA PAMPA,atencion odontologica,consulta nueva,2024-07-01,8,0,1,3,0,0,1,3,1,1,0,0,0,0,18
LLALLAGUA,atencion odontologica,consulta nueva,2024-07-01,93,115,286,305,85,180,47,335,6,37,0,26,0,0,1515
LLICA,atencion odontologica,consulta nueva,2024-07-01,9,8,18,9,4,11,11,50,10,6,0,5,0,0,141
LORETO,atencion odontologica,consulta nueva,2024-07-01,0,0,2,4,3,2,2,15,7,0,0,0,0,0,35
LURIBAY,atencion odontologica,consulta nueva,2024-07-01,29,13,41,85,11,16,34,59,27,8,0,0,0,2,325
MACHACAMARCA,atencion odontologica,consulta nueva,2024-07-01,10,7,86,80,32,81,52,131,21,24,0,4,0,0,528
MACHARETI,atencion odontologica,consulta nueva,2024-07-01,19,17,29,67,7,15,16,111,21,87,0,3,0,0,392
MAGDALENA,atencion odontologica,consulta nueva,2024-07-01,3,1,20,19,11,22,7,32,3,3,0,6,0,0,127
MAIRANA,atencion odontologica,consulta nueva,2024-07-01,29,15,168,162,83,87,77,144,33,18,0,11,0,5,832
MALLA,atencion odontologica,consulta nueva,2024-07-01,21,8,19,28,7,10,29,37,2,8,0,2,0,0,171
MAPIRI,atencion odontologica,consulta nueva,2024-07-01,20,31,42,83,20,38,5,95,6,1,0,8,0,0,349
MECAPACA,atencion odontologica,consulta nueva,2024-07-01,29,40,152,187,103,168,120,213,38,6,0,4,0,1,1061
MINEROS,atencion odontologica,consulta nueva,2024-07-01,17,6,129,155,18,24,23,80,4,2,0,3,0,0,461
MIZQUE,atencion odontologica,consulta nueva,2024-07-01,59,103,218,254,61,100,119,364,42,35,0,17,0,3,1375
MOCOMOCO,atencion odontologica,consulta nueva,2024-07-01,15,24,54,77,83,64,57,148,26,27,0,18,0,2,595
MOJINETE,atencion odontologica,consulta nueva,2024-07-01,0,0,0,1,0,3,0,2,0,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,consulta nueva,2024-07-01,22,27,114,119,38,38,60,196,14,10,0,2,0,0,640
MONTEAGUDO,atencion odontologica,consulta nueva,2024-07-01,52,42,246,349,144,364,156,350,20,18,0,12,0,0,1753
MONTERO,atencion odontologica,consulta nueva,2024-07-01,209,210,507,584,241,357,315,1020,91,80,0,121,0,14,3749
MORO MORO,atencion odontologica,consulta nueva,2024-07-01,0,7,12,28,16,11,12,39,4,1,0,0,0,0,130
MOROCHATA,atencion odontologica,consulta nueva,2024-07-01,29,17,47,157,23,117,77,199,68,52,0,5,0,2,793
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2024-07-01,6,3,10,15,0,0,2,7,0,4,0,3,0,0,50
OCURI,atencion odontologica,consulta nueva,2024-07-01,37,21,85,89,31,81,90,167,81,56,0,18,0,0,756
OKINAWA,atencion odontologica,consulta nueva,2024-07-01,8,11,45,52,19,20,22,94,4,13,0,4,0,1,293
OMEREQUE,atencion odontologica,consulta nueva,2024-07-01,1,1,11,39,1,15,1,33,83,19,0,1,0,0,205
ORURO,atencion odontologica,consulta nueva,2024-07-01,957,884,2944,3588,1460,2217,1963,4372,445,338,0,463,0,75,19706
PADCAYA,atencion odontologica,consulta nueva,2024-07-01,21,14,81,63,48,50,87,200,34,26,0,4,0,0,628
PADILLA,atencion odontologica,consulta nueva,2024-07-01,17,19,114,122,46,57,61,146,26,4,0,6,0,0,618
PAILON,atencion odontologica,consulta nueva,2024-07-01,23,22,207,182,88,175,112,373,33,23,0,27,0,4,1269
PALCA,atencion odontologica,consulta nueva,2024-07-01,51,39,152,180,93,126,116,184,19,20,0,9,0,0,989
PALOS BLANCOS,atencion odontologica,consulta nueva,2024-07-01,56,69,187,209,73,205,168,443,22,28,0,38,0,4,1502
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2024-07-01,0,0,11,17,2,8,10,19,3,1,0,5,0,0,76
PAMPA GRANDE,atencion odontologica,consulta nueva,2024-07-01,10,5,25,71,11,36,12,98,3,1,0,0,0,2,274
PAPEL PAMPA,atencion odontologica,consulta nueva,2024-07-01,19,19,17,28,13,25,17,40,15,11,0,1,0,0,205
PASORAPA,atencion odontologica,consulta nueva,2024-07-01,8,8,28,56,65,23,46,117,9,4,0,3,0,0,367
PATACAMAYA,atencion odontologica,consulta nueva,2024-07-01,22,38,144,204,50,133,53,176,8,8,0,11,0,9,856
PAZÑA,atencion odontologica,consulta nueva,2024-07-01,13,9,48,82,45,82,43,110,34,27,0,4,0,0,497
PELECHUCO,atencion odontologica,consulta nueva,2024-07-01,17,21,75,97,20,49,73,120,4,11,0,4,0,0,491
POCOATA,atencion odontologica,consulta nueva,2024-07-01,60,49,145,133,45,110,103,254,36,41,0,18,0,12,1006
POCONA,atencion odontologica,consulta nueva,2024-07-01,20,18,143,106,73,151,105,161,24,10,0,14,0,1,826
POJO (CBBA),atencion odontologica,consulta nueva,2024-07-01,30,43,207,211,99,206,64,211,11,17,0,4,0,4,1107
POOPO,atencion odontologica,consulta nueva,2024-07-01,27,17,85,115,54,91,61,213,19,34,0,13,0,0,729
PORCO,atencion odontologica,consulta nueva,2024-07-01,15,40,124,113,11,74,11,116,0,4,0,52,0,7,567
POROMA,atencion odontologica,consulta nueva,2024-07-01,18,7,130,189,23,65,74,224,24,18,0,1,0,5,778
PORONGO,atencion odontologica,consulta nueva,2024-07-01,74,40,141,137,79,120,117,191,74,64,0,10,0,1,1048
PORTACHUELO,atencion odontologica,consulta nueva,2024-07-01,0,0,30,15,20,19,41,50,0,8,0,1,0,0,184
PORVENIR,atencion odontologica,consulta nueva,2024-07-01,28,26,121,152,38,105,49,139,13,0,0,10,0,0,681
POSTRER VALLE,atencion odontologica,consulta nueva,2024-07-01,2,3,34,28,3,10,17,14,5,0,0,0,0,0,116
POTOSI,atencion odontologica,consulta nueva,2024-07-01,994,452,1614,1634,556,988,724,2155,135,137,0,193,0,20,9602
PRESTO,atencion odontologica,consulta nueva,2024-07-01,13,30,135,104,45,144,110,188,22,12,0,3,0,0,806
PUCARA,atencion odontologica,consulta nueva,2024-07-01,0,0,13,4,0,0,14,11,0,0,0,0,0,0,42
PUCARANI,atencion odontologica,consulta nueva,2024-07-01,25,29,137,154,60,167,108,252,40,52,0,4,0,2,1030
PUERTO ACOSTA,atencion odontologica,consulta nueva,2024-07-01,33,28,60,50,28,26,31,69,24,17,0,4,0,0,370
PUERTO CARABUCO,atencion odontologica,consulta nueva,2024-07-01,20,28,72,101,37,71,85,141,28,17,0,5,0,1,606
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2024-07-01,5,5,58,55,14,45,28,125,0,1,0,11,0,7,354
PUERTO PEREZ,atencion odontologica,consulta nueva,2024-07-01,4,1,18,10,2,13,23,23,11,5,0,4,0,0,114
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2024-07-01,5,4,15,38,56,9,14,88,52,22,0,2,0,0,305
PUERTO RICO,atencion odontologica,consulta nueva,2024-07-01,41,25,30,42,25,19,19,61,4,2,0,5,0,3,276
PUERTO SUAREZ,atencion odontologica,consulta nueva,2024-07-01,11,9,64,78,52,45,28,102,11,5,0,14,0,5,424
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2024-07-01,88,115,294,427,175,372,229,659,35,45,0,74,0,32,2545
PUNA,atencion odontologica,consulta nueva,2024-07-01,23,27,67,100,16,108,79,154,30,30,0,3,0,2,639
PUNATA,atencion odontologica,consulta nueva,2024-07-01,87,76,382,410,84,198,125,491,58,72,0,5,0,0,1988
QUIABAYA,atencion odontologica,consulta nueva,2024-07-01,0,3,19,3,11,10,25,46,1,2,0,0,0,0,120
QUILLACOLLO,atencion odontologica,consulta nueva,2024-07-01,323,335,1303,1470,383,647,459,1644,170,134,0,56,0,8,6932
QUIME,atencion odontologica,consulta nueva,2024-07-01,6,3,27,10,4,7,3,28,2,1,0,2,0,0,93
QUIRUSILLAS,atencion odontologica,consulta nueva,2024-07-01,11,12,25,42,8,7,23,37,2,4,0,1,0,0,172
RAQAYPAMPA(ETA),atencion odontologica,consulta nueva,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,consulta nueva,2024-07-01,30,47,60,98,26,101,63,195,56,52,0,8,0,3,739
RIBERALTA,atencion odontologica,consulta nueva,2024-07-01,157,200,426,524,130,255,141,643,63,40,0,134,0,10,2723
ROBORE,atencion odontologica,consulta nueva,2024-07-01,14,18,89,107,24,56,40,106,6,13,0,5,0,0,478
RURRENABAQUE,atencion odontologica,consulta nueva,2024-07-01,14,16,51,82,51,70,49,121,13,9,0,10,0,6,492
SABAYA,atencion odontologica,consulta nueva,2024-07-01,9,1,30,24,35,23,19,38,16,19,0,2,0,0,216
SACABA,atencion odontologica,consulta nueva,2024-07-01,478,504,2443,2397,794,1347,948,2468,181,227,0,42,0,4,11833
SACABAMBA,atencion odontologica,consulta nueva,2024-07-01,9,2,30,19,17,19,13,41,2,30,0,0,0,9,191
SACACA,atencion odontologica,consulta nueva,2024-07-01,14,12,30,40,6,79,54,121,13,22,0,4,0,7,402
SAIPINA,atencion odontologica,consulta nueva,2024-07-01,8,20,36,38,29,37,23,40,5,15,0,7,0,1,259
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2024-07-01,39,34,112,140,61,79,54,134,46,67,0,13,0,0,779
SAMAIPATA,atencion odontologica,consulta nueva,2024-07-01,12,17,109,84,18,25,52,123,14,9,0,9,0,6,478
SAN AGUSTIN,atencion odontologica,consulta nueva,2024-07-01,1,4,2,7,0,0,1,7,4,4,0,0,0,0,30
SAN ANDRES,atencion odontologica,consulta nueva,2024-07-01,22,26,11,31,13,20,11,33,4,4,0,4,0,0,179
