,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
COCHABAMBA,atencion odontologica,medidas preventivas,2024-06-01,619,611,1587,1516,922,1078,2087,3416,864,770,0,0,0,0,13470
COIPASA,atencion odontologica,medidas preventivas,2024-06-01,0,4,11,9,0,21,4,9,2,1,0,0,0,0,61
COLCAPIRHUA,atencion odontologica,medidas preventivas,2024-06-01,24,24,65,52,39,14,37,92,11,12,0,0,0,0,370
"COLCHA ""K""",atencion odontologica,medidas preventivas,2024-06-01,16,18,44,51,19,13,10,24,0,1,0,0,0,0,196
COLLANA,atencion odontologica,medidas preventivas,2024-06-01,3,2,76,70,1,1,2,0,0,0,0,0,0,0,155
COLOMI,atencion odontologica,medidas preventivas,2024-06-01,35,43,85,84,21,24,39,75,20,23,0,0,0,0,449
COLPA BELGICA,atencion odontologica,medidas preventivas,2024-06-01,4,0,6,6,0,4,2,20,0,4,0,0,0,0,46
COLQUECHACA,atencion odontologica,medidas preventivas,2024-06-01,10,18,34,52,20,53,51,59,12,2,0,0,0,0,311
COLQUENCHA,atencion odontologica,medidas preventivas,2024-06-01,17,12,7,20,11,9,4,24,3,2,0,0,0,0,109
COLQUIRI,atencion odontologica,medidas preventivas,2024-06-01,21,10,42,26,13,11,20,7,6,1,0,0,0,0,157
COMANCHE,atencion odontologica,medidas preventivas,2024-06-01,0,1,3,10,1,1,0,3,0,0,0,0,0,0,19
COMARAPA,atencion odontologica,medidas preventivas,2024-06-01,7,18,27,20,5,9,4,19,3,2,0,0,0,0,114
COMBAYA,atencion odontologica,medidas preventivas,2024-06-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
CONCEPCION,atencion odontologica,medidas preventivas,2024-06-01,7,1,2,8,0,0,0,2,0,0,0,0,0,0,20
COPACABANA,atencion odontologica,medidas preventivas,2024-06-01,50,30,242,237,30,33,22,31,16,9,0,0,0,0,700
CORIPATA,atencion odontologica,medidas preventivas,2024-06-01,13,20,17,30,3,9,0,50,0,0,0,0,0,0,142
CORO CORO,atencion odontologica,medidas preventivas,2024-06-01,5,0,92,82,51,37,70,60,12,7,0,0,0,0,416
COROICO,atencion odontologica,medidas preventivas,2024-06-01,14,3,24,16,0,1,1,1,1,0,0,0,0,0,61
CORQUE,atencion odontologica,medidas preventivas,2024-06-01,15,23,33,28,2,5,5,7,3,0,0,0,0,0,121
COTAGAITA,atencion odontologica,medidas preventivas,2024-06-01,42,31,135,117,35,47,49,85,16,23,0,0,0,0,580
COTOCA,atencion odontologica,medidas preventivas,2024-06-01,31,11,21,15,2,3,42,51,1,0,0,0,0,0,177
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2024-06-01,1,1,0,1,0,0,1,2,0,0,0,0,0,0,6
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2024-06-01,33,100,15,34,3,5,5,13,1,0,0,0,0,0,209
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2024-06-01,6,10,14,36,3,1,5,10,1,5,0,0,0,0,91
CUEVO,atencion odontologica,medidas preventivas,2024-06-01,2,1,0,0,0,1,0,2,0,0,0,0,0,0,6
CULPINA,atencion odontologica,medidas preventivas,2024-06-01,2,19,19,19,2,6,2,7,1,0,0,0,0,0,77
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2024-06-01,25,11,61,60,2,3,5,5,8,2,0,0,0,0,182
CURVA,atencion odontologica,medidas preventivas,2024-06-01,0,0,5,9,0,1,2,2,0,0,0,0,0,0,19
DESAGUADERO,atencion odontologica,medidas preventivas,2024-06-01,2,1,0,0,1,0,1,6,0,0,0,0,0,0,11
EL ALTO,atencion odontologica,medidas preventivas,2024-06-01,610,689,1050,1213,311,371,582,1408,180,98,0,0,0,0,6512
EL CHORO,atencion odontologica,medidas preventivas,2024-06-01,4,6,9,10,3,4,2,6,3,1,0,0,0,0,48
EL PUENTE(STC),atencion odontologica,medidas preventivas,2024-06-01,37,16,36,58,2,18,12,30,10,12,0,0,0,0,231
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2024-06-01,3,11,24,24,5,6,1,10,0,2,0,0,0,0,86
EL TORNO,atencion odontologica,medidas preventivas,2024-06-01,76,57,82,82,17,24,17,102,5,7,0,0,0,0,469
EL VILLAR,atencion odontologica,medidas preventivas,2024-06-01,6,9,27,69,6,4,1,8,0,0,0,0,0,0,130
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2024-06-01,15,8,42,52,2,2,2,9,1,0,0,0,0,0,133
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2024-06-01,32,27,96,136,16,24,10,70,3,3,0,0,0,0,417
ESCARA,atencion odontologica,medidas preventivas,2024-06-01,2,0,3,7,0,1,0,0,2,0,0,0,0,0,15
ESCOMA,atencion odontologica,medidas preventivas,2024-06-01,1,3,2,4,0,0,3,2,2,2,0,0,0,0,19
ESMERALDA,atencion odontologica,medidas preventivas,2024-06-01,0,0,9,4,0,0,2,3,1,1,0,0,0,0,20
EUCALIPTUS,atencion odontologica,medidas preventivas,2024-06-01,16,16,22,43,0,3,2,0,0,2,0,0,0,0,104
EXALTACION,atencion odontologica,medidas preventivas,2024-06-01,4,0,7,8,4,4,8,9,1,6,0,0,0,0,51
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2024-06-01,3,5,15,37,2,12,27,30,2,1,0,0,0,0,134
FILADELFIA,atencion odontologica,medidas preventivas,2024-06-01,52,41,44,31,0,3,2,12,0,1,0,0,0,0,186
GAIOC JATUN AYLLU YURA,atencion odontologica,medidas preventivas,2024-06-01,1,12,14,20,0,2,0,2,0,1,0,0,0,0,52
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2024-06-01,15,7,5,21,0,4,1,10,0,0,0,0,0,0,63
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2024-06-01,22,26,72,85,7,17,11,15,4,1,0,0,0,0,260
GUANAY,atencion odontologica,medidas preventivas,2024-06-01,18,18,52,75,1,14,9,18,5,3,0,0,0,0,213
GUAQUI,atencion odontologica,medidas preventivas,2024-06-01,8,11,2,2,3,1,4,5,1,3,0,0,0,0,40
GUAYARAMERIN,atencion odontologica,medidas preventivas,2024-06-01,35,88,228,424,118,88,269,579,82,78,0,0,0,0,1989
GUTIERREZ,atencion odontologica,medidas preventivas,2024-06-01,6,0,1,5,2,1,4,0,1,3,0,0,0,0,23
HUACARAJE,atencion odontologica,medidas preventivas,2024-06-01,4,1,4,11,2,2,1,5,3,0,0,0,0,0,33
HUACARETA,atencion odontologica,medidas preventivas,2024-06-01,0,2,3,11,5,9,6,20,6,3,0,0,0,0,65
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2024-06-01,5,22,12,20,3,1,18,8,3,0,0,0,0,0,92
HUACHACALLA,atencion odontologica,medidas preventivas,2024-06-01,2,0,24,61,0,0,0,0,0,0,0,0,0,0,87
HUANUNI,atencion odontologica,medidas preventivas,2024-06-01,28,39,85,115,33,50,38,81,14,19,0,0,0,0,502
HUARINA,atencion odontologica,medidas preventivas,2024-06-01,23,26,44,58,0,12,9,24,2,8,0,0,0,0,206
HUATAJATA,atencion odontologica,medidas preventivas,2024-06-01,2,14,25,18,0,4,0,1,5,1,0,0,0,0,70
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2024-06-01,0,7,9,8,5,8,12,15,12,10,0,0,0,0,86
HUMANATA,atencion odontologica,medidas preventivas,2024-06-01,7,0,50,21,4,3,1,8,1,1,0,0,0,0,96
ICHOCA,atencion odontologica,medidas preventivas,2024-06-01,8,2,25,25,5,6,5,8,1,4,0,0,0,0,89
ICLA,atencion odontologica,medidas preventivas,2024-06-01,19,24,21,33,2,11,5,4,0,0,0,0,0,0,119
INCAHUASI,atencion odontologica,medidas preventivas,2024-06-01,0,6,3,6,4,2,4,7,1,0,0,0,0,0,33
INQUISIVI,atencion odontologica,medidas preventivas,2024-06-01,14,5,11,45,10,8,4,12,0,1,0,0,0,0,110
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2024-06-01,27,56,64,66,7,13,8,18,0,2,0,0,0,0,261
IXIAMAS,atencion odontologica,medidas preventivas,2024-06-01,5,6,18,8,0,0,0,2,0,0,0,0,0,0,39
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2024-06-01,1,5,5,15,2,11,2,6,2,0,0,0,0,0,49
LA ASUNTA,atencion odontologica,medidas preventivas,2024-06-01,164,133,246,310,15,38,37,100,3,3,0,0,0,0,1049
LA GUARDIA,atencion odontologica,medidas preventivas,2024-06-01,109,69,96,123,16,34,32,119,5,6,0,0,0,0,609
LA PAZ,atencion odontologica,medidas preventivas,2024-06-01,1135,1169,3070,3170,502,599,2154,3118,881,773,0,0,0,0,16571
LA RIVERA,atencion odontologica,medidas preventivas,2024-06-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4
LAGUNILLAS,atencion odontologica,medidas preventivas,2024-06-01,4,0,5,3,1,0,2,2,0,0,0,0,0,0,17
LAJA,atencion odontologica,medidas preventivas,2024-06-01,36,57,102,105,22,26,18,73,8,5,0,0,0,0,452
LAS CARRERAS,atencion odontologica,medidas preventivas,2024-06-01,9,12,9,14,0,1,1,5,1,1,0,0,0,0,53
LICOMA PAMPA,atencion odontologica,medidas preventivas,2024-06-01,14,9,1,4,0,2,0,3,4,2,0,0,0,0,39
LLALLAGUA,atencion odontologica,medidas preventivas,2024-06-01,51,83,44,55,40,22,43,84,10,8,0,0,0,0,440
LLICA,atencion odontologica,medidas preventivas,2024-06-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
LORETO,atencion odontologica,medidas preventivas,2024-06-01,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
LURIBAY,atencion odontologica,medidas preventivas,2024-06-01,8,10,51,32,2,7,3,3,5,2,0,0,0,0,123
MACHACAMARCA,atencion odontologica,medidas preventivas,2024-06-01,3,5,26,55,3,4,10,24,4,7,0,0,0,0,141
MACHARETI,atencion odontologica,medidas preventivas,2024-06-01,7,13,16,45,2,5,0,1,0,1,0,0,0,0,90
MAGDALENA,atencion odontologica,medidas preventivas,2024-06-01,3,0,4,5,1,2,0,9,0,0,0,0,0,0,24
MAIRANA,atencion odontologica,medidas preventivas,2024-06-01,4,0,68,111,25,19,0,0,0,0,0,0,0,0,227
MALLA,atencion odontologica,medidas preventivas,2024-06-01,6,4,20,19,0,6,5,6,0,0,0,0,0,0,66
MAPIRI,atencion odontologica,medidas preventivas,2024-06-01,12,8,25,24,7,0,3,7,1,0,0,0,0,0,87
MECAPACA,atencion odontologica,medidas preventivas,2024-06-01,9,4,43,66,2,5,2,10,0,1,0,0,0,0,142
MINEROS,atencion odontologica,medidas preventivas,2024-06-01,5,1,74,72,1,2,0,3,0,0,0,0,0,0,158
MIZQUE,atencion odontologica,medidas preventivas,2024-06-01,10,13,28,51,5,11,14,31,3,2,0,0,0,0,168
MOCOMOCO,atencion odontologica,medidas preventivas,2024-06-01,9,8,108,80,9,3,6,6,0,1,0,0,0,0,230
MOJINETE,atencion odontologica,medidas preventivas,2024-06-01,1,3,3,3,0,2,1,6,3,1,0,0,0,0,23
MOJOCOYA,atencion odontologica,medidas preventivas,2024-06-01,5,9,60,85,10,11,16,21,8,7,0,0,0,0,232
MONTEAGUDO,atencion odontologica,medidas preventivas,2024-06-01,23,15,117,100,29,30,30,70,5,8,0,0,0,0,427
MONTERO,atencion odontologica,medidas preventivas,2024-06-01,91,76,139,127,28,25,115,187,27,14,0,0,0,0,829
MORO MORO,atencion odontologica,medidas preventivas,2024-06-01,0,2,1,2,0,2,0,1,0,0,0,0,0,0,8
MOROCHATA,atencion odontologica,medidas preventivas,2024-06-01,11,16,74,64,16,77,16,36,12,16,0,0,0,0,338
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2024-06-01,0,4,0,1,1,1,0,1,0,0,0,0,0,0,8
OCURI,atencion odontologica,medidas preventivas,2024-06-01,11,2,92,104,5,9,1,21,24,19,0,0,0,0,288
OKINAWA,atencion odontologica,medidas preventivas,2024-06-01,0,2,2,0,0,2,4,5,1,1,0,0,0,0,17
OMEREQUE,atencion odontologica,medidas preventivas,2024-06-01,0,1,2,1,0,0,0,2,0,0,0,0,0,0,6
ORURO,atencion odontologica,medidas preventivas,2024-06-01,304,375,521,500,133,178,454,624,198,158,0,0,0,0,3445
PADCAYA,atencion odontologica,medidas preventivas,2024-06-01,12,2,16,18,5,2,6,10,1,3,0,0,0,0,75
PADILLA,atencion odontologica,medidas preventivas,2024-06-01,7,16,20,38,0,5,3,22,0,0,0,0,0,0,111
PAILON,atencion odontologica,medidas preventivas,2024-06-01,17,11,50,49,10,15,14,61,6,3,0,0,0,0,236
PALCA,atencion odontologica,medidas preventivas,2024-06-01,36,28,66,45,13,10,7,26,1,1,0,0,0,0,233
PALOS BLANCOS,atencion odontologica,medidas preventivas,2024-06-01,40,28,114,130,27,47,33,113,13,4,0,0,0,0,549
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2024-06-01,3,0,6,4,0,1,3,3,1,0,0,0,0,0,21
PAMPA GRANDE,atencion odontologica,medidas preventivas,2024-06-01,2,14,3,4,1,2,0,7,0,0,0,0,0,0,33
PAPEL PAMPA,atencion odontologica,medidas preventivas,2024-06-01,5,4,16,30,0,0,2,2,2,4,0,0,0,0,65
PASORAPA,atencion odontologica,medidas preventivas,2024-06-01,0,0,7,11,2,25,5,13,3,1,0,0,0,0,67
PATACAMAYA,atencion odontologica,medidas preventivas,2024-06-01,28,13,29,39,3,8,3,13,4,1,0,0,0,0,141
PAZÑA,atencion odontologica,medidas preventivas,2024-06-01,15,39,91,66,27,20,39,28,18,12,0,0,0,0,355
PELECHUCO,atencion odontologica,medidas preventivas,2024-06-01,20,17,23,32,2,6,5,8,0,0,0,0,0,0,113
POCOATA,atencion odontologica,medidas preventivas,2024-06-01,50,75,99,135,15,52,21,83,7,14,0,0,0,0,551
POCONA,atencion odontologica,medidas preventivas,2024-06-01,11,19,46,36,16,28,22,42,3,2,0,0,0,0,225
POJO (CBBA),atencion odontologica,medidas preventivas,2024-06-01,9,13,50,23,11,10,8,11,1,1,0,0,0,0,137
POOPO,atencion odontologica,medidas preventivas,2024-06-01,15,18,55,34,0,4,2,11,1,1,0,0,0,0,141
PORCO,atencion odontologica,medidas preventivas,2024-06-01,5,7,44,24,1,12,3,35,1,0,0,0,0,0,132
POROMA,atencion odontologica,medidas preventivas,2024-06-01,27,10,77,133,4,8,2,9,0,0,0,0,0,0,270
PORONGO,atencion odontologica,medidas preventivas,2024-06-01,24,32,34,22,2,8,3,7,4,3,0,0,0,0,139
PORTACHUELO,atencion odontologica,medidas preventivas,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,medidas preventivas,2024-06-01,3,13,22,15,2,8,1,15,2,0,0,0,0,0,81
POSTRER VALLE,atencion odontologica,medidas preventivas,2024-06-01,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5
POTOSI,atencion odontologica,medidas preventivas,2024-06-01,170,152,240,259,70,80,168,321,42,32,0,0,0,0,1534
PRESTO,atencion odontologica,medidas preventivas,2024-06-01,13,5,65,65,18,19,17,24,4,2,0,0,0,0,232
PUCARA,atencion odontologica,medidas preventivas,2024-06-01,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
PUCARANI,atencion odontologica,medidas preventivas,2024-06-01,11,21,6,10,1,9,4,18,0,3,0,0,0,0,83
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2024-06-01,13,14,29,14,5,12,3,15,0,1,0,0,0,0,106
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2024-06-01,4,3,17,13,10,1,7,5,1,2,0,0,0,0,63
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2024-06-01,20,3,25,24,1,4,2,14,0,0,0,0,0,0,93
PUERTO PEREZ,atencion odontologica,medidas preventivas,2024-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2024-06-01,5,12,2,3,1,0,24,34,43,21,0,0,0,0,145
PUERTO RICO,atencion odontologica,medidas preventivas,2024-06-01,10,13,4,6,0,2,0,0,0,0,0,0,0,0,35
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2024-06-01,0,0,3,4,0,2,0,4,0,1,0,0,0,0,14
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2024-06-01,57,66,81,123,23,45,42,82,8,3,0,0,0,0,530
PUNA,atencion odontologica,medidas preventivas,2024-06-01,21,21,38,52,6,20,6,11,3,4,0,0,0,0,182
PUNATA,atencion odontologica,medidas preventivas,2024-06-01,29,32,232,181,32,58,159,238,36,45,0,0,0,0,1042
QUIABAYA,atencion odontologica,medidas preventivas,2024-06-01,0,4,57,92,0,0,0,0,0,0,0,0,0,0,153
QUILLACOLLO,atencion odontologica,medidas preventivas,2024-06-01,126,139,356,319,129,154,244,642,177,183,0,0,0,0,2469
QUIME,atencion odontologica,medidas preventivas,2024-06-01,9,9,9,10,0,0,0,1,0,0,0,0,0,0,38
QUIRUSILLAS,atencion odontologica,medidas preventivas,2024-06-01,1,2,5,8,5,9,0,10,0,1,0,0,0,0,41
RAVELO,atencion odontologica,medidas preventivas,2024-06-01,21,24,66,69,33,20,4,9,1,2,0,0,0,0,249
REYES,atencion odontologica,medidas preventivas,2024-06-01,11,18,57,44,0,4,14,11,6,0,0,0,0,0,165
RIBERALTA,atencion odontologica,medidas preventivas,2024-06-01,141,147,227,239,91,151,105,489,37,45,0,0,0,0,1672
ROBORE,atencion odontologica,medidas preventivas,2024-06-01,9,13,25,20,4,3,16,46,7,13,0,0,0,0,156
RURRENABAQUE,atencion odontologica,medidas preventivas,2024-06-01,10,6,26,23,2,3,5,42,2,3,0,0,0,0,122
SABAYA,atencion odontologica,medidas preventivas,2024-06-01,8,7,5,10,1,6,2,3,1,1,0,0,0,0,44
SACABA,atencion odontologica,medidas preventivas,2024-06-01,157,130,474,423,78,86,187,393,60,57,0,0,0,0,2045
SACABAMBA,atencion odontologica,medidas preventivas,2024-06-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
SACACA,atencion odontologica,medidas preventivas,2024-06-01,11,6,170,134,148,168,8,14,1,1,0,0,0,0,661
SAIPINA,atencion odontologica,medidas preventivas,2024-06-01,5,4,2,3,0,1,2,5,0,0,0,0,0,0,22
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2024-06-01,36,30,60,57,2,23,10,18,13,8,0,0,0,0,257
SAMAIPATA,atencion odontologica,medidas preventivas,2024-06-01,3,14,76,63,6,8,1,13,1,1,0,0,0,0,186
SAN AGUSTIN,atencion odontologica,medidas preventivas,2024-06-01,0,0,8,8,0,1,3,3,1,1,0,0,0,0,25
SAN ANDRES,atencion odontologica,medidas preventivas,2024-06-01,22,12,17,12,6,11,5,8,2,2,0,0,0,0,97
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2024-06-01,0,2,1,3,0,5,1,1,0,0,0,0,0,0,13
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2024-06-01,0,2,4,10,0,0,0,0,0,0,0,0,0,0,16
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,medidas preventivas,2024-06-01,9,8,20,15,2,2,7,31,3,3,0,0,0,0,100
SAN BORJA,atencion odontologica,medidas preventivas,2024-06-01,12,7,31,40,5,16,9,35,5,5,0,0,0,0,165
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2024-06-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
SAN CARLOS,atencion odontologica,medidas preventivas,2024-06-01,5,13,6,8,5,6,13,21,5,2,0,0,0,0,84
SAN IGNACIO,atencion odontologica,medidas preventivas,2024-06-01,13,15,40,40,10,11,7,16,1,2,0,0,0,0,155
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2024-06-01,2,2,2,3,2,5,8,16,1,1,0,0,0,0,42
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2024-06-01,9,13,15,28,2,6,7,30,1,0,0,0,0,0,111
SAN JOAQUIN,atencion odontologica,medidas preventivas,2024-06-01,0,0,5,3,0,0,0,0,0,0,0,0,0,0,8
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2024-06-01,5,2,0,1,0,0,0,2,0,0,0,0,0,0,10
SAN JULIAN,atencion odontologica,medidas preventivas,2024-06-01,53,69,41,54,46,13,32,60,13,16,0,0,0,0,397
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2024-06-01,19,16,34,36,0,6,0,4,0,0,0,0,0,0,115
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2024-06-01,1,7,34,23,2,5,6,16,3,2,0,0,0,0,99
SAN LUCAS,atencion odontologica,medidas preventivas,2024-06-01,26,36,81,85,36,30,4,48,3,2,0,0,0,0,351
SAN MATIAS,atencion odontologica,medidas preventivas,2024-06-01,34,52,91,81,27,37,1,44,2,7,0,0,0,0,376
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2024-06-01,13,10,42,56,20,31,38,112,8,15,0,0,0,0,345
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2024-06-01,4,6,14,16,0,1,0,1,0,0,0,0,0,0,42
SAN PEDRO,atencion odontologica,medidas preventivas,2024-06-01,8,9,35,39,3,9,19,23,3,2,0,0,0,0,150
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2024-06-01,8,5,187,194,46,54,1,8,9,18,0,0,0,0,530
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2024-06-01,9,30,105,105,27,28,6,6,0,2,0,0,0,0,318
SAN PEDRO DE MACHA,atencion odontologica,medidas preventivas,2024-06-01,12,8,16,22,10,18,16,30,7,7,0,0,0,0,146
SAN PEDRO DE QUEMES,atencion odontologica,medidas preventivas,2024-06-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2024-06-01,6,4,18,17,14,17,0,2,3,4,0,0,0,0,85
SAN RAFAEL,atencion odontologica,medidas preventivas,2024-06-01,5,6,56,43,6,4,31,77,2,8,0,0,0,0,238
SAN RAMON BENI,atencion odontologica,medidas preventivas,2024-06-01,1,2,5,6,7,8,13,14,0,0,0,0,0,0,56
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2024-06-01,23,17,10,18,37,25,0,0,0,0,0,0,0,0,130
SANTA ANA,atencion odontologica,medidas preventivas,2024-06-01,0,12,5,24,0,3,21,27,10,4,0,0,0,0,106
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2024-06-01,1100,1022,1245,1426,365,400,1049,2245,429,362,0,0,0,0,9643
SANTA ROSA,atencion odontologica,medidas preventivas,2024-06-01,13,18,26,13,0,7,7,13,0,0,0,0,0,0,97
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2024-06-01,15,14,136,115,104,132,3,4,0,0,0,0,0,0,523
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2024-06-01,10,16,2,3,2,3,2,4,1,0,0,0,0,0,43
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2024-06-01,9,17,53,55,21,20,20,34,11,6,0,0,0,0,246
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2024-06-01,14,7,87,70,2,5,4,6,0,0,0,0,0,0,195
SANTIAGO DE MACHACA,atencion odontologica,medidas preventivas,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SANTIVAÑES,atencion odontologica,medidas preventivas,2024-06-01,6,6,47,43,3,7,6,17,3,7,0,0,0,0,145
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2024-06-01,4,4,4,16,0,0,0,3,0,0,0,0,0,0,31
SAPAHAQUI,atencion odontologica,medidas preventivas,2024-06-01,10,11,10,18,1,5,4,10,0,0,0,0,0,0,69
SENA,atencion odontologica,medidas preventivas,2024-06-01,48,47,6,7,0,3,0,13,0,0,0,0,0,0,124
SHINAOTA,atencion odontologica,medidas preventivas,2024-06-01,7,5,16,20,3,5,12,32,4,1,0,0,0,0,105
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2024-06-01,5,12,45,41,10,7,11,17,1,1,0,0,0,0,150
SICAYA,atencion odontologica,medidas preventivas,2024-06-01,0,4,0,2,0,0,1,4,0,0,0,0,0,0,11
SIPE SIPE,atencion odontologica,medidas preventivas,2024-06-01,26,24,90,132,15,24,25,73,15,13,0,0,0,0,437
SOPACHUY,atencion odontologica,medidas preventivas,2024-06-01,4,3,11,35,6,6,0,3,0,0,0,0,0,0,68
SORACACHI,atencion odontologica,medidas preventivas,2024-06-01,32,34,63,132,37,60,10,26,28,41,0,0,0,0,463
SORATA,atencion odontologica,medidas preventivas,2024-06-01,19,5,51,73,2,2,2,6,1,0,0,0,0,0,161
SUCRE,atencion odontologica,medidas preventivas,2024-06-01,532,600,973,984,111,202,269,522,56,76,0,0,0,0,4325
TACACHI,atencion odontologica,medidas preventivas,2024-06-01,0,0,5,3,0,2,2,5,0,1,0,0,0,0,18
TACACOMA,atencion odontologica,medidas preventivas,2024-06-01,1,2,1,7,2,2,1,8,0,1,0,0,0,0,25
TACOBAMBA,atencion odontologica,medidas preventivas,2024-06-01,1,6,4,6,2,4,5,11,4,1,0,0,0,0,44
TACOPAYA,atencion odontologica,medidas preventivas,2024-06-01,4,1,13,9,4,6,6,8,4,4,0,0,0,0,59
TAHUA,atencion odontologica,medidas preventivas,2024-06-01,5,1,8,6,0,0,0,3,1,0,0,0,0,0,24
TAPACARI,atencion odontologica,medidas preventivas,2024-06-01,26,25,101,80,9,31,25,25,3,8,0,0,0,0,333
TARABUCO,atencion odontologica,medidas preventivas,2024-06-01,13,26,17,9,2,3,0,10,0,0,0,0,0,0,80
TARACO,atencion odontologica,medidas preventivas,2024-06-01,7,7,12,13,3,6,3,3,0,0,0,0,0,0,54
TARATA,atencion odontologica,medidas preventivas,2024-06-01,2,3,21,16,1,5,2,8,0,0,0,0,0,0,58
TARIJA,atencion odontologica,medidas preventivas,2024-06-01,41,47,246,248,116,127,209,341,73,44,0,0,0,0,1492
TARVITA,atencion odontologica,medidas preventivas,2024-06-01,87,49,42,51,4,9,1,9,0,2,0,0,0,0,254
TEOPONTE,atencion odontologica,medidas preventivas,2024-06-01,18,24,83,131,14,30,13,37,6,1,0,0,0,0,357
TIAHUANACU,atencion odontologica,medidas preventivas,2024-06-01,2,6,8,7,2,2,9,13,0,0,0,0,0,0,49
TINGUIPAYA,atencion odontologica,medidas preventivas,2024-06-01,13,41,37,60,10,10,19,36,26,20,0,0,0,0,272
