,group,variable,month,TOTAL 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTAL 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,4,2,6
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,3,4,7
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,2,0,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,1,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,2,2,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,3,2,5
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,0,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,1,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,2,3,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,4,5,9
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,1,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,179,185,364
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,1,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,2,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,1,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,2,1,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,23,23,46
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,12,16,28
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,10,10,20
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,5,1,6
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,10,6,16
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,2,0,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,19,11,30
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-06-01,1,1,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,2,3
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,5,8,13
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,3,0,3
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,4,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,4,4,8
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,6,4,10
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,36,49,85
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,5,2,7
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,30,26,56
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,2,4
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,7,9
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,0,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,66,76,142
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,4,2,6
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,0,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,7,9
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,5,3,8
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,7,7,14
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,6,9,15
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,2,3
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,4,6
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,5,0,5
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,3,2,5
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,2,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,3,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,2,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,3,1,4
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,2,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,208,198,406
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,2,4
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,4,1,5
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,5,6
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,26,17,43
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,4,0,4
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,23,19,42
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,5,6,11
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,2,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,3,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,1,3
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,0,2
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,12,7,19
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,2,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,33,11,44
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,0,1,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-07-01,1,1,2
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,7,7,14
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,9,8,17
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,3,2,5
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,2,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,4,6
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,3,6,9
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,1,3
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,2,2
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,4,2,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,56,51,107
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,0,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,0,0
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,21,29,50
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,0,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,4,6
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,10,21,31
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,1,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,73,66,139
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,1,3
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,3,2,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,9,10,19
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,7,10,17
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,9,10,19
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,1,3
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,3,0,3
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,6,8
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,2,2
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,4,1,5
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,2,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,2,3
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,1,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,4,2,6
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,1,2
SAN LORENZO(PND),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,6,4,10
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,0,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,152,178,330
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,2,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,9,3,12
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,10,11,21
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,59,68,127
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,4,6,10
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,8,15,23
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,4,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,1,2
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,2,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,7,6,13
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,1,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,33,30,63
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-08-01,2,0,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,2,2
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
