,group,variable,month,TOTAL 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTAL 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,0,0
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,10,45,55
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,3,2,5
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,0,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,10,12
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,74,139,213
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,16,18
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,3,1,4
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,11,24,35
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,2,3
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,8,14,22
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,8,17,25
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,1,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,4,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,151,151
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,3,1,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,2,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,116,232,348
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,2,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,2,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,15,21,36
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,7,9
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,69,102,171
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,3,3,6
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,4,10,14
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,2,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,5,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,1,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,2,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,7,8,15
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,4,6,10
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,5,7
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,5,7
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,2,4
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,9,9
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,2,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,6,5,11
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,49,134,183
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,1,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,3,4
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,19,76,95
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,3,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,2,3
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,2,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,7,9
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,9,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,71,147,218
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,1,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,1,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,6,28,34
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,9,12,21
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,3,8,11
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,8,11,19
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,2,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,82,185,267
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,2,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,4,1,5
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,2,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,121,225,346
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,2,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,3,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,4,18,22
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,2,4
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,0,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,46,101,147
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,2,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,2,3
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,5,13,18
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,3,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,5,3,8
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,2,3,5
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,1,1,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,0,2,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,9,13,22
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-09-01,8,14,22
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,2,0,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,2,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,5,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,37,86,123
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,2,2,4
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,11,36,47
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,5,9,14
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,72,116,188
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,4,3,7
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,2,5,7
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,10,18,28
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,2,2,4
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,3,5,8
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,6,7
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,6,8,14
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,0,1
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,16,164,180
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,2,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,3,3,6
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,2,3,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,27,57,84
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,1,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,40,97,137
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,5,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,14,18,32
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,7,8
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,3,3
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,1,2,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,0,0,0
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-10-01,10,32,42
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,0,0
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,4,5
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,0,2
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,2,2
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,2,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,51,118,169
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,3,3
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,0,0
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,3,3,6
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,20,57,77
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,1,2
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,3,4,7
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,0,0
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,3,3
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,2,4
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,0,0
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,0,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,5,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,73,134,207
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,5,4,9
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,4,2,6
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,3,4
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,2,2
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,3,8,11
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,4,8,12
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,7,68,75
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,2,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,1,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,2,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,0,0
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,0,0
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
