,group,variable,month,TOTAL 16.8 ABUSO DE ALCOHOL CANTIDAD,TOTAL 16.8 ABUSO DE ALCOHOL CANTIDAD,TOTALES
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,9,8,17
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,52,27,79
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,19,13,32
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,4,2,6
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,3,0,3
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,4,3,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,115,55,170
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,4,0,4
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,8,8,16
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,5,1,6
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,22,0,22
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,23,10,33
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,4,2,6
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,3,1,4
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,9,5,14
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,3,1,4
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,1,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,74,50,124
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,3,0,3
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,0,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,1,2
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,7,0,7
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,103,21,124
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,2,1,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,1,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,10,2,12
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-09-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,23,0,23
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,14,0,14
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,7,0,7
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,3,0,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,120,0,120
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,3,0,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,12,0,12
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,17,0,17
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,14,0,14
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,5,0,5
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,41,0,41
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,140,0,140
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-10-01,3,0,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,3,0,3
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,5,0,5
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,3,0,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,12,0,12
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,28,0,28
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,2,0,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,9,0,9
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,63,0,63
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,4,0,4
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,3,0,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,7,0,7
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,3,0,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,71,0,71
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,5,0,5
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,2,0,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,2,0,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,11,0,11
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,35,0,35
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,9,0,9
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,3,0,3
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,3,0,3
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,3,0,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,4,0,4
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,4,0,4
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,25,0,25
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,141,0,141
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-11-01,2,0,2
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,6,0,6
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,2,0,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,10,0,10
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,11,0,11
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,3,0,3
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,3,0,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,93,0,93
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,5,0,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,10,0,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,18,0,18
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,2,0,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,3,0,3
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,2,0,2
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,29,0,29
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,21,0,21
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,7,0,7
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,3,0,3
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,14,0,14
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,20,0,20
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,42,0,42
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,2,0,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       abuso de alcohol,2014-12-01,3,0,3
