,group,variable,month,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,2,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,4,7
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,4,7,11
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,7,13,20
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,14,13,27
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,0,2
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,6,0,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,9,11,20
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,5,8
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,33,40,73
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,575,541,1116
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,0,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,5,5,10
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,7,5,12
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,15,29,44
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,1,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,7,8,15
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,23,18,41
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,9,4,13
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,4,4
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,2,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,7,9
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,291,582,873
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,16,36,52
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,7,24,31
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,10,8,18
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,6,9
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,18,14,32
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,4,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,98,0,98
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,14,12,26
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,86,89,175
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,8,11
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,1,0,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,3,3,6
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-06-01,6,10,16
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,6,6,12
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,4,7
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,5,5,10
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,1,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,5,5,10
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,50,47,97
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,9,20,29
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,1,4
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,1,4
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,1,4
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,29,31,60
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,4,8
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,4,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,3,4
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,2,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,11,11,22
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,82,80,162
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,2,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,0,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,5,7
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,1,5
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,0,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,4,6
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,0,2
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,2,5
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,9,1,10
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,143,185,328
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,0,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,358,370,728
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,5,9
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,12,13
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,5,5,10
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,3,7
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,12,27,39
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,5,4,9
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,1,3
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,9,13
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,4,5
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,7,8,15
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,11,14,25
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,267,340,607
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,1,2
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,10,12
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,1,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,1,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,4,6
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,1,2
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,1,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,2,5
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,3,5
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,9,8,17
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,2,2
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,5,7
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,39,29,68
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,34,58,92
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,3,6
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,7,11
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,2,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,2,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,2,4
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,5,9,14
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,83,130,213
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,11,10,21
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,3,7
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,16,10,26
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,2,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,4,5
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,5,6,11
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,1,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,8,12
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,6,9
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,2,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,7,7,14
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,7,9
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,7,14,21
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,17,12,29
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,2,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,12,13,25
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,35,37
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,0,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,5,10,15
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,4,5
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,0,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,13,44,57
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,676,804,1480
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,2,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,12,14,26
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,9,14,23
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,23,32,55
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,15,5,20
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,64,54,118
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,6,2,8
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,1,8,9
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,11,14
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,279,525,804
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,16,34,50
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,1,3
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,7,9,16
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,31,22,53
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,5,9
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,26,35,61
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,2,5,7
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,8,9,17
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,36,16,52
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,0,2,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,15,20,35
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,94,112,206
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,4,8,12
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,14,8,22
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,3,4,7
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-07-01,7,14,21
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,4,4,8
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,12,5,17
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,27,27,54
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,5,3,8
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,44,63,107
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,16,17
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,5,6
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,2,4
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,12,27,39
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,30,24,54
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,2,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,0,3
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,1,4
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,3,5
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,4,7
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,11,43,54
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,54,57,111
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,2,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,0,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,7,9,16
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,1,3
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,5,3,8
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,10,12
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,4,6
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,6,9
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,156,181,337
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,7,8
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,420,403,823
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,4,0,4
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,6,4,10
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,25,44,69
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,5,8
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,3,5
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,6,1,7
