,group,variable,month,TOTAL 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTAL 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,17,19
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,174,392,566
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,8,10
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,3,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,6,8
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,137,172,309
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,50,70,120
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,2,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,16,40,56
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,4,30,34
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,10,0,10
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,3,5
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,11,11
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,4,5
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,29,32,61
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,3,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,3,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,3,3
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,3,19,22
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,0,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,27,195,222
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,170,803,973
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,3,2,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,3,0,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,3,1,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,192,809,1001
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,4,1,5
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,4,4
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,5,6,11
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,4,13,17
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,18,19,37
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,5,14,19
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,4,6
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,193,592,785
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,2,4
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,23,25
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,6,12,18
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,0,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,233,473,706
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,4,4
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,1,3
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,3,5
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,5,46,51
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,21,1,22
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,3,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,19,182,201
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,3,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,7,53,60
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,4,0,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,6,30,36
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,6,7
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,10,13,23
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,7,4,11
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,196,594,790
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,3,4
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,3,4,7
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,14,174,188
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,3,5
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,49,220,269
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,6,9,15
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,8,38,46
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,6,6
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,3,4
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,203,430,633
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,15,15
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,5,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,151,168,319
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,9,51,60
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-06-01,22,40,62
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,3,6
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,0,3
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,2,5
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,1,4
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,2,3
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,21,46,67
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,2,3,5
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,4,5,9
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,7,26,33
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,4,4
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,2,4,6
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,4,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,43,119,162
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,229,802,1031
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,2,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,4,8,12
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,4,5
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,199,825,1024
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,9,4,13
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,2,0,2
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,5,11,16
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,7,25,32
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,215,853,1068
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,8,21,29
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,10,2,12
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,71,453,524
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,4,8,12
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,4,4
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,16,118,134
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,5,7,12
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,2,0,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,12,15
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,7,153,160
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,34,37
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,3,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,8,17,25
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,5,6
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,1,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,315,991,1306
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,13,16
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,14,37,51
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,6,6
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,17,132,149
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,5,6
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,38,154,192
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,2,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,12,36,48
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,1,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,2,6,8
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,3,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,8,70,78
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,19,19
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,4,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,2,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,10,10,20
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,23,35,58
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,3,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,0,1
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,1,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,1,3,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,3,6,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,18,26,44
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-07-01,24,68,92
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,1,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,5,8
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,3,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,3,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,3,4
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
