,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,2,0,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
LAGUNILLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,2,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,5,6,11
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,3,1,4
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
SACACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,2,2
SAN JAVIER(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
SAN MATIAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,16,24,40
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,1,2
TACACOMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
TARATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
TORO TORO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,2,1,3
