,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,2,3
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,8,4,12
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,2,5
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,4,4,8
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,8,3,11
SACACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,3,3
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,1,3
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,1,3
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,0,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,93,53,146
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,10,4,14
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,4,4,8
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,0,3
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,1,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,1,3
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,1,2
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,0,2
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,0,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,5,6,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,3,6
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,1,3
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,2,3
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,2,2
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,2,4
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,2,3
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,6,4,10
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,6,4,10
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,36,29,65
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,3,2,5
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
COMBAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,1,3
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,27,17,44
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,3,4
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,3,0,3
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,8,6,14
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,38,23,61
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,3,0,3
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,10,2,12
MOROCHATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,9,4,13
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,3,3
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,1,3
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,3,0,3
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,8,4,12
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,4,2,6
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,10,6,16
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,4,4,8
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,3,5,8
SACACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,4,6
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,2,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,5,3,8
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,106,64,170
SANTUARIO DE QUILLACAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
SENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,2,4
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,3,5
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,4,0,4
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,9,5,14
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,6,4,10
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,2,3
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,0,2
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,2,3,5
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,9,7,16
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,7,6,13
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-07-01,0,2,2
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,2,3
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
ARAMPAMPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,3,0,3
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,0,2
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,3,2,5
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,1,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,7,4,11
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,1,2
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,1,2
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,5,1,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,28,9,37
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,3,1,4
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,1,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,4,0,4
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,2,3
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,32,18,50
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,5,0,5
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,1,3
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,4,5
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,5,7
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,34,30,64
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
LICOMA PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,1,2
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,2,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,20,3,23
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,5,2,7
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,9,0,9
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,4,3,7
QUIME,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,8,3,11
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,7,4,11
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,2,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,4,0,4
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
SAN RAMON BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,97,56,153
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,1,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,2,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,2,3
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,3,2,5
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,8,8,16
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,0,2
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,1,2
TOMAVE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,3,2,5
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,6,0,6
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
VILLA SERRANO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,5,3,8
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,3,4
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,6,4,10
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,5,2,7
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-08-01,5,5,10
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,2,0,2
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,2,0,2
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,3,4
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,4,5
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,3,4
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,1,2
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,8,4,12
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,4,1,5
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,8,2,10
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,27,16,43
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,2,0,2
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,2,1,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,1,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,3,0,3
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,28,15,43
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,4,3,7
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,3,0,3
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,3,0,3
ICLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,3,2,5
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,1,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,3,4
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,22,22,44
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,2,0,2
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,4,0,4
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,2,0,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,13,3,16
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,11,4,15
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,1,0,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-09-01,3,2,5
