,group,variable,month,DPT 2DA DOSIS,DPT 2DA DOSIS,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,4,0,4,0,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,73,61,73,61,134
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,2,0,2,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,0,2,0,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,4,0,4,0,4
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,7,0,7,0,7
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,1,1,1,2
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,2,0,2,0,2
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,3,0,3,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,3,0,3,0,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,1,0,1,1
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,11,1,11,1,12
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,47,0,47,0,47
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,7,1,7,1,8
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,36,7,36,7,43
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,2,1,2,1,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,3,8,3,8,11
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,2,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,14,1,14,1,15
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,3,0,3,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,2,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,34,0,34,0,34
PALCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,2,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,7,2,7,2,9
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,1,1,1,2
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,3,0,3,0,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,4,5,4,5,9
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,4,0,4,4
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,1,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,69,8,69,8,77
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,4,1,4,1,5
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,3,0,3,0,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,3,1,3,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,2,1,2,3
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,6,0,6,0,6
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,2,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-10-01,1,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,4,1,4,1,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,2,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,9,0,9,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,25,0,25,0,25
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,13,0,13,0,13
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,15,0,15,0,15
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,1,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,38,7,38,7,45
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,2,1,2,3
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,4,0,4,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,9,0,9,9
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,4,0,4,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,3,0,3,3
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,3,0,3,0,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,19,0,19,0,19
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,4,0,4,0,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,7,1,7,1,8
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,2,0,2,2
PALCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,7,0,7,7
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,2,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,3,1,3,1,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,4,0,4,0,4
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,20,9,20,9,29
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,2,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,4,0,4,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,5,0,5,0,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,4,16,4,16,20
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,4,5,4,5,9
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,7,1,7,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,5,2,5,2,7
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,58,21,58,21,79
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,4,0,4,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,3,5,3,5,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,4,10,4,10,14
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-11-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,2,0,2,0,2
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,3,2,3,2,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,2,1,2,1,3
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,3,2,3,2,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,31,0,31,0,31
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,13,2,13,2,15
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,14,0,14,0,14
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,31,0,31,0,31
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,2,2,2,2,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,5,1,5,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,3,0,3,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,2,0,2,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,2,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,30,0,30,0,30
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,2,2,2,2,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,11,0,11,0,11
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,2,0,2,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,7,3,7,3,10
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,28,3,28,3,31
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,3,0,3,0,3
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,5,0,5,5
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,47,4,47,4,51
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,8,0,8,0,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,7,2,7,2,9
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,1,1,1,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,6,0,6,0,6
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,0,1,0,1,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-12-01,3,0,3,0,3
