,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,0,7,0,7,7
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,5,9,5,9,14
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,20,18,20,18,38
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,8,5,8,5,13
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,14,8,14,8,22
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,23,10,23,10,33
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,0,4,0,4,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,37,0,37,0,37
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,88,7,88,7,95
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,15,23,15,23,38
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,75,11,75,11,86
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,1,12,1,12,13
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,14,30,14,30,44
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,90,41,90,41,131
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,2,10,2,10,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,72,30,72,30,102
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,75,10,75,10,85
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,1,0,1,0,1
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,0,4,0,4,4
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,143,53,143,53,196
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,2,10,2,10,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,74,127,74,127,201
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,7,6,7,6,13
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,5,4,5,4,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,82,18,82,18,100
YOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,22,2,22,2,24
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,5,11,5,11,16
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-07-01,0,6,0,6,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,6,20,6,20,26
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,31,19,31,19,50
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,8,7,8,7,15
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,40,17,40,17,57
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,14,3,14,17
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,4,5,4,9
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,32,4,32,4,36
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,21,7,21,7,28
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,9,5,9,14
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,8,2,8,2,10
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,6,0,6,0,6
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,17,43,17,43,60
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,14,0,14,14
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,2,9,2,11
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,10,7,10,17
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,21,6,21,6,27
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,34,1,34,1,35
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,28,1,28,29
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,15,5,15,20
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,10,1,10,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,9,1,9,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,22,36,22,36,58
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,18,3,18,21
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,30,21,30,21,51
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,6,1,6,1,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,2,4,2,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,23,41,23,41,64
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,20,56,20,56,76
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,16,1,16,17
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,0,2,0,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,6,2,6,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,13,5,13,18
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,17,70,17,70,87
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,19,5,19,24
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,19,1,19,20
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,4,7,4,11
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,10,0,10,10
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,6,9,6,15
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,35,9,35,44
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,4,1,4,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,37,5,37,5,42
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,59,7,59,7,66
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,5,9,5,14
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,27,24,27,24,51
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,121,54,121,54,175
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,13,1,13,14
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,18,2,18,20
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,9,0,9,9
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,44,114,44,114,158
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,44,75,44,75,119
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,35,9,35,44
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,32,16,32,16,48
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,18,7,18,7,25
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,14,0,14,0,14
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,4,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,7,1,7,8
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,6,9,6,15
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,29,14,29,14,43
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,49,37,49,37,86
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,41,4,41,45
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1107,8,1107,8,1115
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,161,14,161,14,175
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,13,13,13,13,26
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,7,2,7,9
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,21,33,21,33,54
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,15,4,15,19
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,21,50,21,50,71
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,7,0,7,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,41,2,41,43
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,8,0,8,8
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,19,22,19,22,41
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,4,0,4,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,32,15,32,15,47
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,15,16,15,16,31
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,12,9,12,21
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,6,0,6,6
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,0,3,0,3
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,11,9,11,20
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,12,32,12,32,44
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,81,9,81,9,90
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,19,33,19,33,52
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,6,2,6,8
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,30,12,30,12,42
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,0,7,0,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1749,115,1749,115,1864
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,12,5,12,17
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,0,7,0,7
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,8,3,8,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,107,8,107,8,115
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,8,9,8,9,17
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,49,16,49,16,65
ESCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,0,2,0,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,5,7,5,12
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,20,22,20,22,42
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,25,0,25,25
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,15,41,15,41,56
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,8,7,8,15
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,19,15,19,15,34
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,6,7,6,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,29,121,29,121,150
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,4,0,4,4
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,10,3,10,3,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,5,2,5,7
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,28,64,28,64,92
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,5,2,5,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,11,1,11,12
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,1,1,1,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,2,3,2,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,14,0,14,14
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,17,9,17,9,26
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,16,10,16,10,26
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,26,4,26,30
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,11,0,11,11
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,8,0,8,0,8
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,21,1,21,1,22
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,62,10,62,10,72
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,119,26,119,26,145
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1331,54,1331,54,1385
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,8,0,8,8
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,26,11,26,11,37
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,4,1,4,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,93,78,93,78,171
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,0,4,0,4
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,10,24,10,24,34
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,13,19,13,19,32
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,10,2,10,12
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,8,4,8,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,19,7,19,26
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,18,0,18,0,18
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,3,5,3,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,20,27,20,27,47
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,18,1,18,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,28,23,28,23,51
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,31,48,31,48,79
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,17,15,17,15,32
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,25,4,25,29
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,39,46,39,46,85
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,158,36,158,36,194
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,21,7,21,28
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,0,7,0,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,5,0,5,5
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,21,45,21,45,66
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,8,24,8,24,32
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,6,0,6,6
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,549,58,549,58,607
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,15,6,15,6,21
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,20,6,20,6,26
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,31,50,31,50,81
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,16,2,16,18
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,35,16,35,16,51
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,9,3,9,12
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,24,4,24,4,28
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,0,2,0,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,2,3,2,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,42,13,42,13,55
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,5,3,5,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,13,1,13,14
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,37,3,37,40
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,8,5,8,5,13
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,0,2,0,2
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,4,5,4,9
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,7,9,7,16
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,14,26,14,26,40
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,6,14,6,14,20
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,41,9,41,9,50
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,1,5,1,5,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,345,15,345,15,360
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,16,2,16,18
PUCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,6,2,6,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,41,36,41,36,77
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,11,7,11,18
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,12,5,12,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,7,0,7,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,11,21,11,21,32
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,15,10,15,10,25
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,9,3,9,12
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,6,3,6,9
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,33,7,33,40
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,61,25,61,25,86
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,15,14,15,14,29
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,35,7,35,7,42
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,15,0,15,15
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,223,12,223,12,235
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,3,7,3,7,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,13,6,13,6,19
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,32,33,32,33,65
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,216,158,216,158,374
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,29,31,29,31,60
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,18,42,18,42,60
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,1,7,1,8
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,183,25,183,25,208
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,5,2,5,7
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,22,5,22,27
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,20,0,20,20
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,17,7,17,24
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,5,11,5,11,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,6,0,6,0,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,20,31,20,31,51
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,8,0,8,8
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,13,7,13,7,20
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,19,4,19,23
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,44,14,44,14,58
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,20,7,20,7,27
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,39,10,39,10,49
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,42,36,42,36,78
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,103,15,103,15,118
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,5,0,5,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,39,8,39,8,47
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,14,2,14,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,29,12,29,12,41
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,4,6,4,6,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,48,49,48,49,97
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,16,2,16,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,35,20,35,20,55
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,24,66,24,66,90
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,13,16,13,16,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,9,53,9,53,62
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,0,3,0,3,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,25,6,25,6,31
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,21,72,21,72,93
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,7,9,7,9,16
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,2,12,2,12,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,11,0,11,0,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-08-01,22,0,22,0,22
