,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,0,1,0,1,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,8,1,8,1,9
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,1,2,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,23,18,23,18,41
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,13,9,13,9,22
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,15,0,15,0,15
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,1,1,1,1,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,5,0,5,0,5
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,3,2,3,2,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,0,9,0,9,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,1,22,1,22,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,18,29,18,29,47
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,5,4,5,4,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,5,5,5,5,10
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,9,9,9,9,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,2,14,2,14,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,308,188,308,188,496
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,1,3,1,3,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,9,56,9,56,65
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,3,34,3,34,37
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,7,3,7,3,10
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,41,35,41,35,76
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,3,0,3,0,3
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,4,3,4,3,7
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,14,4,14,4,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,114,123,114,123,237
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,5,17,5,17,22
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,0,8,0,8,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,5,23,5,23,28
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,7,5,7,5,12
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,5,6,5,6,11
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,11,1,11,1,12
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,10,35,10,35,45
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,2,0,2,0,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,6,1,6,1,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,27,4,27,4,31
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,3,10,3,10,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,19,29,19,29,48
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,18,8,18,8,26
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,16,12,16,12,28
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,14,51,14,51,65
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,91,243,91,243,334
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,2,5,2,5,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,8,8,8,8,16
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,0,8,0,8,8
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-05-01,0,3,0,3,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,11,6,11,6,17
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,0,2,0,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,2,1,2,3
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,6,14,6,14,20
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,17,19,17,19,36
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,14,3,14,3,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,17,0,17,17
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,3,4,3,4,7
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,3,0,3,3
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,7,8,7,8,15
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,2,2,2,4
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,1,1,1,2
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,8,7,8,7,15
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,6,0,6,6
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,27,2,27,2,29
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,3,5,3,5,8
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,251,13,251,13,264
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,5,4,5,4,9
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,3,2,3,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,16,0,16,0,16
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,2,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,309,29,309,29,338
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,5,1,5,1,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,27,2,27,2,29
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,25,26,25,26,51
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,14,21,14,21,35
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,3,9,3,9,12
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,1,2,1,3
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,2,0,2,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,4,10,4,10,14
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,2,2,2,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,1,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,29,0,29,0,29
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,1,1,1,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,4,3,4,3,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,11,0,11,0,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,33,0,33,0,33
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,39,4,39,4,43
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,4,0,4,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,10,12,10,12,22
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,6,2,6,2,8
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,101,4,101,4,105
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,3,2,3,5
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,5,0,5,0,5
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,9,0,9,0,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,5,9,5,9,14
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,3,0,3,3
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,6,14,6,14,20
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,45,3,45,3,48
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,0,2,0,2
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,6,1,6,1,7
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,23,4,23,4,27
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,5,0,5,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,3,0,3,3
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,21,3,21,3,24
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,7,4,7,4,11
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,23,46,23,46,69
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,2,2,2,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,3,10,3,10,13
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,37,13,37,13,50
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,20,31,20,31,51
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,10,3,10,3,13
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,12,1,12,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,12,57,12,57,69
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,13,4,13,4,17
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,13,1,13,1,14
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,6,2,6,8
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,19,5,19,5,24
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,0,2,0,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,11,4,11,4,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,177,160,177,160,337
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,10,0,10,0,10
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,11,1,11,1,12
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,84,15,84,15,99
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,7,2,7,2,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,3,1,3,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,3,0,3,3
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,11,3,11,3,14
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,160,16,160,16,176
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,6,2,6,2,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,2,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,5,3,5,3,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,9,0,9,0,9
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,7,5,7,5,12
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,0,2,0,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,15,0,15,0,15
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,5,0,5,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,25,15,25,15,40
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,8,17,8,17,25
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,32,2,32,2,34
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,11,1,11,1,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,56,58,56,58,114
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-06-01,2,7,2,7,9
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,25,1,25,1,26
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,5,2,5,2,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,14,16,14,16,30
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,1,4,1,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,5,2,5,7
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,0,2,0,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,4,4,4,8
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,0,3,0,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,0,4,0,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,0,2,0,2
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,5,0,5,5
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,4,0,4,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,34,0,34,0,34
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,6,3,6,9
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,292,0,292,0,292
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,26,11,26,11,37
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,3,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,369,35,369,35,404
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,53,14,53,14,67
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,12,1,12,1,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,12,15,12,15,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,1,4,1,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,2,3,2,5
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,2,0,2,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,0,4,0,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,7,2,7,9
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,2,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,36,2,36,2,38
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,6,4,6,4,10
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,1,2,1,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,0,4,0,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,0,4,0,4
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,7,0,7,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,1,4,1,5
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,13,4,13,4,17
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,41,5,41,5,46
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,62,10,62,10,72
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,1,1,1,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,4,4,4,8
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,164,9,164,9,173
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,1,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,3,3,3,6
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,3,1,3,4
