,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,6,4,6,4,10
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,17,27,17,27,44
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,16,18,16,18,34
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,1,4,1,4,5
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,13,5,13,5,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,314,28,314,28,342
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,11,12,11,12,23
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,4,10,4,10,14
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,15,18,15,18,33
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,41,38,41,38,79
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,7,3,7,3,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,103,69,103,69,172
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,15,18,15,18,33
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,4,11,4,11,15
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,4,6,4,6,10
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,8,7,8,7,15
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,11,2,11,2,13
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,3,6,3,6,9
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,10,23,10,23,33
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,21,11,21,11,32
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,7,6,7,6,13
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,155,24,155,24,179
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,45,17,45,17,62
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,0,7,0,7,7
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,3,4,3,4,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,25,26,25,26,51
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,9,4,9,4,13
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,10,5,10,5,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,45,4,45,4,49
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,7,16,7,16,23
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,10,2,10,2,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,82,16,82,16,98
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,7,3,7,3,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,15,2,15,2,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,70,50,70,50,120
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,3,1,3,1,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,4,2,4,2,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,10,13,10,13,23
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,79,56,79,56,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,13,5,13,5,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,85,17,85,17,102
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,61,11,61,11,72
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,4,7,4,7,11
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,2,1,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,155,67,155,67,222
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,3,9,3,9,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,92,93,92,93,185
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,0,2,0,2,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,8,0,8,0,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,76,32,76,32,108
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,7,3,7,3,10
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,7,10,7,10,17
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,1,8,1,8,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-06-01,0,9,0,9,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,7,0,7,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,34,16,34,16,50
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,13,10,13,10,23
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,41,6,41,6,47
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,4,0,4,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,5,4,5,9
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,19,2,19,2,21
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,18,3,18,3,21
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,8,0,8,8
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,6,0,6,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,5,5,5,10
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,27,12,27,39
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,18,6,18,6,24
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,12,14,12,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,3,4,3,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,35,5,35,5,40
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,5,14,5,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,1,3,1,4
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,24,0,24,24
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,1,11,1,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,39,6,39,45
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,6,16,6,22
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,23,5,23,5,28
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,2,1,2,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,40,42,40,42,82
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,35,22,35,22,57
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,11,1,11,12
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,5,1,5,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,7,2,7,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,12,10,12,22
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,18,28,18,28,46
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,8,2,8,10
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,7,16,7,23
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,7,5,7,12
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,3,0,3,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,19,11,19,11,30
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,6,14,6,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,3,4,3,7
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,61,7,61,7,68
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,23,1,23,1,24
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,13,10,13,23
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,24,5,24,5,29
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,73,11,73,11,84
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,9,12,9,21
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,12,2,12,14
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,8,4,8,12
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,41,15,41,15,56
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,8,8,8,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,39,11,39,50
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,3,0,3,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,26,4,26,30
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,33,6,33,6,39
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,1,4,1,5
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,23,15,23,15,38
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,3,5,3,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,2,11,2,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,13,16,13,29
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,25,16,25,41
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,97,33,97,33,130
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,15,32,15,32,47
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1144,63,1144,63,1207
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,97,0,97,0,97
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,3,6,3,9
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,2,3,2,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,30,7,30,7,37
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,11,7,11,18
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,21,47,21,47,68
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,0,14,0,14
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,32,12,32,44
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,2,1,2,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,8,10,8,18
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,3,0,3,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,39,26,39,26,65
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,10,8,10,18
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,11,8,11,19
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,16,2,16,18
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,12,8,12,20
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,9,3,9,12
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,27,14,27,41
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,76,24,76,24,100
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,22,11,22,11,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,6,5,6,11
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,21,13,21,13,34
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,0,4,0,4
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,13,4,13,17
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,1,4,1,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1348,105,1348,105,1453
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,9,1,9,10
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,20,0,20,0,20
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,17,0,17,0,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,92,18,92,18,110
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,9,0,9,0,9
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,6,16,6,22
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,52,2,52,2,54
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,2,0,2,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,10,8,10,18
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,4,2,4,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,13,1,13,14
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,13,11,13,24
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,25,21,25,21,46
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,14,7,14,21
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,9,15,9,15,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,5,2,5,7
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,30,33,30,33,63
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,14,4,14,18
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,22,8,22,8,30
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,3,2,3,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,27,23,27,23,50
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,5,0,5,5
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,9,3,9,12
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,2,7,2,9
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,3,0,3,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,17,1,17,18
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,9,6,9,15
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,9,8,9,8,17
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,2,0,2,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,17,4,17,21
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,9,10,9,10,19
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,24,1,24,1,25
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,3,10,3,13
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,57,17,57,17,74
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,114,11,114,11,125
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1179,39,1179,39,1218
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,5,3,5,8
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,15,9,15,9,24
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,0,5,0,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,48,37,48,37,85
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,0,3,0,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,21,6,21,27
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,2,8,2,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,0,3,0,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,10,3,10,13
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,20,3,20,23
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,29,0,29,0,29
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,4,1,4,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,0,16,0,16
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,8,10,8,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,37,23,37,23,60
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,34,24,34,24,58
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,9,28,9,28,37
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,7,2,7,9
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,39,16,39,16,55
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,218,54,218,54,272
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,5,5,5,10
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,25,12,25,37
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,11,0,11,11
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,18,26,18,26,44
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,18,8,18,26
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,7,0,7,7
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,494,52,494,52,546
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,10,12,10,22
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,3,10,3,13
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,51,75,51,75,126
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,12,6,12,18
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,41,4,41,4,45
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,4,7,4,11
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,7,2,7,9
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,4,4,4,8
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,32,3,32,3,35
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,8,7,8,15
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,1,5,1,6
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,38,8,38,46
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,16,5,16,21
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,14,11,14,25
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,4,8,4,12
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,8,16,8,24
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,31,11,31,42
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,17,8,17,25
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,27,9,27,9,36
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,21,2,21,23
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,0,4,0,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,345,29,345,29,374
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,4,1,4,5
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,1,2,1,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,51,16,51,16,67
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,17,7,17,24
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,32,4,32,36
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,6,6,6,12
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,4,4,4,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,19,17,19,17,36
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,8,7,8,7,15
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,18,4,18,4,22
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,63,40,63,40,103
