,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,7,3,7,10
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,4,4,4,4,8
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,104,53,104,53,157
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,1,0,1,1
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,3,0,3,3
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,2,0,2,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,10,2,10,12
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,1,3,1,4
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,7,2,7,2,9
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,7,2,7,2,9
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,2,1,2,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,33,24,33,24,57
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,20,0,20,0,20
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,7,0,7,7
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,1,2,1,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,67,14,67,14,81
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,28,5,28,33
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,0,3,0,3
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,3,5,3,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,13,0,13,13
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,3,0,3,3
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,6,24,6,24,30
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,48,11,48,11,59
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,17,3,17,3,20
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,3,0,3,3
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,11,10,11,10,21
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,5,0,5,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,23,27,23,27,50
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,4,2,4,2,6
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,4,1,4,1,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,8,0,8,8
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,0,5,0,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,4,5,4,9
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,2,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,21,3,21,3,24
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,11,27,11,27,38
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,1,0,1,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,8,0,8,0,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,2,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,23,57,23,57,80
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,15,12,15,12,27
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,15,0,15,0,15
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,1,1,1,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,0,5,0,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,9,0,9,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,22,1,22,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,18,29,18,29,47
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,4,5,4,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,5,5,5,10
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,9,9,9,9,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,14,2,14,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,305,188,305,188,493
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,3,1,3,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,9,56,9,56,65
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,7,3,7,3,10
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,52,35,52,35,87
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,6,0,6,0,6
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,4,2,4,2,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,3,0,3,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,178,124,178,124,302
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,17,5,17,22
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,6,0,6,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,6,0,6,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,23,5,23,28
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,7,5,7,5,12
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,6,5,6,11
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,17,5,17,5,22
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,10,21,10,21,31
TURCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,0,2,0,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,9,14,9,14,23
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,27,4,27,4,31
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,10,3,10,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,19,29,19,29,48
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,27,16,27,16,43
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,16,13,16,13,29
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,3,0,3,3
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,14,51,14,51,65
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,74,44,74,44,118
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,5,2,5,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,4,5,4,5,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,7,0,7,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,3,0,3,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,15,7,15,7,22
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,0,2,0,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,2,1,2,3
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,6,14,6,14,20
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,17,19,17,19,36
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,14,7,14,7,21
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,17,0,17,17
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,3,4,3,4,7
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,7,8,7,8,15
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,2,2,2,4
CATACORA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,1,1,1,2
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,8,7,8,7,15
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,25,2,25,2,27
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,3,5,3,5,8
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,250,13,250,13,263
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,5,1,5,1,6
COMBAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,20,0,20,20
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,12,0,12,12
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,3,2,3,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,16,0,16,0,16
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,311,29,311,29,340
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,5,1,5,1,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,27,2,27,2,29
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,25,20,25,20,45
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,17,21,17,21,38
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,3,9,3,9,12
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,1,2,1,3
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,9,11,9,11,20
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,2,2,2,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,1,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,39,0,39,0,39
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,3,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,1,1,1,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,4,3,4,3,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,0,11,0,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,28,0,28,0,28
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,40,4,40,4,44
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,10,12,10,12,22
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,6,2,6,2,8
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,74,4,74,4,78
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,3,1,3,4
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,5,0,5,0,5
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,9,0,9,0,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,5,9,5,9,14
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,11,0,11,11
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,9,18,9,18,27
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,6,14,6,14,20
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,84,23,84,23,107
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,0,2,0,2
PUCARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,6,1,6,1,7
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,12,0,12,0,12
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,5,0,5,5
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,21,3,21,3,24
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,5,1,5,1,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,7,4,7,4,11
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,23,46,23,46,69
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,2,2,2,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,3,10,3,10,13
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,38,13,38,13,51
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,9,16,9,16,25
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,16,10,16,10,26
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,12,1,12,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,12,57,12,57,69
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,2,11,2,13
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,18,6,18,6,24
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,6,2,6,8
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,19,5,19,5,24
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,0,11,0,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,4,11,4,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,154,160,154,160,314
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,10,0,10,0,10
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,3,11,3,14
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,88,10,88,10,98
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,7,2,7,2,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,3,2,3,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,190,17,190,17,207
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,6,2,6,2,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,2,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,5,3,5,3,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,3,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,0,11,0,11
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,0,11,0,11
TURCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,0,2,0,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,5,0,5,0,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,15,0,15,0,15
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,5,0,5,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,25,15,25,15,40
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,8,14,8,14,22
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,32,2,32,2,34
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,11,1,11,1,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,58,56,58,56,114
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,18,12,18,12,30
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-06-01,2,7,2,7,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,4,1,4,5
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,25,1,25,1,26
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,1,4,1,5
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,5,2,5,2,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,14,16,14,16,30
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,3,3,3,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,5,2,5,7
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,5,4,5,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,0,3,0,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,5,0,5,0,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,0,2,0,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,3,0,3,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,34,0,34,0,34
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,11,3,11,14
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,289,0,289,0,289
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,0,1,0,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,3,0,3,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,1,3,1,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,26,11,26,11,37
