,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,14,5,14,5,19
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,51,1,51,1,52
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,4,2,4,2,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,7,3,7,10
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,1,1,1,2
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,1,3,1,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,0,3,0,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,1,1,1,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,4,1,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,21,2,21,2,23
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,4,0,4,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,5,2,5,2,7
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,3,0,3,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,5,0,5,0,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,5,1,5,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,7,0,7,0,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,3,0,3,3
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,8,0,8,8
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,1,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,0,3,0,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,2,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,8,0,8,0,8
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,37,0,37,0,37
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,3,8,3,8,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,30,7,30,7,37
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,4,2,4,2,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,28,2,28,2,30
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,4,0,4,4
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,5,1,5,1,6
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,30,0,30,0,30
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,17,1,17,1,18
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,4,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,3,8,3,8,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,3,1,3,1,4
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,38,13,38,13,51
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,1,1,1,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,4,1,4,1,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,12,0,12,0,12
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,0,2,0,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,4,5,4,5,9
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,3,0,3,0,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,1,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,3,2,3,5
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-10-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,3,3,3,6
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,5,0,5,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,4,2,4,6
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,13,0,13,0,13
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,5,0,5,0,5
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,3,2,3,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,32,3,32,3,35
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,1,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,6,0,6,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,7,0,7,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,0,3,0,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,11,0,11,0,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,2,2,2,4
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,0,3,0,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,15,1,15,1,16
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,1,1,1,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,0,2,0,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,8,0,8,0,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,2,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,4,0,4,0,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,5,6,5,6,11
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,6,0,6,6
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,4,7,4,7,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,1,3,1,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,69,45,69,45,114
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,5,1,5,1,6
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,5,1,5,1,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,5,6,5,6,11
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,1,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,2,1,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,11,0,11,0,11
YOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,1,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-11-01,3,1,3,1,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,3,0,3,3
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,2,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,31,0,31,0,31
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,37,1,37,1,38
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,47,2,47,2,49
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,3,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,15,3,15,3,18
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,1,1,1,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,2,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,4,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,7,2,7,2,9
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,4,0,4,0,4
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,3,2,3,2,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,27,3,27,3,30
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,2,2,2,2,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,3,1,3,1,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,2,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,3,0,3,0,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,3,14,3,14,17
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,3,0,3,0,3
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,4,1,4,1,5
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,3,4,3,4,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-12-01,1,0,1,0,1
