,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,34,17,34,17,51
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,3,3,3,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,245,126,245,126,371
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,8,0,8,8
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,34,3,34,37
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,5,0,5,0,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,0,2,0,2
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,3,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,19,14,19,14,33
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,1,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,27,45,27,45,72
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,8,2,8,10
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,0,4,0,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,57,0,57,57
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,2,0,2,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,2,0,2,2
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,5,3,5,3,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,3,4,3,7
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,19,5,19,5,24
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,17,3,17,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,14,14,14,14,28
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,17,7,17,7,24
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,3,0,3,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,5,7,5,7,12
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,10,0,10,10
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,8,0,8,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,0,2,0,2
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,0,4,0,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,8,1,8,1,9
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,2,0,2,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,2,0,2,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,29,30,29,30,59
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,6,1,6,7
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,1,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,0,4,0,4
YOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,2,2,2,4
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,3,3,3,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,1,1,1,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,5,1,5,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,1,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
AYATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,8,5,8,5,13
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,11,3,11,3,14
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,6,4,6,4,10
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,2,1,2,3
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,9,0,9,9
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,3,0,3,0,3
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,11,3,11,3,14
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,3,0,3,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,6,4,6,4,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,2,1,2,3
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,7,1,7,1,8
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,14,14,14,14,28
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,84,25,84,25,109
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,11,1,11,1,12
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,20,0,20,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,6,0,6,0,6
COMBAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,5,0,5,5
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,3,0,3,3
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,1,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,7,0,7,0,7
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,3,1,3,4
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,111,11,111,11,122
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,6,0,6,0,6
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,4,2,4,2,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,1,1,1,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,5,3,5,3,8
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,11,5,11,5,16
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,4,16,4,16,20
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,1,1,1,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,5,3,5,3,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,13,10,13,10,23
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,69,13,69,13,82
LLICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,2,1,2,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,3,0,3,0,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,9,1,9,1,10
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,3,0,3,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,27,0,27,0,27
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,37,0,37,0,37
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,8,0,8,8
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,4,0,4,4
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,1,1,1,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,3,0,3,3
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,15,0,15,0,15
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,3,1,3,1,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,5,0,5,0,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,4,5,4,5,9
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,7,0,7,0,7
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,3,2,3,2,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,41,0,41,0,41
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,12,1,12,1,13
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,4,0,4,0,4
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,2,1,2,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,11,0,11,11
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,6,0,6,0,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,13,0,13,13
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,12,6,12,6,18
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,202,90,202,90,292
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,11,2,11,13
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,8,10,8,10,18
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,7,1,7,8
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,6,0,6,6
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,5,0,5,0,5
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,3,0,3,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,8,0,8,8
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,20,0,20,20
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,4,1,4,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,15,0,15,0,15
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,2,0,2,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,10,0,10,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,7,8,7,8,15
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,12,1,12,1,13
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,3,11,3,11,14
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,2,2,2,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,3,9,3,9,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,12,0,12,0,12
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,6,0,6,0,6
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,2,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,8,0,8,0,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-06-01,0,4,0,4,4
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,4,0,4,4
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,1,2,1,3
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,3,0,3,3
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,1,1,1,2
AYATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,5,6,5,6,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,3,1,3,1,4
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,3,0,3,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,9,0,9,9
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,0,2,0,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,8,1,8,1,9
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,98,10,98,10,108
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,18,2,18,2,20
COLLANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,4,0,4,0,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,4,4,4,4,8
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,6,0,6,6
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,4,2,4,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,152,2,152,2,154
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,5,0,5,0,5
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,5,19,5,19,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,12,1,12,13
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,4,0,4,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,1,1,1,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,4,3,4,3,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,91,26,91,26,117
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,4,2,4,2,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,4,0,4,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,2,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,16,2,16,2,18
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,4,1,4,1,5
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,12,0,12,12
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,10,0,10,0,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,8,0,8,8
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,7,19,7,19,26
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,8,0,8,8
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,38,0,38,0,38
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,6,1,6,1,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,6,1,6,1,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,10,0,10,0,10
