,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,39,38,19,29,58,67,125
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,0,6,1,6,7
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,54,58,38,30,92,88,180
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,8,15,24,21,32,53
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,4,8,10,15,14,29
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,4,0,1,2,5,7
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,18,31,19,22,37,53,90
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,3,4,8,9,11,20
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,33,36,33,53,66,89,155
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,556,649,454,519,1010,1168,2178
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,110,153,15,16,125,169,294
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,1,15,30,17,31,48
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,3,4,12,6,15,21
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,18,31,15,24,33,55,88
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,3,6,35,6,38,44
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,2,5,8,5,10,15
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,5,8,3,13,8,21
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2737,3071,2387,2822,5124,5893,11017
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,6,6,14,10,20,30
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,23,31,13,17,36,48,84
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,10,16,30,20,40,60
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,544,752,151,208,695,960,1655
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,1,2,1,3,4
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,39,47,51,56,90,103,193
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,46,61,62,32,108,93,201
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,2,4,13,7,15,22
ESMERALDA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,4,2,4,3,7
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,2,0,2,0,4,4
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,41,71,20,27,61,98,159
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,4,16,10,18,14,32
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,99,122,1,1,100,123,223
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,19,18,44,51,63,69,132
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,31,53,18,15,49,68,117
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,2,0,2,0,4,4
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,55,58,55,52,110,110,220
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,9,2,5,8,14,22
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,10,41,11,47,21,68
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,1,5,1,5,6
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,88,138,31,90,119,228,347
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,5,0,0,5,5,10
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,2,6,7,8,9,17
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,2,1,3,2,5
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,1,6,1,6,7
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,35,5,10,11,45,56
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,4,3,1,6,5,11
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,11,10,19,13,30,43
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,12,18,8,12,20,30,50
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,2,1,2,1,3
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,13,18,26,25,39,64
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,13,4,16,8,29,37
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,1,0,3,7,4,11
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,8,12,2,2,10,14,24
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,66,67,25,47,91,114,205
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2385,3322,91,52,2476,3374,5850
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2663,3607,1476,1594,4139,5201,9340
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,21,24,47,57,68,81,149
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,16,8,4,10,20,18,38
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,4,4,10,4,14,18
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,2,4,2,4,6
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,17,29,33,44,50,73,123
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,9,10,1,1,10,11,21
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,3,1,2,2,5,7
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,5,4,7,8,12,20
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,13,22,10,20,23,42,65
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,11,2,7,6,18,24
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,0,0,1,0,1
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,91,130,22,11,113,141,254
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,12,6,13,6,19
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,18,22,39,39,57,61,118
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,5,11,11,14,16,30
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,63,73,4,5,67,78,145
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,29,37,60,91,89,128,217
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,4,5,4,6,10
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,5,1,5,1,6
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,12,8,12,15,24,39
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,95,94,37,43,132,137,269
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,702,961,803,349,1505,1310,2815
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,1,0,2,0,2
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,2,28,42,30,44,74
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,8,5,10,10,18,28
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,14,0,0,7,14,21
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,9,20,9,20,29
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,34,94,96,0,130,94,224
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,16,44,55,54,71,125
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1222,1965,415,395,1637,2360,3997
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,18,20,19,22,37,42,79
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,15,25,29,38,44,63,107
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,30,19,39,73,69,92,161
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,9,10,11,6,20,16,36
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,49,46,109,126,158,172,330
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,2,2,3,2,5
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,88,120,88,101,176,221,397
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,4,10,18,11,22,33
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,15,11,16,12,28
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,20,27,44,28,64,55,119
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,12,19,29,30,41,71
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,7,5,6,12,13,25
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,2,31,42,33,44,77
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,5,3,12,8,17,25
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,6,8,9,13,15,28
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,2,10,3,10,5,15
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,9,3,12,8,21,11,32
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,9,22,20,24,29,46,75
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,42,65,133,128,175,193,368
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,114,136,4,3,118,139,257
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,2,0,0,1,2,3
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,9,5,4,16,13,29
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,471,551,211,279,682,830,1512
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,16,44,43,72,59,116,175
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,10,1,0,2,10,12
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,15,22,50,39,65,61,126
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,2,0,2,0,2
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,7,26,22,37,29,66
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,3,7,13,18,16,34
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,7,3,7,3,10
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,150,194,0,0,150,194,344
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,1,0,0,3,1,4
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,7,0,0,7,7,14
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,30,50,12,11,42,61,103
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,48,50,82,111,130,161,291
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,9,12,10,18,19,37
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,146,177,177,276,323,453,776
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,3,2,1,3,4,7
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,92,126,129,163,221,289,510
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,1,4,7,7,8,15
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,53,61,5,2,58,63,121
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,4,4,16,7,20,27
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,68,30,0,0,68,30,98
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,22,19,0,0,22,19,41
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,63,107,0,0,63,107,170
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,15,15,6,22,21,37,58
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,244,305,508,415,752,720,1472
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,9,8,7,25,16,33,49
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,14,15,28,31,42,46,88
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,19,54,33,39,52,93,145
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,4,3,1,7,5,12
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,64,89,14,29,78,118,196
SAN AGUSTIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,3,0,3,1,4
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,17,20,73,87,90,107,197
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,4,3,4,6,8,14
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,13,10,13,21,26,47
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,3,29,52,32,55,87
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,56,76,21,43,77,119,196
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,28,38,31,26,59,64,123
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,53,74,8,13,61,87,148
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,38,68,18,19,56,87,143
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,427,184,3,5,430,189,619
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,9,2,2,4,11,15
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,138,170,0,0,138,170,308
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,34,63,26,31,60,94,154
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,140,184,164,174,304,358,662
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,97,113,113,153,210,266,476
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,6,3,17,10,23,33
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,33,59,36,46,69,105,174
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,19,27,13,11,32,38,70
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,49,43,34,47,83,90,173
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,21,36,13,32,34,68,102
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,8,2,4,7,12,19
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,52,57,12,24,64,81,145
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,61,70,67,79,128,149,277
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,8,12,13,14,21,35
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,2,2,5,3,7,10
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,13,12,13,13,26
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,10,9,9,12,19,31
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,134,150,134,150,284
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,166,215,0,0,166,215,381
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,78,45,47,45,125,170
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10180,12734,159,175,10339,12909,23248
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,46,84,1,1,47,85,132
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,62,69,37,80,99,149,248
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,3,8,3,8,11
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,3,4,24,5,27,32
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,5,3,2,5,7,12
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,2,3,3,3,6
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,5,5,9,7,14,21
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,22,24,10,11,32,35,67
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,0,0,1,1,2
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,24,28,38,35,62,63,125
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,22,17,27,15,49,32,81
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,8,17,23,31,31,48,79
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,12,27,61,98,73,125,198
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,4,5,9,6,13,19
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,5,1,7,5,12,17
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,9,7,33,42,42,49,91
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1016,1405,1218,1634,2234,3039,5273
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,2,1,0,2,2,4
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,5,98,78,108,83,191
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,11,6,11,6,17
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,16,10,75,111,91,121,212
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,12,27,78,57,90,84,174
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,15,25,42,38,57,63,120
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,3,2,1,5,4,9
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,7,28,30,35,37,72
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,455,541,312,613,767,1154,1921
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,17,17,25,24,42,66
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,14,16,15,3,29,19,48
TIAWANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,19,29,5,9,24,38,62
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,6,27,31,27,37,64
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,16,18,14,24,30,54
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,86,94,182,254,268,348,616
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,4,45,75,55,79,134
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,11,15,12,15,27
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,5,28,34,35,39,74
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,15,39,67,40,82,122
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,2,0,0,1,2,3
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,19,20,25,30,44,74
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,10,1,3,7,13,20
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,14,36,14,37,51
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,38,47,36,71,74,118,192
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,0,2,0,2,2
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,10,0,0,3,10,13
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,210,302,275,385,485,687,1172
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,62,118,112,171,174,289,463
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,1,0,1,1,2
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,12,13,24,15,36,51
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,13,19,35,43,48,62,110
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,25,27,28,51,53,78,131
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,8,7,8,17,16,33
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,101,147,98,72,199,219,418
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,7,19,22,26,29,55
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,123,41,48,27,171,68,239
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,91,119,39,54,130,173,303
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,5,6,14,13,19,32
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,40,46,6,13,46,59,105
