municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,18,18,43,43
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,44,44,9,9
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,3,3,2,2
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,160,160,20,20
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,6,6
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,33,33
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,6,6,7,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,3,3,10,10
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,10,10,1,1
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,7,7,5,5
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,5,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,0,0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,15,15,3,3
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,7,7,5,5
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,73,73,13,13
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,3,3,12,12
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,48,48,9,9
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,40,40,10,10
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,138,138,51,51
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,23,23,2,2
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,5,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,40,40,4,4
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,8,8,9,9
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,59,59,32,32
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,10,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,14,14,8,8
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,23,23,59,59
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,26,26,2,2
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,12,12,16,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,3,3,3,3
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,29,29,0,0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,8,8,82,82
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,6,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,3,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,8,8
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,5,5,9,9
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,3,3,9,9
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,31,31,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,36,36,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,2645,2645,87,87
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,15,15,4,4
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,9,9,16,16
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,5,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,2,2
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,11,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,30,30
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,2,2
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,6,6,47,47
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,6,6
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,57,57,8,8
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,17,17,5,5
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,3,3,15,15
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,13,13,12,12
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,474,474,21,21
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,2,2,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,10,10,1,1
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,9,9
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,7,7,7,7
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,31,31,55,55
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,32,32,10,10
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,6,6
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,13,13,0,0
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,301,301,2,2
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,14,14,29,29
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,7,7,0,0
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,10,10,13,13
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,11,11,58,58
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,12,12,2,2
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,83,83,7,7
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,81,81,23,23
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,2,2
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,3,3
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,0,0
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,7,7,3,3
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,15,15
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,11,11,8,8
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,2,2,45,45
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,26,26,6,6
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,3,3,4,4
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,2,2,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,309,309,0,0
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,47,47,16,16
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,4,4
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,10,10
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,11,11,56,56
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,9,9,2,2
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,16,16,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,39,39,15,15
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,16,16
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,28,28,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,35,35,10,10
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,2,2,7,7
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,69,69,2,2
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,4,4
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,13,13,10,10
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,91,91,23,23
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,6,6,3,3
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,69,69,8,8
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,65,65,9,9
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,6,6,16,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,1,1,1,1
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,108,108,23,23
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,19,19
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,137,137,3,3
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,10,10,1,1
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,2,2,6,6
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,65,65,10,10
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,4,4,6,6
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,9,9,0,0
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,0,0,4,4
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-06-01,8,8,7,7
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,19,19
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,35,35,70,70
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,21,21
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,27,27,37,37
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,6,6
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,2,2
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,27,27
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,2,2
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,3,3
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,13,13,3,3
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,8,8,32,32
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,7,7
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,15,15,5,5
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,3,3
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,10,10,13,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,65,65,1,1
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,18,18,1,1
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,7,7
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,14,14
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,8,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,31,31,40,40
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,14,14,11,11
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,23,23,16,16
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,10,10,4,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,5,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,4,4
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,1,1
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,56,56,0,0
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,25,25,65,65
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,24,24
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,8,8
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,9,9,14,14
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,31,31,75,75
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,26,26
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,10,10
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,14,14,2,2
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,3,3
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,2,2
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,34,34,8,8
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,0,0
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,63,63,0,0
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,21,21,12,12
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,24,24
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,40,40,23,23
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,81,81,64,64
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,6,6
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,25,25
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,4,4
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,3,3
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,4,4
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,24,24,21,21
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,4,4
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,27,27,66,66
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,8,8,33,33
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,17,17,4,4
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,16,16,7,7
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,7,7
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,28,28,0,0
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,81,81,1,1
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1483,1483,5,5
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,61,61,1,1
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,12,12
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,3,3
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,22,22,19,19
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,9,9,2,2
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,74,74
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,11,11
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,11,11,31,31
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,7,7
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,23,23,5,5
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,46,46,13,13
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,5,5
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,21,21
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,4,4
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,42,42,5,5
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,8,8
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,25,25
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,83,83,9,9
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,18,18,15,15
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,0,0
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,12,12
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,22,22,25,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,2,2
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,4,4
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1575,1575,14,14
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,9,9,3,3
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,7,7
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,69,69,7,7
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,9,9,2,2
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,25,25,17,17
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,23,23,12,12
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,2,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,7,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,16,16,13,13
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,24,24,31,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,6,6
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,13,13,27,27
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,2,2
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,104,104,6,6
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,15,15
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,15,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,7,7
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,39,39,2,2
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,7,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,3,3
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,11,11
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,9,9,20,20
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,30,30,8,8
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,27,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,9,9,19,19
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,9,9
