municipality,group,variable,month,Polio 1ra dosis -DENTRO,TOTAL DENTRO,Polio 1ra dosis -FUERA,TOTAL FUERA
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,2,2,5,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,8,8
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,5,5
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,9,9,12,12
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,18,18,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,19,19,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,2521,2521,94,94
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,18,18,9,9
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,23,23,26,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,9,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,1,1,4,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,9,9,0,0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,18,18
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,2,2,2,2
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,12,12,26,26
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,1,1,5,5
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,38,38,19,19
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,4,4,12,12
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,6,6,7,7
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,10,10,24,24
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,401,401,67,67
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,15,15,0,0
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,1,1,11,11
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,9,9,19,19
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,1,1,0,0
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,20,20,61,61
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,10,10,28,28
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,2,2,7,7
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,11,11,0,0
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,288,288,19,19
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,20,20,24,24
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,6,6,7,7
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,20,20
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,10,10,68,68
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,14,14,11,11
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,84,84,3,3
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,73,73,18,18
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,5,5
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,7,7,1,1
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,6,6
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,6,6,14,14
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,7,7,12,12
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,6,6,20,20
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,24,24,9,9
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,1,1,6,6
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,248,248,8,8
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,41,41,25,25
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,1,1,2,2
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,13,13
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,1,1,39,39
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,8,8,8,8
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,16,16,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,11,11,27,27
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,9,9,15,15
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,14,14,1,1
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,47,47,26,26
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,8,8
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,48,48,16,16
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,4,4,5,5
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,14,14,7,7
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,105,105,63,63
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,9,9,8,8
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,39,39,20,20
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,49,49,37,37
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,8,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,2,2
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,88,88,36,36
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,2,2,11,11
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,105,105,24,24
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,9,9,6,6
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,5,5,4,4
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,88,88,14,14
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,3,3,8,8
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,18,18,5,5
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,0,0,6,6
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-06-01,6,6,10,10
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,13,13
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,26,26,92,92
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,27,27
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,23,23,35,35
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,3,3
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,2,2
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,22,22
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,2,2
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,3,3
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,5,5,3,3
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,16,16,24,24
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,9,9
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,11,11,4,4
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,12,12,2,2
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,16,16,14,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,47,47,0,0
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,11,11,3,3
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,5,5
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,5,5,12,12
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,8,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,22,22,37,37
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,12,12,21,21
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,15,15,13,13
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,8,8,9,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,4,4
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,8,8
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,33,33,10,10
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,25,25,55,55
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,11,11,13,13
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,9,9,1,1
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,25,25,7,7
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,24,24,58,58
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,16,16
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,4,4,10,10
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,16,16,7,7
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,9,9
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,5,5,11,11
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,21,21,22,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,2,2
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,68,68,1,1
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,26,26,18,18
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,4,4,6,6
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,20,20,39,39
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,75,75,109,109
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,9,9,6,6
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,20,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,8,8
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,1,1
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,22,22,30,30
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,8,8,2,2
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,18,18,42,42
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,17,17,18,18
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,18,18,5,5
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,21,21,6,6
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,4,4,8,8
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,22,22,0,0
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,67,67,8,8
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1193,1193,48,48
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,122,122,9,9
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,13,13,11,11
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,1,1
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,13,13,25,25
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,10,10,3,3
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,11,11,61,61
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,4,4,10,10
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,18,18,43,43
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,4,4
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,23,23,17,17
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,1,1
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,34,34,10,10
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,9,9,10,10
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,10,10,11,11
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,8,8,8,8
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,19,19,5,5
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,5,5,12,12
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,14,14,28,28
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,99,99,24,24
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,27,27,20,20
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,1,1
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,4,4,5,5
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,12,12,24,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,5,5,1,1
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,5,5,4,4
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1280,1280,96,96
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,2,2
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,20,20,8,8
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,5,5,6,6
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,81,81,6,6
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,5,5
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,21,21,14,14
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,41,41,17,17
ESCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,4,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,3,3
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,11,11
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,21,21,9,9
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,1,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,33,33,9,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,19,19
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,17,17,5,5
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,7,7
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,84,84,30,30
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,20,20
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,12,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,30,30,9,9
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,10,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,4,4,5,5
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,0,0,9,9
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,13,13,10,10
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,18,18,18,18
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,7,7,29,29
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,16,16
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,6,6,11,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,8,8,8,8
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,54,54,47,47
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,99,99,14,14
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1321,1321,112,112
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,2,2,9,9
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,9,9,20,20
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,1,1,6,6
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,30,30,74,74
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,7,7
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-07-01,3,3,4,4
