,group,variable,month,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,3,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,0,1,1
OCURI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,11,23,34
OKINAWA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,26,5,31
OMEREQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,6,8,14
ORURO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,442,8,450
PADCAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,15,19,34
PADILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,18,5,23
PAILON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,43,38,81
PALCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,15,11,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,27,10,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,17,2,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,2,6
PASORAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,22,4,26
PAZÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,8,3,11
PELECHUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,9,3,12
POCOATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,15,44,59
POCONA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,11,8,19
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,19,4,23
POOPO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,7,1,8
PORCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,25,0,25
POROMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,7,15,22
PORONGO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,10,8,18
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,32,2,34
PORVENIR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,11,0,11
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,1,2
POTOSI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,333,29,362
PRESTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,5,6,11
PUCARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,24,17,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,25,29
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,11,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,10,4,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,4,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,33,10,43
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,11,3,14
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,32,13,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,112,16,128
PUNA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,18,18,36
PUNATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,40,0,40
QUIABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,7,1,8
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,149,7,156
QUIME,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,5,4,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,12,23,35
REYES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,25,26,51
RIBERALTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,131,32,163
ROBORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,29,11,40
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,33,0,33
SABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,1,4
SACABA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,207,21,228
SACABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,5,1,6
SACACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,15,32,47
SAIPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,9,6,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,9,5,14
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,9,5,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,27,11,38
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,13,6,19
SAN BENITO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,7,2,9
SAN BORJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,71,7,78
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,16,4,20
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,62,2,64
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,50,11,61
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,110,31,141
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,1,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,29,0,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,7,3,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,36,9,45
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,20,1,21
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,64,25,89
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,14,12,26
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,23,6,29
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,29,33,62
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,31,6,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,14,6,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,23,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,27,56,83
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,10,11
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,3,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,5,6
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,6,4,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,16,19
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,18,0,18
SANTA ANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,30,0,30
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2534,46,2580
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,12,0,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,23,7,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,1,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,13,5,18
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,8,6,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,0,1,1
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,7,6,13
SENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,9,4,13
SHINAOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,41,2,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,19,21,40
SICAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,8,10
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,76,8,84
SOPACHUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,11,7,18
SORACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,6,8,14
SORATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,17,17,34
SUCRE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,496,23,519
TACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,12,4,16
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,10,7,17
TACOPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,9,13,22
TAHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,22,30,52
TARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,11,10,21
TARACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,2,6
TARATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,15,2,17
TARIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,317,18,335
TARVITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,10,8,18
TEOPONTE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,10,6,16
TIAWANACU,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,12,3,15
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,35,19,54
TIPUANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,25,8,33
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,60,7,67
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,28,12,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,5,4,9
TOLATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,6,2,8
TOLEDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,20,20,40
TOMINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,6,10
TORO TORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,28,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,18,15,33
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,1,4
TRIGAL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,203,4,207
TUPIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,83,17,100
TURCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,0,3
UMALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,0,5,5
UNCIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,33,8,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,16,2,18
URUBICHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,17,6,23
UYUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,53,4,57
VACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,6,8,14
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,30,1,31
VIACHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,91,1,92
VILA VILA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,2,4,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,22,10,32
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,43,18,61
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,3,7
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,14,4,18
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,12,7,19
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,137,19,156
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,9,3,12
VILLAZON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,79,7,86
VINTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,113,0,113
VITICHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,12,7,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,0,1
WARNES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,160,9,169
YACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,3,8,11
YACUIBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,157,33,190
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,5,2,7
YANACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,5,1,6
YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,93,6,99
YOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,12,6,18
YOTALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,10,8,18
YUNCHARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,1,10,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-06-01,4,5,9
ACACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,14,4,18
ACHACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,33,24,57
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,5,10
AIQUILE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,25,14,39
ALALAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,2,5
ALCALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,1,4
ALTO BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,27,0,27
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,15,4,19
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,1,6
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,0,5
ANZALDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,4,8
APOLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,14,17,31
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,12,12
ARANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,17,0,17
ARBIETO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,12,11,23
ARQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,22,6,28
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,68,10,78
ATOCHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,19,7,26
AUCAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,3,5
AYATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,5,8
AYO AYO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,9,2,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,26,12,38
AZURDUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,14,5,19
BATALLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,20,12,32
BAURES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,1,7
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,49,26,75
BETANZOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,37,22,59
BOLIVAR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,11,16
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,23,11,34
CABEZAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,31,4,35
CAIROMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,10,6,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,3,8
CALACOTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,4,8
CALAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,12,9,21
CAMARGO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,20,3,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,2,8
CAMIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,76,1,77
CAPINOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,26,4,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,4,11
CARACOLLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,19,15,34
CARANAVI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,57,22,79
CARAPARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,24,7,31
CARIPUYO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,17,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,5,9
CHACARILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,33,8,41
CHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,7,15
CHARAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,21,27,48
CHARAÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,9,6,15
CHIMORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,50,6,56
CHIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,1,4
CHOQUE COTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,27,1,28
CHUMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,11,9,20
