,group,variable,month,L 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,L 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
TIQUIPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,12,0,12
TUPIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,2,1,3
UNCIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,2,0,2
URIONDO (A. CONCEPCION),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,3,2,5
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,4,3,7
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,5,4,9
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,5,3,8
YANACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,0,1,1
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-05-01,3,2,5
ACHACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
AIQUILE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
ALTO BENI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,1,3
APOLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
AYATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
AZURDUY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
BERMEJO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,4,7
BETANZOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
CAMARGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
CARANAVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,4,5,9
CHIMORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,1,3
CHUMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
CLIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
COBIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,3,6
COCHABAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,11,7,18
COLCAPIRHUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
COLQUECHACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
CORIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,2,2
CORO CORO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
COTAGAITA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
COTOCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,0,3
CULPINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
EL ALTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,21,9,30
ENTRE RIOS CBBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
FILADELFIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,0,3
GUANAY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
HUMANATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
INCAHUASI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
IXIAMAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
LA GUARDIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
LA PAZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,24,21,45
LLALLAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
MAPIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
MOJOCOYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
MONTERO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,4,2,6
MOROCHATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
OKINAWA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
OMEREQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
ORURO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
PELECHUCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
PORONGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
POTOSI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,7,3,10
PUCARANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
PUERTO RICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
PUNA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
PUNATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
QUIABAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,5,5
RIBERALTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,5,1,6
ROBORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SACABA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,4,7
SAN BENITO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,3,4
SAN CARLOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,2,2
SAN IGNACIO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
SAN JULIAN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SAN LUCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SAN MATIAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,63,50,113
SANTA ROSA DEL SARA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,2,2
SENA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
SOPACHUY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
SUCRE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,14,4,18
TARABUCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
TARIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,4,6
TARVITA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
TIAWANACU,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
TIPUANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
TORO TORO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,5,2,7
TUPIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,4,0,4
URUBICHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
VIACHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,1,4
VILLA CHARCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,3,0,3
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,6,1,7
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,1,2
VILLAZON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,1,0,1
VINTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,0,2
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,6,3,9
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,9,2,11
YAMPARAEZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,0,1,1
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-06-01,2,2,4
ACHACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
ACHOCALLA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
ARBIETO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,0,2
AUCAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,1,3
AYATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
BERMEJO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,0,2
BETANZOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,2,2
CABEZAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,0,2
CAIROMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
CAJUATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
CALAMARCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
CAMARGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
CAMIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
CAPINOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
CARANAVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,2,4
CARMEN RIVERO TORREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
CHARAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,3,1,4
CHUMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
CLIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
COBIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,5,1,6
COCHABAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,11,5,16
COMARAPA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
CORIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,1,3
COROICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,2,3
COTAGAITA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
COTOCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,2,2
CULPINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
EL ALTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,16,11,27
EL TORNO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,2,3
GENERAL SAAVEDRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
GUAQUI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
HUACARETA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
IXIAMAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,4,6
LA GUARDIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,2,4
LA PAZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,24,17,41
LLALLAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
MAIRANA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,1,3
MAPIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
MECAPACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
MINEROS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
MONTERO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,9,3,12
MOROCHATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
ORURO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,4,4,8
PADILLA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
PAILON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,1,3
PATACAMAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
PORCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
POROMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,0,2
PORONGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
POTOSI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,11,4,15
PUCARANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,3,4,7
QUILLACOLLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,5,5,10
REYES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,2,2
RIBERALTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,3,2,5
RURRENABAQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
SACABA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,3,4
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,2,3
SAN CARLOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,2,4
SAN LORENZO(PND),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
SAN LUCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,4,0,4
SAN MATIAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
SAN PEDRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,2,3
SAN RAMON SCZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,68,56,124
SAPAHAQUI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
SHINAOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
SORACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
SORATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,1,3
SUCRE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,3,2,5
TARIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,3,4
TEOPONTE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,2,3
TIPUANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
TOLEDO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
TORO TORO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,3,0,3
TUPIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,1,2
VIACHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,0,2
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,3,0,3
VILLAZON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,1,0,1
VITICHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,3,1,4
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,7,5,12
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,4,3,7
YOTALA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-07-01,0,1,1
ACACIO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
ACHACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
ALTO BENI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
ANCORAIMES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
ANZALDO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
ARANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
ARBIETO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,0,2
BERMEJO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,1,3
BETANZOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
"CAIZA ""D""",tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
CAJUATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
CALAMARCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
CAMARGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
CAMIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
CARACOLLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
CARANAVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,5,5,10
CARAPARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,1,3
CARMEN RIVERO TORREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
CHARAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
CHAYANTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
CHIMORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
COBIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,5,1,6
COCAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,24,6,30
COLCAPIRHUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
COMBAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
CORIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,2,3
COROICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,1,3
COTOCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,1,3
CUATRO CAÑADAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
CULPINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,0,2
EL ALTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,28,11,39
