municipality,group,variable,month,Nº de comunidades que participaron en el CAI de sector,TOTAL
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,7,7
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,7,7
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,29,29
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,53,53
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,32,32
REYES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,18,18
SAIPINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,7,7
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
SAN BUENA VENTURA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,10,10
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,38,38
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,7,7
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,3,3
SAN RAFAEL,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
SANTIAGO DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,25,25
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,10,10
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,16,16
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,34,34
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,15,15
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,17,17
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,22,22
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,11,11
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,50,50
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,21,21
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,9,9
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,50,50
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,10,10
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,9,9
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,7,7
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,25,25
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,7,7
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,9,9
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,8,8
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,31,31
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,6,6
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,32,32
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,8,8
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,81,81
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
MACHACAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,18,18
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,9,9
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,7,7
PORCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,14,14
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,25,25
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,7,7
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,30,30
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,58,58
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,18,18
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,7,7
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,25,25
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,6,6
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
SAN JAVIER(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,14,14
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,21,21
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,69,69
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,10,10
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,14,14
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,6,6
SANTIAGO DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,15,15
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,9,9
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,10,10
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,16,16
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,17,17
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,24,24
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,30,30
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,17,17
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,34,34
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,15,15
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,19,19
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,9,9
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,1,1
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,2,2
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,6,6
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,23,23
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,5,5
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,9,9
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,4,4
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,6,6
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-06-01,217,217
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,33,33
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,23,23
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,20,20
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,23,23
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,14,14
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,5,5
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
BELEN DE ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,20,20
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,29,29
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
CABEZAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,5,5
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,21,21
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
CARIPUYO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,10,10
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,16,16
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
CHIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,10,10
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,12,12
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,14,14
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,9,9
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,46,46
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,10,10
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,10,10
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,10,10
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,19,19
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,54,54
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
LAS CARRERAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
LLICA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,34,34
MOJINETE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,13,13
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
PASORAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,12,12
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
PORVENIR,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,5,5
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,22,22
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,31,31
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,9,9
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,24,24
QUIABAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,16,16
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,12,12
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
SABAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,12,12
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,32,32
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,20,20
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,10,10
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,62,62
