municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,4,4
SICAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,16,16
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,39,39
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,42,42
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,13,13
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,5,5
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,835,835
TACACOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,3,3
TACOBAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,3,3
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,7,7
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,3,3
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,38,38
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,36,36
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,8,8
TARATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,11,11
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,406,406
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,40,40
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,16,16
TINGUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,93,93
TIPUANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,14,14
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,98,98
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,7,7
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,2,2
TOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,24,24
TOLATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,17,17
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,6,6
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,11,11
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,6,6
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,7,7
TOTORA(CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,14,14
TOTORA(ORR),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,1,1
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,46,46
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,51,51
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,12,12
UMALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,6,6
UNCIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,1,1
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,36,36
UYUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,13,13
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,3,3
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,130,130
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,20,20
VILA VILA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,8,8
VILLA CHARCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,9,9
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,51,51
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,2,2
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,21,21
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,12,12
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,109,109
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,2,2
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,13,13
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,16,16
VITICHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,12,12
WALDO BALLIVIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,3,3
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,56,56
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,130,130
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,35,35
YANACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,6,6
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,38,38
YOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,14,14
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,33,33
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,115,115
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-06-01,12,12
ACACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,13,13
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,41,41
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,14,14
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
ANZALDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,12,12
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,19,19
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
ASCENCION DE GUARAYOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,25,25
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,7,7
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
BELEN DE ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
BELEN DE URMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
BELLA FLOR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,18,18
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,76,76
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,9,9
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,7,7
BOLPEBRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,22,22
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,17,17
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,18,18
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,17,17
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,44,44
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,12,12
CHARAÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
CHIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,35,35
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,14,14
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,49,49
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,38,38
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,113,113
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,70,70
"COLCHA ""K""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,12,12
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,9,9
COLQUENCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,11,11
COLQUIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,14,14
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
COMBAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,18,18
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
COTOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,22,22
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
CULPINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,21,21
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
CURVA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
DESAGUADERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,156,156
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,11,11
EL PUENTE(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,34,34
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,133,133
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,34,34
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,31,31
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,20,20
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
ESCOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
FILADELFIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,12,12
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,36,36
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,13,13
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
HUACHACALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
HUANUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,18,18
HUMANATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
ICHOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,13,13
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
INGAVI (HUMAITA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,7,7
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
LA ASUNTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,7,7
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,13,13
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,103,103
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,24,24
LAJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
LLALLAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
LURIBAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,24,24
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,38,38
MALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,9,9
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
MINEROS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
MOCOMOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,114,114
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,41,41
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,33,33
MORO MORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,27,27
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
OCURI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,37,37
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,32,32
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,27,27
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,27,27
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,7,7
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,35,35
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
PASORAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,9,9
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,22,22
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,13,13
POJO (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
POOPO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,20,20
PORONGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
PORTACHUELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,27,27
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,22,22
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,36,36
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,14,14
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,12,12
PUCARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,19,19
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
PUERTO ACOSTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
PUERTO GONZALO MORENO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,25,25
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
PUERTO SUAREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,36,36
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,10,10
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,17,17
QUIABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,32,32
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,14,14
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,9,9
ROBORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,81,81
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,11,11
SACACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,12,12
SAIPINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,26,26
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,24,24
SAN AGUSTIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
SAN BORJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
SAN BUENA VENTURA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,106,106
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,6,6
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,106,106
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,21,21
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,9,9
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
SAN LORENZO(PND),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,93,93
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,36,36
SAN MATIAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,77,77
SAN PEDRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,9,9
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
SAN RAFAEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
SAN RAMON SCZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,22,22
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1237,1237
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
SANTA ROSA DEL SARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,69,69
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,7,7
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,15,15
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,8,8
SANTIAGO DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,4,4
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,2,2
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
SAPAHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,5,5
SENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
SHINAOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,7,7
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
SICAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,1,1
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,23,23
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,14,14
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,3,3
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-07-01,855,855
