municipality,group,variable,month,Partos atendidos por otros,TOTAL
SENA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,8,8
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,4,4
