,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
OMEREQUE,vih,no de personas con prueba rapida,2022-04-01,1,2,3
ORURO,vih,no de personas con prueba rapida,2022-04-01,255,610,865
PADCAYA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
PADILLA,vih,no de personas con prueba rapida,2022-04-01,10,26,36
PAILON,vih,no de personas con prueba rapida,2022-04-01,15,20,35
PALOS BLANCOS,vih,no de personas con prueba rapida,2022-04-01,11,25,36
PAMPA GRANDE,vih,no de personas con prueba rapida,2022-04-01,1,3,4
PASORAPA,vih,no de personas con prueba rapida,2022-04-01,1,1,2
PATACAMAYA,vih,no de personas con prueba rapida,2022-04-01,1,2,3
PAZÑA,vih,no de personas con prueba rapida,2022-04-01,13,23,36
PELECHUCO,vih,no de personas con prueba rapida,2022-04-01,10,0,10
POCOATA,vih,no de personas con prueba rapida,2022-04-01,5,9,14
POCONA,vih,no de personas con prueba rapida,2022-04-01,2,3,5
POJO (CBBA),vih,no de personas con prueba rapida,2022-04-01,1,2,3
POOPO,vih,no de personas con prueba rapida,2022-04-01,4,6,10
PORCO,vih,no de personas con prueba rapida,2022-04-01,2,0,2
PORONGO,vih,no de personas con prueba rapida,2022-04-01,2,2,4
PORTACHUELO,vih,no de personas con prueba rapida,2022-04-01,4,4,8
PORVENIR,vih,no de personas con prueba rapida,2022-04-01,0,1,1
POTOSI,vih,no de personas con prueba rapida,2022-04-01,11,24,35
PRESTO,vih,no de personas con prueba rapida,2022-04-01,0,12,12
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2022-04-01,11,15,26
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2022-04-01,12,10,22
PUERTO RICO,vih,no de personas con prueba rapida,2022-04-01,0,5,5
PUERTO SUAREZ,vih,no de personas con prueba rapida,2022-04-01,16,72,88
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2022-04-01,122,209,331
PUNATA,vih,no de personas con prueba rapida,2022-04-01,86,77,163
QUILLACOLLO,vih,no de personas con prueba rapida,2022-04-01,109,635,744
QUIME,vih,no de personas con prueba rapida,2022-04-01,4,4,8
QUIRUSILLAS,vih,no de personas con prueba rapida,2022-04-01,0,2,2
RAVELO,vih,no de personas con prueba rapida,2022-04-01,1,0,1
REYES,vih,no de personas con prueba rapida,2022-04-01,3,2,5
RIBERALTA,vih,no de personas con prueba rapida,2022-04-01,254,372,626
ROBORE,vih,no de personas con prueba rapida,2022-04-01,2,0,2
SABAYA,vih,no de personas con prueba rapida,2022-04-01,44,51,95
SACABA,vih,no de personas con prueba rapida,2022-04-01,135,240,375
SACABAMBA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
SACACA,vih,no de personas con prueba rapida,2022-04-01,0,3,3
SAIPINA,vih,no de personas con prueba rapida,2022-04-01,0,2,2
SAMAIPATA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
SAN ANDRES,vih,no de personas con prueba rapida,2022-04-01,12,17,29
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2022-04-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2022-04-01,2,1,3
SAN BORJA,vih,no de personas con prueba rapida,2022-04-01,57,35,92
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2022-04-01,4,5,9
SAN CARLOS,vih,no de personas con prueba rapida,2022-04-01,76,3,79
SAN IGNACIO,vih,no de personas con prueba rapida,2022-04-01,3,2,5
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2022-04-01,7,4,11
SAN JAVIER(STC),vih,no de personas con prueba rapida,2022-04-01,5,38,43
SAN JOAQUIN,vih,no de personas con prueba rapida,2022-04-01,0,10,10
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2022-04-01,4,7,11
SAN JULIAN,vih,no de personas con prueba rapida,2022-04-01,17,60,77
SAN LORENZO(PND),vih,no de personas con prueba rapida,2022-04-01,0,3,3
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2022-04-01,29,8,37
SAN LUCAS,vih,no de personas con prueba rapida,2022-04-01,4,51,55
SAN MATIAS,vih,no de personas con prueba rapida,2022-04-01,2,7,9
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2022-04-01,3,3,6
SAN PEDRO,vih,no de personas con prueba rapida,2022-04-01,16,55,71
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2022-04-01,4,4,8
SAN PEDRO DE TIQUINA,vih,no de personas con prueba rapida,2022-04-01,1,0,1
SAN RAMON BENI,vih,no de personas con prueba rapida,2022-04-01,13,12,25
SAN RAMON SCZ,vih,no de personas con prueba rapida,2022-04-01,0,3,3
SANTA ANA,vih,no de personas con prueba rapida,2022-04-01,4,9,13
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2022-04-01,1115,1982,3097
SANTA ROSA,vih,no de personas con prueba rapida,2022-04-01,6,3,9
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2022-04-01,4,10,14
SANTIAGO DE CALLAPA,vih,no de personas con prueba rapida,2022-04-01,2,2,4
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2022-04-01,2,5,7
SANTIAGO DE HUATA,vih,no de personas con prueba rapida,2022-04-01,1,1,2
SANTIVAÑES,vih,no de personas con prueba rapida,2022-04-01,0,4,4
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2022-04-01,7,3,10
SAPAHAQUI,vih,no de personas con prueba rapida,2022-04-01,1,4,5
SENA,vih,no de personas con prueba rapida,2022-04-01,1,1,2
SHINAOTA,vih,no de personas con prueba rapida,2022-04-01,11,32,43
SICAYA,vih,no de personas con prueba rapida,2022-04-01,2,23,25
SIPE SIPE,vih,no de personas con prueba rapida,2022-04-01,19,57,76
SOPACHUY,vih,no de personas con prueba rapida,2022-04-01,8,16,24
SORATA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
SUCRE,vih,no de personas con prueba rapida,2022-04-01,202,563,765
TACACOMA,vih,no de personas con prueba rapida,2022-04-01,3,4,7
TACOPAYA,vih,no de personas con prueba rapida,2022-04-01,3,4,7
TAPACARI,vih,no de personas con prueba rapida,2022-04-01,3,8,11
TARABUCO,vih,no de personas con prueba rapida,2022-04-01,28,32,60
TARATA,vih,no de personas con prueba rapida,2022-04-01,2,6,8
TARIJA,vih,no de personas con prueba rapida,2022-04-01,465,322,787
TARVITA,vih,no de personas con prueba rapida,2022-04-01,5,29,34
TEOPONTE,vih,no de personas con prueba rapida,2022-04-01,2,2,4
TIAHUANACU,vih,no de personas con prueba rapida,2022-04-01,7,14,21
TIPUANI,vih,no de personas con prueba rapida,2022-04-01,3,2,5
TIQUIPAYA,vih,no de personas con prueba rapida,2022-04-01,2,2,4
TOCO,vih,no de personas con prueba rapida,2022-04-01,1,3,4
TOLATA,vih,no de personas con prueba rapida,2022-04-01,5,2,7
TOMINA,vih,no de personas con prueba rapida,2022-04-01,2,2,4
TOTORA(CBBA),vih,no de personas con prueba rapida,2022-04-01,19,30,49
TRINIDAD,vih,no de personas con prueba rapida,2022-04-01,261,274,535
TUPIZA,vih,no de personas con prueba rapida,2022-04-01,49,6,55
TURCO,vih,no de personas con prueba rapida,2022-04-01,0,1,1
UNCIA,vih,no de personas con prueba rapida,2022-04-01,8,13,21
URUBICHA,vih,no de personas con prueba rapida,2022-04-01,6,8,14
UYUNI,vih,no de personas con prueba rapida,2022-04-01,1,2,3
VALLEGRANDE,vih,no de personas con prueba rapida,2022-04-01,10,27,37
VIACHA,vih,no de personas con prueba rapida,2022-04-01,7,3,10
VILA VILA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
VILLA CHARCAS,vih,no de personas con prueba rapida,2022-04-01,3,2,5
VILLA MONTES,vih,no de personas con prueba rapida,2022-04-01,15,24,39
VILLA SERRANO,vih,no de personas con prueba rapida,2022-04-01,3,11,14
VILLA TUNARI,vih,no de personas con prueba rapida,2022-04-01,108,116,224
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2022-04-01,6,6,12
VILLAZON,vih,no de personas con prueba rapida,2022-04-01,41,68,109
VINTO,vih,no de personas con prueba rapida,2022-04-01,0,54,54
WARNES,vih,no de personas con prueba rapida,2022-04-01,18,10,28
YACUIBA,vih,no de personas con prueba rapida,2022-04-01,156,199,355
YAMPARAEZ,vih,no de personas con prueba rapida,2022-04-01,3,7,10
YANACACHI,vih,no de personas con prueba rapida,2022-04-01,1,0,1
YAPACANI,vih,no de personas con prueba rapida,2022-04-01,115,297,412
YUNCHARA,vih,no de personas con prueba rapida,2022-04-01,1,1,2
ZUDAÑEZ,vih,no de personas con prueba rapida,2022-04-01,1,9,10
ACACIO,vih,no de personas con prueba rapida,2022-05-01,0,2,2
AIQUILE,vih,no de personas con prueba rapida,2022-05-01,28,41,69
ALCALA,vih,no de personas con prueba rapida,2022-05-01,4,8,12
ALTO BENI,vih,no de personas con prueba rapida,2022-05-01,2,0,2
ANTEQUERA,vih,no de personas con prueba rapida,2022-05-01,5,8,13
ANZALDO,vih,no de personas con prueba rapida,2022-05-01,8,12,20
APOLO,vih,no de personas con prueba rapida,2022-05-01,3,1,4
ARANI,vih,no de personas con prueba rapida,2022-05-01,2,5,7
ARBIETO,vih,no de personas con prueba rapida,2022-05-01,4,7,11
ARQUE,vih,no de personas con prueba rapida,2022-05-01,4,5,9
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2022-05-01,38,156,194
ATOCHA,vih,no de personas con prueba rapida,2022-05-01,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2022-05-01,5,12,17
AZURDUY,vih,no de personas con prueba rapida,2022-05-01,3,31,34
BELLA FLOR,vih,no de personas con prueba rapida,2022-05-01,2,0,2
BERMEJO,vih,no de personas con prueba rapida,2022-05-01,22,15,37
BETANZOS,vih,no de personas con prueba rapida,2022-05-01,3,1,4
BOLIVAR,vih,no de personas con prueba rapida,2022-05-01,0,3,3
BOYUIBE,vih,no de personas con prueba rapida,2022-05-01,0,1,1
BUENA VISTA,vih,no de personas con prueba rapida,2022-05-01,3,2,5
CABEZAS,vih,no de personas con prueba rapida,2022-05-01,5,9,14
CAIROMA,vih,no de personas con prueba rapida,2022-05-01,2,0,2
CALAMARCA,vih,no de personas con prueba rapida,2022-05-01,1,5,6
CAMARGO,vih,no de personas con prueba rapida,2022-05-01,11,45,56
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2022-05-01,0,8,8
CAMIRI,vih,no de personas con prueba rapida,2022-05-01,9,4,13
CAPINOTA,vih,no de personas con prueba rapida,2022-05-01,8,7,15
CAQUIAVIRI,vih,no de personas con prueba rapida,2022-05-01,3,29,32
CARACOLLO,vih,no de personas con prueba rapida,2022-05-01,0,12,12
CARANAVI,vih,no de personas con prueba rapida,2022-05-01,63,57,120
CARAPARI,vih,no de personas con prueba rapida,2022-05-01,4,3,7
CARIPUYO,vih,no de personas con prueba rapida,2022-05-01,1,5,6
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2022-05-01,33,22,55
CHALLAPATA,vih,no de personas con prueba rapida,2022-05-01,36,77,113
CHARAGUA,vih,no de personas con prueba rapida,2022-05-01,1,2,3
CHAYANTA,vih,no de personas con prueba rapida,2022-05-01,0,1,1
CHIMORE,vih,no de personas con prueba rapida,2022-05-01,17,24,41
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2022-05-01,37,31,68
CHUMA,vih,no de personas con prueba rapida,2022-05-01,4,11,15
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2022-05-01,2,3,5
CKOCHAS,vih,no de personas con prueba rapida,2022-05-01,0,3,3
CLIZA,vih,no de personas con prueba rapida,2022-05-01,10,3,13
COBIJA,vih,no de personas con prueba rapida,2022-05-01,39,17,56
COCHABAMBA,vih,no de personas con prueba rapida,2022-05-01,1446,2414,3860
COIPASA,vih,no de personas con prueba rapida,2022-05-01,2,2,4
COLCAPIRHUA,vih,no de personas con prueba rapida,2022-05-01,53,82,135
COLOMI,vih,no de personas con prueba rapida,2022-05-01,4,8,12
COLPA BELGICA,vih,no de personas con prueba rapida,2022-05-01,18,31,49
COLQUECHACA,vih,no de personas con prueba rapida,2022-05-01,0,4,4
COLQUENCHA,vih,no de personas con prueba rapida,2022-05-01,0,1,1
COMARAPA,vih,no de personas con prueba rapida,2022-05-01,8,11,19
CONCEPCION,vih,no de personas con prueba rapida,2022-05-01,9,4,13
COROICO,vih,no de personas con prueba rapida,2022-05-01,23,16,39
CORQUE,vih,no de personas con prueba rapida,2022-05-01,0,1,1
COTAGAITA,vih,no de personas con prueba rapida,2022-05-01,5,7,12
COTOCA,vih,no de personas con prueba rapida,2022-05-01,67,208,275
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2022-05-01,19,67,86
CULPINA,vih,no de personas con prueba rapida,2022-05-01,7,46,53
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2022-05-01,0,2,2
CURVA,vih,no de personas con prueba rapida,2022-05-01,0,4,4
DESAGUADERO,vih,no de personas con prueba rapida,2022-05-01,2,1,3
EL ALTO,vih,no de personas con prueba rapida,2022-05-01,889,1512,2401
EL PUENTE(STC),vih,no de personas con prueba rapida,2022-05-01,13,14,27
EL TORNO,vih,no de personas con prueba rapida,2022-05-01,39,57,96
EL VILLAR,vih,no de personas con prueba rapida,2022-05-01,0,2,2
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2022-05-01,2,17,19
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2022-05-01,50,202,252
ESCOMA,vih,no de personas con prueba rapida,2022-05-01,2,5,7
EUCALIPTUS,vih,no de personas con prueba rapida,2022-05-01,0,1,1
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2022-05-01,16,39,55
FILADELFIA,vih,no de personas con prueba rapida,2022-05-01,0,1,1
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2022-05-01,0,5,5
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2022-05-01,10,4,14
GUANAY,vih,no de personas con prueba rapida,2022-05-01,15,18,33
GUAYARAMERIN,vih,no de personas con prueba rapida,2022-05-01,62,302,364
GUTIERREZ,vih,no de personas con prueba rapida,2022-05-01,1,0,1
HUACARETA,vih,no de personas con prueba rapida,2022-05-01,2,6,8
HUACHACALLA,vih,no de personas con prueba rapida,2022-05-01,2,1,3
HUANUNI,vih,no de personas con prueba rapida,2022-05-01,27,50,77
ICLA,vih,no de personas con prueba rapida,2022-05-01,0,4,4
INCAHUASI,vih,no de personas con prueba rapida,2022-05-01,6,25,31
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2022-05-01,25,41,66
IXIAMAS,vih,no de personas con prueba rapida,2022-05-01,2,7,9
JESUS DE MACHACA,vih,no de personas con prueba rapida,2022-05-01,7,9,16
LA GUARDIA,vih,no de personas con prueba rapida,2022-05-01,38,68,106
LA PAZ,vih,no de personas con prueba rapida,2022-05-01,848,1955,2803
LAJA,vih,no de personas con prueba rapida,2022-05-01,3,5,8
LAS CARRERAS,vih,no de personas con prueba rapida,2022-05-01,2,2,4
LLALLAGUA,vih,no de personas con prueba rapida,2022-05-01,14,8,22
LLICA,vih,no de personas con prueba rapida,2022-05-01,1,0,1
MACHARETI,vih,no de personas con prueba rapida,2022-05-01,2,7,9
MAIRANA,vih,no de personas con prueba rapida,2022-05-01,5,15,20
MAPIRI,vih,no de personas con prueba rapida,2022-05-01,7,0,7
MINEROS,vih,no de personas con prueba rapida,2022-05-01,4,5,9
MIZQUE,vih,no de personas con prueba rapida,2022-05-01,31,33,64
MOJOCOYA,vih,no de personas con prueba rapida,2022-05-01,0,4,4
MONTEAGUDO,vih,no de personas con prueba rapida,2022-05-01,24,55,79
MONTERO,vih,no de personas con prueba rapida,2022-05-01,106,301,407
MORO MORO,vih,no de personas con prueba rapida,2022-05-01,13,11,24
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2022-05-01,0,1,1
OCURI,vih,no de personas con prueba rapida,2022-05-01,7,7,14
OKINAWA,vih,no de personas con prueba rapida,2022-05-01,2,3,5
OMEREQUE,vih,no de personas con prueba rapida,2022-05-01,4,11,15
ORURO,vih,no de personas con prueba rapida,2022-05-01,271,892,1163
PADCAYA,vih,no de personas con prueba rapida,2022-05-01,2,0,2
PADILLA,vih,no de personas con prueba rapida,2022-05-01,4,18,22
PAILON,vih,no de personas con prueba rapida,2022-05-01,21,90,111
PALOS BLANCOS,vih,no de personas con prueba rapida,2022-05-01,7,54,61
PAMPA GRANDE,vih,no de personas con prueba rapida,2022-05-01,0,1,1
PASORAPA,vih,no de personas con prueba rapida,2022-05-01,1,2,3
PATACAMAYA,vih,no de personas con prueba rapida,2022-05-01,10,17,27
PAZÑA,vih,no de personas con prueba rapida,2022-05-01,4,5,9
PELECHUCO,vih,no de personas con prueba rapida,2022-05-01,6,13,19
POCOATA,vih,no de personas con prueba rapida,2022-05-01,3,7,10
POCONA,vih,no de personas con prueba rapida,2022-05-01,38,48,86
POJO (CBBA),vih,no de personas con prueba rapida,2022-05-01,0,1,1
POOPO,vih,no de personas con prueba rapida,2022-05-01,27,54,81
PORCO,vih,no de personas con prueba rapida,2022-05-01,1,2,3
PORONGO,vih,no de personas con prueba rapida,2022-05-01,7,8,15
PORTACHUELO,vih,no de personas con prueba rapida,2022-05-01,5,13,18
PORVENIR,vih,no de personas con prueba rapida,2022-05-01,0,13,13
POTOSI,vih,no de personas con prueba rapida,2022-05-01,27,50,77
PRESTO,vih,no de personas con prueba rapida,2022-05-01,3,10,13
PUCARANI,vih,no de personas con prueba rapida,2022-05-01,2,2,4
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2022-05-01,11,19,30
PUERTO RICO,vih,no de personas con prueba rapida,2022-05-01,0,1,1
PUERTO SUAREZ,vih,no de personas con prueba rapida,2022-05-01,11,22,33
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2022-05-01,174,276,450
PUNATA,vih,no de personas con prueba rapida,2022-05-01,106,89,195
QUILLACOLLO,vih,no de personas con prueba rapida,2022-05-01,132,559,691
QUIME,vih,no de personas con prueba rapida,2022-05-01,3,4,7
RAVELO,vih,no de personas con prueba rapida,2022-05-01,0,2,2
REYES,vih,no de personas con prueba rapida,2022-05-01,2,4,6
RIBERALTA,vih,no de personas con prueba rapida,2022-05-01,233,266,499
ROBORE,vih,no de personas con prueba rapida,2022-05-01,0,6,6
RURRENABAQUE,vih,no de personas con prueba rapida,2022-05-01,25,40,65
SABAYA,vih,no de personas con prueba rapida,2022-05-01,30,53,83
SACABA,vih,no de personas con prueba rapida,2022-05-01,229,214,443
SACABAMBA,vih,no de personas con prueba rapida,2022-05-01,0,1,1
SACACA,vih,no de personas con prueba rapida,2022-05-01,2,3,5
SAIPINA,vih,no de personas con prueba rapida,2022-05-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2022-05-01,4,8,12
SAN ANDRES,vih,no de personas con prueba rapida,2022-05-01,1,3,4
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2022-05-01,1,0,1
SAN BORJA,vih,no de personas con prueba rapida,2022-05-01,45,10,55
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2022-05-01,10,6,16
SAN CARLOS,vih,no de personas con prueba rapida,2022-05-01,25,19,44
SAN IGNACIO,vih,no de personas con prueba rapida,2022-05-01,8,43,51
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2022-05-01,15,8,23
SAN JAVIER(STC),vih,no de personas con prueba rapida,2022-05-01,2,4,6
SAN JOAQUIN,vih,no de personas con prueba rapida,2022-05-01,0,21,21
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2022-05-01,3,3,6
SAN JULIAN,vih,no de personas con prueba rapida,2022-05-01,2,93,95
SAN LORENZO(PND),vih,no de personas con prueba rapida,2022-05-01,0,16,16
SAN LUCAS,vih,no de personas con prueba rapida,2022-05-01,6,54,60
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2022-05-01,15,42,57
SAN PEDRO,vih,no de personas con prueba rapida,2022-05-01,34,83,117
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2022-05-01,15,35,50
SAN PEDRO DE MACHA,vih,no de personas con prueba rapida,2022-05-01,0,1,1
SAN PEDRO DE TIQUINA,vih,no de personas con prueba rapida,2022-05-01,2,8,10
SAN PEDRO(PND),vih,no de personas con prueba rapida,2022-05-01,0,1,1
SAN RAFAEL,vih,no de personas con prueba rapida,2022-05-01,1,1,2
SAN RAMON BENI,vih,no de personas con prueba rapida,2022-05-01,5,6,11
SAN RAMON SCZ,vih,no de personas con prueba rapida,2022-05-01,1,0,1
SANTA ANA,vih,no de personas con prueba rapida,2022-05-01,7,18,25
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2022-05-01,1525,2423,3948
SANTA ROSA,vih,no de personas con prueba rapida,2022-05-01,3,4,7
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2022-05-01,2,9,11
SANTIAGO DE CALLAPA,vih,no de personas con prueba rapida,2022-05-01,0,7,7
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2022-05-01,8,14,22
SANTIAGO DE HUATA,vih,no de personas con prueba rapida,2022-05-01,2,3,5
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2022-05-01,7,5,12
SAPAHAQUI,vih,no de personas con prueba rapida,2022-05-01,1,0,1
SHINAOTA,vih,no de personas con prueba rapida,2022-05-01,29,50,79
SICAYA,vih,no de personas con prueba rapida,2022-05-01,1,5,6
SIPE SIPE,vih,no de personas con prueba rapida,2022-05-01,20,16,36
SOPACHUY,vih,no de personas con prueba rapida,2022-05-01,10,9,19
SORATA,vih,no de personas con prueba rapida,2022-05-01,1,0,1
SUCRE,vih,no de personas con prueba rapida,2022-05-01,275,840,1115
TACACOMA,vih,no de personas con prueba rapida,2022-05-01,3,5,8
TACOPAYA,vih,no de personas con prueba rapida,2022-05-01,4,7,11
TAPACARI,vih,no de personas con prueba rapida,2022-05-01,4,16,20
TARABUCO,vih,no de personas con prueba rapida,2022-05-01,18,40,58
TARIJA,vih,no de personas con prueba rapida,2022-05-01,557,392,949
TARVITA,vih,no de personas con prueba rapida,2022-05-01,7,31,38
TEOPONTE,vih,no de personas con prueba rapida,2022-05-01,0,1,1
TIAHUANACU,vih,no de personas con prueba rapida,2022-05-01,2,16,18
TIPUANI,vih,no de personas con prueba rapida,2022-05-01,2,4,6
TIQUIPAYA,vih,no de personas con prueba rapida,2022-05-01,5,30,35
TOLATA,vih,no de personas con prueba rapida,2022-05-01,4,5,9
TOMINA,vih,no de personas con prueba rapida,2022-05-01,3,2,5
TORO TORO,vih,no de personas con prueba rapida,2022-05-01,1,0,1
TRINIDAD,vih,no de personas con prueba rapida,2022-05-01,485,270,755
TUPIZA,vih,no de personas con prueba rapida,2022-05-01,40,2,42
UNCIA,vih,no de personas con prueba rapida,2022-05-01,9,22,31
URUBICHA,vih,no de personas con prueba rapida,2022-05-01,57,123,180
UYUNI,vih,no de personas con prueba rapida,2022-05-01,1,3,4
VALLEGRANDE,vih,no de personas con prueba rapida,2022-05-01,12,26,38
VIACHA,vih,no de personas con prueba rapida,2022-05-01,8,6,14
VILLA CHARCAS,vih,no de personas con prueba rapida,2022-05-01,4,2,6
VILLA MONTES,vih,no de personas con prueba rapida,2022-05-01,16,24,40
VILLA SERRANO,vih,no de personas con prueba rapida,2022-05-01,2,4,6
VILLA TUNARI,vih,no de personas con prueba rapida,2022-05-01,120,184,304
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2022-05-01,1,8,9
VILLAZON,vih,no de personas con prueba rapida,2022-05-01,51,59,110
VINTO,vih,no de personas con prueba rapida,2022-05-01,23,57,80
VITICHI,vih,no de personas con prueba rapida,2022-05-01,0,1,1
WARNES,vih,no de personas con prueba rapida,2022-05-01,8,15,23
YACUIBA,vih,no de personas con prueba rapida,2022-05-01,119,136,255
YAMPARAEZ,vih,no de personas con prueba rapida,2022-05-01,0,5,5
YANACACHI,vih,no de personas con prueba rapida,2022-05-01,2,0,2
YAPACANI,vih,no de personas con prueba rapida,2022-05-01,108,118,226
YUNCHARA,vih,no de personas con prueba rapida,2022-05-01,1,5,6
ZUDAÑEZ,vih,no de personas con prueba rapida,2022-05-01,1,10,11
ACHACACHI,vih,no de personas con prueba rapida,2022-06-01,0,1,1
AIQUILE,vih,no de personas con prueba rapida,2022-06-01,31,47,78
ALCALA,vih,no de personas con prueba rapida,2022-06-01,2,9,11
ALTO BENI,vih,no de personas con prueba rapida,2022-06-01,0,1,1
ANCORAIMES,vih,no de personas con prueba rapida,2022-06-01,1,0,1
ANTEQUERA,vih,no de personas con prueba rapida,2022-06-01,1,7,8
ANZALDO,vih,no de personas con prueba rapida,2022-06-01,9,18,27
APOLO,vih,no de personas con prueba rapida,2022-06-01,3,2,5
ARANI,vih,no de personas con prueba rapida,2022-06-01,4,7,11
ARBIETO,vih,no de personas con prueba rapida,2022-06-01,1,12,13
ARQUE,vih,no de personas con prueba rapida,2022-06-01,4,9,13
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2022-06-01,42,149,191
ATOCHA,vih,no de personas con prueba rapida,2022-06-01,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2022-06-01,1,16,17
AZURDUY,vih,no de personas con prueba rapida,2022-06-01,2,30,32
BELLA FLOR,vih,no de personas con prueba rapida,2022-06-01,5,3,8
BERMEJO,vih,no de personas con prueba rapida,2022-06-01,22,30,52
BETANZOS,vih,no de personas con prueba rapida,2022-06-01,2,2,4
BOLIVAR,vih,no de personas con prueba rapida,2022-06-01,0,3,3
BOYUIBE,vih,no de personas con prueba rapida,2022-06-01,1,0,1
BUENA VISTA,vih,no de personas con prueba rapida,2022-06-01,3,1,4
CABEZAS,vih,no de personas con prueba rapida,2022-06-01,3,11,14
CAIROMA,vih,no de personas con prueba rapida,2022-06-01,1,0,1
"CAIZA ""D""",vih,no de personas con prueba rapida,2022-06-01,0,1,1
CALAMARCA,vih,no de personas con prueba rapida,2022-06-01,2,1,3
CAMARGO,vih,no de personas con prueba rapida,2022-06-01,22,38,60
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2022-06-01,1,9,10
CAMIRI,vih,no de personas con prueba rapida,2022-06-01,7,9,16
CAPINOTA,vih,no de personas con prueba rapida,2022-06-01,12,8,20
CARACOLLO,vih,no de personas con prueba rapida,2022-06-01,2,13,15
CARANAVI,vih,no de personas con prueba rapida,2022-06-01,62,60,122
CARAPARI,vih,no de personas con prueba rapida,2022-06-01,0,4,4
CARIPUYO,vih,no de personas con prueba rapida,2022-06-01,2,4,6
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2022-06-01,19,21,40
CHALLAPATA,vih,no de personas con prueba rapida,2022-06-01,12,21,33
CHAYANTA,vih,no de personas con prueba rapida,2022-06-01,8,15,23
CHIMORE,vih,no de personas con prueba rapida,2022-06-01,22,29,51
CHIPAYA,vih,no de personas con prueba rapida,2022-06-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2022-06-01,15,30,45
CHUMA,vih,no de personas con prueba rapida,2022-06-01,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2022-06-01,1,2,3
CKOCHAS,vih,no de personas con prueba rapida,2022-06-01,0,2,2
CLIZA,vih,no de personas con prueba rapida,2022-06-01,7,6,13
COBIJA,vih,no de personas con prueba rapida,2022-06-01,79,84,163
