,group,variable,month,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-07-01,6,1,0,0,6,1,7
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-07-01,14,15,6,5,20,20,40
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-07-01,100,148,0,0,100,148,248
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-07-01,22,9,0,0,22,9,31
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-07-01,86,75,0,0,86,75,161
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-07-01,10,14,0,0,10,14,24
PADILLA,malaria,numero de muestras hematicas tomadas,2013-07-01,31,49,0,0,31,49,80
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-07-01,17,12,0,0,17,12,29
POROMA,malaria,numero de muestras hematicas tomadas,2013-07-01,58,67,0,0,58,67,125
PORONGO,malaria,numero de muestras hematicas tomadas,2013-07-01,4,5,0,0,4,5,9
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-07-01,99,57,0,0,99,57,156
PRESTO,malaria,numero de muestras hematicas tomadas,2013-07-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-07-01,68,53,0,0,68,53,121
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-07-01,93,85,0,0,93,85,178
REYES,malaria,numero de muestras hematicas tomadas,2013-07-01,2,1,0,0,2,1,3
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-07-01,459,496,0,0,459,496,955
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2013-07-01,2,4,2,4,4,8,12
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-07-01,29,31,0,0,29,31,60
SAN ANTONIO DE LOMERIO,malaria,numero de muestras hematicas tomadas,2013-07-01,17,28,0,0,17,28,45
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2013-07-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-07-01,3,3,0,0,3,3,6
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2013-07-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-07-01,15,45,0,0,15,45,60
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2013-07-01,152,151,0,0,152,151,303
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2013-07-01,0,1,0,0,0,1,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-07-01,26,61,0,0,26,61,87
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2013-07-01,39,53,0,0,39,53,92
SAN MIGUEL DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-07-01,7,15,0,0,7,15,22
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-07-01,24,0,0,0,24,0,24
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-07-01,65,15,0,0,65,15,80
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2013-07-01,7,6,0,0,7,6,13
SENA,malaria,numero de muestras hematicas tomadas,2013-07-01,10,13,0,0,10,13,23
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-07-01,2,7,2,0,4,7,11
SUCRE,malaria,numero de muestras hematicas tomadas,2013-07-01,30,53,0,0,30,53,83
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-07-01,4,1,0,0,4,1,5
TARVITA,malaria,numero de muestras hematicas tomadas,2013-07-01,0,2,0,0,0,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-07-01,35,19,0,0,35,19,54
TOMINA,malaria,numero de muestras hematicas tomadas,2013-07-01,15,19,0,0,15,19,34
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-07-01,34,24,0,0,34,24,58
TRINIDAD,malaria,numero de muestras hematicas tomadas,2013-07-01,0,0,0,1,0,1,1
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-07-01,2,3,0,0,2,3,5
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2013-07-01,2,12,0,0,2,12,14
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-07-01,82,121,0,0,82,121,203
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-07-01,59,53,0,0,59,53,112
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-07-01,12,24,0,0,12,24,36
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2013-07-01,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-07-01,8,48,0,0,8,48,56
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-07-01,38,105,0,0,38,105,143
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-07-01,19,16,0,0,19,16,35
YOTALA,malaria,numero de muestras hematicas tomadas,2013-07-01,0,24,0,0,0,24,24
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-07-01,2,3,0,0,2,3,5
ACACIO,malaria,numero de muestras hematicas tomadas,2013-08-01,20,20,0,0,20,20,40
AIQUILE,malaria,numero de muestras hematicas tomadas,2013-08-01,1,0,0,0,1,0,1
ALCALA,malaria,numero de muestras hematicas tomadas,2013-08-01,11,7,0,0,11,7,18
ALTO BENI,malaria,numero de muestras hematicas tomadas,2013-08-01,1,0,0,0,1,0,1
APOLO,malaria,numero de muestras hematicas tomadas,2013-08-01,3,1,0,0,3,1,4
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-08-01,64,50,0,0,64,50,114
BAURES,malaria,numero de muestras hematicas tomadas,2013-08-01,13,4,0,0,13,4,17
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2013-08-01,35,25,0,0,35,25,60
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-08-01,9,20,0,0,9,20,29
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-08-01,2,2,0,0,2,2,4
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-08-01,2,58,0,0,2,58,60
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-08-01,13,13,0,0,13,13,26
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-08-01,11,9,0,0,11,9,20
CARANAVI,malaria,numero de muestras hematicas tomadas,2013-08-01,6,6,0,0,6,6,12
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-08-01,4,1,0,0,4,1,5
COBIJA,malaria,numero de muestras hematicas tomadas,2013-08-01,10,3,0,0,10,3,13
COMARAPA,malaria,numero de muestras hematicas tomadas,2013-08-01,0,3,0,0,0,3,3
CONCEPCION,malaria,numero de muestras hematicas tomadas,2013-08-01,28,27,0,0,28,27,55
COTOCA,malaria,numero de muestras hematicas tomadas,2013-08-01,1,0,0,0,1,0,1
CULPINA,malaria,numero de muestras hematicas tomadas,2013-08-01,1,0,0,0,1,0,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-08-01,9,18,0,0,9,18,27
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-08-01,2,7,0,0,2,7,9
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2013-08-01,40,46,0,0,40,46,86
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-08-01,87,71,0,0,87,71,158
GUANAY,malaria,numero de muestras hematicas tomadas,2013-08-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-08-01,561,722,0,0,561,722,1283
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2013-08-01,0,10,0,0,0,10,10
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-08-01,68,62,0,0,68,62,130
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2013-08-01,41,30,0,0,41,30,71
ICLA,malaria,numero de muestras hematicas tomadas,2013-08-01,8,19,0,0,8,19,27
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-08-01,2,0,0,0,2,0,2
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-08-01,79,64,0,0,79,64,143
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-08-01,1,0,0,0,1,0,1
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-08-01,2,7,0,0,2,7,9
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-08-01,16,40,0,0,16,40,56
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-08-01,25,52,0,0,25,52,77
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-08-01,91,63,0,0,91,63,154
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-08-01,1,1,0,0,1,1,2
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-08-01,6,7,0,0,6,7,13
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-08-01,176,215,0,0,176,215,391
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-08-01,16,14,0,0,16,14,30
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-08-01,141,80,0,0,141,80,221
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-08-01,13,16,0,0,13,16,29
PADILLA,malaria,numero de muestras hematicas tomadas,2013-08-01,129,134,0,0,129,134,263
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-08-01,4,3,0,0,4,3,7
POROMA,malaria,numero de muestras hematicas tomadas,2013-08-01,40,48,0,0,40,48,88
PORONGO,malaria,numero de muestras hematicas tomadas,2013-08-01,3,3,0,0,3,3,6
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-08-01,50,26,0,0,50,26,76
PRESTO,malaria,numero de muestras hematicas tomadas,2013-08-01,2,4,0,0,2,4,6
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-08-01,70,28,0,0,70,28,98
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-08-01,310,104,0,0,310,104,414
RAVELO,malaria,numero de muestras hematicas tomadas,2013-08-01,4,2,0,0,4,2,6
REYES,malaria,numero de muestras hematicas tomadas,2013-08-01,2,0,0,0,2,0,2
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-08-01,516,460,3,38,519,498,1017
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2013-08-01,0,1,0,1,0,2,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-08-01,28,53,0,0,28,53,81
SAN ANTONIO DE LOMERIO,malaria,numero de muestras hematicas tomadas,2013-08-01,6,15,0,0,6,15,21
SAN BORJA,malaria,numero de muestras hematicas tomadas,2013-08-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-08-01,3,2,0,0,3,2,5
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2013-08-01,1,2,0,0,1,2,3
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-08-01,15,25,0,0,15,25,40
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2013-08-01,549,20,0,0,549,20,569
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-08-01,25,73,0,0,25,73,98
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2013-08-01,17,17,0,0,17,17,34
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-08-01,105,0,0,0,105,0,105
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-08-01,54,35,0,0,54,35,89
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2013-08-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2013-08-01,5,4,0,0,5,4,9
SENA,malaria,numero de muestras hematicas tomadas,2013-08-01,152,166,0,0,152,166,318
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-08-01,9,17,0,0,9,17,26
SUCRE,malaria,numero de muestras hematicas tomadas,2013-08-01,24,23,0,0,24,23,47
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-08-01,7,23,0,0,7,23,30
TARVITA,malaria,numero de muestras hematicas tomadas,2013-08-01,1,14,0,0,1,14,15
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-08-01,1,2,0,0,1,2,3
TOMINA,malaria,numero de muestras hematicas tomadas,2013-08-01,10,20,0,0,10,20,30
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-08-01,54,46,0,0,54,46,100
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-08-01,1,4,0,0,1,4,5
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2013-08-01,23,79,0,0,23,79,102
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-08-01,111,126,0,0,111,126,237
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-08-01,55,70,0,0,55,70,125
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-08-01,1,13,0,0,1,13,14
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2013-08-01,2,0,0,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-08-01,12,58,0,0,12,58,70
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-08-01,53,70,0,0,53,70,123
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-08-01,8,18,0,0,8,18,26
YOTALA,malaria,numero de muestras hematicas tomadas,2013-08-01,4,20,0,0,4,20,24
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-08-01,2,3,0,0,2,3,5
ACACIO,malaria,numero de muestras hematicas tomadas,2013-09-01,1,22,0,0,1,22,23
AIQUILE,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
ALCALA,malaria,numero de muestras hematicas tomadas,2013-09-01,6,5,0,0,6,5,11
ALTO BENI,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
APOLO,malaria,numero de muestras hematicas tomadas,2013-09-01,2,0,0,0,2,0,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-09-01,30,35,0,0,30,35,65
BAURES,malaria,numero de muestras hematicas tomadas,2013-09-01,13,17,0,0,13,17,30
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2013-09-01,27,27,0,0,27,27,54
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-09-01,17,16,0,0,17,16,33
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-09-01,2,1,0,0,2,1,3
CABEZAS,malaria,numero de muestras hematicas tomadas,2013-09-01,1,0,0,0,1,0,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-09-01,0,33,0,0,0,33,33
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-09-01,8,27,0,0,8,27,35
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-09-01,6,7,0,0,6,7,13
CARANAVI,malaria,numero de muestras hematicas tomadas,2013-09-01,13,9,0,0,13,9,22
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-09-01,1,2,0,0,1,2,3
COBIJA,malaria,numero de muestras hematicas tomadas,2013-09-01,8,6,0,0,8,6,14
COCAPATA,malaria,numero de muestras hematicas tomadas,2013-09-01,0,0,1,0,1,0,1
COMARAPA,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
CONCEPCION,malaria,numero de muestras hematicas tomadas,2013-09-01,4,7,0,0,4,7,11
CUEVO,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
CULPINA,malaria,numero de muestras hematicas tomadas,2013-09-01,15,20,0,0,15,20,35
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-09-01,11,11,0,0,11,11,22
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-09-01,4,19,0,0,4,19,23
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2013-09-01,43,45,0,0,43,45,88
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-09-01,70,19,0,0,70,19,89
FILADELFIA,malaria,numero de muestras hematicas tomadas,2013-09-01,18,0,0,0,18,0,18
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2013-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-09-01,788,967,0,1,788,968,1756
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2013-09-01,0,8,0,0,0,8,8
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-09-01,84,85,0,0,84,85,169
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2013-09-01,18,32,60,3,78,35,113
ICLA,malaria,numero de muestras hematicas tomadas,2013-09-01,5,12,0,0,5,12,17
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-09-01,3,7,0,0,3,7,10
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-09-01,38,38,0,0,38,38,76
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-09-01,0,10,0,0,0,10,10
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-09-01,18,34,0,0,18,34,52
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-09-01,14,29,0,0,14,29,43
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-09-01,85,84,0,0,85,84,169
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-09-01,2,1,0,0,2,1,3
MIZQUE,malaria,numero de muestras hematicas tomadas,2013-09-01,1,0,0,0,1,0,1
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-09-01,6,1,0,0,6,1,7
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-09-01,216,289,0,0,216,289,505
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-09-01,56,36,0,0,56,36,92
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-09-01,93,73,0,0,93,73,166
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-09-01,5,2,0,0,5,2,7
PADILLA,malaria,numero de muestras hematicas tomadas,2013-09-01,13,9,0,0,13,9,22
POROMA,malaria,numero de muestras hematicas tomadas,2013-09-01,93,71,0,0,93,71,164
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-09-01,62,20,0,0,62,20,82
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-09-01,81,33,0,0,81,33,114
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-09-01,170,107,0,0,170,107,277
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2013-09-01,1,0,0,0,1,0,1
RAVELO,malaria,numero de muestras hematicas tomadas,2013-09-01,8,6,0,0,8,6,14
REYES,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-09-01,617,640,0,0,617,640,1257
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2013-09-01,1,2,1,1,2,3,5
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-09-01,29,26,0,0,29,26,55
SAN BORJA,malaria,numero de muestras hematicas tomadas,2013-09-01,2,0,1,0,3,0,3
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2013-09-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-09-01,2,2,0,0,2,2,4
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-09-01,20,40,0,0,20,40,60
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2013-09-01,2,2,0,0,2,2,4
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2013-09-01,265,196,0,0,265,196,461
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-09-01,23,34,0,0,23,34,57
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2013-09-01,12,22,0,0,12,22,34
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-09-01,13,11,0,0,13,11,24
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-09-01,8,6,0,0,8,6,14
SENA,malaria,numero de muestras hematicas tomadas,2013-09-01,99,92,0,0,99,92,191
SHINAOTA,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-09-01,6,23,0,0,6,23,29
SUCRE,malaria,numero de muestras hematicas tomadas,2013-09-01,8,21,0,0,8,21,29
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-09-01,9,29,0,0,9,29,38
TARVITA,malaria,numero de muestras hematicas tomadas,2013-09-01,16,52,0,0,16,52,68
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-09-01,2,1,0,0,2,1,3
TOMINA,malaria,numero de muestras hematicas tomadas,2013-09-01,7,13,0,0,7,13,20
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-09-01,41,30,0,0,41,30,71
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-09-01,0,1,0,0,0,1,1
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2013-09-01,0,4,0,0,0,4,4
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-09-01,109,130,0,0,109,130,239
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-09-01,236,63,0,0,236,63,299
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-09-01,5,3,0,0,5,3,8
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-09-01,257,321,0,0,257,321,578
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-09-01,20,67,0,0,20,67,87
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-09-01,0,4,0,0,0,4,4
YAPACANI,malaria,numero de muestras hematicas tomadas,2013-09-01,2,1,0,0,2,1,3
YOTALA,malaria,numero de muestras hematicas tomadas,2013-09-01,2,13,0,0,2,13,15
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-09-01,8,10,0,0,8,10,18
AIQUILE,malaria,numero de muestras hematicas tomadas,2013-10-01,1,1,0,0,1,1,2
ALCALA,malaria,numero de muestras hematicas tomadas,2013-10-01,0,6,0,0,0,6,6
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-10-01,42,72,0,0,42,72,114
BAURES,malaria,numero de muestras hematicas tomadas,2013-10-01,19,8,0,0,19,8,27
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2013-10-01,10,6,0,0,10,6,16
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-10-01,9,12,0,0,9,12,21
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2013-10-01,0,0,17,16,17,16,33
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-10-01,5,3,0,0,5,3,8
CABEZAS,malaria,numero de muestras hematicas tomadas,2013-10-01,1,0,0,0,1,0,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-10-01,0,49,0,0,0,49,49
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-10-01,3,17,0,0,3,17,20
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-10-01,9,8,0,0,9,8,17
CARANAVI,malaria,numero de muestras hematicas tomadas,2013-10-01,3,3,0,0,3,3,6
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-10-01,4,1,0,0,4,1,5
CHARAGUA,malaria,numero de muestras hematicas tomadas,2013-10-01,1,0,0,0,1,0,1
COBIJA,malaria,numero de muestras hematicas tomadas,2013-10-01,16,17,0,0,16,17,33
COMARAPA,malaria,numero de muestras hematicas tomadas,2013-10-01,0,1,0,0,0,1,1
CULPINA,malaria,numero de muestras hematicas tomadas,2013-10-01,2,0,0,0,2,0,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-10-01,8,18,0,0,8,18,26
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-10-01,15,11,0,0,15,11,26
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2013-10-01,123,174,0,0,123,174,297
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-10-01,59,103,0,0,59,103,162
FILADELFIA,malaria,numero de muestras hematicas tomadas,2013-10-01,31,3,0,0,31,3,34
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-10-01,710,490,7,1,717,491,1208
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-10-01,53,59,0,0,53,59,112
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2013-10-01,41,100,0,0,41,100,141
ICLA,malaria,numero de muestras hematicas tomadas,2013-10-01,1,15,0,0,1,15,16
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-10-01,44,45,0,0,44,45,89
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-10-01,72,22,0,0,72,22,94
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-10-01,0,0,1,1,1,1,2
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-10-01,1,13,0,0,1,13,14
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-10-01,14,30,0,0,14,30,44
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-10-01,17,32,0,0,17,32,49
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-10-01,81,81,0,0,81,81,162
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-10-01,2,0,0,0,2,0,2
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-10-01,3,3,0,0,3,3,6
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-10-01,135,198,0,0,135,198,333
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-10-01,13,9,0,0,13,9,22
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-10-01,165,128,0,0,165,128,293
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-10-01,48,44,0,0,48,44,92
PADILLA,malaria,numero de muestras hematicas tomadas,2013-10-01,5,8,0,0,5,8,13
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-10-01,4,2,0,0,4,2,6
POROMA,malaria,numero de muestras hematicas tomadas,2013-10-01,17,34,0,0,17,34,51
PORONGO,malaria,numero de muestras hematicas tomadas,2013-10-01,4,2,0,0,4,2,6
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-10-01,100,24,0,0,100,24,124
PRESTO,malaria,numero de muestras hematicas tomadas,2013-10-01,2,11,0,0,2,11,13
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-10-01,73,48,3,2,76,50,126
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-10-01,146,122,0,0,146,122,268
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2013-10-01,1,1,0,0,1,1,2
RAVELO,malaria,numero de muestras hematicas tomadas,2013-10-01,0,0,5,12,5,12,17
REYES,malaria,numero de muestras hematicas tomadas,2013-10-01,6,3,0,0,6,3,9
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-10-01,642,847,0,0,642,847,1489
