,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
INGAVI (HUMAITA),consultas prenatales,repetidas,2023-06-01,0,0,3,0,1,0,0,0,0,0,4
INQUISIVI,consultas prenatales,repetidas,2023-06-01,0,0,6,1,17,5,5,1,0,0,35
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2023-06-01,0,0,8,1,44,0,11,0,0,0,64
IXIAMAS,consultas prenatales,repetidas,2023-06-01,0,0,7,0,25,0,2,0,0,0,34
JESUS DE MACHACA,consultas prenatales,repetidas,2023-06-01,0,0,7,0,26,0,7,1,0,0,41
LA ASUNTA,consultas prenatales,repetidas,2023-06-01,1,0,37,3,176,13,34,0,0,0,264
LA GUARDIA,consultas prenatales,repetidas,2023-06-01,0,0,77,0,328,0,94,0,0,0,499
LA PAZ,consultas prenatales,repetidas,2023-06-01,3,0,177,360,3363,268,941,1,6,0,5119
LAGUNILLAS,consultas prenatales,repetidas,2023-06-01,0,0,3,1,15,8,2,0,0,0,29
LAJA,consultas prenatales,repetidas,2023-06-01,1,0,12,0,59,1,12,0,0,0,85
LAS CARRERAS,consultas prenatales,repetidas,2023-06-01,0,0,2,0,1,0,2,0,0,0,5
LICOMA PAMPA,consultas prenatales,repetidas,2023-06-01,0,0,0,0,8,0,3,0,0,0,11
LLALLAGUA,consultas prenatales,repetidas,2023-06-01,1,0,64,0,331,2,47,1,0,0,446
LLICA,consultas prenatales,repetidas,2023-06-01,0,0,2,0,9,2,1,0,0,0,14
LORETO,consultas prenatales,repetidas,2023-06-01,0,0,1,0,2,0,1,0,0,0,4
LURIBAY,consultas prenatales,repetidas,2023-06-01,2,0,6,0,18,0,7,0,0,0,33
MACHACAMARCA,consultas prenatales,repetidas,2023-06-01,0,0,5,0,12,0,6,0,0,0,23
MACHARETI,consultas prenatales,repetidas,2023-06-01,0,0,4,0,10,0,1,0,0,0,15
MAGDALENA,consultas prenatales,repetidas,2023-06-01,2,0,14,0,46,1,5,0,0,0,68
MAIRANA,consultas prenatales,repetidas,2023-06-01,1,0,15,0,48,0,15,0,0,0,79
MALLA,consultas prenatales,repetidas,2023-06-01,0,0,2,0,4,1,1,0,0,0,8
MAPIRI,consultas prenatales,repetidas,2023-06-01,2,0,16,0,107,2,14,0,0,0,141
MECAPACA,consultas prenatales,repetidas,2023-06-01,0,0,12,0,51,1,4,0,0,0,68
MINEROS,consultas prenatales,repetidas,2023-06-01,3,1,18,2,90,8,7,1,0,0,130
MIZQUE,consultas prenatales,repetidas,2023-06-01,1,0,15,1,86,2,12,1,0,0,118
MOCOMOCO,consultas prenatales,repetidas,2023-06-01,0,0,1,0,20,4,2,2,0,0,29
MOJOCOYA,consultas prenatales,repetidas,2023-06-01,1,0,5,0,19,1,1,0,0,0,27
MONTEAGUDO,consultas prenatales,repetidas,2023-06-01,0,0,17,1,105,2,30,0,0,0,155
MONTERO,consultas prenatales,repetidas,2023-06-01,1,0,101,0,614,10,114,1,0,2,843
MORO MORO,consultas prenatales,repetidas,2023-06-01,0,0,2,0,8,0,0,0,0,0,10
MOROCHATA,consultas prenatales,repetidas,2023-06-01,0,0,13,5,14,3,3,2,0,0,40
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2023-06-01,0,0,3,0,14,0,1,0,0,0,18
NAZACARA DE PACAJES,consultas prenatales,repetidas,2023-06-01,0,0,0,0,1,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2023-06-01,0,0,1,0,4,0,3,0,0,0,8
OCURI,consultas prenatales,repetidas,2023-06-01,0,0,8,1,42,6,10,2,0,0,69
OKINAWA,consultas prenatales,repetidas,2023-06-01,1,0,15,0,49,0,6,0,0,0,71
OMEREQUE,consultas prenatales,repetidas,2023-06-01,0,0,5,1,21,4,5,1,0,0,37
ORURO,consultas prenatales,repetidas,2023-06-01,2,2,245,13,2184,37,458,3,0,0,2944
PADCAYA,consultas prenatales,repetidas,2023-06-01,2,0,3,0,42,1,8,0,0,0,56
PADILLA,consultas prenatales,repetidas,2023-06-01,0,0,4,1,31,1,11,1,0,1,50
PAILON,consultas prenatales,repetidas,2023-06-01,5,0,41,0,164,11,30,4,0,0,255
PALCA,consultas prenatales,repetidas,2023-06-01,0,0,14,2,78,5,10,3,0,0,112
PALOS BLANCOS,consultas prenatales,repetidas,2023-06-01,0,0,19,1,109,6,19,1,1,0,156
PAMPA AULLAGAS,consultas prenatales,repetidas,2023-06-01,0,0,3,0,8,0,1,0,0,0,12
PAMPA GRANDE,consultas prenatales,repetidas,2023-06-01,2,0,5,0,25,0,9,0,0,0,41
PAPEL PAMPA,consultas prenatales,repetidas,2023-06-01,0,0,1,0,6,2,3,1,0,0,13
PASORAPA,consultas prenatales,repetidas,2023-06-01,0,0,1,0,3,0,2,0,0,0,6
PATACAMAYA,consultas prenatales,repetidas,2023-06-01,0,0,27,0,104,1,38,0,0,0,170
PAZÑA,consultas prenatales,repetidas,2023-06-01,0,0,2,1,12,1,2,3,0,0,21
PELECHUCO,consultas prenatales,repetidas,2023-06-01,0,0,5,0,34,3,5,0,0,0,47
POCOATA,consultas prenatales,repetidas,2023-06-01,0,0,21,5,60,15,13,5,0,0,119
POCONA,consultas prenatales,repetidas,2023-06-01,0,0,9,0,30,0,8,0,0,0,47
POJO (CBBA),consultas prenatales,repetidas,2023-06-01,1,0,14,0,41,0,12,0,0,0,68
POOPO,consultas prenatales,repetidas,2023-06-01,0,0,6,0,23,1,5,0,0,0,35
PORCO,consultas prenatales,repetidas,2023-06-01,0,0,12,0,75,1,5,0,0,0,93
POROMA,consultas prenatales,repetidas,2023-06-01,1,0,12,6,21,10,8,3,0,0,61
PORONGO,consultas prenatales,repetidas,2023-06-01,1,0,2,0,31,0,3,0,0,0,37
PORTACHUELO,consultas prenatales,repetidas,2023-06-01,2,0,6,0,46,0,3,0,0,0,57
PORVENIR,consultas prenatales,repetidas,2023-06-01,2,0,7,0,28,0,2,0,0,0,39
POSTRER VALLE,consultas prenatales,repetidas,2023-06-01,0,0,1,0,4,0,0,0,0,0,5
POTOSI,consultas prenatales,repetidas,2023-06-01,3,0,189,27,1208,74,318,8,1,0,1828
PRESTO,consultas prenatales,repetidas,2023-06-01,0,0,8,4,13,7,1,3,0,0,36
PUCARA,consultas prenatales,repetidas,2023-06-01,0,0,1,0,4,0,0,0,0,0,5
PUCARANI,consultas prenatales,repetidas,2023-06-01,1,0,27,1,95,1,8,0,0,0,133
PUERTO ACOSTA,consultas prenatales,repetidas,2023-06-01,0,0,3,1,15,1,2,0,0,0,22
PUERTO CARABUCO,consultas prenatales,repetidas,2023-06-01,0,0,6,0,28,5,4,1,0,0,44
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2023-06-01,0,0,15,0,38,1,5,0,0,0,59
PUERTO PEREZ,consultas prenatales,repetidas,2023-06-01,0,0,3,0,17,0,4,0,0,0,24
PUERTO QUIJARRO,consultas prenatales,repetidas,2023-06-01,1,0,8,0,18,0,1,0,0,0,28
PUERTO RICO,consultas prenatales,repetidas,2023-06-01,0,0,8,0,22,0,0,0,0,0,30
PUERTO SUAREZ,consultas prenatales,repetidas,2023-06-01,0,0,53,0,19,61,6,0,0,0,139
PUERTO VILLARROEL,consultas prenatales,repetidas,2023-06-01,5,0,95,0,432,0,88,1,0,0,621
PUNA,consultas prenatales,repetidas,2023-06-01,4,0,10,1,43,6,8,1,0,0,73
PUNATA,consultas prenatales,repetidas,2023-06-01,1,2,20,3,174,23,53,3,0,0,279
QUIABAYA,consultas prenatales,repetidas,2023-06-01,0,0,6,0,15,0,2,0,0,0,23
QUILLACOLLO,consultas prenatales,repetidas,2023-06-01,1,0,84,57,507,199,95,26,0,0,969
QUIME,consultas prenatales,repetidas,2023-06-01,0,0,4,0,19,0,1,0,0,0,24
QUIRUSILLAS,consultas prenatales,repetidas,2023-06-01,0,0,1,0,2,0,2,0,0,0,5
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2023-06-01,0,0,5,0,16,0,6,0,0,0,27
RAVELO,consultas prenatales,repetidas,2023-06-01,0,0,12,3,20,11,5,4,0,0,55
REYES,consultas prenatales,repetidas,2023-06-01,0,0,11,0,36,0,6,0,0,0,53
RIBERALTA,consultas prenatales,repetidas,2023-06-01,20,0,183,0,498,2,61,0,0,0,764
ROBORE,consultas prenatales,repetidas,2023-06-01,0,0,6,0,43,0,10,0,1,0,60
RURRENABAQUE,consultas prenatales,repetidas,2023-06-01,0,0,24,0,140,0,12,0,0,0,176
SABAYA,consultas prenatales,repetidas,2023-06-01,0,0,2,1,20,1,2,0,0,0,26
SACABA,consultas prenatales,repetidas,2023-06-01,7,0,114,12,764,43,141,7,0,0,1088
SACABAMBA,consultas prenatales,repetidas,2023-06-01,2,0,1,0,4,0,0,0,0,0,7
SACACA,consultas prenatales,repetidas,2023-06-01,0,0,16,5,30,16,6,4,0,0,77
SAIPINA,consultas prenatales,repetidas,2023-06-01,0,0,9,0,19,0,1,0,0,0,29
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2023-06-01,0,0,5,0,17,8,5,0,0,0,35
SAMAIPATA,consultas prenatales,repetidas,2023-06-01,0,0,13,0,37,1,7,0,0,0,58
SAN AGUSTIN,consultas prenatales,repetidas,2023-06-01,0,0,1,0,4,0,0,0,0,0,5
SAN ANDRES,consultas prenatales,repetidas,2023-06-01,0,0,5,0,25,0,0,0,0,0,30
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2023-06-01,0,0,1,0,8,1,0,1,0,0,11
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2023-06-01,0,0,3,0,6,0,0,0,0,0,9
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2023-06-01,1,0,3,0,27,2,5,1,0,0,39
SAN BENITO,consultas prenatales,repetidas,2023-06-01,0,0,13,0,35,2,10,0,0,0,60
SAN BORJA,consultas prenatales,repetidas,2023-06-01,6,0,48,1,151,12,35,5,3,0,261
SAN BUENA VENTURA,consultas prenatales,repetidas,2023-06-01,0,0,5,0,48,1,7,0,0,0,61
SAN CARLOS,consultas prenatales,repetidas,2023-06-01,2,0,9,0,51,0,6,0,0,0,68
SAN IGNACIO,consultas prenatales,repetidas,2023-06-01,3,0,25,2,57,2,10,2,0,0,101
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2023-06-01,4,0,69,1,232,3,35,0,0,0,344
SAN JAVIER(BNI),consultas prenatales,repetidas,2023-06-01,1,0,3,0,6,1,1,0,0,0,12
SAN JAVIER(STC),consultas prenatales,repetidas,2023-06-01,2,0,13,0,48,0,5,0,0,0,68
SAN JOAQUIN,consultas prenatales,repetidas,2023-06-01,0,0,4,2,12,8,0,0,0,0,26
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2023-06-01,0,0,7,0,22,0,6,0,0,0,35
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2023-06-01,1,0,11,0,18,3,8,0,0,0,41
SAN JULIAN,consultas prenatales,repetidas,2023-06-01,0,0,32,0,214,0,42,0,0,0,288
SAN LORENZO(PND),consultas prenatales,repetidas,2023-06-01,0,0,10,0,20,0,2,0,0,0,32
SAN LORENZO(TJA),consultas prenatales,repetidas,2023-06-01,0,0,9,0,88,2,15,0,0,0,114
SAN LUCAS,consultas prenatales,repetidas,2023-06-01,0,0,28,14,73,14,14,5,0,0,148
SAN MATIAS,consultas prenatales,repetidas,2023-06-01,1,0,23,0,62,0,8,0,0,0,94
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2023-06-01,0,0,17,0,53,1,8,0,0,0,79
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2023-06-01,0,0,4,0,1,0,1,0,0,0,6
SAN PEDRO,consultas prenatales,repetidas,2023-06-01,1,0,11,0,48,0,11,0,0,0,71
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2023-06-01,0,0,23,7,63,11,13,8,0,0,125
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2023-06-01,0,0,1,0,14,1,1,0,0,0,17
SAN PEDRO DE MACHA,consultas prenatales,repetidas,2023-06-01,1,0,21,2,47,7,5,2,0,0,85
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2023-06-01,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2023-06-01,0,0,2,0,9,0,2,0,0,0,13
SAN PEDRO(PND),consultas prenatales,repetidas,2023-06-01,0,0,2,0,2,2,2,0,0,0,8
SAN RAFAEL,consultas prenatales,repetidas,2023-06-01,0,0,7,0,33,0,5,0,0,0,45
SAN RAMON BENI,consultas prenatales,repetidas,2023-06-01,0,0,10,14,0,0,0,0,0,0,24
SAN RAMON SCZ,consultas prenatales,repetidas,2023-06-01,0,0,6,0,15,0,15,0,0,0,36
SANTA ANA,consultas prenatales,repetidas,2023-06-01,10,0,24,0,43,0,12,0,0,0,89
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2023-06-01,27,0,797,0,6709,37,1344,4,2,0,8920
SANTA ROSA,consultas prenatales,repetidas,2023-06-01,1,0,6,0,33,0,8,0,0,0,48
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2023-06-01,2,0,16,0,49,0,13,0,0,0,80
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2023-06-01,0,0,2,0,0,0,0,0,0,0,2
SANTIAGO DE HUARI,consultas prenatales,repetidas,2023-06-01,0,0,0,0,11,0,6,0,0,0,17
SANTIAGO DE HUATA,consultas prenatales,repetidas,2023-06-01,0,0,4,0,20,0,0,0,0,0,24
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2023-06-01,0,0,0,1,5,0,0,0,0,0,6
SANTIVAÑES,consultas prenatales,repetidas,2023-06-01,0,0,2,0,34,1,3,0,0,0,40
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2023-06-01,0,0,0,1,4,0,0,0,0,0,5
SAPAHAQUI,consultas prenatales,repetidas,2023-06-01,0,0,4,0,22,3,3,0,0,0,32
SENA,consultas prenatales,repetidas,2023-06-01,1,0,16,2,28,2,4,2,0,0,55
SHINAOTA,consultas prenatales,repetidas,2023-06-01,0,0,29,0,130,6,19,3,0,0,187
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2023-06-01,0,0,14,0,70,1,8,0,0,0,93
SICAYA,consultas prenatales,repetidas,2023-06-01,0,0,7,0,11,0,2,0,0,0,20
SIPE SIPE,consultas prenatales,repetidas,2023-06-01,1,0,105,0,366,3,54,2,0,0,531
SOPACHUY,consultas prenatales,repetidas,2023-06-01,0,0,3,1,13,1,5,0,0,0,23
SORACACHI,consultas prenatales,repetidas,2023-06-01,0,0,3,3,35,1,2,1,0,0,45
SORATA,consultas prenatales,repetidas,2023-06-01,0,0,12,0,61,6,8,0,0,0,87
SUCRE,consultas prenatales,repetidas,2023-06-01,2,0,153,0,1324,14,336,3,65,0,1897
TACACHI,consultas prenatales,repetidas,2023-06-01,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,consultas prenatales,repetidas,2023-06-01,0,0,4,0,39,0,5,0,0,0,48
TACOBAMBA,consultas prenatales,repetidas,2023-06-01,1,1,3,1,13,13,2,5,0,0,39
TACOPAYA,consultas prenatales,repetidas,2023-06-01,0,0,9,0,8,1,3,0,0,0,21
TAHUA,consultas prenatales,repetidas,2023-06-01,0,0,1,0,1,2,1,0,0,0,5
TAPACARI,consultas prenatales,repetidas,2023-06-01,0,0,11,1,52,0,12,1,0,0,77
TARABUCO,consultas prenatales,repetidas,2023-06-01,1,0,16,2,28,8,6,1,0,0,62
TARACO,consultas prenatales,repetidas,2023-06-01,0,0,3,1,9,0,0,0,0,0,13
TARATA,consultas prenatales,repetidas,2023-06-01,1,0,9,0,60,0,6,0,0,0,76
TARIJA,consultas prenatales,repetidas,2023-06-01,2,0,84,7,982,37,281,12,2,0,1407
TARVITA,consultas prenatales,repetidas,2023-06-01,1,0,12,5,34,6,10,0,1,0,69
TEOPONTE,consultas prenatales,repetidas,2023-06-01,0,0,6,0,22,2,8,0,0,0,38
TIAHUANACU,consultas prenatales,repetidas,2023-06-01,0,0,13,0,24,0,4,0,0,0,41
TINGUIPAYA,consultas prenatales,repetidas,2023-06-01,0,0,3,2,13,6,5,7,0,0,36
TIPUANI,consultas prenatales,repetidas,2023-06-01,0,0,4,1,36,0,3,0,0,0,44
TIQUIPAYA,consultas prenatales,repetidas,2023-06-01,0,0,31,2,206,16,39,5,0,0,299
TIRAQUE (CBBA),consultas prenatales,repetidas,2023-06-01,3,0,25,1,66,1,23,0,0,0,119
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2023-06-01,0,0,1,0,3,0,0,0,0,0,4
TOCO,consultas prenatales,repetidas,2023-06-01,0,0,9,0,16,0,2,0,0,0,27
TOLATA,consultas prenatales,repetidas,2023-06-01,0,0,3,0,18,0,6,0,0,0,27
TOLEDO,consultas prenatales,repetidas,2023-06-01,0,0,1,0,3,0,2,0,0,0,6
TOMAVE,consultas prenatales,repetidas,2023-06-01,0,0,6,2,6,5,2,1,0,0,22
TOMINA,consultas prenatales,repetidas,2023-06-01,0,0,9,0,22,1,6,1,0,0,39
TORO TORO,consultas prenatales,repetidas,2023-06-01,1,1,10,3,27,8,3,3,0,0,56
TOTORA(CBBA),consultas prenatales,repetidas,2023-06-01,1,0,26,0,73,5,10,1,0,0,116
TOTORA(ORR),consultas prenatales,repetidas,2023-06-01,0,0,2,0,5,0,4,0,0,0,11
TRIGAL,consultas prenatales,repetidas,2023-06-01,0,0,0,0,4,0,1,0,0,0,5
TRINIDAD,consultas prenatales,repetidas,2023-06-01,8,0,76,0,510,1,123,1,0,0,719
TUPIZA,consultas prenatales,repetidas,2023-06-01,0,0,49,1,216,6,32,0,0,0,304
TURCO,consultas prenatales,repetidas,2023-06-01,0,0,1,0,7,0,0,0,0,0,8
UMALA,consultas prenatales,repetidas,2023-06-01,0,0,3,0,17,0,2,0,0,0,22
UNCIA,consultas prenatales,repetidas,2023-06-01,0,0,15,2,122,12,22,2,0,0,175
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2023-06-01,0,0,7,0,55,0,10,1,0,0,73
URUBICHA,consultas prenatales,repetidas,2023-06-01,0,0,3,0,14,0,5,0,0,0,22
UYUNI,consultas prenatales,repetidas,2023-06-01,0,0,26,0,161,1,45,0,0,0,233
VACAS,consultas prenatales,repetidas,2023-06-01,0,0,2,0,15,2,3,1,0,0,23
VALLEGRANDE,consultas prenatales,repetidas,2023-06-01,0,0,12,0,94,2,14,0,0,0,122
VIACHA,consultas prenatales,repetidas,2023-06-01,1,0,54,0,310,1,56,0,0,0,422
VILA VILA,consultas prenatales,repetidas,2023-06-01,0,0,5,1,5,2,3,1,0,0,17
VILLA CHARCAS,consultas prenatales,repetidas,2023-06-01,0,1,13,4,24,11,5,4,0,0,62
VILLA MONTES,consultas prenatales,repetidas,2023-06-01,1,0,28,1,164,3,34,1,0,0,232
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2023-06-01,0,0,2,0,7,0,1,0,0,0,10
VILLA RIVERO,consultas prenatales,repetidas,2023-06-01,0,0,8,0,28,0,9,0,0,0,45
VILLA SERRANO,consultas prenatales,repetidas,2023-06-01,1,0,3,1,14,4,4,1,0,0,28
VILLA TUNARI,consultas prenatales,repetidas,2023-06-01,5,0,97,4,431,4,100,1,0,0,642
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2023-06-01,0,0,7,0,31,0,3,0,0,0,41
VILLAZON,consultas prenatales,repetidas,2023-06-01,0,0,36,2,166,6,24,1,0,0,235
VINTO,consultas prenatales,repetidas,2023-06-01,3,0,39,12,301,60,42,11,0,0,468
VITICHI,consultas prenatales,repetidas,2023-06-01,0,0,5,0,27,2,6,0,0,0,40
WALDO BALLIVIAN,consultas prenatales,repetidas,2023-06-01,0,0,3,0,9,0,1,0,0,0,13
WARNES,consultas prenatales,repetidas,2023-06-01,4,0,119,0,633,1,136,0,0,0,893
YACO,consultas prenatales,repetidas,2023-06-01,0,0,8,2,13,4,2,1,0,0,30
YACUIBA,consultas prenatales,repetidas,2023-06-01,1,0,41,0,367,6,73,0,0,0,488
YAMPARAEZ,consultas prenatales,repetidas,2023-06-01,1,0,8,0,17,0,4,1,0,0,31
YANACACHI,consultas prenatales,repetidas,2023-06-01,0,0,1,0,10,2,1,0,0,0,14
YAPACANI,consultas prenatales,repetidas,2023-06-01,2,0,36,12,120,63,24,17,0,0,274
YOCALLA,consultas prenatales,repetidas,2023-06-01,0,0,3,0,20,1,3,0,0,0,27
YOTALA,consultas prenatales,repetidas,2023-06-01,0,0,7,0,16,1,3,1,0,0,28
YUNCHARA,consultas prenatales,repetidas,2023-06-01,0,0,1,1,3,8,3,1,0,0,17
ZUDAÑEZ,consultas prenatales,repetidas,2023-06-01,0,0,6,1,17,1,3,0,0,0,28
ACACIO,consultas prenatales,repetidas,2023-07-01,0,2,5,0,6,3,1,0,0,0,17
ACHACACHI,consultas prenatales,repetidas,2023-07-01,0,0,17,1,135,5,19,0,0,0,177
ACHOCALLA,consultas prenatales,repetidas,2023-07-01,1,0,22,0,139,2,28,1,0,0,193
AIQUILE,consultas prenatales,repetidas,2023-07-01,0,0,15,0,67,2,18,0,0,0,102
ALALAY,consultas prenatales,repetidas,2023-07-01,0,0,2,0,1,0,2,0,0,0,5
ALCALA,consultas prenatales,repetidas,2023-07-01,0,0,3,0,1,1,2,1,0,0,8
ALTO BENI,consultas prenatales,repetidas,2023-07-01,1,0,8,0,28,0,4,0,0,0,41
ANCORAIMES,consultas prenatales,repetidas,2023-07-01,1,0,6,1,16,0,4,0,0,0,28
ANDAMARCA,consultas prenatales,repetidas,2023-07-01,0,0,0,1,7,1,1,0,0,0,10
ANTEQUERA,consultas prenatales,repetidas,2023-07-01,0,0,1,0,9,0,1,0,0,0,11
ANZALDO,consultas prenatales,repetidas,2023-07-01,0,1,6,1,18,2,1,0,0,0,29
APOLO,consultas prenatales,repetidas,2023-07-01,2,0,25,1,79,0,8,0,0,0,115
ARAMPAMPA,consultas prenatales,repetidas,2023-07-01,0,0,2,1,2,2,0,3,0,0,10
ARANI,consultas prenatales,repetidas,2023-07-01,0,0,1,0,15,1,2,0,0,0,19
ARBIETO,consultas prenatales,repetidas,2023-07-01,0,0,15,0,80,1,15,0,0,0,111
ARQUE,consultas prenatales,repetidas,2023-07-01,1,0,13,1,27,5,6,0,0,0,53
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2023-07-01,4,0,49,0,133,0,19,0,0,0,205
ATOCHA,consultas prenatales,repetidas,2023-07-01,0,0,3,0,38,0,10,0,0,0,51
AUCAPATA,consultas prenatales,repetidas,2023-07-01,0,0,5,0,21,0,1,0,0,0,27
AYATA,consultas prenatales,repetidas,2023-07-01,0,0,7,0,22,1,5,0,0,0,35
AYO AYO,consultas prenatales,repetidas,2023-07-01,0,0,4,0,28,4,2,0,0,0,38
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2023-07-01,1,0,29,2,72,7,8,6,0,0,125
AZURDUY,consultas prenatales,repetidas,2023-07-01,0,0,14,4,20,5,2,4,0,0,49
BATALLAS,consultas prenatales,repetidas,2023-07-01,0,0,13,0,53,4,4,0,0,0,74
BAURES,consultas prenatales,repetidas,2023-07-01,0,0,0,0,10,0,4,0,0,0,14
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2023-07-01,0,0,0,2,2,1,0,0,0,0,5
BELEN DE URMIRI,consultas prenatales,repetidas,2023-07-01,0,0,0,1,0,1,1,0,0,0,3
BELLA FLOR,consultas prenatales,repetidas,2023-07-01,0,0,6,0,13,1,0,2,0,0,22
BERMEJO,consultas prenatales,repetidas,2023-07-01,1,0,20,0,118,3,31,0,0,0,173
BETANZOS,consultas prenatales,repetidas,2023-07-01,0,0,28,5,74,8,21,3,0,0,139
BOLIVAR,consultas prenatales,repetidas,2023-07-01,0,0,7,0,13,2,0,1,0,0,23
BOLPEBRA,consultas prenatales,repetidas,2023-07-01,0,0,1,0,1,0,0,0,0,0,2
BOYUIBE,consultas prenatales,repetidas,2023-07-01,0,0,1,0,13,2,0,0,0,0,16
BUENA VISTA,consultas prenatales,repetidas,2023-07-01,2,0,15,1,47,1,10,0,0,0,76
CABEZAS,consultas prenatales,repetidas,2023-07-01,0,0,12,0,56,1,9,0,0,0,78
CAIROMA,consultas prenatales,repetidas,2023-07-01,0,0,5,2,30,2,3,0,0,0,42
"CAIZA ""D""",consultas prenatales,repetidas,2023-07-01,0,0,14,1,38,3,9,1,0,0,66
CAJUATA,consultas prenatales,repetidas,2023-07-01,0,0,16,2,46,1,6,1,0,0,72
CALACOTO,consultas prenatales,repetidas,2023-07-01,0,0,0,1,3,5,0,0,0,0,9
CALAMARCA,consultas prenatales,repetidas,2023-07-01,0,0,9,0,35,0,3,0,0,0,47
CAMARGO,consultas prenatales,repetidas,2023-07-01,0,0,9,0,47,2,10,2,0,0,70
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2023-07-01,0,0,2,0,9,1,2,0,0,0,14
CAMIRI,consultas prenatales,repetidas,2023-07-01,1,0,34,0,153,1,34,0,0,0,223
CAPINOTA,consultas prenatales,repetidas,2023-07-01,1,0,20,0,73,0,17,0,0,0,111
CAQUIAVIRI,consultas prenatales,repetidas,2023-07-01,0,0,7,0,17,1,7,0,0,0,32
CARACOLLO,consultas prenatales,repetidas,2023-07-01,1,0,21,2,75,2,21,0,0,0,122
CARANAVI,consultas prenatales,repetidas,2023-07-01,2,0,33,1,212,2,37,0,0,0,287
CARAPARI,consultas prenatales,repetidas,2023-07-01,0,0,13,3,66,0,13,0,0,0,95
CARIPUYO,consultas prenatales,repetidas,2023-07-01,0,0,9,2,18,3,1,0,0,0,33
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2023-07-01,0,0,12,0,12,1,4,0,0,0,29
CATACORA,consultas prenatales,repetidas,2023-07-01,0,0,2,0,7,1,0,0,0,0,10
CHACARILLA,consultas prenatales,repetidas,2023-07-01,0,0,0,0,4,0,0,0,0,0,4
CHALLAPATA,consultas prenatales,repetidas,2023-07-01,0,0,44,1,203,3,28,2,0,0,281
CHAQUI,consultas prenatales,repetidas,2023-07-01,1,0,1,0,23,0,6,0,0,0,31
CHARAGUA,consultas prenatales,repetidas,2023-07-01,0,0,13,0,85,4,15,1,0,0,118
CHARAÑA,consultas prenatales,repetidas,2023-07-01,0,0,1,0,3,0,1,0,0,0,5
CHAYANTA,consultas prenatales,repetidas,2023-07-01,1,0,14,2,34,7,4,0,0,0,62
CHIMORE,consultas prenatales,repetidas,2023-07-01,0,0,37,1,109,4,20,1,0,0,172
CHIPAYA,consultas prenatales,repetidas,2023-07-01,0,0,1,0,8,0,1,0,0,0,10
CHOQUE COTA,consultas prenatales,repetidas,2023-07-01,0,0,0,0,0,1,0,0,0,0,1
CHUA COCANI,consultas prenatales,repetidas,2023-07-01,0,0,1,0,8,0,0,0,0,0,9
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2023-07-01,1,0,11,0,64,1,21,0,0,0,98
CHUMA,consultas prenatales,repetidas,2023-07-01,0,0,5,0,11,9,1,0,0,0,26
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2023-07-01,0,0,6,2,20,2,3,1,0,0,34
CKOCHAS,consultas prenatales,repetidas,2023-07-01,0,1,8,5,29,9,11,4,0,0,67
