,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,5,3,11
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,22,31,0,1,54
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,9,8,0,1,18
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,16,10,13,8,47
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,15,16,5,1,37
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,4,4,2,12
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,0,3,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,17,5,1,1,24
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,106,114,15,6,241
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,3,0,0,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,1,0,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,2,0,0,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,6,2,5,17
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,9,12,0,0,21
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,3,3,2,10
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,283,282,9,10,584
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,2,0,1,8
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,10,6,0,0,16
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,13,23,22,17,75
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,11,11,3,2,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,27,8,2,2,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,4,0,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,7,0,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,4,0,0,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,2,0,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,16,11,2,1,30
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,2,0,1,5
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,2,0,1,8
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,8,8,3,4,23
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,1,2,1,5
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,6,8,3,1,18
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,4,2,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,8,9,2,3,22
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,4,3,2,12
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,7,2,5,2,16
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,12,11,0,2,25
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,6,3,0,0,9
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,154,158,12,14,338
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,1,2,1,7
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,23,25,3,3,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,1,4,2,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,10,5,2,1,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,6,3,1,0,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,3,3,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,7,10,0,1,18
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,9,2,0,14
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,20,19,1,1,41
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,88,73,15,13,189
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,2,2,7
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,24,23,3,9,59
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,0,0,1,1
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,65,77,47,58,247
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,9,1,0,0,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,2,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,0,1,4
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,3,6,2,13
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,6,6,0,0,12
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,93,96,6,5,200
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,13,13,0,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,20,19,3,0,42
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,2,0,0,3
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,125,129,16,17,287
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,2,0,1,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,10,8,2,2,22
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,5,1,1,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,2,1,1,7
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,7,0,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,14,9,1,0,24
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,0,1,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,2,0,2,6
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,5,1,1,11
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,51,50,7,2,110
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,8,9,4,3,24
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,7,21,0,1,29
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,39,24,2,2,67
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,55,57,18,17,147
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,1,3,0,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,17,18,3,0,38
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,2,3,1,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,25,22,17,10,74
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,2,3,0,8
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,41,59,4,1,105
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,3,0,2,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,8,13,4,3,28
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,16,13,5,4,38
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,22,16,3,0,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,12,6,1,2,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,0,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,12,16,2,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,11,19,10,18,58
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,2,0,0,3
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,8,8,7,3,26
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,5,0,1,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,3,0,0,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,2,1,1,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,8,13,0,0,21
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,18,22,0,0,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1154,1142,17,20,2333
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,6,0,2,13
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,14,13,0,0,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,2,0,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,3,3,0,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,3,1,1,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,2,1,0,7
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,3,0,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,1,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,7,2,0,2,11
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,16,15,1,1,33
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,31,30,0,2,63
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,14,11,1,1,27
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,1,1,0,6
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,50,46,1,3,100
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,2,0,5
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,2,1,1,5
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,6,3,7,5,21
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,195,183,1,3,382
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,5,1,1,12
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,1,2,6
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,1,0,0,5
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,0,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,14,7,8,4,33
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,7,2,0,2,11
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,2,0,0,5
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,5,2,2,14
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,135,104,2,3,244
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,3,6,1,14
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,8,3,6,1,18
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,6,5,0,0,11
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,7,10,5,27
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,9,5,1,2,17
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,31,26,6,5,68
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,10,6,5,10,31
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,4,1,0,9
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,2,1,1,7
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,3,0,0,3
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,2,2,0,6
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,0,2,1,6
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,2,4,5,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,6,11,3,2,22
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,4,2,0,7
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,104,93,1,0,198
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,29,30,1,3,63
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,0,0,1,2,3
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,3,0,4,8
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,14,9,6,8,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,5,0,0,10
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,7,10,0,0,17
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,23,21,1,0,45
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,9,5,1,0,15
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,9,7,0,1,17
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,63,67,8,7,145
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,4,2,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,9,4,1,1,15
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,32,26,3,1,62
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,2,0,3,6
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,4,0,0,8
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,1,1,0,4
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,106,103,17,9,235
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,5,3,0,0,8
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,22,21,1,0,44
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,20,20,26,18,84
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,1,0,3,5
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,3,2,1,0,6
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,123,128,0,2,253
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,4,1,2,8
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,54,60,5,4,123
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,2,0,2,5
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,1,2,0,0,3
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,24,18,26,25,93
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,7,4,1,0,12
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,4,2,1,1,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-07-01,2,3,1,1,7
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,2,4,0,0,6
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,23,21,5,3,52
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,17,17,0,0,34
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,12,11,3,2,28
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,1,0,3,5
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,4,0,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,7,8,0,0,15
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,7,5,1,0,13
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,1,2,0,4
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,2,2,1,3,8
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,8,17,6,8,39
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,1,3,3,8
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,5,6,1,2,14
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,18,10,1,0,29
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,6,3,0,0,9
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,31,39,0,0,70
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,9,7,0,0,16
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,5,4,0,0,9
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,3,1,3,8
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,6,2,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,12,11,8,7,38
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,5,7,5,1,18
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,6,6,0,4,16
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,0,1,0,0,1
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,0,2,1,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,5,0,1,7
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,21,21,0,1,43
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,15,19,8,6,48
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,2,3,2,1,8
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,4,5,0,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,14,6,1,0,21
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,20,30,23,14,87
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,5,4,0,2,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,7,2,2,2,13
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,4,11,1,1,17
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,2,2,3,1,8
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,7,2,1,2,12
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,11,4,2,3,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,1,1,0,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,20,21,1,1,43
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,14,18,0,0,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,2,1,0,4
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,9,17,1,2,29
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,37,24,5,4,70
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,14,9,0,1,24
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,5,4,2,0,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,2,3,6,2,13
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,0,1,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,4,1,0,0,5
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,18,20,8,4,50
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,7,7,0,0,14
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,18,16,12,4,50
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,4,9,3,6,22
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,19,24,11,8,62
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,13,10,0,0,23
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,3,1,3,1,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,4,4,0,1,9
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,5,8,6,4,23
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,14,8,1,1,24
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,33,32,6,12,83
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,8,11,13,11,43
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-08-01,549,517,6,6,1078
