,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,8,12,4,5,29
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,7,0,0,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,2,2,2,11
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,3,1,3,2,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,0,3,4,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,8,6,0,0,14
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,4,3,0,12
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,15,14,0,0,29
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,35,36,3,2,76
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,4,6,5,19
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,16,17,7,4,44
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,1,1,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,34,38,27,23,122
QUIME,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,7,3,1,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,0,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,2,0,0,6
RAVELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,8,3,5,6,22
REYES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,10,5,2,1,18
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,82,95,23,20,220
ROBORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,6,13,1,0,20
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,21,16,1,0,38
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,2,1,0,3
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,63,55,25,30,173
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,2,1,0,5
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,13,7,10,4,34
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,4,0,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,2,3,4,13
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,7,0,0,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,2,1,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,11,6,0,2,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,1,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,6,3,1,2,12
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,6,0,0,11
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,35,32,5,7,79
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,6,8,5,4,23
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,14,12,3,2,31
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,16,9,4,3,32
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,44,51,6,9,110
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,2,0,0,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,16,7,0,0,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,3,4,1,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,18,15,7,8,48
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,3,5,2,0,10
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,26,35,2,6,69
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,3,10,0,2,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,13,15,2,1,31
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,14,16,5,5,40
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,11,6,1,1,19
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,4,1,1,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,7,3,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,7,14,7,12,40
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,3,2,0,0,5
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,4,2,6,16
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,2,2,0,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,0,3,2,5
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,4,3,0,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,0,1,1,3
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,8,1,2,2,13
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,17,16,0,0,33
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,920,846,18,15,1799
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,10,4,1,0,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,7,4,5,0,16
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,1,0,1,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,2,0,0,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,4,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,4,0,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,0,1,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,2,3,0,9
SENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,13,12,8,8,41
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,19,13,4,3,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,7,16,0,3,26
SICAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,4,1,0,5
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,19,23,3,0,45
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,1,3,1,7
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,6,2,2,15
SORATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,6,9,4,7,26
SUCRE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,191,182,5,1,379
TACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,6,7,1,1,15
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,1,1,4,8
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,1,2,0,3
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,11,6,1,7,25
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,3,0,3,10
TARACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,1,0,0,3
TARATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,4,0,2,10
TARIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,126,128,4,5,263
TARVITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,2,4,3,14
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,12,3,1,2,18
TIAHUANACU,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,6,3,0,1,10
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,6,6,11,27
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,7,9,0,0,16
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,19,27,4,10,60
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,8,9,3,25
TOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,7,1,1,0,9
TOLATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,3,1,2,10
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,0,1,0,3
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,4,1,1,11
TOMINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,2,1,1,4
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,3,5,5,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,10,12,3,0,25
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,4,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,0,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,81,92,5,8,186
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,24,23,3,0,50
TURCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,2,0,1,4
UMALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,3,0,1,9
UNCIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,13,7,5,7,32
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,7,7,1,2,17
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,5,3,0,0,8
UYUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,12,14,0,0,26
VACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,4,0,0,8
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,10,7,1,2,20
VIACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,46,42,4,7,99
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,3,0,1,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,10,7,9,4,30
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,27,25,3,3,58
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,1,0,0,5
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,2,2,3,11
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,50,72,6,7,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,7,5,0,0,12
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,25,27,1,4,57
VINTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,12,12,8,17,49
VITICHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,3,3,1,2,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,2,0,0,3
WARNES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,97,70,2,3,172
YACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,2,2,1,2,7
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,43,51,2,3,99
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,6,1,0,0,7
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,5,0,0,5
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,28,15,19,25,87
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,1,2,1,0,4
YOTALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,4,0,0,2,6
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,0,1,2,1,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-06-01,3,4,3,0,10
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,2,2,3,11
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,14,16,4,2,36
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,14,24,1,0,39
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,5,6,4,4,19
ALALAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,0,0,1,1
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,0,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,5,9,2,1,17
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,6,2,1,10
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,2,0,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,0,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,0,0,2,4
APOLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,12,9,0,1,22
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,3,1,1,6
ARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,5,4,2,2,13
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,19,7,4,5,35
ARQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,6,9,1,1,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,22,21,0,0,43
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,9,2,1,16
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,5,0,0,8
AYATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,4,4,0,11
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,6,3,0,1,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,13,14,6,2,35
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,5,1,2,1,9
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,11,7,0,0,18
BAURES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,3,0,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,0,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,0,2,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,4,0,1,6
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,16,21,1,1,39
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,12,11,6,5,34
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,1,0,0,3
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,1,0,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,6,2,0,1,9
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,6,13,0,2,21
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,11,4,8,9,32
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,5,3,0,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,5,6,1,0,12
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,8,7,0,1,16
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,2,5,2,9
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,8,7,0,1,16
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,4,3,0,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,2,1,0,4
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,20,19,0,1,40
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,8,19,1,1,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,3,0,0,6
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,15,8,3,3,29
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,29,25,4,7,65
CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,0,0,0,2
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,6,3,0,0,9
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,6,1,1,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,1,4,3,12
CATACORA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,0,0,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,12,9,2,7,30
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,9,8,2,0,19
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,17,14,3,8,42
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,5,8,2,1,16
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,23,23,3,4,53
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,2,1,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,0,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,12,10,0,1,23
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,3,2,2,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,1,6,1,9
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,3,6,2,13
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,14,8,1,4,27
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,44,52,13,11,120
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,7,11,7,7,32
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,396,428,3,1,828
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,12,23,0,1,36
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,5,7,1,1,14
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,10,13,0,0,23
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,9,12,0,0,21
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,6,9,3,21
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,7,3,0,0,10
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,11,7,5,10,33
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,11,7,1,2,21
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,14,11,5,7,37
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,5,1,2,12
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,7,11,0,3,21
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,1,3,0,8
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,12,4,2,3,21
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,6,0,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,7,13,0,2,22
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,53,59,9,5,126
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,11,10,0,3,24
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,1,1,0,4
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,6,9,1,4,20
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,0,1,0,0,1
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,0,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,6,1,3,11
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,415,429,111,100,1055
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,2,0,2,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,10,9,2,2,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,4,0,0,7
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,45,37,0,0,82
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,3,1,0,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,9,5,0,2,16
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,43,34,0,0,77
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,2,0,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,1,1,0,0,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,1,0,0,5
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,1,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,6,5,4,4,19
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,2,5,1,0,8
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,4,2,2,1,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-07-01,18,12,3,3,36
