,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,1,1,2,4
SENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,3,1,2,1,7
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,13,16,0,1,30
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,14,8,0,0,22
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,2,0,0,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,29,28,2,3,62
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,2,0,1,3
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,7,6,1,0,14
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,6,6,2,7,21
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,171,197,3,1,372
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,1,0,3,4
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,5,5,1,2,13
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,3,5,0,2,10
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,5,5,0,1,11
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,13,4,1,4,22
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,5,3,1,2,11
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,3,1,0,0,4
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,0,3,0,3
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,138,127,10,16,291
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,4,5,3,4,16
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,8,13,1,4,26
TIAHUANACU,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,7,5,0,0,12
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,2,5,2,3,12
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,2,1,1,2,6
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,28,32,8,14,82
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,8,3,4,2,17
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,2,7,2,3,14
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,4,2,2,2,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,1,1,0,0,2
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,8,5,2,4,19
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,1,4,1,3,9
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,2,6,4,0,12
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,6,6,1,0,13
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,3,1,0,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,91,77,17,16,201
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,35,42,10,6,93
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,1,2,0,1,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,1,4,2,2,9
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,11,12,2,0,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,3,1,0,3,7
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,2,3,0,0,5
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,20,28,3,1,52
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,1,6,3,4,14
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,12,3,1,1,17
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,34,30,3,4,71
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,1,0,3,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,6,3,3,6,18
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,26,30,9,5,70
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,1,0,1,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,8,2,0,3,13
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,6,5,4,2,17
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,48,55,9,13,125
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,5,3,5,6,19
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,25,28,2,0,55
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,24,31,16,12,83
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,1,3,2,3,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,2,0,0,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,160,138,6,5,309
YACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,4,3,0,1,8
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,78,77,8,7,170
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,5,2,0,2,9
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,4,2,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,28,31,27,14,100
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,5,5,0,1,11
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,4,2,2,3,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,0,1,2,6,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-07-01,3,6,0,4,13
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,1,1,3,9
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,17,12,10,6,45
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,20,19,1,1,41
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,11,12,7,8,38
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,2,0,2,4
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,6,0,0,11
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,4,0,0,12
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,1,5,0,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,3,1,2,2,8
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,12,11,0,1,24
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,2,1,3
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,1,0,0,6
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,12,14,2,2,30
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,5,5,4,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,31,21,3,3,58
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,6,0,3,15
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,3,0,0,5
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,1,4,4,11
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,1,2,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,9,10,10,35
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,2,1,2,10
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,8,0,1,19
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,1,2,1,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,0,2,0,3
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,36,33,1,1,71
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,17,10,7,6,40
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,2,1,0,5
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,1,0,1,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,3,3,5,12
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,12,1,3,23
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,11,20,4,5,40
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,4,2,3,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,6,1,1,10
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,18,0,0,28
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,2,1,0,4
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,9,0,0,16
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,7,2,0,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,1,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,20,18,1,1,40
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,9,26,0,2,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,6,1,0,9
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,9,2,6,24
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,33,33,1,4,71
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,9,6,2,25
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,4,1,0,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,3,2,8,7,20
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,16,19,7,6,48
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,5,0,0,13
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,22,15,17,13,67
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,0,1,0,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,10,4,3,23
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,17,22,8,1,48
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,0,0,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,2,1,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,11,10,3,0,24
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,3,5,4,4,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,3,6,1,15
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,5,7,3,22
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,15,10,2,3,30
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,33,31,2,2,68
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,10,8,0,24
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,603,548,8,11,1170
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,1,0,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,27,35,0,0,62
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,11,8,3,1,23
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,1,2,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,11,12,1,1,25
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,4,0,2,11
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,15,16,11,10,52
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,15,0,0,22
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,13,6,5,1,25
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,5,1,0,8
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,18,20,0,2,40
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,0,1,0,2
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,9,12,3,5,29
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,3,4,6,19
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,16,7,0,0,23
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,1,1,3,6
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,9,0,1,20
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,2,1,2,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,11,4,6,31
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,79,78,7,1,165
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,14,20,8,2,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,1,0,2,3
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,1,0,0,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,11,3,2,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,2,0,0,2
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,0,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,3,0,3,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,474,455,150,150,1229
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,0,0,1,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,9,5,3,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,2,3,4,13
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,56,45,1,0,102
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,4,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,13,16,2,0,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,33,20,2,5,60
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,2,0,1,7
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,1,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,1,1,0,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,0,1,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,5,13,12,37
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,4,4,4,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,12,9,2,1,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,7,1,0,9
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,9,8,5,32
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,5,1,1,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,16,26,11,5,58
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,9,6,1,3,19
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,3,3,2,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,18,11,1,3,33
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,3,5,0,0,8
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,0,0,1,5
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,1,0,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,2,1,0,4
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,2,2,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,1,1,1,3
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,0,1,0,3
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,6,8,4,26
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,2,1,0,5
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,11,3,5,1,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,9,4,1,21
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,6,0,2,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,5,3,1,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,33,34,8,5,80
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,119,110,7,6,242
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,418,385,22,30,855
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,7,2,5,3,17
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,19,13,0,2,34
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,3,0,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,1,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,31,19,17,12,79
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,3,1,1,2,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,2,1,1,5
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,3,1,2,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,2,2,1,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,7,1,0,12
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,1,10,7,22
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,8,0,1,17
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,1,3,4,9
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,15,11,1,0,27
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,5,0,1,16
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,23,31,4,3,61
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,9,8,10,32
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,3,5,2,14
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,1,0,0,3
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,15,13,1,3,32
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,115,119,26,33,293
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,3,4,3,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,1,2,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,10,8,2,6,26
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,11,6,2,1,20
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,0,3,4,7
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,226,249,16,22,513
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,10,2,4,24
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,1,7,7,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,13,14,27,28,82
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,14,12,5,6,37
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,18,21,4,1,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,3,2,0,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,8,0,2,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,4,1,1,8
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,2,1,0,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,17,16,4,1,38
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,4,1,0,1,6
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,3,3,0,0,6
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,6,11,10,35
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,3,3,2,14
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,9,11,3,1,24
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,1,1,1,0,3
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,7,1,0,16
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,6,0,3,14
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,2,2,3,13
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,28,26,0,1,55
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,6,3,2,1,12
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,130,129,1,1,261
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,1,2,4,7
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,0,2,0,1,3
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,21,16,3,1,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,5,4,4,4,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2020-08-01,8,3,2,1,14
