,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,1,2,0,5
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,43,38,10,8,99
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,10,2,1,4,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,9,13,4,1,27
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,15,10,7,8,40
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,3,9,3,18
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,0,5,1,7
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,11,10,3,1,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,13,11,13,9,46
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,2,0,0,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,4,0,3,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,0,3,3,6
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,2,3,1,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,0,2,1,3
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,7,3,0,0,10
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,15,11,0,0,26
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1163,1092,10,3,2268
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,1,3,5,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,11,11,0,0,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,4,2,1,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,5,2,0,0,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,1,0,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,2,0,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,0,2,0,4
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,6,5,3,2,16
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,0,7,9,19
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,14,17,1,0,32
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,8,8,1,7,24
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,2,2,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,43,33,3,3,82
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,4,3,1,9
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,4,5,1,3,13
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,6,9,1,6,22
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,270,220,3,2,495
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,1,1,0,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,10,0,0,12
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,2,2,3,10
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,2,6,5,16
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,0,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,15,14,4,4,37
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,7,5,5,3,20
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,5,0,0,8
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,4,8,0,1,13
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,135,140,4,2,281
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,9,5,9,6,29
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,7,9,1,0,17
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,4,6,1,1,12
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,6,9,10,12,37
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,6,2,2,13
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,23,38,3,4,68
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,12,13,7,6,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,2,2,0,4
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,1,0,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,4,2,0,0,6
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,5,8,6,4,23
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,5,5,0,1,11
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,6,7,5,5,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,8,13,0,2,23
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,0,2,0,4
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,94,85,37,34,250
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,47,32,4,4,87
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,0,0,1,2
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,5,2,2,10
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,9,5,3,19
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,7,5,5,7,24
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,0,2,2,4
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,26,26,1,2,55
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,4,7,4,2,17
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,12,8,3,3,26
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,65,61,18,10,154
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,1,3,3,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,7,8,2,3,20
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,22,36,11,5,74
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,0,2,2,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,3,1,1,8
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,0,2,2,1,5
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,40,42,7,4,93
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,1,4,3,9
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,23,29,2,1,55
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,30,32,25,24,111
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,1,5,1,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,4,2,1,1,8
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,133,157,7,4,301
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,5,6,3,3,17
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,58,46,13,20,137
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,2,3,2,2,9
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,2,0,0,3
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,27,31,11,12,81
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,3,4,1,1,9
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,6,6,1,0,13
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,1,2,2,0,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-06-01,4,2,2,3,11
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,0,4,0,6
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,23,20,4,5,52
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,15,13,0,0,28
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,3,8,12,26
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,1,1,2,5
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,0,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,7,1,0,0,8
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,8,5,0,1,14
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,0,0,3,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,1,0,1,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,1,1,0,2
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,11,13,8,6,38
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,2,1,3,7
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,8,4,1,3,16
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,16,9,1,2,28
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,4,1,1,8
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,11,11,40,33,95
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,7,4,0,2,13
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,5,0,0,5
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,0,3,4,11
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,5,1,0,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,12,6,12,8,38
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,3,1,5,10
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,7,7,0,0,14
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,1,3,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,0,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,1,2,0,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,3,4,2,11
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,19,24,1,2,46
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,15,16,7,6,44
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,3,0,2,6
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,0,0,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,3,0,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,8,10,3,1,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,13,21,3,2,39
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,5,2,1,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,1,3,3,8
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,11,18,0,0,29
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,2,2,2,9
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,7,6,0,0,13
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,8,10,2,2,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,25,46,3,2,76
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,13,15,1,0,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,4,0,0,10
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,10,12,2,4,28
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,33,35,3,3,74
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,7,6,3,2,18
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,5,0,1,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,0,3,5,13
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,18,14,4,5,41
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,0,1,2,8
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,21,34,5,2,62
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,2,0,0,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,7,4,3,18
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,22,20,3,2,47
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,2,0,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,16,1,0,23
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,1,1,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,6,2,3,17
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,3,4,9,20
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,17,9,8,2,36
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,54,46,4,2,106
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,11,6,10,32
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,509,440,7,5,961
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,30,18,0,0,48
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,2,8,5,15
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,1,0,1,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,17,1,3,24
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,5,0,0,9
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,22,10,7,14,53
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,9,4,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,12,10,4,3,29
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,3,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,13,16,1,0,30
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,14,13,1,5,33
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,4,2,3,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,16,12,0,0,28
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,2,0,1,7
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,17,10,7,6,40
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,4,0,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,8,5,2,2,17
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,93,89,8,5,195
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,15,25,1,4,45
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,5,1,1,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,16,12,2,0,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,3,0,0,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,1,0,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,5,0,0,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,386,397,189,173,1145
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,3,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,8,9,2,4,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,2,1,3,9
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,63,62,1,0,126
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,2,1,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,12,14,1,1,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,59,44,0,1,104
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,0,2,0,6
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,3,1,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,1,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,0,2,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,4,13,6,29
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,2,3,0,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,19,11,1,0,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,2,0,1,8
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,3,1,1,10
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,2,1,0,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,60,50,1,0,111
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,6,4,7,22
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,3,3,0,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,2,1,1,5
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,9,12,0,0,21
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,1,1,0,2
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,0,0,1,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,4,1,1,11
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,0,0,1,4
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,2,0,1,5
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,3,1,1,8
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,8,7,3,0,18
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,9,6,4,1,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,14,10,1,0,25
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,13,0,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,6,2,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,34,23,6,8,71
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,133,112,7,4,256
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,358,351,11,12,732
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,5,8,5,21
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,9,8,2,2,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,3,3,0,1,7
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,38,25,10,15,88
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,2,0,0,4
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,1,0,0,3
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,6,5,1,1,13
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,2,2,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,2,4,2,9
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,0,0,4,8,12
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,15,7,1,0,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,1,3,0,2,6
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,22,12,1,1,36
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,4,5,0,1,10
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,19,21,12,10,62
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,10,11,4,6,31
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,10,2,4,2,18
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,5,9,0,0,14
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,19,21,2,0,42
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2020-07-01,159,143,40,26,368
