,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,2,4,11,25
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,4,2,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,13,8,3,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,6,0,1,11
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,11,7,3,3,24
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,2,0,1,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,41,33,0,2,76
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,10,3,7,23
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,2,2,2,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,2,1,4
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,17,7,3,3,30
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,0,0,0,3
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,2,1,1,6
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,1,1,0,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,0,1
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,1,2
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,1,2,0,4
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,6,2,1,12
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,6,1,2,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,10,13,2,1,26
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,4,2,2,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,9,0,1,11
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,38,26,6,5,75
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,122,80,4,7,213
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,336,309,11,16,672
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,2,8,6,16
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,7,4,1,20
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,3,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,40,28,7,7,82
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,2,0,1,5
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,2,2,5
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,2,0,4,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,2,6,9
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,12,5,17
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,11,4,0,0,15
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,2,1,6
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,12,7,0,1,20
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,4,2,0,9
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,22,16,10,8,56
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,12,7,9,34
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,7,7,3,20
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,5,2,0,13
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,14,15,1,0,30
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,116,105,38,35,294
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,1,1,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,7,1,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,1,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,1,2,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,9,4,4,3,20
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,7,4,3,17
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,5,3,11
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,165,178,7,5,355
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,9,9,0,4,22
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,2,3,9,15
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,10,5,14,16,45
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,5,3,3,15
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,15,12,5,3,35
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,0,1,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,6,0,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,0,1,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,13,12,1,3,29
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,5,0,0,10
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,1,0,0,8
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,7,6,10,30
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,3,2,2,13
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,5,1,2,11
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,3,0,0,4
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,10,8,7,4,29
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,5,1,0,9
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,9,11,7,6,33
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,16,10,1,0,27
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,2,3,5
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,1,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,169,209,13,13,404
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,5,0,2,10
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,10,5,4,0,19
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,3,1,0,6
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,1,2,5,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,3,4,2,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,3,3,1,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,21,8,3,0,32
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,8,1,0,12
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,4,14,11,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,52,55,6,5,118
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,7,8,6,23
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,9,19,9,7,44
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,3,0,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,53,43,38,44,178
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,0,0,3
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,4,0,0,9
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,8,6,8,29
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,8,0,0,11
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,67,74,7,7,155
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,9,7,2,0,18
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,20,10,3,3,36
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,1,0,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,93,85,6,4,188
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,2,1,0,5
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,7,6,10,28
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,2,0,1,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,9,5,1,0,15
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,10,1,5,24
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,2,3,2,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,1,2,3,11
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,5,4,0,16
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,25,25,2,2,54
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,5,3,1,16
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,1,16,14,37
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,10,2,1,21
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,16,21,16,18,71
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,2,4,5,11
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,11,22,1,1,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,1,0,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,30,24,8,5,67
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,4,3,3,16
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,44,44,6,6,100
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,2,4,0,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,12,10,2,2,26
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,10,8,11,36
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,5,0,0,9
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,3,2,3,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,0,0,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,16,3,2,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,11,12,26,8,57
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,2,0,0,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,1,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,3,1,4
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,3,1,4
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,2,4,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,3,0,0,6
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,6,2,5,16
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1293,1255,20,11,2579
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,12,10,23
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,15,16,0,0,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,0,1,2,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,1,0,0,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,3,0,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,5,1,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,1,4,6
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,1,2,4
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,1,2,1,7
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,13,16,0,1,30
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,14,8,0,0,22
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,0,0,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,29,28,2,3,62
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,2,0,1,3
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,6,1,0,13
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,6,2,7,21
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,169,191,3,1,364
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,3,4
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,5,1,2,13
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,5,0,2,10
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,5,0,1,11
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,13,4,1,4,22
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,3,1,2,11
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,1,0,0,4
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,0,3,0,3
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,136,125,10,16,287
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,5,3,4,16
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,11,1,3,23
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,7,5,0,0,12
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,5,2,3,12
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,1,1,2,6
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,28,32,8,14,82
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,3,4,2,17
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,7,2,3,14
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,2,2,2,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,1,0,0,2
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,5,2,4,19
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,4,1,3,9
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,7,4,0,13
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,6,1,0,13
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,3,1,0,4
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,89,76,17,16,198
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,35,41,10,6,92
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,2,0,1,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,4,2,2,9
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,11,12,2,0,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,1,0,3,7
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,2,3,0,0,5
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,20,28,3,1,52
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,6,3,4,14
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,12,3,1,1,17
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,34,30,3,4,71
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,0,3,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,3,3,6,18
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,26,29,9,5,69
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,0,1,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,8,2,0,3,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,6,5,4,2,17
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,48,56,9,10,123
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,4,6,4,18
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,25,28,2,0,55
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,24,31,16,12,83
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,1,3,2,3,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,2,0,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,159,138,7,5,309
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,3,0,1,8
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,78,77,8,6,169
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,2,0,2,9
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,2,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,28,31,27,14,100
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,5,5,0,1,11
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,4,2,2,3,11
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,0,1,2,6,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-07-01,3,6,0,4,13
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,4,1,1,3,9
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,17,12,10,6,45
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,20,19,1,1,41
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,11,12,7,8,38
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,0,2,0,2,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,5,6,0,0,11
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,8,4,0,0,12
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,0,1,4,0,5
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,3,1,2,2,8
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,12,11,0,1,24
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,0,0,2,1,3
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,5,1,0,0,6
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,12,14,2,2,30
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,6,5,5,4,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,31,21,3,3,58
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,6,6,0,3,15
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,2,3,0,0,5
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,2,1,4,4,11
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,6,1,2,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,6,9,10,10,35
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,5,2,1,2,10
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,10,8,0,1,19
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,6,1,2,1,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,1,0,2,0,3
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,36,33,1,1,71
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,17,10,7,6,40
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,2,2,1,0,5
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2020-08-01,1,1,0,1,3
